step,x,y,psi_deg,u,delta_deg,n_obs,horizon,phi_lb_deg,v_max_terrain,steer_in,throttle_in,brake_in,steer_out,throttle_out,brake_out,was_modified,min_clearance,solve_ms,cost_min
15,0.422,0.019,0.86,1.140,0.00,3,18,10.00,5.63,+0.000,0.991,0.000,-0.002,0.992,0.000,1,10.193,47.40,0.000
16,0.544,0.026,1.01,1.323,0.00,3,18,10.00,5.63,+0.000,0.994,0.000,+0.001,0.999,0.000,1,9.665,47.12,0.000
17,0.684,0.032,1.17,1.498,0.00,3,18,10.00,5.63,+0.000,0.996,0.000,-0.001,1.000,0.000,1,9.985,47.17,0.000
18,0.840,0.037,1.31,1.646,0.00,3,18,10.00,5.63,+0.000,0.997,0.000,-0.001,0.999,0.000,1,9.468,49.56,0.000
19,1.010,0.043,1.42,1.793,0.00,3,18,10.00,5.63,+0.000,0.998,0.000,-0.001,0.999,0.000,1,8.837,47.14,0.000
20,1.195,0.049,1.48,1.937,0.00,3,18,10.00,5.63,+0.000,0.999,0.000,-0.002,0.996,0.000,1,8.317,47.35,0.000
21,1.395,0.056,1.55,2.084,0.00,3,18,10.00,5.63,+0.000,0.999,0.000,+0.004,0.995,0.000,1,8.267,47.19,0.000
22,1.608,0.064,1.63,2.225,0.00,3,18,10.00,5.63,+0.000,0.999,0.000,-0.014,0.998,0.000,1,7.942,47.86,0.000
23,1.835,0.072,1.71,2.360,0.00,3,18,10.00,5.62,+0.000,0.996,0.000,-0.003,0.978,0.000,1,7.202,47.62,0.000
24,2.076,0.081,1.77,2.490,0.00,3,18,10.00,5.62,+0.000,0.973,0.000,+0.011,0.972,0.000,1,7.248,47.39,0.001
25,2.329,0.090,1.86,2.632,0.00,3,18,10.00,5.62,+0.000,0.939,0.000,-0.025,0.934,0.000,1,6.871,47.43,0.001
26,2.596,0.099,2.01,2.768,0.00,3,18,10.00,5.62,+0.000,0.896,0.000,+0.025,0.860,0.000,1,6.471,48.18,0.004
27,2.878,0.109,2.13,2.913,0.00,3,18,10.00,5.61,+0.000,0.848,0.000,+0.014,0.849,0.000,1,5.870,47.80,0.000
28,3.174,0.121,2.26,3.096,0.00,3,18,10.00,5.61,+0.000,0.790,0.000,-0.002,0.790,0.000,1,5.813,47.65,0.000
29,3.484,0.134,2.37,3.218,-1.28,3,18,10.00,5.61,-0.045,0.716,0.000,-0.081,0.716,0.000,1,5.741,47.48,0.001
30,3.802,0.148,2.40,3.207,-6.03,3,18,10.00,5.53,-0.215,0.643,0.000,-0.211,0.646,0.000,1,5.408,48.68,0.000
31,4.130,0.160,2.34,3.370,-9.66,3,18,10.00,5.20,-0.344,0.565,0.000,-0.350,0.562,0.000,1,5.078,48.10,0.000
32,4.471,0.169,2.12,3.522,-9.10,3,18,10.00,5.25,-0.324,0.486,0.000,-0.318,0.482,0.000,1,5.096,47.57,0.000
33,4.826,0.173,1.73,3.641,-6.94,3,18,10.00,5.45,-0.247,0.441,0.000,-0.237,0.440,0.000,1,4.802,47.26,0.000
40,7.548,0.125,-0.47,3.974,0.69,3,18,10.00,5.60,+0.025,0.286,0.162,+0.025,0.286,0.162,0,2.185,7.90,0.000
57,13.053,-0.258,-7.80,3.050,-20.63,4,18,10.00,4.16,-0.735,0.432,0.005,-0.733,0.427,0.000,1,2.546,47.11,0.000
58,13.351,-0.334,-9.11,3.129,-17.10,4,18,10.00,4.46,-0.609,0.474,0.004,-0.604,0.463,0.000,1,2.469,49.36,0.000
59,13.655,-0.420,-10.54,3.232,-12.29,4,18,10.00,4.93,-0.438,0.500,0.002,-0.430,0.495,0.000,1,2.398,47.46,0.000
60,13.969,-0.515,-11.97,3.353,-7.19,4,18,10.00,5.44,-0.256,0.509,0.002,-0.258,0.506,0.000,1,2.255,48.09,0.000
61,14.294,-0.616,-13.24,3.495,-1.44,4,18,10.00,5.61,-0.051,0.495,0.001,-0.044,0.495,0.000,1,2.056,47.31,0.000
63,14.981,-0.824,-15.00,3.739,8.77,4,18,10.00,5.28,+0.312,0.416,0.004,+0.306,0.412,0.000,1,1.895,48.26,0.000
64,15.342,-0.925,-15.21,3.831,13.87,4,18,10.00,4.77,+0.494,0.385,0.025,+0.495,0.362,0.000,1,1.933,47.74,0.000
65,15.713,-1.022,-15.12,3.899,18.98,4,18,10.00,4.29,+0.676,0.360,0.053,+0.675,0.270,0.000,1,1.911,47.71,0.002
66,16.092,-1.111,-14.66,3.949,17.70,4,18,10.00,4.40,+0.630,0.338,0.086,+0.626,0.261,0.000,1,1.900,49.15,0.003
74,19.184,-1.516,-6.78,3.885,15.37,5,18,10.00,4.62,+0.547,0.297,0.022,+0.480,0.278,0.000,1,2.040,48.49,0.007
75,19.569,-1.531,-5.62,3.889,18.26,5,18,10.00,4.35,+0.650,0.372,0.015,+0.685,0.365,0.000,1,1.912,47.89,0.003
76,19.956,-1.537,-4.42,3.898,14.07,5,18,10.00,4.75,+0.501,0.473,0.009,+0.435,0.462,0.000,1,1.439,47.06,0.003
77,20.344,-1.532,-3.08,3.946,14.71,5,18,10.00,4.68,+0.524,0.557,0.007,+0.383,0.478,0.000,1,0.810,47.39,0.023
78,20.738,-1.521,-1.74,4.009,8.97,5,18,10.00,5.26,+0.319,0.659,0.004,+0.343,0.635,0.000,1,0.511,48.83,0.003
79,21.139,-1.503,-0.47,4.078,3.86,5,18,10.00,5.60,+0.138,0.757,0.003,+0.190,0.652,0.000,1,0.081,47.96,0.022
80,21.547,-1.481,0.69,4.152,-0.61,5,18,10.00,5.60,-0.022,0.847,0.002,+0.099,0.810,0.000,1,1.354,47.26,0.043
81,21.961,-1.458,1.59,4.220,-1.88,5,18,10.00,5.60,-0.067,0.898,0.001,-0.179,0.609,0.000,1,1.332,47.50,0.108
82,22.380,-1.435,2.23,4.265,-4.43,5,18,10.00,5.59,-0.158,0.932,0.001,-0.898,1.000,0.000,1,1.859,48.72,0.480
83,22.803,-1.416,2.48,4.279,-9.54,5,18,10.00,5.20,-0.340,0.955,0.001,-0.415,0.483,0.000,1,2.067,47.96,1.025
84,23.227,-1.406,1.96,4.296,-9.60,5,18,10.00,5.20,-0.342,0.970,0.000,-0.318,0.600,0.000,1,1.821,47.71,0.306
85,23.654,-1.408,1.39,4.327,-15.34,5,18,10.00,4.62,-0.546,0.981,0.000,-0.542,0.801,0.000,1,2.109,47.15,0.123
86,24.084,-1.416,0.71,4.354,-15.30,5,18,10.00,4.62,-0.545,0.987,0.000,-0.802,0.858,0.000,1,2.040,48.51,0.067
87,24.516,-1.435,-0.25,4.369,-12.29,5,18,10.00,4.92,-0.438,0.992,0.000,-0.229,0.855,0.000,1,2.074,47.81,0.034
88,24.949,-1.465,-1.58,4.389,-9.74,5,18,10.00,5.18,-0.347,0.994,0.000,-0.367,0.881,0.000,1,2.122,47.47,0.001
89,25.384,-1.504,-2.51,4.437,-4.00,5,18,10.00,5.59,-0.142,0.996,0.000,-0.543,0.415,0.000,1,2.146,47.42,1.272
90,25.822,-1.553,-3.55,4.427,-0.44,5,18,10.00,5.59,-0.016,0.998,0.000,-0.618,0.446,0.000,1,2.144,48.33,1.347
91,26.258,-1.614,-4.83,4.445,0.69,5,18,10.00,5.59,+0.025,0.998,0.000,-0.238,0.350,0.000,1,2.071,47.60,1.207
92,26.694,-1.683,-6.22,4.455,6.44,5,18,10.00,5.49,+0.229,0.999,0.000,-0.185,0.841,0.000,1,1.920,47.62,0.023
