time,x,y,psi,u,v,omega,theta,pos_err,e_lat,v_max_path,delta_cmd,ax_cmd,vtheta_cmd,steering,throttle,braking,solve_time_ms,mpc_cost
0.0120,0.0407,0.0113,-0.0016,-0.0053,-0.0234,0.0010,0.0000,0.0422,0.0113,7.0000,0.1000,-0.2999,1.4146,0.1894,0.0000,0.1000,3.015,561920.4411
0.0240,0.1005,-0.0073,0.0073,-0.0216,-0.0474,-0.0001,0.0000,0.1007,-0.0073,7.0000,0.1120,-0.3359,1.4146,0.2121,0.0000,0.1120,1.082,19553.3103
0.0360,0.1297,-0.0270,-0.0020,-0.0378,-0.0557,-0.0239,0.2500,0.1233,-0.0270,7.0000,0.1240,-0.3719,1.4146,0.2348,0.0000,0.1240,0.804,19561.7421
0.0480,0.0441,0.0090,0.0037,-0.0344,0.0843,-0.0238,0.0000,0.0450,0.0090,7.0000,0.1360,-0.4079,1.4146,0.2576,0.0000,0.1360,0.806,19553.3103
0.0600,0.0039,-0.0175,-0.0009,0.0815,-0.0573,-0.0075,0.0000,0.0179,-0.0175,7.0000,0.1240,-0.3719,8.0000,0.2348,0.0000,0.1240,0.950,3581.7002
0.0720,0.0004,0.0674,-0.0077,0.0822,-0.0420,0.0062,0.0000,0.0674,0.0674,7.0000,0.1120,-0.3359,8.0000,0.2121,0.0000,0.1120,1.160,691465.4556
0.0840,0.1268,-0.0313,0.0023,0.0305,-0.0346,0.0098,0.2500,0.1271,-0.0313,7.0000,0.1000,-0.2999,8.0000,0.1894,0.0000,0.1000,1.107,668507.3123
0.0960,0.0602,0.0382,-0.0002,0.0603,-0.0124,0.0081,0.0000,0.0713,0.0382,7.0000,0.0880,-0.2639,8.0000,0.1667,0.0000,0.0880,1.099,697478.5883
0.1080,0.0343,-0.0169,0.0006,0.0620,0.0250,-0.0001,0.0000,0.0382,-0.0169,7.0000,0.0760,-0.2279,8.0000,0.1439,0.0000,0.0760,1.172,663973.9947
0.1200,0.0376,0.0087,0.0019,0.0396,-0.0247,0.0069,0.0000,0.0386,0.0087,7.0000,0.0640,-0.1919,8.0000,0.1212,0.0000,0.0640,1.240,663973.3686
0.1320,0.0494,-0.0099,0.0008,0.0563,-0.0820,0.0055,0.0000,0.0504,-0.0099,7.0000,0.0520,-0.1559,8.0000,0.0985,0.0000,0.0520,1.364,653689.5348
0.1440,0.0222,0.0118,0.0022,0.0240,0.1299,0.0030,0.0000,0.0252,0.0118,7.0000,0.0400,-0.1199,8.0000,0.0757,0.0000,0.0400,1.576,829069.3502
0.1560,0.0187,0.0473,-0.0026,-0.0782,-0.0610,0.0027,0.0000,0.0509,0.0473,7.0000,0.0520,-0.0839,8.0000,0.0985,0.0000,0.0280,1.261,429154.8830
