experiment,variant,controller_mode,mpc_model,nn_model,terrain,path,speed_mps,bumpiness,seed,run_dir,status,rc,wall_s,sim_s,rt_factor,diag_csv,collision_csv,shield_csv,n_samples,rms_cte_m,max_abs_cte_m,mean_abs_cte_m,mean_speed_mps,p95_speed_mps,speed_ratio,mean_solve_ms,p99_solve_ms,progress_m,final_x_m,final_y_m,collisions,near_misses,min_clearance_m,intervention_rate_pct,mean_abs_dsteer,mean_abs_dthrottle,notes,extra_sim_diag_csv,extra_mean_vtheta_cmd,extra_mean_vmax_path
mpcc_vs_mpc_speed_tracking,standard_mpc,standard,nn,closed_loop_v1_mlp_32_16,clay,sinusoidal,5.0,0,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0000_standard_mpc_clay_sinusoidal_v5_b0_s200,ok,0,24.800560235977173,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0000_standard_mpc_clay_sinusoidal_v5_b0_s200/20260513_011335_867825_clay_sinusoidal_acados_static_mlp/diag_clay_sinusoidal_acados_static_mlp.csv,,,663,0.06760785025322133,0.14317,0.054982105999999996,2.2308792,3.4464999999999995,0.44617584,4.497224736048265,5.0114,13.974010852011025,15.272881,1.740986,0,0,,,,,Baseline reference-tracking MPC with the closed-loop NN surrogate.,,,
mpcc_vs_mpc_speed_tracking,standard_mpc,standard,nn,closed_loop_v1_mlp_32_16,clay,sinusoidal,5.0,4,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0001_standard_mpc_clay_sinusoidal_v5_b4_s200,ok,0,10.749034881591797,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0001_standard_mpc_clay_sinusoidal_v5_b4_s200/20260513_011345_915022_clay_sinusoidal_acados_static_mlp/diag_clay_sinusoidal_acados_static_mlp.csv,,,667,0.074298267346527,0.151704,0.06204015200000001,2.5809462000000005,3.70622,0.5161892400000001,4.4294152923538235,5.034000000000003,16.71101537328012,17.89068,0.92166,0,0,,,,,Baseline reference-tracking MPC with the closed-loop NN surrogate.,,,
mpcc_vs_mpc_speed_tracking,standard_mpc,standard,nn,closed_loop_v1_mlp_32_16,clay,lane_change,5.0,0,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0002_standard_mpc_clay_lane_change_v5_b0_s200,ok,0,10.397083044052124,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0002_standard_mpc_clay_lane_change_v5_b0_s200/20260513_011356_687940_clay_lane_change_acados_static_mlp/diag_clay_lane_change_acados_static_mlp.csv,,,667,0.09339246155105882,0.220369,0.063214098,3.941017199999999,4.539705,0.7882034399999999,5.736566716641679,8.488200000000008,25.062584622208917,26.375575,2.526449,0,0,,,,,Baseline reference-tracking MPC with the closed-loop NN surrogate.,,,
mpcc_vs_mpc_speed_tracking,standard_mpc,standard,nn,closed_loop_v1_mlp_32_16,clay,lane_change,5.0,4,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0003_standard_mpc_clay_lane_change_v5_b4_s200,ok,0,10.750569581985474,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0003_standard_mpc_clay_lane_change_v5_b4_s200/20260513_011407_141451_clay_lane_change_acados_static_mlp/diag_clay_lane_change_acados_static_mlp.csv,,,667,0.10017089779670542,0.238555,0.068546514,4.003465599999999,4.571625,0.8006931199999998,5.6108545727136425,6.3584000000000085,25.604761818701295,26.901635,2.613208,0,0,,,,,Baseline reference-tracking MPC with the closed-loop NN surrogate.,,,
mpcc_vs_mpc_speed_tracking,standard_mpc,standard,nn,closed_loop_v1_mlp_32_16,sand,sinusoidal,5.0,0,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0004_standard_mpc_sand_sinusoidal_v5_b0_s200,ok,0,24.295877695083618,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0004_standard_mpc_sand_sinusoidal_v5_b0_s200/20260513_011432_178299_sand_sinusoidal_acados_static_mlp/diag_sand_sinusoidal_acados_static_mlp.csv,,,663,0.157734073950209,0.277029,0.13473902199999999,2.9382621999999996,4.186224999999999,0.5876524399999999,2.636289592760181,4.779,19.88287104220852,20.633716,-0.29893,0,0,,,,,Baseline reference-tracking MPC with the closed-loop NN surrogate.,,,
mpcc_vs_mpc_speed_tracking,standard_mpc,standard,nn,closed_loop_v1_mlp_32_16,sand,sinusoidal,5.0,4,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0005_standard_mpc_sand_sinusoidal_v5_b4_s200,ok,0,10.701589584350586,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0005_standard_mpc_sand_sinusoidal_v5_b4_s200/20260513_011442_093937_sand_sinusoidal_acados_static_mlp/diag_sand_sinusoidal_acados_static_mlp.csv,,,667,0.1428136794346536,0.260237,0.12200549200000001,2.9922201999999998,4.191065,0.59844404,3.66856071964018,7.702400000000043,20.399551119443423,21.124862,-0.539971,0,0,,,,,Baseline reference-tracking MPC with the closed-loop NN surrogate.,,,
mpcc_vs_mpc_speed_tracking,standard_mpc,standard,nn,closed_loop_v1_mlp_32_16,sand,lane_change,5.0,0,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0006_standard_mpc_sand_lane_change_v5_b0_s200,ok,0,10.351924180984497,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0006_standard_mpc_sand_lane_change_v5_b0_s200/20260513_011452_760973_sand_lane_change_acados_static_mlp/diag_sand_lane_change_acados_static_mlp.csv,,,667,0.08550188640893253,0.156966,0.075638134,4.244717199999999,4.395905,0.8489434399999999,2.9037481259370312,4.894600000000006,27.697165471942057,28.948901,3.055949,0,0,,,,,Baseline reference-tracking MPC with the closed-loop NN surrogate.,,,
mpcc_vs_mpc_speed_tracking,standard_mpc,standard,nn,closed_loop_v1_mlp_32_16,sand,lane_change,5.0,4,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0007_standard_mpc_sand_lane_change_v5_b4_s200,ok,0,10.642159938812256,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0007_standard_mpc_sand_lane_change_v5_b4_s200/20260513_011503_162875_sand_lane_change_acados_static_mlp/diag_sand_lane_change_acados_static_mlp.csv,,,667,0.10262098959223692,0.188965,0.09023165,4.2351722,4.358925,0.84703444,5.31544227886057,9.51880000000006,27.795045653961484,29.066354,3.022755,0,0,,,,,Baseline reference-tracking MPC with the closed-loop NN surrogate.,,,
mpcc_vs_mpc_speed_tracking,mpcc_default,mpcc,nn,closed_loop_v1_mlp_32_16,clay,sinusoidal,5.0,0,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0008_mpcc_default_clay_sinusoidal_v5_b0_s200,ok,0,16.523475170135498,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0008_mpcc_default_clay_sinusoidal_v5_b0_s200/diag_mpcc.csv,,,666,0.27151832483278177,0.633,0.2250164,4.2803130000000005,5.681755,0.8560626000000001,0.6882657657657657,0.8600500000000001,27.4552,26.4312,-2.508,0,0,,,,,Current MPCC defaults.,,5.0,3.5374678
mpcc_vs_mpc_speed_tracking,mpcc_default,mpcc,nn,closed_loop_v1_mlp_32_16,clay,sinusoidal,5.0,4,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0009_mpcc_default_clay_sinusoidal_v5_b4_s200,ok,0,16.623775243759155,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0009_mpcc_default_clay_sinusoidal_v5_b4_s200/diag_mpcc.csv,,,666,0.28337940955545804,0.6344,0.23511959999999998,4.2335123999999995,5.684375,0.8467024799999999,0.8264939939939939,1.00335,26.954,26.1689,-2.2981,0,0,,,,,Current MPCC defaults.,,5.0,3.547485
mpcc_vs_mpc_speed_tracking,mpcc_default,mpcc,nn,closed_loop_v1_mlp_32_16,clay,lane_change,5.0,0,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0010_mpcc_default_clay_lane_change_v5_b0_s200,ok,0,16.46976113319397,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0010_mpcc_default_clay_lane_change_v5_b0_s200/diag_mpcc.csv,,,666,0.13005550007592911,0.4199,0.09323379999999999,4.2320704000000005,5.64548,0.8464140800000001,0.6713453453453453,0.84835,26.823,26.4178,2.4686,0,0,,,,,Current MPCC defaults.,,5.0,4.842932000000001
mpcc_vs_mpc_speed_tracking,mpcc_default,mpcc,nn,closed_loop_v1_mlp_32_16,clay,lane_change,5.0,4,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0011_mpcc_default_clay_lane_change_v5_b4_s200,ok,0,16.521215200424194,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0011_mpcc_default_clay_lane_change_v5_b4_s200/diag_mpcc.csv,,,666,0.12638619877185958,0.3454,0.0988212,4.3250062,5.65912,0.86500124,0.8428528528528529,1.1321,27.3333,27.1227,2.6669,0,0,,,,,Current MPCC defaults.,,5.0,4.8255004
mpcc_vs_mpc_speed_tracking,mpcc_default,mpcc,nn,closed_loop_v1_mlp_32_16,sand,sinusoidal,5.0,0,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0012_mpcc_default_sand_sinusoidal_v5_b0_s200,ok,0,16.618967294692993,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0012_mpcc_default_sand_sinusoidal_v5_b0_s200/diag_mpcc.csv,,,666,0.3198749502227394,0.8832,0.22955899999999999,4.1951724,4.380075,0.8390344799999999,0.9007792792792795,1.315900000000002,27.9563,26.9103,-1.5929,0,0,,,,,Current MPCC defaults.,,5.0,4.351974599999999
mpcc_vs_mpc_speed_tracking,mpcc_default,mpcc,nn,closed_loop_v1_mlp_32_16,sand,sinusoidal,5.0,4,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0013_mpcc_default_sand_sinusoidal_v5_b4_s200,ok,0,16.87339472770691,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0013_mpcc_default_sand_sinusoidal_v5_b4_s200/diag_mpcc.csv,,,666,0.31690194287823475,0.8675,0.22812120000000002,4.1617024,4.381765000000001,0.83234048,0.6946096096096096,1.0999000000000003,26.9522,25.9945,-1.5892,0,0,,,,,Current MPCC defaults.,,5.0,4.2248894
mpcc_vs_mpc_speed_tracking,mpcc_default,mpcc,nn,closed_loop_v1_mlp_32_16,sand,lane_change,5.0,0,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0014_mpcc_default_sand_lane_change_v5_b0_s200,ok,0,16.5690176486969,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0014_mpcc_default_sand_lane_change_v5_b0_s200/diag_mpcc.csv,,,666,0.23711760305806062,0.4979,0.2121624,4.19036,4.396115,0.838072,0.680006006006006,0.9727,27.3333,27.0356,2.7834,0,0,,,,,Current MPCC defaults.,,5.0,5.0
mpcc_vs_mpc_speed_tracking,mpcc_default,mpcc,nn,closed_loop_v1_mlp_32_16,sand,lane_change,5.0,4,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0015_mpcc_default_sand_lane_change_v5_b4_s200,ok,0,16.909335374832153,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0015_mpcc_default_sand_lane_change_v5_b4_s200/diag_mpcc.csv,,,666,0.22558379476371967,0.4877,0.2020202,4.2169578,4.408935,0.84339156,0.8882177177177178,1.2084500000000011,27.5876,27.3214,2.7665,0,0,,,,,Current MPCC defaults.,,5.0,5.0
mpcc_vs_mpc_speed_tracking,mpcc_balanced_tracking,mpcc,nn,closed_loop_v1_mlp_32_16,clay,sinusoidal,5.0,0,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0016_mpcc_balanced_tracking_clay_sinusoidal_v5_b0_s200,ok,0,16.725059270858765,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0016_mpcc_balanced_tracking_clay_sinusoidal_v5_b0_s200/diag_mpcc.csv,,,666,0.2705781425023093,0.6572,0.2213472,4.291370799999999,5.713285,0.8582741599999999,0.9221261261261261,1.1277000000000001,27.4552,26.4259,-2.3223,0,0,,,,,Middle-ground MPCC tuning between the fast default and the tight-tracking variant.,,5.0,3.5356316000000008
mpcc_vs_mpc_speed_tracking,mpcc_balanced_tracking,mpcc,nn,closed_loop_v1_mlp_32_16,clay,sinusoidal,5.0,4,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0017_mpcc_balanced_tracking_clay_sinusoidal_v5_b4_s200,ok,0,16.573350191116333,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0017_mpcc_balanced_tracking_clay_sinusoidal_v5_b4_s200/diag_mpcc.csv,,,666,0.295134569069772,0.6369,0.24340499999999998,4.2542706,5.716135,0.8508541199999999,0.9219024024024025,1.1396500000000007,27.204,26.1892,-2.4727,0,0,,,,,Middle-ground MPCC tuning between the fast default and the tight-tracking variant.,,5.0,3.5339578
mpcc_vs_mpc_speed_tracking,mpcc_balanced_tracking,mpcc,nn,closed_loop_v1_mlp_32_16,clay,lane_change,5.0,0,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0018_mpcc_balanced_tracking_clay_lane_change_v5_b0_s200,ok,0,16.421177625656128,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0018_mpcc_balanced_tracking_clay_lane_change_v5_b0_s200/diag_mpcc.csv,,,666,0.11074328124089515,0.3425,0.08424539999999998,4.2606964,5.6698900000000005,0.8521392799999999,0.9418603603603604,1.1970500000000002,26.573,26.5852,2.5561,0,0,,,,,Middle-ground MPCC tuning between the fast default and the tight-tracking variant.,,5.0,4.843141999999999
mpcc_vs_mpc_speed_tracking,mpcc_balanced_tracking,mpcc,nn,closed_loop_v1_mlp_32_16,clay,lane_change,5.0,4,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0019_mpcc_balanced_tracking_clay_lane_change_v5_b4_s200,ok,0,16.573254823684692,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0019_mpcc_balanced_tracking_clay_lane_change_v5_b4_s200/diag_mpcc.csv,,,666,0.12982049029332773,0.3664,0.09931100000000001,4.3087662,5.675324999999999,0.86175324,0.7078873873873873,0.8997,27.3333,26.9778,2.7965,0,0,,,,,Middle-ground MPCC tuning between the fast default and the tight-tracking variant.,,5.0,4.8305194
mpcc_vs_mpc_speed_tracking,mpcc_balanced_tracking,mpcc,nn,closed_loop_v1_mlp_32_16,sand,sinusoidal,5.0,0,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0020_mpcc_balanced_tracking_sand_sinusoidal_v5_b0_s200,ok,0,16.57102632522583,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0020_mpcc_balanced_tracking_sand_sinusoidal_v5_b0_s200/diag_mpcc.csv,,,666,10.891652043151213,16.5927,9.4508632,3.8414228,3.98793,0.76828456,0.7432267267267267,0.976,0.0,-1.9405,-16.4988,0,0,,,,,Middle-ground MPCC tuning between the fast default and the tight-tracking variant.,,2.5062,1.4058379999999997
mpcc_vs_mpc_speed_tracking,mpcc_balanced_tracking,mpcc,nn,closed_loop_v1_mlp_32_16,sand,sinusoidal,5.0,4,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0021_mpcc_balanced_tracking_sand_sinusoidal_v5_b4_s200,ok,0,16.56909155845642,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260513_011319/raw/0021_mpcc_balanced_tracking_sand_sinusoidal_v5_b4_s200/diag_mpcc.csv,,,666,0.23035603360884646,0.6969,0.17719100000000002,4.1336542,4.35942,0.82673084,0.9108033033033034,1.5944500000000001,27.204,26.2544,-1.6256,0,0,,,,,Middle-ground MPCC tuning between the fast default and the tight-tracking variant.,,5.0,4.2750601999999995
