slip_ratio,slip_angle,velocity,vertical_load,steering_rate,bekker_Kphi,bekker_Kc,bekker_n,mohr_cohesion,mohr_friction,janosi_shear,mesh_spacing,Fz,Fx,Fy
0.575446,-0.433564,5.618113,6561.659849,0.168975,3202460.232235,11558.988789,0.795391,8691.276727,0.552915,0.017871,0.097775,5335.609801,1354.122757,3051.481719
0.946539,-0.243372,2.855639,4350.392660,0.433975,830108.766187,16378.404615,0.728026,17727.145073,0.172052,0.017144,0.116668,5372.141477,1395.648385,1233.401970
0.550433,0.364465,8.514398,2690.799595,-0.083050,2008252.587577,7238.870945,0.363193,16072.250879,0.632293,0.018958,0.143809,9863.458769,3224.641925,-4685.167015
0.063557,-0.068363,6.607952,6738.244412,-0.067195,2768515.544846,2697.505206,0.866338,20000.556954,0.126534,0.021905,0.142667,8697.815385,315.322162,217.301546
-0.295368,-0.159754,6.518409,6763.039863,0.463187,1767474.183724,8212.675652,0.654733,17569.685714,0.353504,0.014356,0.070215,5202.196373,-1614.802654,1331.001201
0.895485,-0.081431,9.047108,5445.878089,0.377666,2669533.745010,1098.995693,0.969061,9948.751616,0.538468,0.010387,0.117206,1081.969284,771.572999,484.030398
0.010263,-0.101791,9.133817,3732.404562,0.075380,3280783.020704,9983.843469,0.311663,3314.094139,0.294236,0.015336,0.137149,0.000000,0.000000,0.000000
0.976417,0.261062,6.803916,3523.425350,-0.417066,676593.778576,10569.487719,0.839107,15846.191083,0.377179,0.020897,0.137998,1457.308096,399.704762,-394.568944
-0.101087,-0.197447,3.394082,3745.162564,-0.512344,1200518.005484,15546.683084,0.626238,16436.714246,0.605132,0.023382,0.132497,2642.103538,-675.308797,-435.919588
0.200659,-0.427269,5.112542,6281.383413,0.303908,1715247.413363,18172.574939,0.931685,3360.871513,0.336493,0.011427,0.074460,3968.108901,200.114869,1273.804986
0.865805,-0.314481,6.889925,2152.966968,0.352127,755915.268296,19028.537744,0.444979,2832.463060,0.464759,0.021412,0.122865,2147.230266,651.365263,721.783035
-0.946578,0.462890,4.986289,3866.494409,-0.375961,1667535.548503,528.344974,0.346718,2113.820434,0.559097,0.010147,0.084351,3999.160561,-1896.337046,6.159108
0.055187,0.364786,4.135521,4827.713208,-0.216171,725870.471612,12467.256011,0.372582,13623.877725,0.462781,0.015751,0.069303,6262.535874,-346.070268,-2907.264866
-0.471506,0.313082,2.047588,6738.625420,0.134733,2066677.901605,11156.046947,0.712207,10798.924962,0.428213,0.015237,0.079983,7778.239985,-3240.792447,-725.208664
0.236340,0.593207,2.218855,4475.882155,-0.428925,984670.608843,13037.997868,1.291584,3885.268558,0.384396,0.012086,0.061591,4612.139553,-96.064475,-1792.757327
-0.167327,0.014839,2.856408,2240.972682,0.427426,2416419.751644,16155.697929,1.141644,10210.507402,0.122006,0.017234,0.062165,1025.764787,-167.810649,108.939998
-0.681846,0.003779,4.639729,2526.883768,-0.417259,2493495.823758,12664.367553,1.229207,2789.588082,0.296781,0.015293,0.058122,2590.321285,-832.283797,-97.671350
0.796719,0.274622,8.177391,3132.569473,0.129990,3856257.252960,14467.164437,1.171295,1434.110785,0.631774,0.019529,0.100821,4112.853688,1879.532421,-946.535843
-0.627667,0.043594,2.946945,7174.246093,0.029047,3141805.869550,15210.722257,0.511289,6637.034185,0.228383,0.020050,0.097005,5902.224941,-1417.398807,-24.050098
0.356286,0.522968,3.411906,4792.592043,-0.252105,3938643.625863,14983.108555,1.158467,19693.858058,0.266891,0.017187,0.082140,4579.111964,309.212015,-1783.193932
-0.831097,0.496686,7.253630,5225.343185,-0.210001,2784105.743120,18088.278766,0.458477,10672.919365,0.538803,0.023974,0.146465,9375.069127,-3908.971366,-268.003939
0.243397,0.051632,3.156167,2426.563074,0.343630,1985025.571559,1422.147812,0.770540,10771.568197,0.639154,0.018199,0.077914,1623.187726,556.123000,453.762187
-0.157230,-0.590389,5.058249,4593.435724,-0.025015,3645798.874661,3935.017569,0.836390,12814.097028,0.264407,0.015632,0.122915,5874.996307,-971.608668,1421.582154
-0.381893,-0.173818,6.140310,4579.653695,0.144113,2700851.118400,3960.701580,0.386579,5776.341701,0.187168,0.017531,0.109633,7106.418269,-901.097457,326.985885
0.859234,0.224893,5.996702,2113.592421,-0.137146,3322841.566346,2745.055021,0.765888,4281.327559,0.218574,0.018294,0.112183,1512.570169,305.022459,-211.756699
-0.069610,0.348579,5.502324,3654.065503,0.341702,1840442.464526,17159.080608,0.779495,18603.920314,0.436712,0.014350,0.093927,3421.474985,-671.808538,-916.362547
0.585195,0.124738,7.352074,2184.101187,0.380894,1564955.744924,2306.924924,0.752744,10062.620029,0.490910,0.019783,0.076591,2216.808789,950.084700,180.693439
-0.898151,-0.015854,6.516184,5149.926505,-0.434107,743711.337933,15181.904506,0.598653,10515.669277,0.423653,0.016517,0.148002,5313.531280,-2728.587361,-83.465891
0.138020,-0.476779,4.941400,6410.338760,-0.288163,2549615.416400,5603.545133,1.159970,4254.039607,0.203582,0.011903,0.059863,5541.668483,149.986559,1121.742476
0.110996,-0.540344,9.119615,7284.443134,-0.471566,2211722.450842,15413.681204,0.754863,6382.493300,0.623828,0.021457,0.052763,2763.640910,194.929105,999.517846
-0.244777,0.505291,5.088162,4588.665487,-0.143992,1959986.059963,19276.671173,0.817241,12072.100231,0.342849,0.018465,0.083546,5203.588527,-1587.508339,-1321.081395
-0.796470,-0.424949,8.726025,4389.955945,0.416843,1524845.581190,11902.075532,0.458312,11658.753001,0.641675,0.010832,0.069828,2067.657249,-1335.823734,151.328272
0.874037,0.554831,3.794385,4717.365511,-0.537962,1596342.680851,17960.555286,1.204989,3240.636421,0.520161,0.021143,0.125605,5532.616061,2037.070072,-2075.982989
0.902718,-0.267487,5.209964,2837.560431,0.360244,2566126.584360,11546.472542,0.788938,6526.180329,0.536833,0.012389,0.100448,1009.940811,451.446234,480.295814
-0.605189,-0.357471,4.784792,4315.053146,0.437459,2317104.285494,8003.709309,1.174590,20473.467076,0.521839,0.023105,0.101028,4214.332019,-3214.623907,823.167700
-0.648992,-0.363503,3.330082,5066.352043,0.394959,835574.679978,4415.530358,0.462989,13951.511591,0.136220,0.019646,0.100824,4843.772120,-1016.919079,263.020316
0.636072,0.389016,6.520132,6556.298694,0.027393,2121411.945812,16505.729599,0.594253,11405.912393,0.124483,0.019510,0.056667,8698.925614,834.826654,-990.506680
0.461558,0.037629,9.799022,5799.781086,-0.475038,807485.042589,18439.844458,0.734366,3863.466984,0.614778,0.011930,0.102732,1456.325997,750.587271,-738.408009
0.196885,-0.089581,5.127472,3902.958541,-0.308797,2596874.693597,12975.733672,1.112129,15389.237213,0.323483,0.016582,0.120381,2948.742306,802.494111,-358.498464
-0.656330,0.343618,8.366368,7107.219885,-0.243684,3085889.737428,6704.564704,0.600458,18085.872137,0.301104,0.018939,0.081705,8317.435726,-2812.334881,-638.872344
0.759557,0.070015,5.280265,4842.878424,0.172836,1590108.119537,14628.307882,0.875759,9249.468745,0.547193,0.014575,0.065682,2904.285131,1801.092807,78.191583
0.236579,-0.516484,3.912302,6797.253268,-0.063262,2035644.937976,18636.652571,0.442940,17695.132760,0.183754,0.020698,0.090525,4771.280600,130.200075,848.398054
0.276875,0.309395,7.693635,3044.175169,0.195020,2553462.037600,7341.966500,0.728194,6407.861925,0.210157,0.014968,0.118211,1411.213390,217.331609,-242.124960
-0.653411,-0.225418,5.585806,5131.984644,-0.459400,1347208.223686,1425.189831,0.762125,6641.466119,0.601431,0.012206,0.106656,3302.704384,-2468.053717,-28.521426
-0.071373,0.205238,5.713508,2138.758148,-0.296648,1559110.013942,15343.059055,0.969728,10766.423258,0.625585,0.011838,0.147892,3434.896102,-941.905808,-2244.578084
0.675691,-0.127591,2.080969,4541.651719,-0.547470,1209165.529428,12754.472369,1.206002,18800.201948,0.405892,0.016425,0.079845,5340.681149,3224.851510,-1396.854941
0.103054,0.243951,5.885818,6191.352073,0.146904,1439027.565668,15160.074235,0.636312,2565.565150,0.651903,0.011851,0.096366,6044.116958,951.227234,-2530.457264
-0.668757,0.206804,4.601170,5041.972640,0.548528,3157934.242799,146.663664,0.883379,12642.600033,0.483716,0.014535,0.052271,4355.390132,-2528.772961,105.071858
0.484880,-0.176060,3.954100,1969.182825,-0.144260,3838566.155336,15421.834392,1.120829,18485.354787,0.328834,0.021847,0.143362,2384.514593,262.158543,88.189957
0.039071,-0.163108,8.428284,5417.050239,0.242414,2203712.471168,5440.144752,0.481263,3853.981088,0.477040,0.019270,0.121393,4732.213666,-66.189999,1193.410073
-0.679478,-0.269837,5.440303,6053.358859,-0.514787,2584218.782872,8573.297690,0.740278,4343.137176,0.490145,0.012784,0.126298,6074.832095,-2942.661653,9.722669
-0.417704,-0.279869,5.444835,2847.450533,0.033706,1316335.777447,18124.072065,0.323640,14288.680062,0.410588,0.014656,0.071016,2389.016951,-758.488029,288.527095
-0.186242,-0.494428,5.779188,1616.436758,-0.101815,3895672.958859,12247.859208,1.272005,1951.359805,0.481182,0.017648,0.089401,1596.909869,-389.521675,477.412490
-0.983011,0.046737,8.757825,4296.474611,0.028650,3927109.811548,19334.415007,0.621830,3769.034940,0.612624,0.014310,0.100580,4515.241255,-3237.027612,-1.716623
-0.806725,-0.195445,7.256785,5521.569454,0.077140,3936414.500554,9162.292707,0.527752,16209.210713,0.366974,0.010782,0.124089,7875.978041,-3029.582396,163.385181
0.239251,-0.204644,3.222218,2749.762260,-0.153792,3744834.009845,2607.616044,1.011110,17958.388367,0.305378,0.013953,0.122039,1998.510899,811.277604,543.591779
-0.216435,-0.151297,8.724984,5115.587330,-0.135392,1594038.886843,11283.488677,0.716296,15514.309530,0.572522,0.021189,0.089877,4331.652664,-1467.225877,420.311965
-0.846153,-0.511718,3.827718,6980.124504,0.534171,2799777.542822,2696.330177,0.470626,13260.826414,0.359667,0.013896,0.117090,3955.136142,-1615.011864,124.903489
-0.189277,0.392132,2.432980,5028.572636,-0.161196,1005925.688904,15854.164728,0.808045,12195.785655,0.440782,0.022259,0.091068,3663.566610,-912.082930,-1116.538544
-0.448259,0.536475,2.608366,6962.164232,-0.412086,3333160.493754,8294.208778,0.384951,11593.837666,0.480924,0.010375,0.147973,6787.014869,-2090.102488,-715.122361
-0.367871,-0.170074,2.411758,6463.410004,0.556914,2686752.636800,18220.816790,0.606104,12163.618029,0.382359,0.017402,0.105351,7899.092410,-2428.146096,1689.290363
-0.163122,-0.042765,8.640724,4208.672384,-0.326994,2241601.377480,7476.347177,1.277758,1801.278132,0.201815,0.014479,0.059973,2625.837162,-382.922624,-216.455620
-0.125843,-0.338862,6.965768,6515.678060,-0.539832,2171568.749386,67.699911,0.689045,4990.606251,0.474870,0.012413,0.075645,6377.739313,-1385.479830,678.012991
0.581843,0.050320,8.551358,6348.837428,0.157185,2152659.652309,8433.742968,0.443573,2082.938657,0.571075,0.010724,0.147462,0.000000,0.000000,0.000000
0.609697,0.009002,9.439185,5280.202581,-0.533020,1239989.397306,1454.263650,0.471677,9712.300689,0.584201,0.022545,0.121151,7055.802361,3104.433527,-2556.293387
-0.925444,0.532367,6.852680,6596.530572,0.012149,2800170.063477,6773.402049,1.249562,19455.685636,0.471232,0.013779,0.137505,9731.873179,-6744.109248,-256.273471
-0.216737,0.471377,8.690187,5888.852537,0.236929,501251.817022,7525.336240,0.923241,4124.804290,0.135769,0.021743,0.091802,8855.218000,-959.598826,-751.830053
-0.504058,-0.511862,6.943086,6327.285166,-0.546683,540334.262014,10860.692200,0.304894,9962.746023,0.208444,0.011764,0.102263,5340.568815,-1293.443053,301.338329
-0.532857,0.249376,3.069728,2078.677559,-0.472350,607760.935232,9207.554000,0.372242,16751.636074,0.530840,0.010087,0.104391,1257.739664,-848.760955,-189.460791
0.876437,0.074535,5.494757,6238.551401,0.276823,696651.532064,13548.753317,0.581215,12335.470333,0.646948,0.016359,0.099089,5059.654715,4031.899176,586.371771
-0.947276,-0.066608,7.339299,3473.255228,-0.345866,2183737.988580,216.049800,0.389177,14334.481198,0.517220,0.012479,0.103407,3042.273804,-2056.543029,-17.054733
-0.839462,0.263540,2.583795,6523.646767,0.151209,3555848.232909,7675.468440,0.747989,13135.472564,0.366880,0.021366,0.135575,4759.172986,-2159.705537,-62.813817
0.057521,-0.032215,5.400131,5056.721118,0.501798,3718158.344800,1677.193106,0.384299,10897.694806,0.374252,0.019616,0.062650,5536.035613,-49.248242,773.410619
0.624657,0.354055,5.228170,6904.666385,-0.143428,3544900.496819,1557.466222,0.422763,2404.506836,0.298476,0.011497,0.114035,2383.121995,436.206243,-609.605329
0.279016,0.066876,5.552219,2065.371582,-0.493274,2023580.187231,5483.309588,0.606035,2799.408458,0.186082,0.010458,0.067083,3092.140875,265.717082,-452.300055
0.080219,-0.143606,2.935160,7191.644735,0.207471,3619612.002324,4483.339832,1.246970,3245.887886,0.300346,0.014694,0.090684,8474.929496,-223.258983,2345.185041
0.377952,0.136345,3.972405,1514.234443,-0.366398,3499435.429783,17671.529930,0.514149,15927.080013,0.459074,0.017337,0.093743,2516.367361,821.137125,-1076.660577
-0.909183,0.120852,3.755289,3910.454818,-0.054533,1373971.746026,5569.564207,1.260273,17154.781455,0.561216,0.022597,0.107366,4543.143029,-4167.279722,-68.964089
-0.649489,0.199184,3.067154,1913.068702,0.384917,3701077.425616,11022.096925,0.640870,10583.813888,0.302082,0.015903,0.066519,2077.725998,-674.572775,1.774867
0.665259,-0.191985,9.845665,3710.209324,0.249285,1137768.337127,17736.717415,0.721788,8238.017733,0.156401,0.020231,0.078456,5696.399583,735.836137,684.017162
0.724750,0.590258,8.687245,4241.678291,-0.224181,3843152.982958,7110.408552,0.547585,19249.201928,0.464344,0.017344,0.135530,8976.863286,1844.227284,-3214.031530
-0.251343,0.571371,4.894475,3728.622380,-0.256556,984192.257862,17482.395506,1.093794,15250.659878,0.615875,0.015499,0.136583,3646.896534,-2614.169036,-1856.157390
0.520187,-0.133666,2.195313,3184.872641,0.425192,2841703.074066,16642.209686,1.162850,17905.759620,0.545151,0.012893,0.064452,2825.558468,1143.220912,1823.150107
-0.271637,-0.359634,5.688376,7386.846376,0.176340,3904306.363811,5983.827971,0.738811,8839.962419,0.352090,0.016552,0.072866,4830.143765,-1297.598906,1080.826659
0.263216,0.599184,5.893020,4070.608732,0.016493,2632790.588411,12637.998040,1.218274,9173.665714,0.203704,0.012800,0.116639,2786.182993,15.658783,-751.497165
0.315273,0.268011,3.184844,3383.852985,-0.457664,2301712.102273,1370.099174,0.513192,7004.876426,0.579329,0.014762,0.084277,5652.697839,717.438834,-2235.019983
0.581264,0.162295,4.880986,4079.532676,0.436282,3302635.375000,1613.515980,0.346621,16830.018781,0.496153,0.022297,0.092064,1661.925566,119.772253,19.511660
-0.068914,0.140772,7.438432,3576.310058,-0.137903,3342106.448535,438.360807,0.311357,10393.611516,0.598852,0.022984,0.112650,10063.111247,-252.484505,-561.036009
-0.186715,0.202969,5.092478,2581.618804,0.091555,1727935.293670,11190.511391,0.543274,19109.801416,0.226336,0.020297,0.102728,1890.191021,-165.339489,-96.449907
0.939026,-0.470646,9.754396,1917.455745,0.449504,2181126.261181,10043.773108,0.929071,5663.850440,0.245350,0.015534,0.125624,1147.051018,255.943163,250.487401
0.777769,-0.185840,5.067633,6614.490702,-0.509796,2369054.495070,4010.476732,1.046981,19704.173961,0.235546,0.023478,0.085079,4369.663055,1643.011242,-289.503846
0.818635,0.059954,9.456818,3981.431274,-0.454527,1934833.289887,15984.618889,0.325709,19633.060311,0.141785,0.021641,0.125343,8698.320878,963.325640,-666.692608
-0.261840,0.270401,5.273836,3111.143312,-0.304743,3079179.495572,5105.296829,1.095363,13578.327330,0.579563,0.010286,0.057833,3038.087407,-1472.724740,-1383.260003
0.516382,-0.443741,4.737373,5068.475588,0.437784,1054164.740248,11303.702676,1.010848,12989.987979,0.111756,0.015859,0.079009,5071.246032,624.931893,953.859581
-0.601961,0.028475,8.677909,3886.714920,0.257297,1682755.803726,16742.876613,1.072624,10427.210117,0.568970,0.017878,0.068830,3689.457031,-2489.512768,161.096409
0.105384,0.034009,9.660001,5664.765122,-0.523581,1968107.669541,19237.752301,0.854792,3340.247910,0.436520,0.023547,0.119452,2731.574258,135.003907,-758.458946
0.112910,0.398905,8.948884,7018.362380,-0.181746,3181926.052380,17166.226889,0.783001,9667.270875,0.637724,0.022229,0.138830,12525.066813,-335.346393,-6316.389542
-0.877467,-0.577025,8.230236,6830.691720,-0.043801,2383944.946211,10624.498930,0.799993,1381.435527,0.256201,0.023771,0.086680,4868.441471,-1276.002834,90.774999
-0.255514,-0.591134,9.407626,2052.911909,0.067778,788647.595544,4372.541220,1.128359,15822.001599,0.372980,0.010009,0.093870,2157.892422,-792.682051,897.058379
-0.504417,-0.058087,7.541323,6693.572761,0.025609,591223.877264,9045.197736,0.381949,10394.831661,0.531726,0.010122,0.123713,4055.082974,-2680.619649,183.241857
-0.472335,0.024018,6.151845,3408.167090,-0.476811,3151144.448419,18816.805089,0.346696,12310.059686,0.319897,0.016844,0.123576,3203.073166,-919.981541,-275.658682
-0.839536,0.061236,3.377883,1901.668183,0.536827,578768.162779,17310.058557,0.971050,14795.381594,0.120801,0.012610,0.129959,2259.993606,-1016.250373,38.197168
-0.925941,-0.302380,7.248309,6852.434580,0.492473,3785237.380422,11084.439618,0.618269,2458.391646,0.635691,0.012463,0.124429,6594.944757,-4660.720220,178.949302
0.166300,0.472933,7.136830,2389.375668,0.160788,504047.034959,11747.798459,0.345036,2408.900962,0.107157,0.016699,0.053531,1557.012878,16.661912,-115.248188
-0.380139,0.159477,4.235699,3714.168915,-0.058676,3670360.869599,11123.800957,1.125935,18184.029724,0.570168,0.015623,0.072348,3094.838851,-2172.565038,-625.117620
0.799916,0.188608,7.505410,2158.667417,0.320008,2382733.478101,10302.245257,0.871768,8970.084917,0.567219,0.011732,0.055054,1763.721588,1016.362203,-63.316842
0.894193,-0.351254,2.774644,1823.695463,-0.528642,1245696.594971,13731.529295,1.003774,3225.352590,0.438763,0.013581,0.116241,1201.264285,479.387644,79.882675
-0.276739,-0.052941,5.441635,5322.374476,0.437062,1265278.099887,9202.068779,0.525242,17554.333060,0.351627,0.010906,0.078175,9618.003868,-3120.596696,1756.123748
0.319377,-0.484387,8.579530,3268.117629,0.116579,1371472.859268,16005.702957,0.729474,14697.338652,0.213709,0.021903,0.063272,4950.663570,203.912045,1295.206975
0.618865,-0.505556,4.443145,5644.110096,-0.131897,1087416.831834,12943.683905,0.747511,15754.509664,0.528729,0.014381,0.050249,5104.679272,1706.929265,2661.679739
0.102200,0.347622,9.506954,6993.819293,0.160353,1196042.715416,4276.390906,0.464183,10815.320898,0.385225,0.023500,0.139137,8519.501871,243.079911,-1864.827655
-0.599695,0.457542,3.478951,5520.877910,0.080401,1303491.821479,18938.840618,1.122312,5504.251083,0.449762,0.022415,0.053015,5345.733749,-2594.718258,-582.869263
-0.660334,-0.388873,7.400752,2595.458127,0.480336,3377087.179334,4076.312225,0.685911,7464.899997,0.386302,0.013148,0.066032,2949.968014,-1086.215249,217.575355
-0.249124,-0.234723,4.495023,4029.975661,0.286156,2633016.499930,13727.056996,0.770208,12874.875085,0.566505,0.020122,0.059859,4037.893994,-1484.232723,1207.684290
0.495861,0.089362,7.012682,1843.747032,-0.363781,2096204.668459,13334.458505,0.334547,6647.007051,0.252780,0.011125,0.051791,6482.945352,914.312233,-821.792114
-0.942326,-0.392235,4.795794,1766.161778,-0.180549,1104140.893096,16314.723792,0.492851,10026.515163,0.177440,0.012220,0.070123,1999.206900,-469.379403,9.646333
-0.834320,-0.176296,2.376938,2313.727309,-0.439576,2213409.857947,14818.080384,0.654942,14211.402692,0.510193,0.022067,0.116124,3120.736893,-1516.712315,-43.106414
-0.769516,0.476415,4.612990,2202.073841,-0.176287,3909327.089361,11263.538242,0.358788,10288.152406,0.624600,0.023663,0.113222,0.000000,0.000000,0.000000
0.537847,-0.556175,3.587442,6522.342455,-0.191117,3152571.157538,19929.780486,0.713027,6102.113913,0.553509,0.021853,0.082433,6933.379480,1982.127722,3592.118615
0.651835,-0.355656,9.543434,4082.137235,0.409011,1425626.945679,16261.193559,0.522148,5468.564220,0.487324,0.019108,0.103449,1464.473483,389.484752,503.282053
0.318081,0.144760,7.053106,3192.803144,-0.287695,2160278.298736,7987.852580,1.263297,3850.333312,0.317575,0.022343,0.100399,1427.779172,110.038447,-170.610736
-0.407162,0.421481,5.936783,4062.357243,-0.232960,1072641.543157,9800.709317,0.911277,11821.456911,0.417829,0.023495,0.062352,3551.824432,-1535.875282,-673.193493
0.587313,0.120208,9.927628,4014.048033,-0.187935,1710900.740852,6628.873169,1.120936,9564.664151,0.351871,0.022318,0.085834,449.792847,175.168132,-107.630911
0.053696,-0.169695,8.094513,2304.068635,-0.110825,3367137.954512,16608.983801,0.649970,16980.398134,0.203103,0.015359,0.111800,0.000000,0.000000,0.000000
-0.424163,0.190563,4.206120,6181.761097,-0.269192,857594.989721,19709.307009,0.315133,10808.874778,0.567039,0.015176,0.058542,6692.070564,-3073.441946,-1336.812365
0.352800,0.524761,2.403500,6922.327756,-0.461707,2050761.373141,16263.496942,1.111893,1475.316866,0.460036,0.014066,0.082943,8299.569516,898.387261,-3400.379995
0.274768,-0.008651,3.115697,5916.482068,0.295415,1652083.701125,13586.001958,0.873089,3464.027900,0.305478,0.023768,0.065259,6909.021840,816.896558,820.410516
0.886879,0.240678,6.249387,5289.303997,-0.436827,1286491.387221,17463.001437,1.089955,1549.345725,0.225162,0.010053,0.079287,4318.535144,625.486345,-668.435756
0.348458,-0.047499,9.222566,3844.796308,0.373629,661463.325371,2479.312021,0.819508,2897.748235,0.515095,0.013082,0.077586,1666.925087,337.301095,364.074845
-0.445473,-0.239809,3.082206,6818.384492,-0.421924,1234827.960209,16077.385194,0.800079,19896.114271,0.296737,0.011964,0.094046,5490.073198,-2643.931663,22.502500
-0.181503,-0.178836,3.163364,1528.848124,0.182486,1528842.230091,15671.456738,0.495707,12110.777539,0.172386,0.020876,0.065326,1207.618689,-106.795442,97.556948
-0.752560,-0.003884,9.814907,6820.327115,0.085980,3586106.720996,12184.158333,0.824672,17263.620435,0.586990,0.016497,0.081852,6924.986871,-4760.748564,73.973418
-0.757639,0.456985,3.074461,4162.087044,0.290094,1668825.971522,5507.347782,0.651088,7212.561653,0.432527,0.013039,0.098869,4306.808468,-2125.036421,-144.990619
-0.794399,0.173895,8.638881,6536.884614,-0.357784,997056.951680,13732.755506,0.906935,16880.507496,0.488092,0.022733,0.054533,8315.492060,-5274.340204,-499.701723
0.246327,-0.259973,7.818366,4568.519343,-0.388980,3281338.062167,3557.590168,1.104145,10723.776260,0.341118,0.020563,0.062312,2550.535847,723.719175,235.909634
-0.138551,-0.071003,2.853122,4770.287423,-0.299377,3712402.334536,16242.780062,0.854048,11207.883263,0.569986,0.023903,0.081608,4324.917816,-1183.685142,-780.118606
0.774728,0.120909,2.452438,3955.185824,-0.041490,2091653.884129,6764.162947,0.792970,19044.363933,0.325783,0.015913,0.052015,4112.694633,1822.170375,-617.867458
0.836857,-0.282830,9.539037,3939.764690,-0.026215,1118178.342498,13887.819164,1.100702,15455.842531,0.597173,0.012859,0.101245,3352.341378,1658.085052,1099.429921
-0.485417,0.005739,9.773266,1596.961837,0.524902,3648224.427257,3079.976973,0.620274,2729.139017,0.105252,0.014068,0.060584,1191.901201,-108.638220,26.465171
-0.681554,-0.461741,4.510879,4303.312141,-0.238822,1334563.118270,913.377043,1.279801,14405.736891,0.136600,0.023466,0.144430,4007.990563,-1597.662122,217.199536
-0.578802,-0.107227,7.765471,3632.182831,-0.144841,3550893.472209,13086.461556,0.676777,2210.357533,0.325246,0.021123,0.052540,2984.103474,-670.029487,16.652564
-0.185562,0.013027,8.218415,2784.715244,0.189761,2813146.753284,4674.849353,1.051115,8344.428045,0.142254,0.022260,0.134706,3892.471119,-342.790588,104.184482
-0.092353,-0.341937,9.147359,2949.661057,-0.408002,2376879.787566,19683.928730,1.203278,16226.326294,0.263713,0.016627,0.080102,830.084755,-148.569630,187.889780
-0.823200,-0.327170,9.814091,7269.648053,-0.129939,3262804.350055,19055.256989,0.677592,19444.522455,0.349828,0.019299,0.141496,10873.566906,-4686.714497,259.135004
-0.245455,0.167303,7.184232,5214.617233,0.365981,2767341.092800,17554.818322,0.747178,3755.676525,0.637053,0.011387,0.134175,3317.527454,-2305.671075,116.017522
-0.495685,-0.000690,8.075565,3418.490553,-0.344801,1059073.508159,469.639057,0.509157,2014.210512,0.409723,0.013087,0.114108,2563.673219,-672.488412,-121.750503
-0.455080,-0.549178,8.037083,6193.894404,-0.338929,772313.954202,6964.846701,0.860989,4608.450928,0.311653,0.022505,0.122792,4563.873903,-1477.597505,555.636222
-0.627473,-0.466075,7.602729,3362.420330,-0.196624,1646400.564143,3714.024912,0.563678,16232.688316,0.141914,0.018950,0.147457,3074.202267,-671.192346,136.432467
0.712876,0.544101,7.361328,6759.538424,0.042491,2749550.234887,13472.280681,0.445468,15483.626441,0.390901,0.014313,0.136605,5396.768528,1044.491529,-1893.825107
0.000383,-0.584370,3.645331,5341.760691,-0.278438,2035270.056074,11967.147176,0.694000,5451.308025,0.557697,0.021667,0.100929,4953.361570,-423.262142,1931.058484
0.039217,0.460219,7.932724,4317.611025,-0.413439,1978287.095161,13680.617539,0.509331,11771.216584,0.173496,0.019940,0.067683,3398.976181,-85.899104,-402.419803
-0.730450,-0.094910,8.521903,7311.153995,0.302505,2076042.417425,2215.254520,1.003407,15127.571135,0.521235,0.014096,0.097272,10062.533850,-6831.987097,578.420120
-0.959670,0.588299,5.937992,4986.589745,0.041364,1665346.866180,1475.325221,0.534012,4040.653565,0.579740,0.023172,0.104401,6758.377633,-4291.642673,-88.223549
0.441952,-0.222087,7.590252,6932.623741,-0.038088,3308943.877649,1102.452357,0.678168,15351.036829,0.364245,0.022465,0.121706,7138.822304,1603.025471,1177.056884
0.006583,0.500365,7.789610,7418.404114,0.431015,1654184.330756,13220.857759,0.468461,15725.175281,0.652034,0.016595,0.063781,9857.914392,-1223.199752,-5484.671976
-0.550172,-0.292230,4.488028,3885.965900,0.243378,3753849.591634,19905.588682,0.798073,5099.079815,0.171685,0.023061,0.096230,4422.409593,-740.038481,209.831168
0.459277,0.100542,9.009809,1600.279218,0.068377,1810174.432695,11917.087002,0.491807,17796.539041,0.385364,0.021874,0.097318,713.972100,330.299354,-70.187655
0.666465,-0.152313,4.732921,4169.450726,0.366176,583763.347673,14929.012606,1.001192,7404.468977,0.369754,0.023393,0.103077,5273.899725,1200.402812,1360.624483
-0.194919,-0.582397,2.768987,3465.866127,-0.049218,3729126.360347,19621.936361,0.489331,10446.428128,0.587074,0.018858,0.116438,0.000000,0.000000,0.000000
-0.749045,-0.599805,3.638643,2838.968635,0.234869,2801224.461106,8607.418520,0.454263,7628.275140,0.209966,0.018192,0.120735,2555.319855,-350.088773,73.282025
0.254301,0.138626,6.672997,6616.225359,0.079474,1923778.710073,8123.965636,0.838041,1274.456123,0.643301,0.010278,0.074808,3089.729197,1527.721544,-839.677218
-0.909561,0.297896,2.953082,3224.693340,0.410764,2033403.746308,8240.345674,0.751480,2931.480890,0.619731,0.018322,0.067180,3411.737806,-2414.168875,7.478242
0.391737,0.350253,2.808871,7495.595990,-0.019446,1041799.389164,16967.295482,1.214723,3528.724305,0.650228,0.021831,0.087462,9070.137537,2506.270965,-5199.954274
-0.587099,0.175638,7.595140,5565.387924,0.450722,2859850.476284,5081.840525,1.048256,12916.740129,0.295669,0.020461,0.064168,5110.417438,-2049.311471,81.696296
-0.056723,-0.484285,8.964021,4588.124453,-0.372856,2312056.181295,1999.700475,0.395015,910.292501,0.564857,0.015326,0.120748,9255.480742,-1500.248155,4712.406368
