x,y
0.0000,0.0000
0.2500,0.0000
0.5000,0.0000
0.7500,0.0000
1.0000,0.0000
1.2500,0.0000
1.5000,0.0000
1.7500,0.0000
2.0000,0.0000
2.2500,0.0000
2.5000,0.0000
2.7500,0.0000
3.0000,0.0000
3.2500,0.0000
3.5000,0.0000
3.7500,0.0000
4.0000,0.0000
4.2500,0.0000
4.5000,0.0000
4.7500,0.0000
5.0000,0.0000
5.2500,0.0000
5.5000,0.0000
5.7500,0.0000
6.0000,0.0000
6.2500,0.0000
6.5000,0.0000
6.7500,0.0000
7.0000,0.0000
7.2500,0.0000
7.5000,0.0000
7.7500,0.0000
8.0000,0.0000
8.2500,0.0000
8.5000,0.0000
8.7500,0.0000
9.0000,0.0000
9.2500,0.0000
9.5000,0.0000
9.7500,0.0000
10.0000,0.0000
10.2500,0.0000
10.5000,0.0000
10.7500,0.0000
11.0000,0.0000
11.2500,0.0000
11.5000,0.0000
11.7500,0.0000
12.0000,0.0000
12.2500,0.0000
12.5000,0.0000
12.7500,0.0000
13.0000,0.0000
13.2500,0.0000
13.5000,0.0000
13.7500,0.0000
14.0000,0.0000
14.2500,0.0000
14.5000,0.0000
14.7500,0.0000
15.0000,0.0000
15.2513,-0.0039
15.5023,-0.0158
15.7529,-0.0355
16.0027,-0.0631
16.2515,-0.0985
16.4991,-0.1417
16.7451,-0.1927
16.9895,-0.2513
17.2319,-0.3177
17.4721,-0.3915
17.7099,-0.4730
17.9450,-0.5618
18.1772,-0.6580
18.4062,-0.7614
18.6319,-0.8719
18.8540,-0.9895
19.0723,-1.1141
19.2866,-1.2454
19.4967,-1.3834
19.7023,-1.5279
19.9033,-1.6788
20.0994,-1.8359
20.2905,-1.9991
20.4764,-2.1683
20.6569,-2.3431
20.8317,-2.5236
21.0009,-2.7095
21.1641,-2.9006
21.3212,-3.0967
21.4721,-3.2977
21.6166,-3.5033
21.7546,-3.7134
21.8859,-3.9277
22.0105,-4.1460
22.1281,-4.3681
22.2386,-4.5938
22.3420,-4.8228
22.4382,-5.0550
22.5270,-5.2901
22.6085,-5.5279
22.6823,-5.7681
22.7487,-6.0105
22.8073,-6.2549
22.8583,-6.5009
22.9015,-6.7485
22.9369,-6.9973
22.9645,-7.2471
22.9842,-7.4977
22.9961,-7.7487
23.0000,-8.0000
23.0000,-8.2500
23.0000,-8.5000
23.0000,-8.7500
23.0000,-9.0000
23.0000,-9.2500
23.0000,-9.5000
23.0000,-9.7500
23.0000,-10.0000
23.0000,-10.2500
23.0000,-10.5000
23.0000,-10.7500
23.0000,-11.0000
23.0000,-11.2500
23.0000,-11.5000
23.0000,-11.7500
23.0000,-12.0000
23.0000,-12.2500
23.0000,-12.5000
23.0000,-12.7500
23.0000,-13.0000
23.0000,-13.2500
23.0000,-13.5000
23.0000,-13.7500
23.0000,-14.0000
23.0000,-14.2500
23.0000,-14.5000
23.0000,-14.7500
23.0000,-15.0000
23.0000,-15.2500
23.0000,-15.5000
23.0000,-15.7500
23.0000,-16.0000
23.0000,-16.2500
23.0000,-16.5000
23.0000,-16.7500
23.0000,-17.0000
23.0000,-17.2500
23.0000,-17.5000
23.0000,-17.7500
23.0000,-18.0000
23.0000,-18.2500
23.0000,-18.5000
23.0000,-18.7500
23.0000,-19.0000
23.0000,-19.2500
23.0000,-19.5000
23.0000,-19.7500
23.0000,-20.0000
23.0000,-20.2500
23.0000,-20.5000
23.0000,-20.7500
23.0000,-21.0000
23.0000,-21.2500
23.0000,-21.5000
23.0000,-21.7500
23.0000,-22.0000
23.0000,-22.2500
23.0000,-22.5000
23.0000,-22.7500
23.0000,-23.0000
23.0039,-23.2513
23.0158,-23.5023
23.0355,-23.7529
23.0631,-24.0027
23.0985,-24.2515
23.1417,-24.4991
23.1927,-24.7451
23.2513,-24.9895
23.3177,-25.2319
23.3915,-25.4721
23.4730,-25.7099
23.5618,-25.9450
23.6580,-26.1772
23.7614,-26.4062
23.8719,-26.6319
23.9895,-26.8540
24.1141,-27.0723
24.2454,-27.2866
24.3834,-27.4967
24.5279,-27.7023
24.6788,-27.9033
24.8359,-28.0994
24.9991,-28.2905
25.1683,-28.4764
25.3431,-28.6569
25.5236,-28.8317
25.7095,-29.0009
25.9006,-29.1641
26.0967,-29.3212
26.2977,-29.4721
26.5033,-29.6166
26.7134,-29.7546
26.9277,-29.8859
27.1460,-30.0105
27.3681,-30.1281
27.5938,-30.2386
27.8228,-30.3420
28.0550,-30.4382
28.2901,-30.5270
28.5279,-30.6085
28.7681,-30.6823
29.0105,-30.7487
29.2549,-30.8073
29.5009,-30.8583
29.7485,-30.9015
29.9973,-30.9369
30.2471,-30.9645
30.4977,-30.9842
30.7487,-30.9961
31.0000,-31.0000
31.2500,-31.0000
31.5000,-31.0000
31.7500,-31.0000
32.0000,-31.0000
32.2500,-31.0000
32.5000,-31.0000
32.7500,-31.0000
33.0000,-31.0000
33.2500,-31.0000
33.5000,-31.0000
33.7500,-31.0000
34.0000,-31.0000
34.2500,-31.0000
34.5000,-31.0000
34.7500,-31.0000
35.0000,-31.0000
35.2500,-31.0000
35.5000,-31.0000
35.7500,-31.0000
36.0000,-31.0000
36.2500,-31.0000
36.5000,-31.0000
36.7500,-31.0000
37.0000,-31.0000
37.2500,-31.0000
37.5000,-31.0000
37.7500,-31.0000
38.0000,-31.0000
38.2500,-31.0000
38.5000,-31.0000
38.7500,-31.0000
39.0000,-31.0000
39.2500,-31.0000
39.5000,-31.0000
39.7500,-31.0000
40.0000,-31.0000
40.2500,-31.0000
40.5000,-31.0000
40.7500,-31.0000
41.0000,-31.0000
41.2500,-31.0000
41.5000,-31.0000
41.7500,-31.0000
42.0000,-31.0000
42.2500,-31.0000
42.5000,-31.0000
42.7500,-31.0000
43.0000,-31.0000
43.2500,-31.0000
43.5000,-31.0000
43.7500,-31.0000
44.0000,-31.0000
44.2500,-31.0000
44.5000,-31.0000
44.7500,-31.0000
45.0000,-31.0000
45.2500,-31.0000
45.5000,-31.0000
45.7500,-31.0000
46.0000,-31.0000
46.2500,-31.0000
46.5000,-31.0000
46.7500,-31.0000
47.0000,-31.0000
47.2500,-31.0000
47.5000,-31.0000
47.7500,-31.0000
48.0000,-31.0000
48.2500,-31.0000
48.5000,-31.0000
48.7500,-31.0000
49.0000,-31.0000
49.2500,-31.0000
49.5000,-31.0000
49.7500,-31.0000
50.0000,-31.0000
50.2500,-31.0000
50.5000,-31.0000
50.7500,-31.0000
51.0000,-31.0000
51.2500,-31.0000
51.5000,-31.0000
51.7500,-31.0000
52.0000,-31.0000
52.2500,-31.0000
52.5000,-31.0000
52.7500,-31.0000
53.0000,-31.0000
53.2500,-31.0000
53.5000,-31.0000
53.7500,-31.0000
54.0000,-31.0000
54.2500,-31.0000
54.5000,-31.0000
54.7500,-31.0000
55.0000,-31.0000
55.2500,-31.0000
55.5000,-31.0000
55.7500,-31.0000
56.0000,-31.0000
56.2500,-31.0000
56.5000,-31.0000
56.7500,-31.0000
57.0000,-31.0000
57.2500,-31.0000
57.5000,-31.0000
57.7500,-31.0000
58.0000,-31.0000
58.2500,-31.0000
58.5000,-31.0000
58.7500,-31.0000
59.0000,-31.0000
59.2500,-31.0000
59.5000,-31.0000
59.7500,-31.0000
60.0000,-31.0000
60.2500,-31.0000
60.5000,-31.0000
60.7500,-31.0000
61.0000,-31.0000
61.2500,-31.0000
61.5000,-31.0000
61.7500,-31.0000
62.0000,-31.0000
62.2500,-31.0000
62.5000,-31.0000
62.7500,-31.0000
63.0000,-31.0000
63.2500,-31.0000
63.5000,-31.0000
63.7500,-31.0000
64.0000,-31.0000
64.2500,-31.0000
64.5000,-31.0000
64.7500,-31.0000
65.0000,-31.0000
65.2500,-31.0000
65.5000,-31.0000
65.7500,-31.0000
66.0000,-31.0000
66.2500,-31.0000
66.5000,-31.0000
66.7500,-31.0000
67.0000,-31.0000
67.2500,-31.0000
67.5000,-31.0000
67.7500,-31.0000
68.0000,-31.0000
68.2500,-31.0000
68.5000,-31.0000
68.7500,-31.0000
69.0000,-31.0000
69.2500,-31.0000
69.5000,-31.0000
69.7500,-31.0000
70.0000,-31.0000
70.2500,-31.0000
70.5000,-31.0000
70.7500,-31.0000
71.0000,-31.0000
