s,x,y,psi
27.7890,26.7500,-1.2586,0.314711
28.0525,27.0000,-1.1756,0.326734
28.3169,27.2500,-1.0893,0.337834
28.5824,27.5000,-1.0000,0.347997
28.8488,27.7500,-0.9080,0.357213
29.1161,28.0000,-0.8135,0.365474
29.3841,28.2500,-0.7167,0.372773
29.6529,28.5000,-0.6180,0.379107
29.9223,28.7500,-0.5176,0.384471
30.1923,29.0000,-0.4158,0.388862
30.4626,29.2500,-0.3129,0.392279
30.7333,29.5000,-0.2091,0.394721
31.0042,29.7500,-0.1047,0.396186
31.2753,30.0000,-0.0000,0.396675
31.5463,30.2500,0.1047,0.396186
31.8172,30.5000,0.2091,0.394721
32.0879,30.7500,0.3129,0.392279
32.3583,31.0000,0.4158,0.388862
32.6282,31.2500,0.5176,0.384471
32.8976,31.5000,0.6180,0.379107
33.1664,31.7500,0.7167,0.372773
33.4345,32.0000,0.8135,0.365474
33.7017,32.2500,0.9080,0.357213
33.9681,32.5000,1.0000,0.347997
34.2336,32.7500,1.0893,0.337834
34.4981,33.0000,1.1756,0.326734
34.7615,33.2500,1.2586,0.314711
35.0239,33.5000,1.3383,0.301780
35.2852,33.7500,1.4142,0.287960
35.5453,34.0000,1.4863,0.273273
35.8044,34.2500,1.5543,0.257746
36.0624,34.5000,1.6180,0.241409
36.3194,34.7500,1.6773,0.224299
36.5753,35.0000,1.7321,0.206455
36.8302,35.2500,1.7820,0.187923
37.0843,35.5000,1.8271,0.168753
37.3374,35.7500,1.8672,0.149000
37.5899,36.0000,1.9021,0.128725
37.8416,36.2500,1.9319,0.107992
38.0928,36.5000,1.9563,0.086871
38.3436,36.7500,1.9754,0.065434
38.5939,37.0000,1.9890,0.043757
38.8441,37.2500,1.9973,0.021919
39.0941,37.5000,2.0000,0.000000
39.3441,37.7500,1.9973,-0.021919
39.5942,38.0000,1.9890,-0.043757
39.8446,38.2500,1.9754,-0.065434
40.0953,38.5000,1.9563,-0.086871
40.3465,38.7500,1.9319,-0.107992
40.5983,39.0000,1.9021,-0.128725
40.8507,39.2500,1.8672,-0.149000
41.1039,39.5000,1.8271,-0.168753
41.3579,39.7500,1.7820,-0.187923
41.6129,40.0000,1.7321,-0.206455
41.8688,40.2500,1.6773,-0.224299
42.1257,40.5000,1.6180,-0.241409
42.3837,40.7500,1.5543,-0.257746
42.6428,41.0000,1.4863,-0.273273
42.9030,41.2500,1.4142,-0.287960
43.1643,41.5000,1.3383,-0.301780
43.4267,41.7500,1.2586,-0.314711
43.6901,42.0000,1.1756,-0.326734
43.9546,42.2500,1.0893,-0.337834
44.2200,42.5000,1.0000,-0.347997
44.4864,42.7500,0.9080,-0.357213
44.7537,43.0000,0.8135,-0.365474
45.0218,43.2500,0.7167,-0.372773
45.2905,43.5000,0.6180,-0.379107
45.5599,43.7500,0.5176,-0.384471
45.8299,44.0000,0.4158,-0.388862
46.1003,44.2500,0.3129,-0.392279
46.3709,44.5000,0.2091,-0.394721
46.6419,44.7500,0.1047,-0.396186
46.9129,45.0000,0.0000,-0.396675
47.1839,45.2500,-0.1047,-0.396186
47.4548,45.5000,-0.2091,-0.394721
47.7255,45.7500,-0.3129,-0.392279
47.9959,46.0000,-0.4158,-0.388862
48.2658,46.2500,-0.5176,-0.384471
48.5352,46.5000,-0.6180,-0.379107
48.8040,46.7500,-0.7167,-0.372773
49.0721,47.0000,-0.8135,-0.365474
49.3394,47.2500,-0.9080,-0.357213
49.6058,47.5000,-1.0000,-0.347997
49.8712,47.7500,-1.0893,-0.337834
50.1357,48.0000,-1.1756,-0.326734
50.3991,48.2500,-1.2586,-0.314711
50.6615,48.5000,-1.3383,-0.301780
50.9228,48.7500,-1.4142,-0.287960
51.1830,49.0000,-1.4863,-0.273273
51.4421,49.2500,-1.5543,-0.257746
51.7001,49.5000,-1.6180,-0.241409
51.9570,49.7500,-1.6773,-0.224299
52.2129,50.0000,-1.7321,-0.206455
52.4679,50.2500,-1.7820,-0.187923
52.7219,50.5000,-1.8271,-0.168753
52.9751,50.7500,-1.8672,-0.149000
53.2275,51.0000,-1.9021,-0.128725
53.4793,51.2500,-1.9319,-0.107992
53.7305,51.5000,-1.9563,-0.086871
53.9812,51.7500,-1.9754,-0.065434
54.2316,52.0000,-1.9890,-0.043757
54.4817,52.2500,-1.9973,-0.021919
54.7317,52.5000,-2.0000,0.000000
54.9817,52.7500,-1.9973,0.021919
55.2319,53.0000,-1.9890,0.043757
55.4822,53.2500,-1.9754,0.065434
55.7330,53.5000,-1.9563,0.086871
55.9842,53.7500,-1.9319,0.107992
56.2359,54.0000,-1.9021,0.128725
56.4883,54.2500,-1.8672,0.149000
56.7415,54.5000,-1.8271,0.168753
56.9956,54.7500,-1.7820,0.187923
57.2505,55.0000,-1.7321,0.206455
57.5064,55.2500,-1.6773,0.224299
57.7634,55.5000,-1.6180,0.241409
58.0214,55.7500,-1.5543,0.257746
58.2804,56.0000,-1.4863,0.273273
58.5406,56.2500,-1.4142,0.287960
58.8019,56.5000,-1.3383,0.301780
59.0643,56.7500,-1.2586,0.314711
59.3277,57.0000,-1.1756,0.326734
59.5922,57.2500,-1.0893,0.337834
59.8577,57.5000,-1.0000,0.347997
60.1241,57.7500,-0.9080,0.357213
60.3913,58.0000,-0.8135,0.365474
60.6594,58.2500,-0.7167,0.372773
60.9282,58.5000,-0.6180,0.379107
61.1976,58.7500,-0.5176,0.384471
61.4675,59.0000,-0.4158,0.388862
61.7379,59.2500,-0.3129,0.392279
62.0086,59.5000,-0.2091,0.394721
62.2795,59.7500,-0.1047,0.396186
62.5505,60.0000,-0.0000,0.396675
62.8216,60.2500,0.1047,0.396186
63.0925,60.5000,0.2091,0.394721
63.3632,60.7500,0.3129,0.392279
63.6335,61.0000,0.4158,0.388862
63.9035,61.2500,0.5176,0.384471
64.1729,61.5000,0.6180,0.379107
64.4417,61.7500,0.7167,0.372773
64.7097,62.0000,0.8135,0.365474
64.9770,62.2500,0.9080,0.357213
65.2434,62.5000,1.0000,0.347997
65.5089,62.7500,1.0893,0.337834
65.7733,63.0000,1.1756,0.326734
66.0368,63.2500,1.2586,0.314711
66.2991,63.5000,1.3383,0.301780
66.5604,63.7500,1.4142,0.287960
66.8206,64.0000,1.4863,0.273273
67.0797,64.2500,1.5543,0.257746
67.3377,64.5000,1.6180,0.241409
67.5946,64.7500,1.6773,0.224299
67.8505,65.0000,1.7321,0.206455
68.1055,65.2500,1.7820,0.187923
68.3595,65.5000,1.8271,0.168753
68.6127,65.7500,1.8672,0.149000
68.8651,66.0000,1.9021,0.128725
69.1169,66.2500,1.9319,0.107992
69.3681,66.5000,1.9563,0.086871
69.6188,66.7500,1.9754,0.065434
69.8692,67.0000,1.9890,0.043757
70.1193,67.2500,1.9973,0.021919
70.3693,67.5000,2.0000,0.000000
70.6194,67.7500,1.9973,-0.021919
70.8695,68.0000,1.9890,-0.043757
71.1199,68.2500,1.9754,-0.065434
71.3706,68.5000,1.9563,-0.086871
71.6218,68.7500,1.9319,-0.107992
71.8735,69.0000,1.9021,-0.128725
72.1260,69.2500,1.8672,-0.149000
72.3792,69.5000,1.8271,-0.168753
72.6332,69.7500,1.7820,-0.187923
72.8881,70.0000,1.7321,-0.206455
73.1441,70.2500,1.6773,-0.224299
73.4010,70.5000,1.6180,-0.241409
73.6590,70.7500,1.5543,-0.257746
73.9181,71.0000,1.4863,-0.273273
74.1783,71.2500,1.4142,-0.287960
74.4395,71.5000,1.3383,-0.301780
74.7019,71.7500,1.2586,-0.314711
74.9654,72.0000,1.1756,-0.326734
75.2298,72.2500,1.0893,-0.337834
75.4953,72.5000,1.0000,-0.347997
75.7617,72.7500,0.9080,-0.357213
76.0290,73.0000,0.8135,-0.365474
76.2970,73.2500,0.7167,-0.372773
76.5658,73.5000,0.6180,-0.379107
76.8352,73.7500,0.5176,-0.384471
77.1051,74.0000,0.4158,-0.388862
77.3755,74.2500,0.3129,-0.392279
77.6462,74.5000,0.2091,-0.394721
77.9171,74.7500,0.1047,-0.396186
78.1882,75.0000,0.0000,-0.396675
78.4592,75.2500,-0.1047,-0.396186
78.7301,75.5000,-0.2091,-0.394721
79.0008,75.7500,-0.3129,-0.392279
79.2712,76.0000,-0.4158,-0.388862
79.5411,76.2500,-0.5176,-0.384471
79.8105,76.5000,-0.6180,-0.379107
80.0793,76.7500,-0.7167,-0.372773
80.3474,77.0000,-0.8135,-0.365474
80.6146,77.2500,-0.9080,-0.357213
80.8810,77.5000,-1.0000,-0.347997
81.1465,77.7500,-1.0893,-0.337834
81.4110,78.0000,-1.1756,-0.326734
81.6744,78.2500,-1.2586,-0.314711
81.9368,78.5000,-1.3383,-0.301780
82.1981,78.7500,-1.4142,-0.287960
82.4582,79.0000,-1.4863,-0.273273
82.7173,79.2500,-1.5543,-0.257746
82.9753,79.5000,-1.6180,-0.241409
83.2323,79.7500,-1.6773,-0.224299
83.4882,80.0000,-1.7321,-0.206455
83.7431,80.2500,-1.7820,-0.187923
83.9971,80.5000,-1.8271,-0.168753
84.2503,80.7500,-1.8672,-0.149000
84.5028,81.0000,-1.9021,-0.128725
84.7545,81.2500,-1.9319,-0.107992
85.0057,81.5000,-1.9563,-0.086871
85.2564,81.7500,-1.9754,-0.065434
85.5068,82.0000,-1.9890,-0.043757
85.7570,82.2500,-1.9973,-0.021919
86.0070,82.5000,-2.0000,0.000000
86.2570,82.7500,-1.9973,0.021919
86.5071,83.0000,-1.9890,0.043757
86.7575,83.2500,-1.9754,0.065434
87.0082,83.5000,-1.9563,0.086871
87.2594,83.7500,-1.9319,0.107992
87.5112,84.0000,-1.9021,0.128725
87.7636,84.2500,-1.8672,0.149000
88.0168,84.5000,-1.8271,0.168753
88.2708,84.7500,-1.7820,0.187923
88.5258,85.0000,-1.7321,0.206455
88.7817,85.2500,-1.6773,0.224299
89.0386,85.5000,-1.6180,0.241409
89.2966,85.7500,-1.5543,0.257746
89.5557,86.0000,-1.4863,0.273273
89.8159,86.2500,-1.4142,0.287960
90.0772,86.5000,-1.3383,0.301780
90.3396,86.7500,-1.2586,0.314711
90.6030,87.0000,-1.1756,0.326734
90.8675,87.2500,-1.0893,0.337834
91.1329,87.5000,-1.0000,0.347997
91.3993,87.7500,-0.9080,0.357213
91.6666,88.0000,-0.8135,0.365474
91.9347,88.2500,-0.7167,0.372773
92.2034,88.5000,-0.6180,0.379107
92.4728,88.7500,-0.5176,0.384471
92.7428,89.0000,-0.4158,0.388862
93.0131,89.2500,-0.3129,0.392279
93.2838,89.5000,-0.2091,0.394721
93.5548,89.7500,-0.1047,0.396186
93.8258,90.0000,-0.0000,0.396675
94.0968,90.2500,0.1047,0.396186
94.3677,90.5000,0.2091,0.394721
94.6384,90.7500,0.3129,0.392279
94.9088,91.0000,0.4158,0.388862
95.1787,91.2500,0.5176,0.384471
95.4481,91.5000,0.6180,0.379107
95.7169,91.7500,0.7167,0.372773
95.9850,92.0000,0.8135,0.365474
96.2523,92.2500,0.9080,0.357213
96.5187,92.5000,1.0000,0.347997
96.7841,92.7500,1.0893,0.337834
97.0486,93.0000,1.1756,0.326734
97.3120,93.2500,1.2586,0.314711
97.5744,93.5000,1.3383,0.301780
97.8357,93.7500,1.4142,0.287960
98.0959,94.0000,1.4863,0.273273
98.3549,94.2500,1.5543,0.257746
98.6129,94.5000,1.6180,0.241409
98.8699,94.7500,1.6773,0.224299
99.1258,95.0000,1.7321,0.206455
99.3807,95.2500,1.7820,0.187923
99.6348,95.5000,1.8271,0.168753
99.8880,95.7500,1.8672,0.149000
100.1404,96.0000,1.9021,0.128725
100.3922,96.2500,1.9319,0.107992
100.6434,96.5000,1.9563,0.086871
100.8941,96.7500,1.9754,0.065434
101.1445,97.0000,1.9890,0.043757
101.3946,97.2500,1.9973,0.021919
101.6446,97.5000,2.0000,-0.000000
101.8946,97.7500,1.9973,-0.021919
102.1448,98.0000,1.9890,-0.043757
102.3951,98.2500,1.9754,-0.065434
102.6459,98.5000,1.9563,-0.086871
102.8970,98.7500,1.9319,-0.107992
103.1488,99.0000,1.9021,-0.128725
103.4012,99.2500,1.8672,-0.149000
103.6544,99.5000,1.8271,-0.168753
103.9085,99.7500,1.7820,-0.187923
104.1634,100.0000,1.7321,-0.206455
104.4193,100.2500,1.6773,-0.224299
104.6763,100.5000,1.6180,-0.241409
104.9343,100.7500,1.5543,-0.257746
105.1933,101.0000,1.4863,-0.273273
105.4535,101.2500,1.4142,-0.287960
105.7148,101.5000,1.3383,-0.301780
105.9772,101.7500,1.2586,-0.314711
106.2406,102.0000,1.1756,-0.326734
106.5051,102.2500,1.0893,-0.337834
106.7706,102.5000,1.0000,-0.347997
107.0370,102.7500,0.9080,-0.357213
107.3042,103.0000,0.8135,-0.365474
107.5723,103.2500,0.7167,-0.372773
107.8411,103.5000,0.6180,-0.379107
108.1105,103.7500,0.5176,-0.384471
108.3804,104.0000,0.4158,-0.388862
108.6508,104.2500,0.3129,-0.392279
108.9215,104.5000,0.2091,-0.394721
109.1924,104.7500,0.1047,-0.396186
109.4634,105.0000,0.0000,-0.396675
109.7344,105.2500,-0.1047,-0.396186
110.0054,105.5000,-0.2091,-0.394721
110.2761,105.7500,-0.3129,-0.392279
110.5464,106.0000,-0.4158,-0.388862
110.8164,106.2500,-0.5176,-0.384471
111.0858,106.5000,-0.6180,-0.379107
111.3546,106.7500,-0.7167,-0.372773
111.6226,107.0000,-0.8135,-0.365474
111.8899,107.2500,-0.9080,-0.357213
112.1563,107.5000,-1.0000,-0.347997
112.4217,107.7500,-1.0893,-0.337834
112.6862,108.0000,-1.1756,-0.326734
112.9497,108.2500,-1.2586,-0.314711
113.2120,108.5000,-1.3383,-0.301780
113.4733,108.7500,-1.4142,-0.287960
113.7335,109.0000,-1.4863,-0.273273
113.9926,109.2500,-1.5543,-0.257746
114.2506,109.5000,-1.6180,-0.241409
114.5075,109.7500,-1.6773,-0.224299
114.7634,110.0000,-1.7321,-0.206455
115.0184,110.2500,-1.7820,-0.187923
115.2724,110.5000,-1.8271,-0.168753
115.5256,110.7500,-1.8672,-0.149000
115.7780,111.0000,-1.9021,-0.128725
116.0298,111.2500,-1.9319,-0.107992
116.2810,111.5000,-1.9563,-0.086871
116.5317,111.7500,-1.9754,-0.065434
116.7821,112.0000,-1.9890,-0.043757
117.0322,112.2500,-1.9973,-0.021919
117.2822,112.5000,-2.0000,0.000000
117.5323,112.7500,-1.9973,0.021919
117.7824,113.0000,-1.9890,0.043757
118.0328,113.2500,-1.9754,0.065434
118.2835,113.5000,-1.9563,0.086871
118.5347,113.7500,-1.9319,0.107992
118.7864,114.0000,-1.9021,0.128725
119.0389,114.2500,-1.8672,0.149000
119.2921,114.5000,-1.8271,0.168753
119.5461,114.7500,-1.7820,0.187923
119.8010,115.0000,-1.7321,0.206455
120.0570,115.2500,-1.6773,0.224299
120.3139,115.5000,-1.6180,0.241409
120.5719,115.7500,-1.5543,0.257746
120.8310,116.0000,-1.4863,0.273273
121.0912,116.2500,-1.4142,0.287960
121.3524,116.5000,-1.3383,0.301780
121.6148,116.7500,-1.2586,0.314711
121.8783,117.0000,-1.1756,0.326734
122.1427,117.2500,-1.0893,0.337834
122.4082,117.5000,-1.0000,0.347997
122.6746,117.7500,-0.9080,0.357213
122.9419,118.0000,-0.8135,0.365474
123.2099,118.2500,-0.7167,0.372773
123.4787,118.5000,-0.6180,0.379107
123.7481,118.7500,-0.5176,0.384471
124.0180,119.0000,-0.4158,0.388862
124.2884,119.2500,-0.3129,0.392279
124.5591,119.5000,-0.2091,0.394721
124.8300,119.7500,-0.1047,0.396186
125.1011,120.0000,-0.0000,0.396675
125.3721,120.2500,0.1047,0.396186
125.6430,120.5000,0.2091,0.394721
125.9137,120.7500,0.3129,0.392279
126.1841,121.0000,0.4158,0.388862
126.4540,121.2500,0.5176,0.384471
126.7234,121.5000,0.6180,0.379107
126.9922,121.7500,0.7167,0.372773
127.2602,122.0000,0.8135,0.365474
127.5275,122.2500,0.9080,0.357213
127.7939,122.5000,1.0000,0.347997
128.0594,122.7500,1.0893,0.337834
128.3239,123.0000,1.1756,0.326734
128.5873,123.2500,1.2586,0.314711
128.8497,123.5000,1.3383,0.301780
129.1109,123.7500,1.4142,0.287960
129.3711,124.0000,1.4863,0.273273
129.6302,124.2500,1.5543,0.257746
129.8882,124.5000,1.6180,0.241409
130.1451,124.7500,1.6773,0.224299
130.4011,125.0000,1.7321,0.206455
130.6560,125.2500,1.7820,0.187923
130.9100,125.5000,1.8271,0.168753
131.1632,125.7500,1.8672,0.149000
131.4157,126.0000,1.9021,0.128725
131.6674,126.2500,1.9319,0.107992
131.9186,126.5000,1.9563,0.086871
132.1693,126.7500,1.9754,0.065434
132.4197,127.0000,1.9890,0.043757
132.6699,127.2500,1.9973,0.021919
132.9199,127.5000,2.0000,0.000000
133.1699,127.7500,1.9973,-0.021919
133.4200,128.0000,1.9890,-0.043757
133.6704,128.2500,1.9754,-0.065434
133.9211,128.5000,1.9563,-0.086871
134.1723,128.7500,1.9319,-0.107992
134.4241,129.0000,1.9021,-0.128725
134.6765,129.2500,1.8672,-0.149000
134.9297,129.5000,1.8271,-0.168753
135.1837,129.7500,1.7820,-0.187923
135.4387,130.0000,1.7321,-0.206455
135.6946,130.2500,1.6773,-0.224299
135.9515,130.5000,1.6180,-0.241409
136.2095,130.7500,1.5543,-0.257746
136.4686,131.0000,1.4863,-0.273273
136.7288,131.2500,1.4142,-0.287960
136.9901,131.5000,1.3383,-0.301780
137.2524,131.7500,1.2586,-0.314711
137.5159,132.0000,1.1756,-0.326734
137.7804,132.2500,1.0893,-0.337834
138.0458,132.5000,1.0000,-0.347997
138.3122,132.7500,0.9080,-0.357213
138.5795,133.0000,0.8135,-0.365474
138.8475,133.2500,0.7167,-0.372773
139.1163,133.5000,0.6180,-0.379107
139.3857,133.7500,0.5176,-0.384471
139.6557,134.0000,0.4158,-0.388862
139.9260,134.2500,0.3129,-0.392279
140.1967,134.5000,0.2091,-0.394721
140.4677,134.7500,0.1047,-0.396186
140.7387,135.0000,0.0000,-0.396675
141.0097,135.2500,-0.1047,-0.396186
141.2806,135.5000,-0.2091,-0.394721
141.5513,135.7500,-0.3129,-0.392279
141.8217,136.0000,-0.4158,-0.388862
142.0916,136.2500,-0.5176,-0.384471
142.3610,136.5000,-0.6180,-0.379107
142.6298,136.7500,-0.7167,-0.372773
142.8979,137.0000,-0.8135,-0.365474
143.1651,137.2500,-0.9080,-0.357213
143.4315,137.5000,-1.0000,-0.347997
143.6970,137.7500,-1.0893,-0.337834
143.9615,138.0000,-1.1756,-0.326734
144.2249,138.2500,-1.2586,-0.314711
144.4873,138.5000,-1.3383,-0.301780
144.7486,138.7500,-1.4142,-0.287960
145.0088,139.0000,-1.4863,-0.273273
145.2678,139.2500,-1.5543,-0.257746
145.5258,139.5000,-1.6180,-0.241409
145.7828,139.7500,-1.6773,-0.224299
146.0387,140.0000,-1.7321,-0.206455
146.2936,140.2500,-1.7820,-0.187923
146.5477,140.5000,-1.8271,-0.168753
146.8009,140.7500,-1.8672,-0.149000
147.0533,141.0000,-1.9021,-0.128725
147.3051,141.2500,-1.9319,-0.107992
147.5562,141.5000,-1.9563,-0.086871
147.8070,141.7500,-1.9754,-0.065434
148.0573,142.0000,-1.9890,-0.043757
148.3075,142.2500,-1.9973,-0.021919
148.5575,142.5000,-2.0000,-0.000000
148.8075,142.7500,-1.9973,0.021919
149.0576,143.0000,-1.9890,0.043757
149.3080,143.2500,-1.9754,0.065434
149.5587,143.5000,-1.9563,0.086871
149.8099,143.7500,-1.9319,0.107992
150.0617,144.0000,-1.9021,0.128725
150.3141,144.2500,-1.8672,0.149000
150.5673,144.5000,-1.8271,0.168753
150.8214,144.7500,-1.7820,0.187923
151.0763,145.0000,-1.7321,0.206455
151.3322,145.2500,-1.6773,0.224299
151.5892,145.5000,-1.6180,0.241409
151.8472,145.7500,-1.5543,0.257746
152.1062,146.0000,-1.4863,0.273273
152.3664,146.2500,-1.4142,0.287960
152.6277,146.5000,-1.3383,0.301780
152.8901,146.7500,-1.2586,0.314711
153.1535,147.0000,-1.1756,0.326734
153.4180,147.2500,-1.0893,0.337834
153.6835,147.5000,-1.0000,0.347997
153.9498,147.7500,-0.9080,0.357213
154.2171,148.0000,-0.8135,0.365474
154.4852,148.2500,-0.7167,0.372773
154.7540,148.5000,-0.6180,0.379107
155.0234,148.7500,-0.5176,0.384471
155.2933,149.0000,-0.4158,0.388862
155.5637,149.2500,-0.3129,0.392279
155.8344,149.5000,-0.2091,0.394721
156.1053,149.7500,-0.1047,0.396186
156.3763,150.0000,-0.0000,0.396674
