s,x,y,psi
53.5410,52.5000,0.0000,-0.000000
53.7910,52.7500,0.0000,0.000000
54.0410,53.0000,0.0000,-0.000000
54.2910,53.2500,0.0000,0.000000
54.5410,53.5000,0.0000,-0.000000
54.7910,53.7500,0.0000,0.000000
55.0410,54.0000,0.0000,-0.000000
55.2910,54.2500,0.0000,0.000000
55.5410,54.5000,0.0000,-0.000000
55.7910,54.7500,0.0000,0.000000
56.0410,55.0000,0.0000,-0.000000
56.2910,55.2500,0.0000,0.000000
56.5410,55.5000,0.0000,-0.000000
56.7910,55.7500,0.0000,0.000000
57.0410,56.0000,0.0000,-0.000000
57.2910,56.2500,0.0000,0.000000
57.5410,56.5000,0.0000,-0.000000
57.7910,56.7500,0.0000,0.000000
58.0410,57.0000,0.0000,-0.000000
58.2910,57.2500,0.0000,0.000000
58.5410,57.5000,0.0000,-0.000000
58.7910,57.7500,0.0000,0.000000
59.0410,58.0000,0.0000,-0.000000
59.2910,58.2500,0.0000,0.000000
59.5410,58.5000,0.0000,-0.000000
59.7910,58.7500,0.0000,0.000000
60.0410,59.0000,0.0000,-0.000000
60.2910,59.2500,0.0000,0.000000
60.5410,59.5000,0.0000,-0.000000
60.7910,59.7500,0.0000,0.000000
61.0410,60.0000,0.0000,-0.000000
61.2910,60.2500,0.0000,0.000000
61.5410,60.5000,0.0000,-0.000000
61.7910,60.7500,0.0000,0.000000
62.0410,61.0000,0.0000,-0.000000
62.2910,61.2500,0.0000,0.000000
62.5410,61.5000,0.0000,-0.000000
62.7910,61.7500,0.0000,0.000000
63.0410,62.0000,0.0000,-0.000000
63.2910,62.2500,0.0000,0.000000
63.5410,62.5000,0.0000,-0.000000
63.7910,62.7500,0.0000,0.000000
64.0410,63.0000,0.0000,-0.000000
64.2910,63.2500,0.0000,0.000000
64.5410,63.5000,0.0000,-0.000000
64.7910,63.7500,0.0000,0.000000
65.0410,64.0000,0.0000,-0.000000
65.2910,64.2500,0.0000,0.000000
65.5410,64.5000,0.0000,-0.000000
65.7910,64.7500,0.0000,0.000000
66.0410,65.0000,0.0000,-0.000000
66.2910,65.2500,0.0000,0.000000
66.5410,65.5000,0.0000,-0.000000
66.7910,65.7500,0.0000,0.000000
67.0410,66.0000,0.0000,-0.000000
67.2910,66.2500,0.0000,0.000000
67.5410,66.5000,0.0000,-0.000000
67.7910,66.7500,0.0000,0.000000
68.0410,67.0000,0.0000,-0.000000
68.2910,67.2500,0.0000,0.000000
68.5410,67.5000,0.0000,-0.000000
68.7910,67.7500,0.0000,0.000000
69.0410,68.0000,0.0000,-0.000000
69.2910,68.2500,0.0000,0.000000
69.5410,68.5000,0.0000,-0.000000
69.7910,68.7500,0.0000,0.000000
70.0410,69.0000,0.0000,-0.000000
70.2910,69.2500,0.0000,0.000000
70.5410,69.5000,0.0000,-0.000000
70.7910,69.7500,0.0000,0.000000
71.0410,70.0000,0.0000,-0.000000
71.2910,70.2500,0.0000,0.000000
71.5410,70.5000,0.0000,-0.000000
71.7910,70.7500,0.0000,0.000000
72.0410,71.0000,0.0000,-0.000000
72.2910,71.2500,0.0000,0.000000
72.5410,71.5000,0.0000,-0.000000
72.7910,71.7500,0.0000,0.000000
73.0410,72.0000,0.0000,-0.000000
73.2910,72.2500,0.0000,0.000000
73.5410,72.5000,0.0000,-0.000000
73.7910,72.7500,0.0000,0.000000
74.0410,73.0000,0.0000,-0.000000
74.2910,73.2500,0.0000,0.000000
74.5410,73.5000,0.0000,-0.000000
74.7910,73.7500,0.0000,0.000000
75.0410,74.0000,0.0000,-0.000000
75.2910,74.2500,0.0000,0.000000
75.5410,74.5000,0.0000,-0.000000
75.7910,74.7500,0.0000,0.000000
76.0410,75.0000,0.0000,-0.000000
76.2910,75.2500,0.0000,0.000000
76.5410,75.5000,0.0000,-0.000000
76.7910,75.7500,0.0000,0.000000
77.0410,76.0000,0.0000,-0.000000
77.2910,76.2500,0.0000,0.000000
77.5410,76.5000,0.0000,-0.000000
77.7910,76.7500,0.0000,0.000000
78.0410,77.0000,0.0000,-0.000000
78.2910,77.2500,0.0000,0.000000
78.5410,77.5000,0.0000,-0.000000
78.7910,77.7500,0.0000,0.000000
79.0410,78.0000,0.0000,-0.000000
