s,x,y,psi
0.0000,0.0000,0.0000,0.000000
0.2500,0.2500,0.0000,-0.000000
0.5000,0.5000,0.0000,0.000000
0.7500,0.7500,0.0000,-0.000000
1.0000,1.0000,0.0000,0.000000
1.2500,1.2500,0.0000,-0.000000
1.5000,1.5000,0.0000,0.000000
1.7500,1.7500,0.0000,-0.000000
2.0000,2.0000,0.0000,0.000000
2.2500,2.2500,0.0000,-0.000000
2.5000,2.5000,0.0000,0.000000
2.7500,2.7500,0.0000,-0.000000
3.0000,3.0000,0.0000,0.000000
3.2500,3.2500,0.0000,-0.000000
3.5000,3.5000,0.0000,0.000000
3.7500,3.7500,0.0000,-0.000000
4.0000,4.0000,0.0000,0.000000
4.2500,4.2500,0.0000,-0.000000
4.5000,4.5000,0.0000,0.000000
4.7500,4.7500,0.0000,-0.000000
5.0000,5.0000,0.0000,0.000000
5.2500,5.2500,0.0000,-0.000000
5.5000,5.5000,0.0000,0.000000
5.7500,5.7500,0.0000,-0.000000
6.0000,6.0000,0.0000,0.000000
6.2500,6.2500,0.0000,-0.000001
6.5000,6.5000,0.0000,0.000002
6.7500,6.7500,0.0000,-0.000009
7.0000,7.0000,0.0000,0.000034
7.2500,7.2500,0.0000,-0.000125
7.5000,7.5000,0.0000,0.000467
7.7500,7.7500,0.0000,-0.001742
8.0000,8.0000,0.0000,0.006501
8.2501,8.2500,0.0055,0.042103
8.5006,8.5000,0.0218,0.085759
8.7520,8.7500,0.0481,0.124107
9.0045,9.0000,0.0840,0.160638
9.2585,9.2500,0.1289,0.194380
9.5142,9.5000,0.1822,0.225596
9.7716,9.7500,0.2435,0.254250
10.0308,10.0000,0.3120,0.280412
10.2919,10.2500,0.3873,0.304137
10.5548,10.5000,0.4688,0.325496
10.8195,10.7500,0.5558,0.344559
11.0860,11.0000,0.6480,0.361398
11.3540,11.2500,0.7447,0.376081
11.6235,11.5000,0.8452,0.388669
11.8943,11.7500,0.9492,0.399221
12.1661,12.0000,1.0560,0.407785
12.4388,12.2500,1.1650,0.414402
12.7123,12.5000,1.2758,0.419106
12.9861,12.7500,1.3876,0.421918
13.2603,13.0000,1.5000,0.422854
13.5344,13.2500,1.6124,0.421918
13.8082,13.5000,1.7243,0.419106
14.0817,13.7500,1.8350,0.414402
14.3544,14.0000,1.9440,0.407785
14.6262,14.2500,2.0508,0.399221
14.8970,14.5000,2.1547,0.388669
15.1665,14.7500,2.2553,0.376081
15.4345,15.0000,2.3520,0.361398
15.7010,15.2500,2.4442,0.344559
15.9657,15.5000,2.5312,0.325496
16.2286,15.7500,2.6127,0.304137
16.4897,16.0000,2.6880,0.280412
16.7490,16.2500,2.7565,0.254250
17.0063,16.5000,2.8177,0.225596
17.2620,16.7500,2.8711,0.194380
17.5160,17.0000,2.9160,0.160638
17.7685,17.2500,2.9519,0.124107
18.0199,17.5000,2.9783,0.085759
18.2704,17.7500,2.9945,0.042103
18.5205,18.0000,3.0000,0.006501
18.7705,18.2500,3.0000,-0.001742
19.0205,18.5000,3.0000,0.000467
19.2705,18.7500,3.0000,-0.000125
19.5205,19.0000,3.0000,0.000034
19.7705,19.2500,3.0000,-0.000009
20.0205,19.5000,3.0000,0.000002
20.2705,19.7500,3.0000,-0.000001
20.5205,20.0000,3.0000,0.000000
20.7705,20.2500,3.0000,-0.000000
21.0205,20.5000,3.0000,0.000000
21.2705,20.7500,3.0000,-0.000000
21.5205,21.0000,3.0000,0.000000
21.7705,21.2500,3.0000,-0.000000
22.0205,21.5000,3.0000,0.000000
22.2705,21.7500,3.0000,-0.000000
22.5205,22.0000,3.0000,0.000000
22.7705,22.2500,3.0000,-0.000000
23.0205,22.5000,3.0000,0.000000
23.2705,22.7500,3.0000,-0.000000
23.5205,23.0000,3.0000,-0.000000
23.7705,23.2500,3.0000,0.000000
24.0205,23.5000,3.0000,-0.000000
24.2705,23.7500,3.0000,0.000000
24.5205,24.0000,3.0000,-0.000000
24.7705,24.2500,3.0000,0.000000
25.0205,24.5000,3.0000,-0.000000
25.2705,24.7500,3.0000,0.000000
25.5205,25.0000,3.0000,-0.000000
25.7705,25.2500,3.0000,0.000000
26.0205,25.5000,3.0000,-0.000000
26.2705,25.7500,3.0000,0.000000
26.5205,26.0000,3.0000,-0.000000
26.7705,26.2500,3.0000,0.000001
27.0205,26.5000,3.0000,-0.000002
27.2705,26.7500,3.0000,0.000009
27.5205,27.0000,3.0000,-0.000034
27.7705,27.2500,3.0000,0.000125
28.0205,27.5000,3.0000,-0.000467
28.2705,27.7500,3.0000,0.001742
28.5205,28.0000,3.0000,-0.006501
28.7706,28.2500,2.9945,-0.042103
29.0211,28.5000,2.9783,-0.085759
29.2725,28.7500,2.9519,-0.124107
29.5250,29.0000,2.9160,-0.160638
29.7790,29.2500,2.8711,-0.194380
30.0347,29.5000,2.8178,-0.225596
30.2921,29.7500,2.7565,-0.254250
30.5513,30.0000,2.6880,-0.280412
30.8124,30.2500,2.6127,-0.304137
31.0753,30.5000,2.5312,-0.325496
31.3400,30.7500,2.4442,-0.344559
31.6065,31.0000,2.3520,-0.361398
31.8745,31.2500,2.2553,-0.376081
32.1440,31.5000,2.1547,-0.388669
32.4148,31.7500,2.0508,-0.399221
32.6866,32.0000,1.9440,-0.407785
32.9593,32.2500,1.8350,-0.414402
33.2328,32.5000,1.7242,-0.419106
33.5066,32.7500,1.6124,-0.421918
33.7808,33.0000,1.5000,-0.422854
34.0549,33.2500,1.3876,-0.421918
34.3287,33.5000,1.2757,-0.419106
34.6022,33.7500,1.1650,-0.414402
34.8749,34.0000,1.0560,-0.407785
35.1468,34.2500,0.9492,-0.399221
35.4175,34.5000,0.8452,-0.388669
35.6870,34.7500,0.7447,-0.376081
35.9550,35.0000,0.6480,-0.361398
36.2215,35.2500,0.5558,-0.344559
36.4862,35.5000,0.4688,-0.325496
36.7491,35.7500,0.3873,-0.304137
37.0102,36.0000,0.3120,-0.280412
37.2695,36.2500,0.2435,-0.254250
37.5268,36.5000,0.1823,-0.225596
37.7825,36.7500,0.1289,-0.194380
38.0365,37.0000,0.0840,-0.160638
38.2890,37.2500,0.0481,-0.124107
38.5404,37.5000,0.0217,-0.085759
38.7909,37.7500,0.0055,-0.042103
39.0410,38.0000,0.0000,-0.006501
39.2910,38.2500,0.0000,0.001742
39.5410,38.5000,0.0000,-0.000467
39.7910,38.7500,0.0000,0.000125
40.0410,39.0000,0.0000,-0.000034
40.2910,39.2500,0.0000,0.000009
40.5410,39.5000,0.0000,-0.000002
40.7910,39.7500,0.0000,0.000001
41.0410,40.0000,0.0000,-0.000000
41.2910,40.2500,0.0000,0.000000
41.5410,40.5000,0.0000,-0.000000
41.7910,40.7500,0.0000,0.000000
42.0410,41.0000,0.0000,-0.000000
42.2910,41.2500,0.0000,0.000000
42.5410,41.5000,0.0000,-0.000000
42.7910,41.7500,0.0000,0.000000
43.0410,42.0000,0.0000,-0.000000
43.2910,42.2500,0.0000,0.000000
43.5410,42.5000,0.0000,-0.000000
43.7910,42.7500,0.0000,0.000000
44.0410,43.0000,0.0000,-0.000000
44.2910,43.2500,0.0000,0.000000
44.5410,43.5000,0.0000,-0.000000
44.7910,43.7500,0.0000,0.000000
45.0410,44.0000,0.0000,-0.000000
45.2910,44.2500,0.0000,0.000000
45.5410,44.5000,0.0000,-0.000000
45.7910,44.7500,0.0000,0.000000
46.0410,45.0000,0.0000,-0.000000
46.2910,45.2500,0.0000,0.000000
46.5410,45.5000,0.0000,-0.000000
46.7910,45.7500,0.0000,0.000000
47.0410,46.0000,0.0000,-0.000000
47.2910,46.2500,0.0000,0.000000
47.5410,46.5000,0.0000,-0.000000
47.7910,46.7500,0.0000,0.000000
48.0410,47.0000,0.0000,-0.000000
48.2910,47.2500,0.0000,0.000000
48.5410,47.5000,0.0000,-0.000000
48.7910,47.7500,0.0000,0.000000
49.0410,48.0000,0.0000,-0.000000
49.2910,48.2500,0.0000,0.000000
49.5410,48.5000,0.0000,-0.000000
49.7910,48.7500,0.0000,0.000000
50.0410,49.0000,0.0000,-0.000000
50.2910,49.2500,0.0000,0.000000
50.5410,49.5000,0.0000,-0.000000
50.7910,49.7500,0.0000,0.000000
51.0410,50.0000,0.0000,-0.000000
51.2910,50.2500,0.0000,0.000000
51.5410,50.5000,0.0000,-0.000000
51.7910,50.7500,0.0000,0.000000
52.0410,51.0000,0.0000,-0.000000
52.2910,51.2500,0.0000,0.000000
52.5410,51.5000,0.0000,-0.000000
52.7910,51.7500,0.0000,0.000000
53.0410,52.0000,0.0000,-0.000000
53.2910,52.2500,0.0000,0.000000
