variant,n_runs,n_ok,rms_cte_m_mean,rms_cte_m_std,mean_abs_cte_m_mean,mean_abs_cte_m_std,speed_ratio_mean,speed_ratio_std,mean_speed_mps_mean,mean_speed_mps_std,mean_solve_ms_mean,mean_solve_ms_std,progress_m_mean,progress_m_std
pacejka,32,32,0.10356860570858954,0.03251361458876177,0.08390504291716687,0.029280007236640388,0.6632118195849769,0.1407963900508638,3.8823828106242497,0.6054505094957952,2.3521833547736244,0.361134809934752,40.424205147944456,6.357817127797542
tmeasy,32,32,0.08711205595343173,0.026134142723140682,0.06900192838385355,0.02261863469984662,0.6632208289744469,0.14228263326977475,3.882871901260504,0.6188590088356362,2.6321332424006667,0.4701335047794767,40.412929891204115,6.504559132088029
closed_loop_v2_rate_mlp,32,32,0.08842164337599549,0.02349061780070449,0.06993848923319328,0.02636708140489589,0.6735491486237352,0.13052489821518157,3.9434813587935174,0.5124238780689224,5.415343643323293,0.524509803356023,41.25680692025134,5.190031738407662
closed_loop_v3_axle_rate_mlp,32,32,0.08342303592771524,0.019846408335775764,0.06687256099891106,0.021079003298087748,0.6742074548986192,0.13258040813708785,3.9478674739061805,0.5410386126839462,7.08327354086436,0.18905262004077966,41.25807543914922,5.53239699949351
