slip_front_mean,slip_front_std,slip_front_max,slip_rear_mean,slip_rear_std,slip_rear_max,yaw_accel_std,az_std,sideslip_ratio_mean,yaw_rate_mean,ax_std,ay_std,speed_mean,steering_std,terrain_label
17.373737330252247,64.07187074647696,466.45240812487333,59.90933240940727,137.9491097871951,628.8780069683156,0.37435855266881585,14.234575943811906,0.08141956923560525,0.01510406927067733,3.2034023252528323,1.497390864187038,0.9949289955987398,0.03266007261987629,sand
4.654441970828126,19.11644192836321,170.62160882233752,19.694938111954244,85.0935215697193,581.6903075421926,0.3530907127453485,12.697627774236247,0.06083318976546219,0.015791844854764182,2.9390794384620302,1.4668325706254044,1.6383349703397432,0.03173604620240074,sand
1.059885364616806,0.6929984355263671,2.4857498103064652,0.15704767048333135,0.0836983814602487,0.38149429641606497,0.2256866554158403,2.443695034523652,0.023370878732390576,0.014447344641018251,1.1838659472785487,1.0842108320523158,2.2529435932467043,0.03409383520296691,sand
0.8139599014639162,0.7066199311835089,2.4857498103064652,0.1169812043639008,0.026649980050474153,0.22084083068952787,0.2042845643718699,1.3282047111078121,0.014401824675106499,0.01417088910293082,1.1733534040590385,1.02858085181506,2.78296784167672,0.03151826998932621,sand
0.3699984154521229,0.3111762520970058,1.3240724516993676,0.10124284607410917,0.03818345115001627,0.20571969505685386,0.24900333279558134,2.341373374936029,0.01084409160382783,0.016808340924459778,1.3042049046673923,0.9689881124842649,3.2509332171521557,0.04562465173734968,sand
0.18726475288732683,0.1369571185855872,0.5385529124029721,0.08353303006154862,0.045290928651571825,0.20571969505685386,0.27110608013505916,2.378977160615564,0.01196124417465187,0.0264144139936517,1.240734261954067,1.0352807012697869,3.6122349464352443,0.08600459509895383,sand
0.10387095303867418,0.05491038920767153,0.24649872094046052,0.06504058851463383,0.04882773552730795,0.20571969505685386,0.28657075810039884,2.385458530049666,0.018780652451916045,0.04934140468554695,1.274422154023618,1.2154929591343362,3.878333038380365,0.1158711725063437,sand
0.08033383319576441,0.04624496754771758,0.21665385195909242,0.04220179863282717,0.032018298413434336,0.20571969505685386,0.2849500530470474,1.9678017646394381,0.02779865453842136,0.08663061583796765,1.111440098628934,1.3044450914802845,4.040412777203264,0.10219187898897251,sand
0.06156812228364812,0.019914816216919096,0.11006827906958302,0.03320175979056258,0.009611255485263691,0.07165420917527028,0.27798175269546366,0.7569225606445529,0.03979142296337843,0.12494536771207544,1.178960941257721,1.330417099041605,4.157000734514468,0.06945560387011544,sand
0.054385219477948714,0.013624626470073052,0.09223092220557455,0.030994661497946868,0.007341408598816,0.07165420917527028,0.29872923327177164,0.5321632672939037,0.047382044829655585,0.1543203148311699,1.1970116482422246,1.2672434027592798,4.224333336722109,0.024790320741847015,sand
0.055332142198229066,0.012933892809432506,0.08610989362385509,0.03282696516112996,0.005285677059917604,0.04530453698019057,0.26261701305771257,0.40160163730691784,0.04745810420268484,0.16244079047319587,1.212319274510845,1.156934043704877,4.248389077080178,0.04018145934339279,sand
0.05954242875399359,0.013599206136986862,0.08610989362385509,0.03427804066976655,0.006411041231322807,0.05799762865106732,0.2512465825350845,0.23829198593355572,0.043968876237090525,0.14421114498632917,1.2126142907045931,1.0689613436936807,4.264025015199824,0.07389196322714749,sand
0.06161258287752939,0.013320156464150558,0.08610989362385509,0.03715527180828791,0.008139718479963016,0.05975101210869951,0.2409603792452821,0.15608368513248239,0.03334042879792494,0.11202634520594217,1.2065200549547157,1.0861825574469595,4.273961985847687,0.09040544093040113,sand
0.05999692678891997,0.013659961854085925,0.08610989362385509,0.04073724391426796,0.00891222112855028,0.05975101210869951,0.22556205740044175,0.13567437377272518,0.023263387441907996,0.07521907930092177,1.1020129760873738,1.085067431725749,4.283457226645562,0.10048758837598923,sand
0.05538544275492478,0.013667711464849831,0.0824767140831599,0.04322259908039822,0.009800884158188323,0.05975101210869951,0.2179211223115332,0.13328934985076113,0.017576358447972423,0.05363533485687309,1.1053349286922207,1.1191519646023484,4.299712208550536,0.09430028253448712,sand
0.04968410485478921,0.012826657548382657,0.08023300398880057,0.04403697352735625,0.009368414869051546,0.05975101210869951,0.230610758488395,0.15511983126702564,0.015868931672318495,0.05136725401494774,1.2192333878542894,1.1780476440482128,4.318021021710003,0.08061991086903735,sand
0.04392566224776849,0.011341293115250922,0.08874753963255659,0.04394797629463911,0.009421377373808389,0.06902829422336412,0.23595912080492262,0.16466479689264577,0.020327456718998653,0.06609232851867157,1.2196734644439788,1.1867734469143072,4.333267698604915,0.05301764616606257,sand
0.039149946820422596,0.009763874965369014,0.08874753963255659,0.04197467512654856,0.00933696405985515,0.06902829422336412,0.2541340215625652,0.19106617967101505,0.024762101481696563,0.08762709539915803,1.376066739204434,1.1948228732069541,4.34963071902479,0.030976716308510337,sand
0.03627748508165459,0.009119242912685732,0.08874753963255659,0.03845421835395254,0.00856687171016169,0.06902829422336412,0.26587782249818415,0.2068465056913922,0.0287232677362838,0.0984744667355147,1.3279951517968287,1.2001380935225159,4.3544434974399255,0.022597486572038767,sand
0.03408993832573414,0.008490398348417121,0.08874753963255659,0.03533383636750713,0.008765518544195616,0.06902829422336412,0.27207149113939855,0.18088946805066833,0.028325529435594854,0.09862469894058015,1.3263001993286792,1.087622076982749,4.3517350352799085,0.02645799453731596,sand
0.033409770389491514,0.007783887994906163,0.06903620301381778,0.031427376723623175,0.00693858584695212,0.05393784095890754,0.2888654110841227,0.1706488463106123,0.02509462518980466,0.09273972491961359,1.3380533739045848,1.0832331273425895,4.353151431412794,0.027121838911759066,sand
