idx,filter,delay_s,terrain,path,speed_mps,bumpiness,seed,run_dir,command
0,none,0.0,clay,sinusoidal,4.0,0,910,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/human_delay_compensation_rounds_20260513_005027/raw/0000_none_delay0.00_clay_sinusoidal_v4_b0_r0,/home/ksha/miniconda3/envs/sim/bin/python -u /home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/simulation/launch_decoupled.py --terrain clay --path sinusoidal --speed 4.0 --time 8.0 --lead-in 5.0 --bumpiness 0 --rocks 5 --rock-seed 910 --sim-port 10400 --ctrl-port 10401 --vis-mode sensor --manual-honor-time --manual-input-delay 0.0 --sim-diag-csv /home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Teleop/paper_scripts/results/human_delay_compensation_rounds_20260513_005027/raw/0000_none_delay0.00_clay_sinusoidal_v4_b0_r0/sim_diag.csv --nn-model closed_loop_v1_mlp_32_16 --wasd --rock-zone-x 12.0 50.0 --rock-zone-y -3.0 3.0 --rock-size 0.8 1.8
