step,x,y,psi_deg,u,delta_deg,n_obs,horizon,phi_lb_deg,v_max_terrain,steer_in,throttle_in,brake_in,steer_out,throttle_out,brake_out,was_modified,min_clearance,solve_ms,cost_min
20,1.761,0.070,0.84,2.930,0.00,1,18,27.00,7.56,+0.000,0.421,0.020,+0.000,0.421,0.020,0,14.522,7.62,0.000
40,7.065,0.033,-0.91,2.081,1.20,3,18,27.00,7.63,+0.043,0.324,0.011,+0.043,0.324,0.011,0,11.343,10.59,0.000
60,13.035,-0.014,-0.11,3.122,1.79,3,18,27.00,7.55,+0.064,0.222,0.111,+0.064,0.222,0.111,0,4.712,10.55,0.000
73,16.629,0.207,4.42,2.926,7.72,3,18,27.00,7.30,+0.275,0.476,0.002,+0.239,0.475,0.000,1,0.577,69.47,0.001
74,16.922,0.249,4.91,3.049,9.49,3,18,27.00,7.09,+0.338,0.482,0.001,+0.230,0.483,0.000,1,0.062,46.32,0.007
75,17.227,0.294,5.52,3.169,7.57,3,18,27.00,7.30,+0.270,0.475,0.001,+0.212,0.501,0.000,1,-0.078,46.87,0.000
76,17.544,0.343,6.19,3.304,7.92,3,18,27.00,7.25,+0.282,0.458,0.000,+0.133,0.536,0.000,1,0.101,47.19,0.342
77,17.875,0.396,6.76,3.447,9.91,3,18,27.00,7.01,+0.353,0.423,0.000,-0.132,0.167,0.000,1,-0.097,46.77,0.314
78,18.218,0.449,7.26,3.538,9.42,3,18,27.00,7.06,+0.335,0.399,0.000,-0.258,0.075,0.000,1,-0.139,47.03,0.304
79,18.566,0.496,7.16,3.530,11.09,3,18,27.00,6.86,+0.395,0.380,0.008,-0.300,0.265,0.000,1,-0.033,46.63,0.343
80,18.913,0.527,6.56,3.482,13.59,3,18,27.00,6.55,+0.484,0.363,0.018,-0.300,0.476,0.000,1,-0.053,46.73,0.317
81,19.257,0.546,5.82,3.471,16.45,3,18,27.00,6.21,+0.586,0.346,0.027,-0.370,0.499,0.000,1,0.015,46.64,0.416
82,19.604,0.555,5.05,3.536,17.89,4,18,27.00,6.04,+0.637,0.330,0.034,-0.210,0.128,0.000,1,-0.501,47.34,0.328
83,19.959,0.560,4.17,3.614,19.42,5,18,27.00,5.87,+0.692,0.313,0.040,-0.544,0.415,0.000,1,0.085,47.01,0.586
84,20.319,0.564,3.42,3.622,21.02,5,18,27.00,5.70,+0.749,0.299,0.045,-0.122,0.261,0.000,1,-0.378,47.20,0.556
85,20.681,0.559,2.31,3.673,20.46,5,18,27.00,5.76,+0.729,0.285,0.050,+0.583,0.249,0.000,1,-0.272,46.83,0.076
86,21.045,0.557,1.78,3.656,22.72,5,18,27.00,5.53,+0.809,0.271,0.055,+0.561,0.233,0.000,1,-0.487,47.32,0.170
87,21.405,0.571,2.19,3.615,24.13,5,18,27.00,5.39,+0.860,0.257,0.059,+0.734,0.000,0.000,1,-0.493,47.24,0.316
88,21.761,0.600,3.11,3.548,24.46,5,18,27.00,5.36,+0.871,0.245,0.060,-0.002,0.147,0.000,1,-0.426,47.23,0.209
89,22.105,0.647,4.28,3.453,25.60,5,18,27.00,5.26,+0.912,0.234,0.059,-0.057,0.276,0.000,1,-0.488,46.74,0.523
90,22.440,0.690,4.44,3.371,25.36,5,18,27.00,5.28,+0.903,0.223,0.055,+0.290,0.072,0.000,1,-0.486,47.47,0.382
91,22.770,0.727,4.39,3.316,24.91,5,18,27.00,5.33,+0.887,0.211,0.045,+0.111,0.220,0.000,1,-0.488,47.17,0.503
92,23.092,0.764,4.95,3.248,24.79,5,18,27.00,5.34,+0.883,0.209,0.030,+0.782,0.277,0.000,1,-0.489,47.36,0.093
