step,x,y,psi_deg,u,delta_deg,n_obs,horizon,phi_lb_deg,v_max_terrain,steer_in,throttle_in,brake_in,steer_out,throttle_out,brake_out,was_modified,min_clearance,solve_ms,cost_min
14,0.312,0.011,0.71,0.970,0.00,1,18,10.00,5.63,+0.000,0.986,0.000,-0.038,0.895,0.000,1,10.461,34.26,0.015
15,0.416,0.019,0.82,1.130,0.00,1,18,10.00,5.63,+0.000,0.991,0.000,-0.014,1.000,0.000,1,10.002,42.80,0.000
16,0.537,0.026,0.96,1.311,0.00,1,18,10.00,5.63,+0.000,0.994,0.000,-0.019,1.000,0.000,1,9.633,42.66,0.000
17,0.675,0.032,1.11,1.486,0.00,2,18,10.00,5.63,+0.000,0.996,0.000,-0.028,1.000,0.000,1,9.401,42.72,0.000
18,0.831,0.037,1.23,1.642,0.00,2,18,10.00,5.63,+0.000,0.997,0.000,-0.028,1.000,0.000,1,9.012,46.57,0.000
19,1.000,0.042,1.32,1.785,0.00,2,18,10.00,5.63,+0.000,0.998,0.000,-0.031,1.000,0.000,1,8.759,42.75,0.001
20,1.185,0.047,1.36,1.927,0.00,2,18,10.00,5.63,+0.000,0.999,0.000,-0.035,1.000,0.000,1,8.394,42.55,0.001
21,1.383,0.052,1.39,2.069,0.00,2,18,10.00,5.63,+0.000,0.999,0.000,-0.036,1.000,0.000,1,8.085,42.40,0.001
22,1.594,0.058,1.41,2.199,0.00,2,18,10.00,5.63,+0.000,0.999,0.000,-0.036,1.000,0.000,1,7.730,42.93,0.001
23,1.819,0.064,1.43,2.340,0.00,2,18,10.00,5.62,+0.000,1.000,0.000,-0.037,1.000,0.000,1,7.382,42.58,0.000
24,2.058,0.071,1.46,2.480,0.00,2,18,10.00,5.62,+0.000,0.999,0.000,-0.045,1.000,0.000,1,7.020,42.65,0.001
25,2.310,0.077,1.51,2.614,0.00,2,18,10.00,5.62,+0.000,0.991,0.000,-0.002,1.000,0.000,1,6.684,63.10,0.000
26,2.575,0.084,1.56,2.747,0.00,2,18,10.00,5.62,+0.000,0.973,0.000,-0.017,1.000,0.000,1,6.306,68.08,0.002
