time,x,y,psi,u,v,omega,theta,pos_err,e_lat,v_max_path,delta_cmd,ax_cmd,vtheta_cmd,steering,throttle,braking,solve_time_ms,mpc_cost
0.0120,0.0072,-0.0133,0.0032,0.0364,-0.0112,-0.0002,0.0000,0.0151,-0.0133,5.0000,0.0278,0.3000,5.0000,0.0526,0.1200,0.0000,1.055,504861.9392
0.0240,0.0310,-0.1068,-0.0005,-0.0663,-0.0410,-0.0151,0.0000,0.1112,-0.1068,5.0000,0.0395,0.3360,5.0000,0.0747,0.1344,0.0000,0.794,550391.2610
0.0360,-0.1458,-0.1299,0.0052,-0.0466,-0.0306,-0.0136,0.0000,0.1953,-0.1299,5.0000,0.0382,0.3720,5.0000,0.0723,0.1488,0.0000,0.778,576964.7388
0.0480,0.1117,0.0387,0.0042,0.0654,-0.0245,0.0074,0.0000,0.1182,0.0387,5.0000,0.0502,0.4080,5.0000,0.0951,0.1632,0.0000,0.804,502494.7156
0.0600,-0.0035,-0.0820,-0.0007,0.0531,0.1045,-0.0012,0.0000,0.0820,-0.0820,5.0000,0.0382,0.4440,5.0000,0.0723,0.1776,0.0000,0.873,521238.0412
0.0720,0.0565,0.0569,0.0106,-0.0018,-0.0086,0.0022,0.0000,0.0802,0.0569,5.0000,0.0421,0.4800,5.0000,0.0798,0.1920,0.0000,0.877,517659.7890
0.0840,-0.0284,-0.0227,-0.0083,0.0236,0.0107,0.0016,0.0000,0.0364,-0.0227,5.0000,0.0541,0.5160,5.0000,0.1025,0.2064,0.0000,0.964,520211.1581
0.0960,0.0860,0.0486,0.0066,-0.0369,-0.0136,0.0012,0.0000,0.0988,0.0486,5.0000,0.0421,0.5520,5.0000,0.0798,0.2208,0.0000,0.952,503729.3542
0.1080,0.0507,-0.0121,-0.0018,-0.0671,0.0117,0.0097,0.0000,0.0521,-0.0121,5.0000,0.0541,0.5880,5.0000,0.1025,0.2352,0.0000,0.890,514417.8242
0.1200,0.1073,0.0758,-0.0008,0.0498,-0.0414,0.0114,0.0000,0.1314,0.0758,5.0000,0.0421,0.6240,5.0000,0.0798,0.2496,0.0000,0.881,472083.0118
0.1320,0.0307,-0.0850,0.0073,-0.0575,0.0418,0.0023,0.0000,0.0903,-0.0850,5.0000,0.0541,0.6600,5.0000,0.1025,0.2640,0.0000,0.878,485348.3771
0.1440,-0.0098,-0.0649,-0.0006,0.0651,0.0262,0.0008,0.0000,0.0656,-0.0649,5.0000,0.0421,0.6960,5.0000,0.0798,0.2784,0.0000,0.886,466998.5739
0.1560,0.0568,-0.0492,0.0006,-0.0465,0.0664,-0.0043,0.0000,0.0751,-0.0492,5.0000,0.0541,0.7320,5.0000,0.1025,0.2928,0.0000,0.961,466642.3606
0.1680,0.0192,-0.0398,0.0027,0.0387,0.0639,-0.0099,0.0000,0.0442,-0.0398,5.0000,0.0661,0.7680,5.0000,0.1252,0.3072,0.0000,0.877,464739.1282
0.1800,0.0434,0.0479,-0.0075,-0.0636,0.0220,-0.0122,0.0000,0.0646,0.0479,5.0000,0.0541,0.8040,5.0000,0.1025,0.3216,0.0000,0.946,471623.2261
0.1920,0.1042,0.1262,-0.0030,0.0720,0.0730,0.0206,0.0000,0.1637,0.1262,5.0000,0.0661,0.8400,5.0000,0.1252,0.3360,0.0000,0.872,449302.1990
0.2040,0.0389,-0.0097,-0.0098,-0.0110,-0.0484,0.0216,0.0000,0.0401,-0.0097,5.0000,0.0541,0.8760,5.0000,0.1025,0.3504,0.0000,0.946,466740.2241
0.2160,0.0200,0.0062,0.0089,0.0114,-0.0359,0.0093,0.0000,0.0209,0.0062,5.0000,0.0661,0.9120,5.0000,0.1252,0.3648,0.0000,0.924,454639.5609
0.2280,0.1427,-0.0305,0.0044,0.0174,0.0839,-0.0211,0.2500,0.1115,-0.0305,5.0000,0.0541,0.9480,5.0000,0.1025,0.3792,0.0000,0.833,422950.7667
0.2400,0.0226,0.0016,0.0007,0.0037,0.0102,-0.0096,0.0000,0.0226,0.0016,5.0000,0.0661,0.9840,5.0000,0.1252,0.3936,0.0000,0.852,485236.2281
0.2520,0.0668,-0.0182,-0.0052,0.0336,-0.0337,0.0045,0.0000,0.0692,-0.0182,5.0000,0.0541,1.0200,5.0000,0.1025,0.4080,0.0000,0.956,426321.4544
0.2640,0.1098,0.0817,-0.0056,-0.0376,-0.0314,0.0078,0.0000,0.1368,0.0817,5.0000,0.0596,1.0560,5.0000,0.1129,0.4224,0.0000,0.870,424081.1387
0.2760,0.0653,-0.0509,0.0050,0.0515,-0.0126,-0.0067,0.0000,0.0828,-0.0509,5.0000,0.0716,1.0920,5.0000,0.1356,0.4368,0.0000,0.880,421193.4394
0.2880,-0.0185,0.0386,-0.0124,0.0162,0.0356,-0.0111,0.0000,0.0428,0.0386,5.0000,0.0596,1.1280,5.0000,0.1129,0.4512,0.0000,0.876,446569.8480
0.3000,0.0799,-0.0612,-0.0034,0.0788,0.0067,-0.0073,0.0000,0.1006,-0.0612,5.0000,0.0716,1.1640,5.0000,0.1356,0.4656,0.0000,0.956,413552.2638
0.3120,-0.0261,-0.0069,0.0005,0.0993,-0.0480,0.0006,0.0000,0.0270,-0.0069,5.0000,0.0596,1.2000,5.0000,0.1129,0.4800,0.0000,0.885,420776.8966
0.3240,0.0576,0.0110,0.0025,-0.0376,-0.0043,0.0057,0.0000,0.0586,0.0110,5.0000,0.0716,1.2360,5.0000,0.1356,0.4944,0.0000,0.888,430229.8574
0.3360,0.1650,0.0725,0.0007,0.0224,0.0468,0.0032,0.2500,0.1117,0.0725,5.0000,0.0596,1.2720,5.0000,0.1129,0.5088,0.0000,0.887,393949.0262
0.3480,0.0741,0.0080,-0.0039,0.0587,-0.0391,-0.0085,0.0000,0.0745,0.0080,5.0000,0.0716,1.3080,5.0000,0.1356,0.5232,0.0000,0.901,437551.1675
0.3600,0.0911,0.0913,-0.0074,-0.0331,-0.0258,-0.0135,0.0000,0.1290,0.0913,5.0000,0.0596,1.3440,5.0000,0.1129,0.5376,0.0000,0.936,402993.1442
0.3720,0.0716,0.0274,-0.0051,-0.0711,0.0700,-0.0064,0.0000,0.0767,0.0274,5.0000,0.0716,1.3800,5.0000,0.1356,0.5520,0.0000,0.887,403956.8525
0.3840,0.0580,-0.0025,-0.0072,-0.0447,0.0428,-0.0055,0.0000,0.0580,-0.0025,5.0000,0.0596,1.4160,5.0000,0.1129,0.5664,0.0000,0.960,405529.2236
0.3960,0.0533,-0.0109,0.0009,-0.0782,-0.0175,-0.0022,0.0000,0.0545,-0.0109,5.0000,0.0681,1.4520,5.0000,0.1289,0.5808,0.0000,0.817,405191.9288
0.4080,0.0298,0.0211,-0.0054,-0.0039,0.0122,0.0025,0.0000,0.0365,0.0211,5.0000,0.0801,1.4880,5.0000,0.1517,0.5952,0.0000,0.842,408558.7598
0.4200,0.0665,0.0988,0.0082,0.0464,-0.0672,-0.0068,0.0000,0.1191,0.0988,5.0000,0.0681,1.5240,5.0000,0.1289,0.6096,0.0000,0.836,389680.0115
0.4320,0.0263,0.0168,-0.0103,0.0251,0.0538,0.0038,0.0000,0.0312,0.0168,5.0000,0.0801,1.5600,5.0000,0.1517,0.6240,0.0000,0.827,403426.8619
0.4440,0.1132,0.0195,-0.0021,0.1882,-0.0405,0.0008,0.0000,0.1149,0.0195,5.0000,0.0681,1.5960,5.0000,0.1289,0.6384,0.0000,0.853,344784.5245
0.4560,0.0685,0.0648,0.0052,0.0530,0.0381,0.0099,0.0000,0.0943,0.0648,5.0000,0.0801,1.6320,5.0000,0.1517,0.6528,0.0000,0.917,378306.2537
0.4680,0.1007,-0.0457,-0.0061,0.1180,-0.0156,0.0093,0.0000,0.1106,-0.0457,5.0000,0.0681,1.6680,5.0000,0.1289,0.6672,0.0000,0.856,350195.4108
0.4800,0.0546,0.0173,0.0052,0.1201,0.0207,0.0092,0.0000,0.0573,0.0173,5.0000,0.0801,1.7040,5.0000,0.1517,0.6816,0.0000,0.886,352951.7586
0.4920,0.0415,0.0591,-0.0015,0.1698,0.0105,-0.0013,0.0000,0.0722,0.0591,5.0000,0.0681,1.7400,5.0000,0.1289,0.6960,0.0000,0.872,345590.9242
0.5040,0.0660,-0.0087,-0.0023,0.1058,0.0011,0.0062,0.0000,0.0666,-0.0087,5.0000,0.0801,1.7760,5.0000,0.1517,0.7104,0.0000,0.807,357783.5676
0.5160,0.0201,0.0403,0.0009,0.0674,-0.0329,-0.0035,0.0000,0.0451,0.0403,5.0000,0.0681,1.8120,5.0000,0.1289,0.7248,0.0000,0.788,373886.3941
0.5280,0.0053,0.0385,-0.0006,0.0720,0.0155,0.0054,0.0000,0.0388,0.0385,5.0000,0.0704,1.8480,5.0000,0.1333,0.7392,0.0000,0.799,373570.2216
0.5400,0.0797,0.0640,-0.0052,0.0160,0.0592,0.0029,0.0000,0.1023,0.0640,5.0000,0.0824,1.8840,5.0000,0.1560,0.7536,0.0000,0.786,374144.4099
0.5520,0.1181,0.0326,-0.0104,0.0033,0.0454,-0.0082,0.0000,0.1225,0.0326,5.0000,0.0704,1.9200,5.0000,0.1333,0.7680,0.0000,0.824,368727.9240
0.5640,0.0342,-0.0147,0.0016,-0.0158,0.0589,0.0082,0.0000,0.0372,-0.0147,5.0000,0.0824,1.9560,5.0000,0.1560,0.7824,0.0000,0.873,382130.9160
0.5760,0.0556,0.0861,0.0045,-0.0310,-0.0104,0.0029,0.0000,0.1025,0.0861,5.0000,0.0704,1.9920,5.0000,0.1333,0.7968,0.0000,0.929,378309.8388
0.5880,0.1007,-0.0893,-0.0043,-0.0702,-0.0395,0.0020,0.0000,0.1346,-0.0893,5.0000,0.0824,2.0280,5.0000,0.1560,0.8112,0.0000,0.909,370139.4375
