step,x,y,psi_deg,u,delta_deg,n_obs,horizon,phi_lb_deg,v_max_terrain,steer_in,throttle_in,brake_in,steer_out,throttle_out,brake_out,was_modified,min_clearance,solve_ms,cost_min
17,1.138,0.024,1.08,2.580,0.00,2,18,26.00,7.12,+0.000,0.996,0.000,-0.035,0.995,0.000,1,6.803,54.01,0.000
18,1.408,0.030,1.19,2.877,0.00,2,18,26.00,7.10,+0.000,0.997,0.000,-0.014,1.000,0.000,1,6.114,45.80,0.000
19,1.706,0.036,1.29,3.132,0.00,2,18,26.00,7.09,+0.000,0.993,0.000,-0.027,1.000,0.000,1,5.753,42.93,0.000
20,2.029,0.043,1.40,3.369,0.00,2,18,26.00,7.07,+0.000,0.963,0.000,-0.025,1.000,0.000,1,5.075,43.05,0.003
21,2.373,0.051,1.48,3.574,0.00,2,18,26.00,7.06,+0.000,0.917,0.000,-0.025,1.000,0.000,1,4.661,43.00,0.013
22,2.736,0.059,1.56,3.743,0.00,2,18,26.00,7.05,+0.000,0.860,0.000,-0.044,0.862,0.000,1,4.116,64.38,0.001
23,3.114,0.068,1.59,3.903,0.00,2,18,26.00,7.04,+0.000,0.787,0.000,-0.035,0.786,0.000,1,3.658,66.10,0.000
24,3.504,0.078,1.53,4.002,-3.82,2,18,26.00,7.04,-0.136,0.716,0.000,-0.115,0.715,0.000,1,3.277,55.72,0.000
36,8.656,0.030,-0.63,4.467,0.23,2,18,26.00,7.01,+0.008,0.295,0.041,-0.039,0.258,0.000,1,-0.191,74.44,0.001
37,9.098,0.022,-0.64,4.479,0.40,2,18,26.00,7.01,+0.014,0.285,0.041,-0.069,0.243,0.000,1,-0.210,58.83,0.003
38,9.542,0.013,-0.73,4.486,0.03,2,18,26.00,7.01,+0.001,0.266,0.040,-0.076,0.224,0.000,1,-0.216,52.81,0.003
39,9.986,0.002,-0.93,4.478,0.92,2,18,26.00,7.01,+0.033,0.253,0.038,+0.032,0.214,0.000,1,-0.132,74.12,0.000
40,10.430,-0.009,-1.14,4.486,1.89,2,18,26.00,7.01,+0.067,0.243,0.036,+0.063,0.206,0.000,1,-0.164,80.67,0.000
41,10.874,-0.016,-1.13,4.481,3.60,2,18,26.00,7.01,+0.128,0.231,0.033,+0.129,0.198,0.000,1,-0.194,82.24,0.001
42,11.316,-0.019,-0.95,4.465,2.71,2,18,26.00,7.01,+0.096,0.222,0.025,+0.087,0.197,0.000,1,-0.222,82.77,0.001
43,11.757,-0.018,-0.66,4.448,2.58,2,18,26.00,7.01,+0.092,0.220,0.019,+0.091,0.200,0.000,1,-0.176,94.31,0.000
44,12.197,-0.017,-0.39,4.423,0.95,2,18,26.00,7.02,+0.034,0.219,0.013,+0.020,0.206,0.000,1,-0.223,83.38,0.001
45,12.634,-0.016,-0.18,4.407,1.42,2,18,26.00,7.02,+0.051,0.221,0.008,+0.050,0.212,0.000,1,-0.166,106.14,0.000
46,13.069,-0.014,-0.04,4.392,2.68,2,18,26.00,7.02,+0.095,0.228,0.004,+0.095,0.223,0.000,1,-0.183,107.54,0.000
47,13.503,-0.009,0.11,4.374,4.22,2,18,26.00,7.02,+0.150,0.243,0.003,+0.149,0.240,0.000,1,-0.170,120.25,0.000
48,13.936,-0.000,0.42,4.358,5.91,2,18,26.00,6.95,+0.211,0.262,0.002,+0.208,0.259,0.000,1,-0.188,133.30,0.001
49,14.366,0.015,0.85,4.339,6.61,2,18,26.00,6.89,+0.235,0.313,0.001,+0.217,0.298,0.000,1,-0.259,148.17,0.003
50,14.795,0.036,1.43,4.341,6.35,2,18,26.00,6.91,+0.226,0.348,0.001,+0.140,0.343,0.000,1,-0.454,96.31,0.031
51,15.225,0.063,2.04,4.360,6.67,2,18,26.00,6.88,+0.237,0.369,0.001,-0.503,0.467,0.000,1,-0.499,266.04,0.229
52,15.656,0.091,2.45,4.372,7.41,2,18,26.00,6.81,+0.264,0.402,0.000,-0.665,0.238,0.000,1,-0.497,178.79,0.414
53,16.089,0.108,2.05,4.363,9.91,2,18,26.00,6.56,+0.353,0.431,0.000,-0.882,0.141,0.000,1,-0.502,172.39,1.143
54,16.519,0.105,1.14,4.312,14.51,2,18,26.00,6.06,+0.517,0.471,0.000,-1.000,0.392,0.000,1,-0.504,159.70,1.093
55,16.944,0.081,-0.15,4.273,16.84,2,18,26.00,5.81,+0.600,0.486,0.000,-1.000,0.000,0.409,1,-0.511,170.68,2.809
56,17.356,0.039,-1.73,4.038,18.12,2,18,26.00,5.69,+0.645,0.516,0.000,-1.000,0.000,0.270,1,-0.511,145.70,2.774
