time,x,y,psi,u,v,omega,theta,pos_err,e_lat,v_max_path,delta_cmd,ax_cmd,vtheta_cmd,steering,throttle,braking,solve_time_ms,mpc_cost
0.0120,0.0724,-0.0137,-0.0043,0.1198,0.0675,0.0003,0.0000,0.0737,-0.0137,3.0533,-0.1000,0.3000,2.5342,-0.1893,0.1200,0.0000,1.406,790839.2730
0.0240,-0.0048,0.0394,-0.0008,0.0121,-0.0607,-0.0006,0.0000,0.0397,0.0394,3.0533,-0.1076,0.3360,5.0000,-0.2037,0.1344,0.0000,0.949,57661.3468
0.0360,-0.0067,-0.0001,-0.0065,-0.0100,0.0061,0.0322,0.0000,0.0067,-0.0001,3.0533,-0.1196,0.3720,5.0000,-0.2265,0.1488,0.0000,0.830,516722.0403
0.0480,0.0459,-0.0701,0.0062,0.0361,0.0933,0.0220,0.0000,0.0838,-0.0701,3.0533,-0.1076,0.4080,5.0000,-0.2037,0.1632,0.0000,0.916,496096.0243
0.0600,0.0040,-0.0357,-0.0012,-0.1051,0.0275,-0.0127,0.0000,0.0359,-0.0357,3.0533,-0.1196,0.4440,5.0000,-0.2265,0.1776,0.0000,1.035,507778.1728
0.0720,-0.0291,0.0216,-0.0074,-0.0033,0.0462,-0.0143,0.0000,0.0362,0.0216,3.0533,-0.1316,0.4800,5.0000,-0.2492,0.1920,0.0000,0.922,508753.2360
0.0840,0.0737,0.0047,-0.0137,0.0166,-0.0464,-0.0122,0.0000,0.0739,0.0047,3.0533,-0.1196,0.5160,5.0000,-0.2265,0.2064,0.0000,1.088,592371.4864
0.0960,0.0434,0.1155,0.0008,-0.0544,-0.0017,-0.0160,0.0000,0.1234,0.1155,3.0533,-0.1076,0.5520,5.0000,-0.2037,0.2208,0.0000,0.919,352442.8897
0.1080,0.0534,0.0070,0.0003,0.0430,-0.1323,-0.0134,0.0000,0.0538,0.0070,3.0533,-0.1196,0.5880,5.0000,-0.2265,0.2352,0.0000,1.019,468253.6566
0.1200,0.0750,-0.0521,0.0001,-0.0028,-0.0367,-0.0010,0.0000,0.0913,-0.0521,3.0533,-0.1259,0.6240,5.0000,-0.2384,0.2496,0.0000,0.916,471172.9974
0.1320,0.0902,0.0423,0.0059,-0.0565,-0.0646,0.0044,0.0000,0.0996,0.0423,3.0533,-0.1139,0.6600,5.0000,-0.2156,0.2640,0.0000,0.805,459059.4545
0.1440,0.1450,-0.0366,-0.0020,-0.0315,-0.0292,-0.0010,0.2500,0.1112,-0.0366,2.8849,-0.1179,0.6960,5.0000,-0.2233,0.2784,0.0000,0.912,449502.6696
0.1560,0.0523,-0.1050,0.0039,0.0759,0.0153,-0.0244,0.0000,0.1173,-0.1050,3.0533,-0.1299,0.7320,5.0000,-0.2460,0.2928,0.0000,0.824,483932.7142
0.1680,0.0918,-0.0244,0.0017,0.0004,0.1145,0.0157,0.0000,0.0950,-0.0244,3.0533,-0.1419,0.7680,5.0000,-0.2687,0.3072,0.0000,0.942,449580.5540
0.1800,0.0238,-0.0497,-0.0075,-0.0096,0.0498,0.0129,0.0000,0.0551,-0.0497,3.0533,-0.1521,0.8040,5.0000,-0.2880,0.3216,0.0000,0.877,456749.2111
0.1920,0.0634,0.0449,0.0010,0.0151,-0.0536,-0.0185,0.0000,0.0777,0.0449,3.0533,-0.1641,0.8400,5.0000,-0.3108,0.3360,0.0000,0.863,441847.2144
0.2040,0.0227,-0.0292,-0.0022,0.0954,0.0095,-0.0187,0.0000,0.0370,-0.0292,3.0533,-0.1627,0.8760,5.0000,-0.3081,0.3504,0.0000,0.964,424511.4599
0.2160,-0.0306,-0.0083,-0.0017,-0.0097,-0.0424,-0.0086,0.0000,0.0317,-0.0083,3.0533,-0.1732,0.9120,5.0000,-0.3281,0.3648,0.0000,0.778,454381.2910
0.2280,0.0249,0.0171,0.0141,0.0270,-0.0264,-0.0016,0.0000,0.0303,0.0171,3.0533,-0.1734,0.9480,5.0000,-0.3285,0.3792,0.0000,0.872,431369.3088
