variant,n_runs,n_ok,collisions_mean,collisions_std,near_misses_mean,near_misses_std,min_clearance_m_mean,min_clearance_m_std,rms_cte_m_mean,rms_cte_m_std,speed_ratio_mean,speed_ratio_std,mean_solve_ms_mean,mean_solve_ms_std,progress_m_mean,progress_m_std
pacejka,32,32,0.0,0.0,0.84375,0.6772513232461859,1.93658946875,2.9621175232913606,0.36004578811490073,0.4491899670315404,0.4843988260243838,0.0918535362111646,2.480070933600536,0.3568670044964372,30.115715808962804,5.064736227905727
tmeasy,32,32,0.09375,0.3901509219974802,0.78125,0.6591477880199652,1.9312265937499997,2.853922851671802,0.34271703874686293,0.4427868095127721,0.4841258768211607,0.09395943885043068,2.372486874062059,0.39117013663579725,30.04435367802968,4.537814868109386
closed_loop_v2_rate_mlp,32,32,0.03125,0.17677669529663687,0.9375,0.7156093726283554,1.1232429375,1.6986838858693105,0.32957438246498133,0.38641379247121066,0.510956056017976,0.08629178662588213,5.741645484506697,0.7226033419761613,32.217573708355445,3.720226024343772
closed_loop_v3_axle_rate_mlp,32,32,0.0,0.0,0.875,0.7071067811865476,1.32281584375,2.090505916521121,0.3417319893247246,0.38409182132114494,0.5038738325621439,0.08951854504774723,7.203750626181145,0.2161591088838509,31.750936194081632,4.301040578520113
