time,x,y,psi,u,v,omega,theta,pos_err,e_lat,v_max_path,delta_cmd,ax_cmd,vtheta_cmd,steering,throttle,braking,solve_time_ms,mpc_cost
0.0120,0.0860,0.0236,0.0020,0.0951,0.1074,-0.0000,0.0000,0.0892,0.0236,2.9251,0.1000,0.3000,8.0000,0.1894,0.1200,0.0000,1.282,387067.6319
0.0240,0.0882,0.1149,0.0007,-0.0437,0.0585,0.0003,0.0000,0.1449,0.1149,2.9251,0.1120,0.3360,8.0000,0.2121,0.1344,0.0000,0.751,607491.2927
0.0360,0.0184,0.0331,-0.0053,0.0133,0.0347,-0.0105,0.0000,0.0379,0.0331,2.9251,0.1240,0.3720,8.0000,0.2348,0.1488,0.0000,0.867,602159.4578
0.0480,0.0622,-0.0064,0.0042,-0.0698,-0.0856,-0.0293,0.0000,0.0625,-0.0064,2.9251,0.1360,0.4080,8.0000,0.2576,0.1632,0.0000,0.837,608336.2035
0.0600,0.1010,-0.0381,0.0037,0.0819,-0.0515,-0.0047,0.0000,0.1079,-0.0381,2.9251,0.1480,0.4440,8.0000,0.2803,0.1776,0.0000,0.818,576821.2146
0.0720,0.0436,-0.0393,0.0060,-0.0366,-0.0212,-0.0014,0.0000,0.0587,-0.0393,2.9251,0.1447,0.4800,8.0000,0.2741,0.1920,0.0000,0.860,589633.9331
0.0840,0.0857,-0.0056,0.0041,0.0479,0.0422,-0.0007,0.0000,0.0859,-0.0056,2.9251,0.1567,0.5160,8.0000,0.2969,0.2064,0.0000,0.982,614541.3351
0.0960,0.0790,0.0471,-0.0083,0.0312,0.0422,-0.0013,0.0000,0.0919,0.0471,2.9251,0.1687,0.5520,8.0000,0.3196,0.2208,0.0000,0.911,540165.7066
0.1080,0.0747,0.0433,-0.0065,-0.0216,-0.0374,-0.0112,0.0000,0.0864,0.0433,2.9251,0.1571,0.5880,8.0000,0.2976,0.2352,0.0000,1.094,529092.8968
0.1200,0.0247,-0.0268,-0.0010,0.0006,-0.0313,0.0019,0.0000,0.0364,-0.0268,2.9251,0.1691,0.6240,8.0000,0.3203,0.2496,0.0000,0.951,554255.9691
0.1320,0.0986,0.0174,-0.0043,-0.0073,-0.0127,-0.0026,0.0000,0.1002,0.0174,2.9251,0.1811,0.6600,8.0000,0.3431,0.2640,0.0000,0.789,586755.5345
0.1440,0.0969,0.0397,0.0020,0.0516,-0.0409,0.0043,0.0000,0.1047,0.0397,2.9251,0.1931,0.6960,8.0000,0.3658,0.2784,0.0000,0.912,554667.1754
0.1560,-0.0232,-0.0124,0.0009,-0.0265,0.1095,-0.0016,0.0000,0.0263,-0.0124,2.9251,0.2051,0.7320,8.0000,0.3885,0.2928,0.0000,0.893,582593.8194
0.1680,-0.0008,0.0628,-0.0099,-0.0444,-0.0518,-0.0107,0.0000,0.0628,0.0628,2.9251,0.2171,0.7680,8.0000,0.4112,0.3072,0.0000,0.778,572539.7768
0.1800,0.1233,0.0727,-0.0005,-0.0394,-0.0278,-0.0156,0.0000,0.1431,0.0727,2.9251,0.2143,0.8040,8.0000,0.4060,0.3216,0.0000,0.931,548466.3054
0.1920,0.0439,0.0180,-0.0032,-0.0848,-0.0305,0.0162,0.0000,0.0475,0.0180,2.9251,0.2263,0.8400,8.0000,0.4287,0.3360,0.0000,0.841,579611.8318
0.2040,0.0845,0.0230,0.0045,0.0448,0.0003,0.0101,0.0000,0.0875,0.0230,2.9251,0.2383,0.8760,8.0000,0.4514,0.3504,0.0000,0.834,533848.4365
0.2160,0.0481,-0.0136,-0.0100,0.0877,-0.0163,-0.0070,0.0000,0.0500,-0.0136,2.9251,0.2263,0.9120,8.0000,0.4287,0.3648,0.0000,0.932,512155.8344
