time,u,actual_front_fy,actual_rear_fy,front_left_slip_angle,front_right_slip_angle,rear_left_slip_angle,rear_right_slip_angle,front_left_fy,front_right_fy,rear_left_fy,rear_right_fy,front_left_Fz,front_right_Fz,rear_left_Fz,rear_right_Fz,front_left_long_slip,front_right_long_slip,rear_left_long_slip,rear_right_long_slip,steering_rate,clay_pred_front_fy,clay_pred_rear_fy,dirt_pred_front_fy,dirt_pred_rear_fy,sand_pred_front_fy,sand_pred_rear_fy
2.003999999999965,2.6725019357709567,-2462.4274288632855,-27.979652631511158,-0.06530629651838141,0.09311924923028117,0.04392958184841823,0.018039670720240153,-1461.8407445397781,-1000.5866843235074,338.7441855651424,-366.72383819665356,6088.096457859388,4914.422819505633,8844.470691599152,5680.541924070151,0.17055650371424247,0.35984708297660534,0.04645195898033911,0.1985717487514015,0.0,-102.80830952859344,556.8460629133801,-51.477792388696685,847.9975492522401,-111.35097675245572,1197.3568458185146
2.0159999999999654,2.6259901031558273,-2722.2669256100135,200.48085453917366,-0.0706679653107386,-0.06963937330158318,0.04044671101075446,0.04449315956040198,-1564.549551321106,-1157.7173742889076,622.0759262737306,-421.59507173455694,6804.854667894003,5524.840587176001,7176.060895698736,7012.024699653335,0.14673226568577816,0.3414666700356181,0.06358640832412905,0.17309321709567815,-0.20456543580220052,-952.2921467543227,611.0247015897199,-1331.3367756118437,923.8313499683268,-1486.493179689313,1270.0363633083093
2.027999999999966,2.6489450803272647,-2345.856221312102,226.37451639747033,-0.0727786537472188,-0.08759312511977492,0.03076640858409107,0.049232543225738785,-1377.0742247183841,-968.7819965937182,471.26552279646455,-244.89100639899422,6105.098088559399,5306.34512141935,8288.37569505258,4796.871840565493,0.1371407416045191,0.30082541584978695,0.0833418551800781,0.17257651767645227,-0.2653445062536084,-998.5753317319136,491.80068036422495,-1380.1255871791564,747.8186272361704,-1521.9772777424737,1031.3495691279645
2.0399999999999663,2.716415419789879,-2526.333226924262,-7.720278539435412,0.1134553880057872,0.07529865076868986,0.04365189386284387,0.04914974997670917,-1463.8671428297482,-1062.4660840945135,338.22075126906464,-345.94102980850005,5991.001001093602,4802.098988128604,7852.387806774145,6416.001408269255,0.14792365970387536,0.2694857157320223,0.05116324353336285,0.19733602037704212,-0.27955064555968184,926.9299844863924,683.2145370739264,1392.5071330924088,1027.6093607432263,1759.3232223382556,1396.7698112544401
2.0519999999999667,2.7434987766066783,-2313.1560328666897,270.6839429346845,-0.09121522365302906,-0.09366815749373864,0.037602241096447726,0.042511328400663614,-1315.226039452975,-997.9299934137144,646.8540190012659,-376.1700760665814,5842.4304971686315,5030.229190020597,6580.515982283315,6483.335701595358,0.13463502144332934,0.2899566069343705,0.07087787083713123,0.16603238553098437,-0.2320281820460221,-1076.6005081588332,524.6259963658715,-1479.848654895311,787.0376214683099,-1675.1347040127014,1078.8170577042752
2.063999999999967,2.7274652146467364,-2291.8816887021926,276.2446536310747,-0.09919002165504122,-0.09491683687922468,0.03881197404660062,0.022955675456897508,-1418.166866990517,-873.7148217116755,607.7437709326704,-331.4991173015957,6283.225029587649,4868.627038231775,8136.700537532466,5474.007924811284,0.14055197261422706,0.29715323354894746,0.05747509882836176,0.18036869225200106,-0.1706462055128699,-1141.3955465582214,466.81189548233306,-1580.4142799651195,716.6017683037958,-1835.3222629205684,1011.5092454002258
2.0759999999999676,2.7892133956642335,-2127.0162914569437,195.51411197710587,-0.09876490897034156,-0.10532322339430608,0.04035812068842114,0.04388238008541805,-1248.4193446567285,-878.5969468002149,542.2572482137983,-346.74313623669246,6190.216006124735,4430.504518317648,7878.993599080478,6697.434156218797,0.12060804446573509,0.28976015542140937,0.05960076145213103,0.15939951487020848,-0.1778920790540194,-1142.055714706311,643.6722492565113,-1559.6044390948648,971.2160411002806,-1822.2186793821104,1338.4182630822156
2.087999999999968,2.8403656632009264,-1922.6771361689398,128.18877065321402,-0.10429930433369175,-0.10713312036522504,0.03884582342623024,0.04721864995647108,-1169.1370209237202,-753.5401152452197,440.7841327628016,-312.5953621095876,5746.431146866919,5133.7651687377265,8002.940068373173,5572.671364967976,0.11961939568677031,0.30010866569805866,0.05356003024888579,0.1610980219495192,-0.13291029850538202,-1174.7130755705161,612.7843607404836,-1623.6954126798569,911.8090532566621,-1909.3915940975967,1249.853239252609
2.0999999999999686,2.8165453114415135,-1946.2559761526586,-190.15476590939994,-0.10680906410244466,-0.11458591346746247,0.04580931525104227,0.04614660161813013,-1111.3766455208429,-834.8793306318158,191.7257367846438,-381.88050269404374,5221.566470464235,4969.740769485955,7154.716983258576,7045.1665175397275,0.11829231580732362,0.3289253577944164,0.050645246401914014,0.16960235330055232,-0.20487597470007465,-1131.4904791743295,679.7764817732941,-1564.0844003948187,1016.3750551855785,-1787.6651979241242,1387.0746244535717
2.111999999999969,2.796359984875893,-1962.1222034584998,183.68217032075574,-0.11685088673399958,-0.11332838601536738,0.04084471826297681,0.03701729346428907,-1182.412393826451,-779.7098096320487,532.301754471831,-348.6195841510753,5900.067587568583,4662.869391660235,8032.7854213914125,6076.463261454564,0.1330539514314155,0.3367623452575496,0.05825793979544672,0.1268997369635782,-0.17449008376837388,-1212.5635997320471,602.9523732620808,-1693.8566398080309,900.013340868154,-1966.9114177680094,1254.0123223328262
