time,u,actual_front_fy,actual_rear_fy,front_left_slip_angle,front_right_slip_angle,rear_left_slip_angle,rear_right_slip_angle,front_left_Fz,front_right_Fz,rear_left_Fz,rear_right_Fz,front_left_long_slip,front_right_long_slip,rear_left_long_slip,rear_right_long_slip,steering_rate,clay_pred_front_fy,clay_pred_rear_fy,dirt_pred_front_fy,dirt_pred_rear_fy,sand_pred_front_fy,sand_pred_rear_fy
2.003999999999965,2.6025079075457107,-2806.149386628075,396.4970375835065,-0.05551735178997231,-0.06677180100605688,-0.006600373003643619,0.04147955924214742,7049.687579399569,5194.172559051171,7289.798788457576,5457.775095547831,0.15548434571869788,0.41873637306454786,0.04682165459223518,0.19441518992966064,0.0,-757.1011565787787,111.56131688176934,-1054.3972249622695,219.3964751868509,-1246.7783699783645,309.5476650793134
2.0159999999999654,2.5678793531564463,-2349.1432565652103,519.234834990921,-0.0571855172151455,-0.07828108785495293,0.030071481665696963,0.03941744936030269,6383.850715100172,3816.7175874202467,7753.171596766542,5523.541660948942,0.14641636528137514,0.39519811358792795,0.06767820984968695,0.174714455469966,-0.2087890491375597,-736.6513325889935,449.8035130036295,-989.695089709739,688.120917003913,-1070.829545781261,958.4864113022238
2.027999999999966,2.5951832937112904,-2471.734826357456,-1122.8116166377251,0.13118502588391986,-0.07247069508462084,0.044357045044549896,0.019827257228664012,6302.906500819068,4215.56586348036,8603.585566582957,6030.692061115879,0.13506218879899687,0.4075085705366878,0.027633575102189292,0.2120993759308011,-0.33264773550095844,525.86948202448,564.8763197896805,806.9315005691599,853.1767894410627,1161.7918364895324,1197.389040819105
2.0399999999999663,2.705858104822537,-2230.7385466027035,288.04353804639425,-0.07081885671574706,-0.07469539555104397,0.03702549307780294,0.03974675369883635,5663.299037853272,4361.354594366067,7292.730819943327,6323.84872751949,0.13062143538129,0.3966017732484699,0.06428957498806356,0.18196322247690896,-0.28127151819659957,-799.6372093990681,524.0319958003997,-1082.658233748753,795.4223025416388,-1156.4821876877618,1095.7931688880424
2.0519999999999667,2.693025851231847,-2620.694379417219,165.4643521443411,-0.0743506102040313,-0.08721998801808571,0.03641520921762148,0.04151289359508291,6378.804577958782,5161.059604829429,8766.18508235786,4117.5507708984715,0.1305826701912079,0.3649204038805142,0.05266653988104671,0.17891385104008903,-0.15383450642056948,-969.5125439943367,534.3261151511545,-1351.6313513539446,802.6877118235554,-1540.9788810064565,1115.13713626569
2.063999999999967,2.705387314759059,-2691.309944304362,-73.19006582532785,-0.0789656870744505,-0.09271176708916798,0.03517433038977755,0.04735129941443653,6545.768575619472,4922.0989303428005,7927.279027789462,6919.985619984991,0.11722464824772401,0.3663118410831969,0.051449366913597194,0.20423488086228567,-0.17915778916737665,-1030.3582909973065,610.5984033781635,-1433.249007934395,936.909227363936,-1642.7896032579765,1282.264527647037
2.0759999999999676,2.7161769995675944,-2232.4089811494778,171.54627122451825,-0.08977383939958483,-0.09396743016087289,0.02891271717028763,0.0373538549284508,5763.181849629016,4316.482685602515,7787.5325134767545,5520.701116232481,0.12311155019139275,0.3620879154625527,0.07504270804733265,0.16398832609707387,-0.18868512976315002,-968.9966717387949,428.87614989702314,-1319.0438039804467,659.8902135344154,-1499.979836782399,922.1771833207154
2.087999999999968,2.765061453544898,-2630.255922385512,-54.715361712696165,-0.09866144823332477,0.08703038800820445,0.0378371459840315,0.023077834568124574,6447.838090280229,4559.767682279125,7288.591596199605,5237.255235711053,0.11951357211126,0.3467030430384427,0.04369631786454818,0.19528857284236367,-0.2331995448858347,-461.2241856557752,409.6217717900512,-563.7031144908083,621.8616719877336,-709.9264426287472,873.6368761576821
2.0999999999999686,2.7808849750156606,-2536.0015210805745,109.6813388815113,-0.10778664442124165,-0.10750092250068899,0.03100456400198546,0.03806705192565664,6589.406195365384,4968.068772224698,6369.894478323875,7089.729685083839,0.14545111530156904,0.33892581964113394,0.06965689269020896,0.16715318629127532,-0.16974073665842382,-1251.9428839871691,456.9250173102182,-1773.8103097282756,700.0925248767868,-2061.8071485714427,971.8668487891359
2.111999999999969,2.824276754100901,-2306.066259609149,66.6005820649874,-0.10843793477302811,-0.11751822827578852,0.03188201658977568,0.04020495187578721,6305.808861747396,4680.516630943111,8051.831911391307,5496.593387507674,0.13425563036065427,0.3176186469362286,0.0614336896766227,0.16721426462627356,-0.11216074201642556,-1235.6912328483604,493.5684331486805,-1724.8664778766606,750.1790684544358,-2041.9385210278958,1040.6929715533402
2.1239999999999695,2.8063242892399187,-2181.6473840569256,28.860967073650897,-0.1137593819777022,0.07392615533106035,0.029547614945850842,0.04416093362911231,6311.921184611986,4049.922971323091,7518.769311449415,6982.870935730662,0.12923710757048343,0.3125470856983032,0.06159613728456456,0.1664913934270156,-0.155939196472021,-573.7678824998505,532.264720870397,-744.5458345209879,818.6580932034426,-940.7200784971892,1132.7908630462575
2.13599999999997,2.8800165500979813,-2202.0691127491477,114.64533630596844,-0.12390043439529398,-0.12950149878680856,0.03084849477988646,0.032180246036294664,5924.220953826046,4938.834520124518,7971.023191365715,5086.026573011436,0.15034676846980255,0.3116027010827346,0.0655529082499213,0.1396230614738776,-0.13820868827930177,-1324.7511667573708,425.9685813166705,-1875.3388335382201,648.3598833887154,-2196.816457284097,913.6522546553438
2.1479999999999704,2.7927932537716535,-1912.1168000915773,-39.93347494916799,-0.1266786796989092,0.0708823030870413,0.0351865960729077,0.02508996008077468,5423.426194610493,4500.336688795689,7227.689388559541,5826.316223455121,0.14213685251852493,0.2899862974688424,0.05261334364421023,0.16800642040410066,-0.14097343284599934,-480.4366441949091,409.54479290320427,-603.863973529348,624.180170684021,-746.3071534894709,880.0656889751008
2.159999999999971,2.893543737434308,-1956.6017336231164,-13.3751510011802,-0.13206626251255668,-0.13751005466290064,0.03127677742494042,0.032821182055313924,5632.287398821935,5069.404579316213,7968.058640703858,6589.796491317396,0.14525951452071698,0.2974771163924644,0.0643198341675212,0.1425294789048765,-0.11604811613500747,-1371.6812995665261,481.61342919286136,-1939.7147042385693,742.65050980208,-2292.3061822834434,1045.9316723449701
2.1719999999999713,2.863220412200155,-2164.1280646564055,-223.3183705578143,0.10144551060277714,-0.14558225314251444,0.036278567609903334,0.03378697212156317,6888.341666177554,5039.296369132342,7016.88470921777,5691.426420493541,0.1499136242878141,0.2836861801602293,0.04813670614726039,0.14884121407526127,-0.10247217803036594,51.09809125119432,468.09182409094035,100.07373031605539,695.9238173166837,260.2742264451001,968.1981857498835
