time,u,actual_front_fy,actual_rear_fy,front_left_slip_angle,front_right_slip_angle,rear_left_slip_angle,rear_right_slip_angle,front_left_Fz,front_right_Fz,rear_left_Fz,rear_right_Fz,clay_pred_front_fy,clay_pred_rear_fy,dirt_pred_front_fy,dirt_pred_rear_fy,sand_pred_front_fy,sand_pred_rear_fy
2.003999999999965,2.676803620873884,-2738.5573231541375,179.84596626535114,-0.06084808241905414,-0.07226221502801089,0.04140692711550396,0.04270441552458142,6972.10450091257,4930.434078560936,8321.682582209914,7062.97263309498,-922.3057393003468,806.0802298339316,-1169.332884359181,1144.7535763820802,-1564.330655576322,1589.91113468864
2.0159999999999654,2.5956911936896554,-2233.560566882823,245.29192438822776,-0.07346803443863517,-0.07325964704099255,0.040564604523777845,0.049766135293579226,5629.1943610023845,4733.316514893632,8721.006370085426,5368.91111909555,-872.6947528083391,771.7920701118455,-1085.1121355851626,1074.0484980233773,-1445.179442726546,1489.5856386004004
2.027999999999966,2.630751285647013,-2702.0419184531106,76.52091093029668,0.11401286926386699,-0.07678239981976255,0.04253432391239351,0.05085163641665633,6823.166000993315,4889.483388248726,6726.917379694369,6420.271455777869,424.54328655781006,726.9342786121397,681.6552234649316,1007.6640046146947,852.1962758976196,1399.0470807925653
2.0399999999999663,2.7037427392069544,-2404.1833519302036,301.54419602328886,-0.08401451873158557,-0.08871559166440873,0.03413399180618309,0.047727898334129625,6628.209689555407,5003.175410236665,6449.159622770629,5423.7258117404535,-1140.3240968702453,559.301792701457,-1461.9370795924374,761.0685464866568,-1955.3246937130402,1068.485730633881
2.0519999999999667,2.6741173283656896,-2356.6783173990343,198.09348887990103,0.11584555184530475,0.07857970635676031,0.04465077484410093,0.050921243915675825,6365.4103971244585,5347.01847552977,7920.011990062366,6319.692748709849,1264.9436674977314,820.9350518616789,1743.253775633488,1150.8213312555072,2270.1795195714576,1590.5100311533074
2.063999999999967,2.7804333111863113,-2469.8844043708623,288.12898278442356,-0.09089813507401859,-0.1054910445260245,0.039224026101028785,0.03848774639588616,6953.950283549113,5004.320936602694,7622.2033477914465,5228.47034212587,-1300.6372198758795,599.5446820473335,-1686.21434675794,831.8047145165522,-2250.8939752599354,1164.8977239836627
2.0759999999999676,2.857004194329671,-2093.781928050541,146.21130855361463,-0.10065341257436547,-0.10155821406339749,0.040021619234806564,0.049835431697638925,6006.015274451299,4756.974502586811,8024.922814932664,5716.147474780757,-1192.5956479777578,735.667954094099,-1522.1071058596935,1025.5713836776242,-2020.5204719208568,1420.2626235176258
2.087999999999968,2.6560841434376434,-2439.17089742846,32.01669409438779,-0.10456507935283263,0.07762697623482519,0.04579168372146552,0.043284706530311044,6477.278314995248,4985.335550765344,6752.212942508279,7127.036630808039,-326.05285001350387,742.415141453793,-436.04996708124565,1039.7027387120975,-581.4571465481592,1445.0356142687137
2.0999999999999686,2.7868674192280163,-1928.6417639061597,182.0532596182794,-0.10886293088271937,-0.11210766962359661,0.04054098770651663,0.042593475280868286,5999.180424206772,4268.528729138315,8034.62580961125,5112.4013227543355,-1211.9179310610098,658.1409814228133,-1540.8303994705316,913.711046820154,-2044.3772772995949,1272.5209121594905
2.111999999999969,2.8066125981818533,-2109.0224654820922,-279.7448662792043,-0.10939816071615087,0.0766211185655277,0.044794294733667174,0.05081013149762498,6506.192447085174,4130.570813271655,7070.696608601711,6651.919575646636,-450.9246827615843,784.0608949034558,-621.2933333520537,1095.045764635301,-826.899083284716,1511.4664843428739
2.1239999999999695,2.771179798532306,-1984.0472742620364,122.5896343323052,-0.11321528176992131,-0.1249729375139733,0.04181795410384266,0.03550711262606931,6283.111950708243,4322.219092534668,8012.883891591926,6022.303728955979,-1323.383378850236,673.8233552178131,-1703.0009782189052,948.3021509897073,-2256.9167381739535,1324.7835009627008
