experiment,variant,controller_mode,mpc_model,nn_model,terrain,path,speed_mps,bumpiness,seed,run_dir,status,rc,wall_s,sim_s,rt_factor,diag_csv,collision_csv,shield_csv,n_samples,rms_cte_m,max_abs_cte_m,mean_abs_cte_m,mean_speed_mps,p95_speed_mps,speed_ratio,mean_solve_ms,p99_solve_ms,progress_m,final_x_m,final_y_m,collisions,near_misses,min_clearance_m,intervention_rate_pct,mean_abs_dsteer,mean_abs_dthrottle,notes,extra_sim_diag_csv,v_ref_profile_mean,u_meas_diag_mean,speed_ratio_vs_profile
dynamics_gp_ablation,gp_off,standard,nn,closed_loop_v2_both_axles_rate_32_16,clay,sinusoidal,5.0,0,820,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/dynamics_gp_ablation_20260516_194446/raw/0000_gp_off_clay_sinusoidal_v5_b0_s820,ok,0,34.83052039146423,12.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/dynamics_gp_ablation_20260516_194446/raw/0000_gp_off_clay_sinusoidal_v5_b0_s820/20260516_194509_378845_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,992,0.0667638764098888,0.165583,0.0552922617046818,3.29826974789916,4.41662,0.6596539495798319,6.6613810483870965,7.415400000000002,34.52159900573338,34.851196,-0.100872,0,0,,,,,No dynamics-GP.,,4.300046696696697,3.719900750750751,0.8650838033011095
dynamics_gp_ablation,gp_off,standard,nn,closed_loop_v2_both_axles_rate_32_16,clay,sinusoidal,5.0,0,821,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/dynamics_gp_ablation_20260516_194446/raw/0001_gp_off_clay_sinusoidal_v5_b0_s821,ok,0,14.313904047012327,12.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/dynamics_gp_ablation_20260516_194446/raw/0001_gp_off_clay_sinusoidal_v5_b0_s821/20260516_194523_230190_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,1000,0.072608677934055,0.169151,0.0589775642256902,3.101379111644658,4.33824,0.6202758223289316,6.15658,6.76,32.47229412972076,32.993906,-0.939079,0,0,,,,,No dynamics-GP.,,4.1730475975975985,3.523373723723724,0.8443166873419109
dynamics_gp_ablation,gp_off,standard,nn,closed_loop_v2_both_axles_rate_32_16,clay,sinusoidal,5.0,4,820,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/dynamics_gp_ablation_20260516_194446/raw/0002_gp_off_clay_sinusoidal_v5_b4_s820,ok,0,14.56115174293518,12.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/dynamics_gp_ablation_20260516_194446/raw/0002_gp_off_clay_sinusoidal_v5_b4_s820/20260516_194537_545188_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,1000,0.0736637944086881,0.203214,0.0577168151260504,3.3826984393757504,4.39202,0.6765396878751501,5.751,7.02,35.49480524791971,35.730033,0.329014,0,0,,,,,No dynamics-GP.,,4.369651501501501,3.781677327327327,0.8654414032853344
dynamics_gp_ablation,gp_off,standard,nn,closed_loop_v2_both_axles_rate_32_16,clay,sinusoidal,5.0,4,821,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/dynamics_gp_ablation_20260516_194446/raw/0003_gp_off_clay_sinusoidal_v5_b4_s821,ok,0,14.61225175857544,12.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/dynamics_gp_ablation_20260516_194446/raw/0003_gp_off_clay_sinusoidal_v5_b4_s821/20260516_194552_116314_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,1000,0.0733445336085744,0.19138,0.0568774789915966,3.4132397358943574,4.40212,0.6826479471788715,5.1078,5.811299999999998,35.765807954669455,35.983298,0.473539,0,0,,,,,No dynamics-GP.,,4.3814597597597595,3.8015531531531526,0.8676453423280089
dynamics_gp_ablation,gp_off,standard,nn,closed_loop_v2_both_axles_rate_32_16,clay,sinusoidal,7.0,0,820,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/dynamics_gp_ablation_20260516_194446/raw/0004_gp_off_clay_sinusoidal_v7_b0_s820,ok,0,14.260679960250854,12.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/dynamics_gp_ablation_20260516_194446/raw/0004_gp_off_clay_sinusoidal_v7_b0_s820/20260516_194606_780882_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,1000,0.1058458918783729,0.263402,0.0897273025210084,3.093783553421369,4.44618,0.4419690790601955,5.035489999999999,6.02,32.370271490982475,32.859928,-0.981261,0,0,,,,,No dynamics-GP.,,4.208109009009009,3.527471471471471,0.838255725771271
dynamics_gp_ablation,gp_off,standard,nn,closed_loop_v2_both_axles_rate_32_16,clay,sinusoidal,7.0,0,821,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/dynamics_gp_ablation_20260516_194446/raw/0005_gp_off_clay_sinusoidal_v7_b0_s821,ok,0,14.317551136016846,12.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/dynamics_gp_ablation_20260516_194446/raw/0005_gp_off_clay_sinusoidal_v7_b0_s821/20260516_194621_021045_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,1000,0.0801285871483315,0.189098,0.0644227695078031,3.2567120048019205,4.4623,0.46524457211456,5.0844700000000005,5.4001,34.11305623452838,34.463223,-0.246524,0,0,,,,,No dynamics-GP.,,4.3839411411411415,3.6974627627627625,0.8434106763122079
dynamics_gp_ablation,gp_off,standard,nn,closed_loop_v2_both_axles_rate_32_16,clay,sinusoidal,7.0,4,820,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/dynamics_gp_ablation_20260516_194446/raw/0006_gp_off_clay_sinusoidal_v7_b4_s820,ok,0,14.613947868347168,12.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/dynamics_gp_ablation_20260516_194446/raw/0006_gp_off_clay_sinusoidal_v7_b4_s820/20260516_194635_328967_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,999,0.0848350395207298,0.246409,0.0646985510204081,3.229423169267707,4.430020000000001,0.4613461670382439,6.598538538538539,6.760199999999999,33.87404034741729,34.254001,-0.427364,0,0,,,,,No dynamics-GP.,,4.379896096096096,3.6716427927927935,0.8382944965442022
dynamics_gp_ablation,gp_off,standard,nn,closed_loop_v2_both_axles_rate_32_16,clay,sinusoidal,7.0,4,821,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/dynamics_gp_ablation_20260516_194446/raw/0007_gp_off_clay_sinusoidal_v7_b4_s821,ok,0,14.609971284866331,12.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/dynamics_gp_ablation_20260516_194446/raw/0007_gp_off_clay_sinusoidal_v7_b4_s821/20260516_194649_954366_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,1000,0.081142737842978,0.232452,0.0619537298919567,3.4266877551020407,4.4837,0.4895268221574343,4.8738,5.1,35.87412703811451,36.043111,0.51628,0,0,,,,,No dynamics-GP.,,4.513251351351351,3.8389040540540544,0.8505850339810158
dynamics_gp_ablation,gp_off,standard,nn,closed_loop_v2_both_axles_rate_32_16,clay,sinusoidal,9.0,0,820,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/dynamics_gp_ablation_20260516_194446/raw/0008_gp_off_clay_sinusoidal_v9_b0_s820,ok,0,14.31356692314148,12.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/dynamics_gp_ablation_20260516_194446/raw/0008_gp_off_clay_sinusoidal_v9_b0_s820/20260516_194704_585162_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,1000,0.0842592116554096,0.231978,0.0678303397358943,3.4207344537815128,4.4573,0.3800816059757236,4.845940000000001,5.7304,35.70845290603999,35.883864,0.443704,0,0,,,,,No dynamics-GP.,,4.500206606606606,3.8263851351351352,0.8502687697755352
dynamics_gp_ablation,gp_off,standard,nn,closed_loop_v2_both_axles_rate_32_16,clay,sinusoidal,9.0,0,821,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/dynamics_gp_ablation_20260516_194446/raw/0009_gp_off_clay_sinusoidal_v9_b0_s821,ok,0,14.314560174942017,12.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/dynamics_gp_ablation_20260516_194446/raw/0009_gp_off_clay_sinusoidal_v9_b0_s821/20260516_194718_903749_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,1000,0.0869627126130665,0.234987,0.0696593037214886,3.2926869147659064,4.44452,0.3658541016406562,4.95288,5.1101,34.43399645030226,34.777414,-0.184579,0,0,,,,,No dynamics-GP.,,4.410621621621622,3.731468918918919,0.8460188243368282
