variant,n_runs,n_ok,collisions_mean,collisions_std,near_misses_mean,near_misses_std,min_clearance_m_mean,min_clearance_m_std,intervention_rate_pct_mean,intervention_rate_pct_std,mean_abs_dsteer_mean,mean_abs_dsteer_std,mean_abs_dthrottle_mean,mean_abs_dthrottle_std,rms_cte_m_mean,rms_cte_m_std
mppi_with_seeds,405,404,0.0691358024691358,0.25399870161662486,0.47160493827160493,0.6542387625258799,2.05560809798995,2.121834153123016,88.6603015075377,9.818185045693713,0.46981791109300647,0.24946358160906384,0.6167479142499215,0.12035381797811849,1.104147234453128,1.2596159217544405
mppi_no_seeds,405,405,2.1876543209876544,1.2305298219005019,3.639506172839506,1.330681264171942,-1.12369488,0.7855623851364856,86.959,10.534945738078594,0.2271059474686665,0.07849357683978749,0.25377054097433377,0.08570524499278169,1.2642532642470625,1.6879831755483865
