variant,n_runs,n_ok,rms_cte_m_mean,rms_cte_m_std,speed_ratio_mean,speed_ratio_std,mean_speed_mps_mean,mean_speed_mps_std,mean_solve_ms_mean,mean_solve_ms_std
gp_off,108,108,0.13857172983640204,0.08849566572121394,0.6507680471200826,0.16934442069067204,4.346691098661687,0.8237397366980036,5.4656645076087145,0.5966935565010025
gp_warmup,108,108,0.1411315874962616,0.10204510144586788,0.6506312245109684,0.16825007969442135,4.3451668823084795,0.8112877378065336,5.410650749926633,0.49287616719326005
gp_loaded,108,108,0.1393124492181154,0.09384473789776855,0.6466205241052084,0.16940458867519165,4.317134058670209,0.8235517212712441,5.44156480550497,0.45409913057471857
