transition,n_runs,n_ok,pre_abs_err_mean,post_abs_err_mean,track_rmse_mean,response_dist_m_mean,response_dist_m_std,rms_cte_m_mean
clay_to_sand,5,5,0.19674835968682908,0.016397629037294782,0.223725094190221,18.690018200000004,0.7613955467043417,0.06681967999586687
sand_to_clay,5,5,0.011933987245675404,0.23188822023863506,0.3252876319791693,23.0006234,11.904809320776865,1.154689827040889
clay_to_dirt,5,5,0.1945451369903099,0.06150499069314434,0.14315848157753672,0.07891100000000151,0.021944351847342065,0.11882393959688478
dirt_to_clay,5,5,0.07943261690677941,0.1271211459087342,0.0962448539199368,3.388153399999999,1.0411810875334315,0.9185165024960558
dirt_to_sand,5,5,0.07217490418595462,0.11807578450639797,0.2676439199949766,29.34288,7.290348872702149,0.08509868291147772
sand_to_dirt,5,5,0.010774324354837272,0.045679927967520205,0.2636806203991472,15.3903592,1.3493350755765592,0.13708516701495427
