variant,n_runs,n_ok,rms_cte_m_mean,rms_cte_m_std,speed_ratio_mean,speed_ratio_std,mean_speed_mps_mean,mean_speed_mps_std,p95_speed_mps_mean,p95_speed_mps_std,mean_solve_ms_mean,mean_solve_ms_std
dob_on,405,405,0.10120336033011301,0.08828631741766552,0.6388935346986541,0.16166664646523296,4.259626868637944,0.6928702883571968,5.486972395061729,1.3145907283189882,26.40993659550791,5.934766813609884
dob_off,405,405,0.09416671393315776,0.043458363966482796,0.6091469723554299,0.16394148372675874,4.068005721080163,0.8058242929640022,5.288684271604938,1.302690361159719,27.222968722010325,6.114686030025941
