variant,n_runs,n_ok,rms_cte_m_mean,rms_cte_m_std,mean_abs_cte_m_mean,mean_abs_cte_m_std,speed_ratio_mean,speed_ratio_std,mean_speed_mps_mean,mean_speed_mps_std,mean_solve_ms_mean,mean_solve_ms_std,progress_m_mean,progress_m_std
pacejka,405,405,0.43012613178305664,0.5990493937687645,0.25818427935242194,0.327167045012452,0.6624349620605002,0.1619089066403009,4.434314460330284,0.7820168959935171,4.196734617623813,1.0048569216663323,59.68828879218964,10.438997153676253
tmeasy,405,405,0.3648227409676156,0.47219016308568196,0.2284869587192244,0.28154191044545435,0.6524769034821525,0.16472936301046395,4.3557788253967455,0.7493555957639899,4.630317675608886,1.399940143505196,58.71363862920213,10.013765991098497
vehicle_rate,405,405,0.1546249783167845,0.13154620678812687,0.1063906576960613,0.08651347071669936,0.6598541435034003,0.16374335764399317,4.40618592427085,0.7350282113759069,13.963972271269219,0.8995785219658459,59.699097110242676,9.953000179636598
