variant,n_runs,n_ok,rms_cte_m_mean,rms_cte_m_std,speed_ratio_mean,speed_ratio_std,mean_speed_mps_mean,mean_speed_mps_std,mean_solve_ms_mean,mean_solve_ms_std
pacejka_static,405,405,0.7895228224403299,0.8798351766432494,0.6753212540209967,0.1961541633902474,4.4799249832152,0.9041530867256853,11.834443205169967,2.4924077202083814
tmeasy_static,405,405,0.6208352621376684,0.7377208619222129,0.6719081921979316,0.1863753774834947,4.450213342261903,0.781731833712564,12.181523991821356,3.030852995341299
nn_static,405,405,0.339877150754997,0.42182372486491687,0.6724238465248862,0.19267839424987465,4.46261899251834,0.8633462087650181,32.19839478028982,5.994663504302613
nn_estimator,405,404,0.45861771158949804,0.6345049116735896,0.6716874534065537,0.19226389926883972,4.45526106922595,0.8780731263426504,31.713764843464922,5.890769367471674
