experiment,variant,controller_mode,mpc_model,nn_model,terrain,path,speed_mps,bumpiness,seed,run_dir,status,rc,wall_s,sim_s,rt_factor,diag_csv,collision_csv,shield_csv,n_samples,rms_cte_m,max_abs_cte_m,mean_abs_cte_m,mean_speed_mps,p95_speed_mps,speed_ratio,mean_solve_ms,p99_solve_ms,progress_m,final_x_m,final_y_m,collisions,near_misses,min_clearance_m,intervention_rate_pct,mean_abs_dsteer,mean_abs_dthrottle,notes,distribution,case_label,true_n,true_phi_deg,terrain_config,n_est_final,n_est_mean_tail,n_abs_err_final,n_abs_err_tail,phi_est_final_deg,phi_est_mean_tail_deg,phi_abs_err_final_deg,phi_abs_err_tail_deg,terrain_update_count,first_update_time_s,estimator_backend,estimator_mode,speed_weight,ay_safety,sine_amplitude,sine_wavelength,excitation_source
terrain_estimator_benchmark,id,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,5.0,0,710,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/terrain_estimator_benchmark_20260610_012730/raw/0000_id_clay_sinusoidal_v5_b0_s710,ok,0,66.58945393562317,20.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/terrain_estimator_benchmark_20260610_012730/raw/0000_id_clay_sinusoidal_v5_b0_s710/20260610_012816_391318_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,1659,0.0575813881726726,0.160703,0.046387016,3.6479307,4.516979999999999,0.72958614,7.157884267631103,8.5942,57.06937213200507,56.370826,-1.952466,0,0,,,,,,id,clay,0.5,13.0,,0.618154,0.5662163379999999,0.1181539999999999,0.0662163379999999,,,,,132,4.26,learned,n,15.0,0.65,2.0,30.0,closed_loop_mpc
terrain_estimator_benchmark,id,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,5.0,0,713,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/terrain_estimator_benchmark_20260610_012730/raw/0003_id_clay_sinusoidal_v5_b0_s713,ok,0,23.478705167770386,20.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/terrain_estimator_benchmark_20260610_012730/raw/0003_id_clay_sinusoidal_v5_b0_s713/20260610_012839_115040_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,1212,0.1026182089701311,0.311814,0.0743903152777777,3.8612302777777776,4.55133,0.7722460555555555,14.265033003300331,17.601400000000027,61.0046396377958,60.194198,-1.866099,0,0,,,,,,id,clay,0.5,13.0,,0.650933,0.5696488194444443,0.1509329999999999,0.0696488194444443,,,,,94,4.224,learned,n,15.0,0.65,2.0,30.0,closed_loop_mpc
terrain_estimator_benchmark,id,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,5.0,0,714,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/terrain_estimator_benchmark_20260610_012730/raw/0004_id_clay_sinusoidal_v5_b0_s714,ok,0,23.48098564147949,20.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/terrain_estimator_benchmark_20260610_012730/raw/0004_id_clay_sinusoidal_v5_b0_s714/20260610_012839_195959_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,1197,0.0869686732153858,0.235116,0.0661777829912023,3.9579096774193534,4.54721,0.7915819354838709,14.416616541353385,17.86,63.31111418402011,62.451773,-1.181746,0,0,,,,,,id,clay,0.5,13.0,,0.629601,0.5987819413489736,0.1296009999999999,0.0987819413489735,,,,,91,4.2,learned,n,15.0,0.65,2.0,30.0,closed_loop_mpc
terrain_estimator_benchmark,id,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,5.0,0,712,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/terrain_estimator_benchmark_20260610_012730/raw/0002_id_clay_sinusoidal_v5_b0_s712,ok,0,23.481666564941406,20.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/terrain_estimator_benchmark_20260610_012730/raw/0002_id_clay_sinusoidal_v5_b0_s712/20260610_012839_261877_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,1274,0.1054180008195298,0.319163,0.0767586476190476,3.90260380952381,4.53404,0.7805207619047619,13.554481946624804,17.4381,62.4095694333912,61.547318,-1.494693,0,0,,,,,,id,clay,0.5,13.0,,0.701547,0.5747019795918368,0.201547,0.0747019795918367,,,,,98,4.2,learned,n,15.0,0.65,2.0,30.0,closed_loop_mpc
terrain_estimator_benchmark,id,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,5.0,0,711,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/terrain_estimator_benchmark_20260610_012730/raw/0001_id_clay_sinusoidal_v5_b0_s711,ok,0,23.5323007106781,20.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/terrain_estimator_benchmark_20260610_012730/raw/0001_id_clay_sinusoidal_v5_b0_s711/20260610_012839_170987_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,1161,0.0885790089414782,0.22558,0.0706996435935198,3.833467304860088,4.56175,0.7666934609720176,14.939328165374675,17.598000000000003,59.761867902481,58.997036,-2.040884,0,0,,,,,,id,clay,0.5,13.0,,0.563083,0.5764779543446243,0.063083,0.0764779543446243,,,,,90,4.224,learned,n,15.0,0.65,2.0,30.0,closed_loop_mpc
terrain_estimator_benchmark,id,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,5.0,4,711,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/terrain_estimator_benchmark_20260610_012730/raw/0006_id_clay_sinusoidal_v5_b4_s711,ok,0,23.779803037643436,20.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/terrain_estimator_benchmark_20260610_012730/raw/0006_id_clay_sinusoidal_v5_b4_s711/20260610_012839_265435_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,1293,0.1013640423018606,0.316726,0.0735794624505928,3.831358102766798,4.54491,0.7662716205533596,13.38013921113689,17.417199999999994,60.36709980078395,59.55942,-1.954475,0,0,,,,,,id,clay,0.5,13.0,,0.71183,0.5799089525691701,0.2118299999999999,0.07990895256917,,,,,100,4.224,learned,n,15.0,0.65,2.0,30.0,closed_loop_mpc
terrain_estimator_benchmark,id,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,5.0,4,710,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/terrain_estimator_benchmark_20260610_012730/raw/0005_id_clay_sinusoidal_v5_b4_s710,ok,0,23.82835626602173,20.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/terrain_estimator_benchmark_20260610_012730/raw/0005_id_clay_sinusoidal_v5_b4_s710/20260610_012839_279685_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,1230,0.0943254814661209,0.292189,0.0685483148404993,3.840272815533981,4.5096,0.7680545631067961,14.08279674796748,18.1826,61.405969661270646,60.620441,-1.770585,0,0,,,,,,id,clay,0.5,13.0,,0.663845,0.5776100554785021,0.163845,0.077610055478502,,,,,95,4.212,learned,n,15.0,0.65,2.0,30.0,closed_loop_mpc
terrain_estimator_benchmark,id,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,7.0,0,710,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/terrain_estimator_benchmark_20260610_012730/raw/0010_id_clay_sinusoidal_v7_b0_s710,ok,0,23.333256721496586,20.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/terrain_estimator_benchmark_20260610_012730/raw/0010_id_clay_sinusoidal_v7_b0_s710/20260610_012902_706033_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,1133,0.0792102378756152,0.192294,0.0634433085106383,3.667717781155015,4.550765,0.523959683022145,15.258517210944394,15.99,57.39272994532071,56.632232,-2.01895,0,0,,,,,,id,clay,0.5,13.0,,0.565324,0.5602374346504558,0.065324,0.0602374346504558,,,,,87,4.224,learned,n,15.0,0.65,2.0,30.0,closed_loop_mpc
terrain_estimator_benchmark,id,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,7.0,0,711,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/terrain_estimator_benchmark_20260610_012730/raw/0011_id_clay_sinusoidal_v7_b0_s711,ok,0,23.37727522850037,20.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/terrain_estimator_benchmark_20260610_012730/raw/0011_id_clay_sinusoidal_v7_b0_s711/20260610_012903_071982_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,1298,0.0717086755786454,0.179023,0.0594814749999999,3.640371710526316,4.528015,0.5200531015037594,13.338836671802772,13.9212,57.44114040510401,56.696295,-2.008595,0,0,,,,,,id,clay,0.5,13.0,,0.590867,0.5491994763157895,0.090867,0.0491994763157894,,,,,101,4.2,learned,n,15.0,0.65,2.0,30.0,closed_loop_mpc
terrain_estimator_benchmark,id,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,7.0,0,712,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/terrain_estimator_benchmark_20260610_012730/raw/0012_id_clay_sinusoidal_v7_b0_s712,ok,0,23.37978482246399,20.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/terrain_estimator_benchmark_20260610_012730/raw/0012_id_clay_sinusoidal_v7_b0_s712/20260610_012903_132341_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,1233,0.0829617488719718,0.196298,0.0678511177285318,3.735034210526316,4.547265,0.5335763157894736,14.05278183292782,14.881200000000003,58.746953164766765,57.967058,-2.079949,0,0,,,,,,id,clay,0.5,13.0,,0.604166,0.5581958060941828,0.1041659999999999,0.0581958060941828,,,,,96,4.212,learned,n,15.0,0.65,2.0,30.0,closed_loop_mpc
