distribution,case_label,terrain,terrain_config,path,excitation_source,true_n,true_phi_deg,status,run_dir,diag_csv,open_loop_throttle,steer_amp,steer_period,bumpiness,seed,notes,n_samples,mean_speed_mps,p95_speed_mps,n_est_final,n_est_mean_tail,n_abs_err_final,n_abs_err_tail,terrain_update_count,first_update_time_s
id,sand,sand,,sinusoidal,open_loop_command,1.1,30.0,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0035_id_sand_ol_thr75_amp60_b4_s714,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0035_id_sand_ol_thr75_amp60_b4_s714/open_loop_diag.csv,0.75,0.6,3.0,4,714,,1668,4.186302684315684,4.27839,1.1,1.0999999999999999,0.0,2.220446049250313e-16,133,4.164
ood,terrain1,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain1.yaml,sinusoidal,open_loop_command,0.7283,30.98,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0038_ood_terrain1_ol_thr75_amp60_b0_s711,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0038_ood_terrain1_ol_thr75_amp60_b0_s711/open_loop_diag.csv,0.75,0.6,3.0,0,711,,1668,8.757493968031968,8.894161,0.701886,0.6966981978021978,0.026413999999999938,0.031601802197802176,133,4.164
ood,terrain1,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain1.yaml,sinusoidal,open_loop_command,0.7283,30.98,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0040_ood_terrain1_ol_thr75_amp60_b0_s713,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0040_ood_terrain1_ol_thr75_amp60_b0_s713/open_loop_diag.csv,0.75,0.6,3.0,0,713,,1668,8.755337549450548,8.897592,0.69583,0.6972548451548453,0.03247,0.031045154845154688,133,4.164
ood,terrain1,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain1.yaml,sinusoidal,open_loop_command,0.7283,30.98,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0039_ood_terrain1_ol_thr75_amp60_b0_s712,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0039_ood_terrain1_ol_thr75_amp60_b0_s712/open_loop_diag.csv,0.75,0.6,3.0,0,712,,1668,8.773413732267732,8.890168,0.702176,0.6982666993006993,0.026123999999999925,0.030033300699300658,133,4.164
ood,terrain1,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain1.yaml,sinusoidal,open_loop_command,0.7283,30.98,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0042_ood_terrain1_ol_thr75_amp60_b0_s715,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0042_ood_terrain1_ol_thr75_amp60_b0_s715/open_loop_diag.csv,0.75,0.6,3.0,0,715,,1668,8.771826061938063,8.891039,0.702021,0.6995502407592408,0.02627899999999994,0.028749759240759176,133,4.164
ood,terrain1,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain1.yaml,sinusoidal,open_loop_command,0.7283,30.98,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0041_ood_terrain1_ol_thr75_amp60_b0_s714,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0041_ood_terrain1_ol_thr75_amp60_b0_s714/open_loop_diag.csv,0.75,0.6,3.0,0,714,,1668,8.776630215784216,8.894736,0.700499,0.699053035964036,0.027800999999999965,0.02924696403596394,133,4.164
ood,terrain1,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain1.yaml,sinusoidal,open_loop_command,0.7283,30.98,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0043_ood_terrain1_ol_thr75_amp60_b4_s710,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0043_ood_terrain1_ol_thr75_amp60_b4_s710/open_loop_diag.csv,0.75,0.6,3.0,4,710,,1668,8.635373933066933,8.884625,0.702513,0.6920472157842157,0.025786999999999893,0.03625278421578426,133,4.164
ood,terrain1,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain1.yaml,sinusoidal,open_loop_command,0.7283,30.98,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0044_ood_terrain1_ol_thr75_amp60_b4_s711,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0044_ood_terrain1_ol_thr75_amp60_b4_s711/open_loop_diag.csv,0.75,0.6,3.0,4,711,,1668,8.644888404595404,8.882064,0.701893,0.6874843386613385,0.02640699999999996,0.040815661338661435,133,4.164
ood,terrain2,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain2.yaml,sinusoidal,open_loop_command,0.7638,27.46,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0049_ood_terrain2_ol_thr75_amp60_b0_s710,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0049_ood_terrain2_ol_thr75_amp60_b0_s710/open_loop_diag.csv,0.75,0.6,3.0,0,710,,1668,4.545856478521478,4.627217,0.793607,0.7917756813186813,0.029806999999999917,0.027975681318681223,133,4.164
ood,terrain1,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain1.yaml,sinusoidal,open_loop_command,0.7283,30.98,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0045_ood_terrain1_ol_thr75_amp60_b4_s712,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0045_ood_terrain1_ol_thr75_amp60_b4_s712/open_loop_diag.csv,0.75,0.6,3.0,4,712,,1668,8.653835144855144,8.891731,0.699003,0.6915715014985016,0.029296999999999906,0.0367284985014984,133,4.164
ood,terrain1,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain1.yaml,sinusoidal,open_loop_command,0.7283,30.98,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0046_ood_terrain1_ol_thr75_amp60_b4_s713,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0046_ood_terrain1_ol_thr75_amp60_b4_s713/open_loop_diag.csv,0.75,0.6,3.0,4,713,,1668,8.658928410589413,8.886896,0.70017,0.6898390109890109,0.02812999999999999,0.038460989010989044,133,4.164
ood,terrain1,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain1.yaml,sinusoidal,open_loop_command,0.7283,30.98,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0047_ood_terrain1_ol_thr75_amp60_b4_s714,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0047_ood_terrain1_ol_thr75_amp60_b4_s714/open_loop_diag.csv,0.75,0.6,3.0,4,714,,1668,8.662795279720278,8.890014,0.698544,0.692359984015984,0.029755999999999894,0.03594001598401597,133,4.164
ood,terrain1,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain1.yaml,sinusoidal,open_loop_command,0.7283,30.98,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0048_ood_terrain1_ol_thr75_amp60_b4_s715,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0048_ood_terrain1_ol_thr75_amp60_b4_s715/open_loop_diag.csv,0.75,0.6,3.0,4,715,,1668,8.603012218781219,8.890221,0.694749,0.6922351438561438,0.033551,0.03606485614385613,133,4.164
ood,terrain2,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain2.yaml,sinusoidal,open_loop_command,0.7638,27.46,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0050_ood_terrain2_ol_thr75_amp60_b0_s711,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0050_ood_terrain2_ol_thr75_amp60_b0_s711/open_loop_diag.csv,0.75,0.6,3.0,0,711,,1668,4.544721185814185,4.627558,0.806936,0.7926642817182817,0.04313599999999995,0.028864281718281704,133,4.164
ood,terrain2,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain2.yaml,sinusoidal,open_loop_command,0.7638,27.46,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0051_ood_terrain2_ol_thr75_amp60_b0_s712,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0051_ood_terrain2_ol_thr75_amp60_b0_s712/open_loop_diag.csv,0.75,0.6,3.0,0,712,,1668,4.5442150439560445,4.633528,0.799552,0.7931906113886114,0.035752000000000006,0.02939061138861132,133,4.164
ood,terrain2,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain2.yaml,sinusoidal,open_loop_command,0.7638,27.46,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0052_ood_terrain2_ol_thr75_amp60_b0_s713,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0052_ood_terrain2_ol_thr75_amp60_b0_s713/open_loop_diag.csv,0.75,0.6,3.0,0,713,,1668,4.5454352247752245,4.631872,0.77501,0.7758015784215784,0.011209999999999942,0.01200157842157834,133,4.164
ood,terrain2,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain2.yaml,sinusoidal,open_loop_command,0.7638,27.46,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0053_ood_terrain2_ol_thr75_amp60_b0_s714,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0053_ood_terrain2_ol_thr75_amp60_b0_s714/open_loop_diag.csv,0.75,0.6,3.0,0,714,,1668,4.543307586413587,4.630972,0.796593,0.8033965064935065,0.03279299999999996,0.039596506493506434,133,4.164
ood,terrain2,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain2.yaml,sinusoidal,open_loop_command,0.7638,27.46,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0054_ood_terrain2_ol_thr75_amp60_b0_s715,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0054_ood_terrain2_ol_thr75_amp60_b0_s715/open_loop_diag.csv,0.75,0.6,3.0,0,715,,1668,4.542484104895105,4.631374,0.791887,0.8361622947052947,0.028086999999999973,0.07236229470529465,133,4.164
ood,terrain2,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain2.yaml,sinusoidal,open_loop_command,0.7638,27.46,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0055_ood_terrain2_ol_thr75_amp60_b4_s710,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0055_ood_terrain2_ol_thr75_amp60_b4_s710/open_loop_diag.csv,0.75,0.6,3.0,4,710,,1668,8.218509760239762,8.849284,0.597048,0.6148358821178822,0.166752,0.14896411788211783,133,4.164
ood,terrain3,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain3.yaml,sinusoidal,open_loop_command,0.8824,24.58,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0061_ood_terrain3_ol_thr75_amp60_b0_s710,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0061_ood_terrain3_ol_thr75_amp60_b0_s710/open_loop_diag.csv,0.75,0.6,3.0,0,710,,1668,4.4185952887112885,4.501909,0.861985,0.8901945104895105,0.02041499999999996,0.00779451048951052,133,4.164
ood,terrain2,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain2.yaml,sinusoidal,open_loop_command,0.7638,27.46,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0057_ood_terrain2_ol_thr75_amp60_b4_s712,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0057_ood_terrain2_ol_thr75_amp60_b4_s712/open_loop_diag.csv,0.75,0.6,3.0,4,712,,1668,8.002894076923077,8.83187,0.599705,0.6522769680319681,0.164095,0.11152303196803193,133,4.164
ood,terrain2,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain2.yaml,sinusoidal,open_loop_command,0.7638,27.46,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0056_ood_terrain2_ol_thr75_amp60_b4_s711,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0056_ood_terrain2_ol_thr75_amp60_b4_s711/open_loop_diag.csv,0.75,0.6,3.0,4,711,,1668,7.996366986013986,8.834315,0.569439,0.6468546643356643,0.194361,0.11694533566433574,133,4.164
ood,terrain2,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain2.yaml,sinusoidal,open_loop_command,0.7638,27.46,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0060_ood_terrain2_ol_thr75_amp60_b4_s715,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0060_ood_terrain2_ol_thr75_amp60_b4_s715/open_loop_diag.csv,0.75,0.6,3.0,4,715,,1668,7.928763592407592,8.830925,0.579941,0.6689473236763237,0.183859,0.09485267632367633,133,4.164
ood,terrain2,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain2.yaml,sinusoidal,open_loop_command,0.7638,27.46,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0058_ood_terrain2_ol_thr75_amp60_b4_s713,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0058_ood_terrain2_ol_thr75_amp60_b4_s713/open_loop_diag.csv,0.75,0.6,3.0,4,713,,1668,8.001713045954045,8.824805,0.606032,0.6558499520479519,0.15776800000000002,0.1079500479520481,133,4.164
ood,terrain2,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain2.yaml,sinusoidal,open_loop_command,0.7638,27.46,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0059_ood_terrain2_ol_thr75_amp60_b4_s714,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0059_ood_terrain2_ol_thr75_amp60_b4_s714/open_loop_diag.csv,0.75,0.6,3.0,4,714,,1668,8.01900516183816,8.837565,0.650503,0.6621472457542458,0.11329699999999998,0.10165275424575426,133,4.164
ood,terrain3,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain3.yaml,sinusoidal,open_loop_command,0.8824,24.58,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0062_ood_terrain3_ol_thr75_amp60_b0_s711,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0062_ood_terrain3_ol_thr75_amp60_b0_s711/open_loop_diag.csv,0.75,0.6,3.0,0,711,,1668,4.414415731268731,4.496713,0.889203,0.889921911088911,0.0068030000000000035,0.007521911088911093,133,4.164
ood,terrain3,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain3.yaml,sinusoidal,open_loop_command,0.8824,24.58,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0064_ood_terrain3_ol_thr75_amp60_b0_s713,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0064_ood_terrain3_ol_thr75_amp60_b0_s713/open_loop_diag.csv,0.75,0.6,3.0,0,713,,1668,4.421208755244755,4.506688,0.860974,0.8817050989010989,0.021425999999999945,0.000694901098901024,133,4.164
ood,terrain3,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain3.yaml,sinusoidal,open_loop_command,0.8824,24.58,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0063_ood_terrain3_ol_thr75_amp60_b0_s712,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0063_ood_terrain3_ol_thr75_amp60_b0_s712/open_loop_diag.csv,0.75,0.6,3.0,0,712,,1668,4.419900175824176,4.50203,0.874471,0.8802008601398601,0.007928999999999964,0.002199139860139865,133,4.164
ood,terrain3,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain3.yaml,sinusoidal,open_loop_command,0.8824,24.58,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0065_ood_terrain3_ol_thr75_amp60_b0_s714,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0065_ood_terrain3_ol_thr75_amp60_b0_s714/open_loop_diag.csv,0.75,0.6,3.0,0,714,,1668,4.416998395604395,4.498923,0.874749,0.8991121668331669,0.007650999999999963,0.016712166833166897,133,4.164
ood,terrain3,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain3.yaml,sinusoidal,open_loop_command,0.8824,24.58,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0066_ood_terrain3_ol_thr75_amp60_b0_s715,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0066_ood_terrain3_ol_thr75_amp60_b0_s715/open_loop_diag.csv,0.75,0.6,3.0,0,715,,1668,4.421566895104895,4.503996,0.864966,0.8728216143856143,0.01743399999999995,0.00957838561438562,133,4.164
ood,terrain3,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain3.yaml,sinusoidal,open_loop_command,0.8824,24.58,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0067_ood_terrain3_ol_thr75_amp60_b4_s710,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0067_ood_terrain3_ol_thr75_amp60_b4_s710/open_loop_diag.csv,0.75,0.6,3.0,4,710,,1668,4.419152493506494,4.50994,0.882117,0.8962402867132866,0.0002829999999999222,0.013840286713286631,133,4.164
ood,terrain4,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain4.yaml,sinusoidal,open_loop_command,0.7894,32.64,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0073_ood_terrain4_ol_thr75_amp60_b0_s710,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0073_ood_terrain4_ol_thr75_amp60_b0_s710/open_loop_diag.csv,0.75,0.6,3.0,0,710,,1668,4.501821816183816,4.585158,0.819802,0.8095542177822177,0.03040200000000004,0.02015421778221771,133,4.164
ood,terrain3,dirt,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/ood_terrains/terrain3.yaml,sinusoidal,open_loop_command,0.8824,24.58,ok,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0070_ood_terrain3_ol_thr75_amp60_b4_s713,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/open_loop_terrain_estimator_benchmark_20260523_151615/raw/0070_ood_terrain3_ol_thr75_amp60_b4_s713/open_loop_diag.csv,0.75,0.6,3.0,4,713,,1668,4.41395022977023,4.506399,0.870858,0.8886259320679322,0.011541999999999941,0.006225932067932205,133,4.164
