idx,n_true,Kphi,Kc,cohesion,friction_angle,janosi_shear,estimator,converged_n,pct_err
3,0.6502523732664953,1088330.0659837238,5001.299751935611,16027.97694869514,12.80207674920702,0.02052332192497177,NN-UKF,0.5836868896385818,10.236869001112082
3,0.6502523732664953,1088330.0659837238,5001.299751935611,16027.97694869514,12.80207674920702,0.02052332192497177,Learned MLP,0.608053503381651,6.489614128259371
0,1.050475263865322,2727379.937946026,4205.002151044533,5105.7537529988385,14.836021051198856,0.018201504923113437,Bekker-UKF,1.1448268514275883,8.981800029739942
0,1.050475263865322,2727379.937946026,4205.002151044533,5105.7537529988385,14.836021051198856,0.018201504923113437,NN-UKF,1.0422500535868793,0.7829989492734342
0,1.050475263865322,2727379.937946026,4205.002151044533,5105.7537529988385,14.836021051198856,0.018201504923113437,Learned MLP,0.9148531915461826,12.910544111253545
1,0.9977972963771675,3471226.2848696695,6417.387766525882,655.974342497333,27.709009071357226,0.016075803293215507,Bekker-UKF,0.8313624466059806,16.680226572619873
1,0.9977972963771675,3471226.2848696695,6417.387766525882,655.974342497333,27.709009071357226,0.016075803293215507,NN-UKF,0.9892798534213934,0.8536245775268742
1,0.9977972963771675,3471226.2848696695,6417.387766525882,655.974342497333,27.709009071357226,0.016075803293215507,Learned MLP,0.60390187141474,39.47649752034756
10,0.7920125476939719,3649633.317272281,2327.9999519708185,18431.265157323473,29.179470152987964,0.016416399986731937,Bekker-UKF,0.7316963319107076,7.615563157285996
10,0.7920125476939719,3649633.317272281,2327.9999519708185,18431.265157323473,29.179470152987964,0.016416399986731937,NN-UKF,0.7792287718427237,1.614087540465053
10,0.7920125476939719,3649633.317272281,2327.9999519708185,18431.265157323473,29.179470152987964,0.016416399986731937,Learned MLP,0.5768346491749844,27.16849614889318
8,1.177331628704052,1397248.955549254,17672.966435794016,11719.506159669683,25.816431277795175,0.015540498188156875,Bekker-UKF,0.6368062791335669,45.911053129989256
8,1.177331628704052,1397248.955549254,17672.966435794016,11719.506159669683,25.816431277795175,0.015540498188156875,NN-UKF,1.3625248021170457,15.72990726638722
8,1.177331628704052,1397248.955549254,17672.966435794016,11719.506159669683,25.816431277795175,0.015540498188156875,Learned MLP,1.2070589671231864,2.524975775250063
9,1.103540247833783,3077681.2384836306,4721.826201133398,1397.689922989045,36.913200366303826,0.01725691831626365,Bekker-UKF,0.7242881036373537,34.36686110369695
9,1.103540247833783,3077681.2384836306,4721.826201133398,1397.689922989045,36.913200366303826,0.01725691831626365,NN-UKF,1.3240923072310884,19.985864569075986
9,1.103540247833783,3077681.2384836306,4721.826201133398,1397.689922989045,36.913200366303826,0.01725691831626365,Learned MLP,0.8798096285740298,20.27389754917683
2,0.6308489599400158,1410928.7589389351,1039.7675301373297,15195.260766860943,13.081969788303743,0.012488389852581386,Bekker-UKF,0.6312752877160502,0.06758000775256892
2,0.6308489599400158,1410928.7589389351,1039.7675301373297,15195.260766860943,13.081969788303743,0.012488389852581386,NN-UKF,0.48363094338985974,23.336491917836284
2,0.6308489599400158,1410928.7589389351,1039.7675301373297,15195.260766860943,13.081969788303743,0.012488389852581386,Learned MLP,0.6096670682420104,3.3576803709115106
13,0.6030523132074683,2434270.805827432,9849.325501538797,5915.679692508849,32.27725952579009,0.024084673432540372,Bekker-UKF,0.6340461253701384,5.139489806087061
13,0.6030523132074683,2434270.805827432,9849.325501538797,5915.679692508849,32.27725952579009,0.024084673432540372,NN-UKF,0.5841210656892922,3.1392380235615103
13,0.6030523132074683,2434270.805827432,9849.325501538797,5915.679692508849,32.27725952579009,0.024084673432540372,Learned MLP,0.6763096830397184,12.147763672875143
12,1.188898947987654,2385672.8669265434,4862.935576159695,7746.8241961626645,22.524445669712367,0.01306882777788811,Bekker-UKF,0.7699910474452797,35.23494585064806
12,1.188898947987654,2385672.8669265434,4862.935576159695,7746.8241961626645,22.524445669712367,0.01306882777788811,NN-UKF,1.3580632848416427,14.22865560948797
12,1.188898947987654,2385672.8669265434,4862.935576159695,7746.8241961626645,22.524445669712367,0.01306882777788811,Learned MLP,1.083608800863404,8.856105668397259
14,0.8589778384584559,1738979.017679914,16843.864151831454,8170.660021882131,28.304375616983563,0.015557067456313712,Bekker-UKF,0.6228366086132584,27.490957190348787
14,0.8589778384584559,1738979.017679914,16843.864151831454,8170.660021882131,28.304375616983563,0.015557067456313712,NN-UKF,1.3628701490940833,58.661852270825264
14,0.8589778384584559,1738979.017679914,16843.864151831454,8170.660021882131,28.304375616983563,0.015557067456313712,Learned MLP,0.8686547820566379,1.1265649897963084
15,0.6771287142792668,1238837.719562273,13925.48920834062,10759.643073343337,35.291483143671314,0.01590724289297598,Bekker-UKF,0.47641628778404616,29.64169474172398
15,0.6771287142792668,1238837.719562273,13925.48920834062,10759.643073343337,35.291483143671314,0.01590724289297598,NN-UKF,0.778469012984952,14.966179482367897
15,0.6771287142792668,1238837.719562273,13925.48920834062,10759.643073343337,35.291483143671314,0.01590724289297598,Learned MLP,0.586731397097827,13.35009360482643
22,0.5087708810686109,2840730.3359721415,11789.389889059597,11373.94108789498,9.217981609697,0.014764090324788585,Bekker-UKF,0.8307478010159057,63.28524920117711
22,0.5087708810686109,2840730.3359721415,11789.389889059597,11373.94108789498,9.217981609697,0.014764090324788585,NN-UKF,0.5958370320530566,17.113037365969905
22,0.5087708810686109,2840730.3359721415,11789.389889059597,11373.94108789498,9.217981609697,0.014764090324788585,Learned MLP,0.5674566058429091,11.534804163916782
19,0.5466860031230377,3996941.9743770687,374.10371396735337,5389.609373720634,26.879156705671605,0.014972925890282446,Bekker-UKF,0.6486431430618463,18.650036649257697
19,0.5466860031230377,3996941.9743770687,374.10371396735337,5389.609373720634,26.879156705671605,0.014972925890282446,NN-UKF,0.4521810449323358,17.286880887900207
19,0.5466860031230377,3996941.9743770687,374.10371396735337,5389.609373720634,26.879156705671605,0.014972925890282446,Learned MLP,0.7085042809533046,29.599857487817903
23,1.1242775414028885,841804.2050257446,3025.678292899953,3366.7356204957364,16.59406464193945,0.011630864956162789,Bekker-UKF,0.4885743750405843,56.54325937784591
23,1.1242775414028885,841804.2050257446,3025.678292899953,3366.7356204957364,16.59406464193945,0.011630864956162789,NN-UKF,1.0526494968603808,6.371028674390247
23,1.1242775414028885,841804.2050257446,3025.678292899953,3366.7356204957364,16.59406464193945,0.011630864956162789,Learned MLP,1.2999999999999645,15.629811334468819
18,0.6148826764634038,690880.3297215223,2790.7631855042164,20552.30950467559,7.447205321225628,0.01692679778207952,Bekker-UKF,0.5798629221189904,5.695355501936586
18,0.6148826764634038,690880.3297215223,2790.7631855042164,20552.30950467559,7.447205321225628,0.01692679778207952,NN-UKF,0.5896250418541483,4.107716085697646
18,0.6148826764634038,690880.3297215223,2790.7631855042164,20552.30950467559,7.447205321225628,0.01692679778207952,Learned MLP,0.9648397789727099,56.91445147261921
16,0.9217397053985226,3684864.2483084034,16705.822869019827,4231.086330298018,27.325143329078408,0.015358108272904028,Bekker-UKF,0.7949505244453225,13.75542142869733
16,0.9217397053985226,3684864.2483084034,16705.822869019827,4231.086330298018,27.325143329078408,0.015358108272904028,NN-UKF,0.919121051797024,0.28409903426764077
16,0.9217397053985226,3684864.2483084034,16705.822869019827,4231.086330298018,27.325143329078408,0.015358108272904028,Learned MLP,0.5785593943811793,37.23180297077103
21,1.0109084969004085,1270681.6859835042,585.8197232529234,2220.2489386369166,7.067818479237037,0.020058688774974128,Bekker-UKF,0.6554366546406463,35.163602180582146
21,1.0109084969004085,1270681.6859835042,585.8197232529234,2220.2489386369166,7.067818479237037,0.020058688774974128,NN-UKF,0.69194540858285,31.55212260017058
21,1.0109084969004085,1270681.6859835042,585.8197232529234,2220.2489386369166,7.067818479237037,0.020058688774974128,Learned MLP,1.1301301599544886,11.7935167643393
24,0.7108536647990151,3174809.8279070314,10242.359641088417,10019.351179352541,35.97122936456992,0.020396757443695138,Bekker-UKF,0.6702810380348889,5.70759198035472
24,0.7108536647990151,3174809.8279070314,10242.359641088417,10019.351179352541,35.97122936456992,0.020396757443695138,NN-UKF,0.7647316659402659,7.579337887564252
24,0.7108536647990151,3174809.8279070314,10242.359641088417,10019.351179352541,35.97122936456992,0.020396757443695138,Learned MLP,0.5783903296865822,18.634402785260345
20,0.8300076383076751,3046687.8780026305,7107.875806023925,16395.335911275135,10.468120775191345,0.010048623408550702,Bekker-UKF,0.8391188972320649,1.09773193689723
20,0.8300076383076751,3046687.8780026305,7107.875806023925,16395.335911275135,10.468120775191345,0.010048623408550702,NN-UKF,0.709565951342356,14.510913081582101
20,0.8300076383076751,3046687.8780026305,7107.875806023925,16395.335911275135,10.468120775191345,0.010048623408550702,Learned MLP,0.6328351593861737,23.755501735323985
28,1.2724196281652262,2747498.2882579654,14826.462369745004,12593.994140211718,28.74376417073083,0.017617692913643613,Bekker-UKF,0.7942082228377204,37.582837826626886
28,1.2724196281652262,2747498.2882579654,14826.462369745004,12593.994140211718,28.74376417073083,0.017617692913643613,NN-UKF,1.3628773394208746,7.109110017902228
28,1.2724196281652262,2747498.2882579654,14826.462369745004,12593.994140211718,28.74376417073083,0.017617692913643613,Learned MLP,1.0522328839998059,17.30456991479455
25,0.7549429007552306,3334830.227483131,19729.97561152789,2959.2739561276358,32.7658275728554,0.014083704600554733,Bekker-UKF,0.6758442842181197,10.477430340490937
25,0.7549429007552306,3334830.227483131,19729.97561152789,2959.2739561276358,32.7658275728554,0.014083704600554733,NN-UKF,0.9233863057267828,22.31207218493539
25,0.7549429007552306,3334830.227483131,19729.97561152789,2959.2739561276358,32.7658275728554,0.014083704600554733,Learned MLP,0.5728049477634531,24.126056793112447
27,1.289736718602284,2783012.9624333903,9581.084002601225,18909.706898652676,31.53106642153133,0.01775034666674444,Bekker-UKF,0.7810121189393398,39.44406577911965
27,1.289736718602284,2783012.9624333903,9581.084002601225,18909.706898652676,31.53106642153133,0.01775034666674444,NN-UKF,1.3505424241790074,4.714582805909409
27,1.289736718602284,2783012.9624333903,9581.084002601225,18909.706898652676,31.53106642153133,0.01775034666674444,Learned MLP,1.012214634512375,21.51773149411964
33,0.9847209663155629,639974.8863944454,18767.20551701599,2840.7365800931298,23.775471639625486,0.023224946666590588,Bekker-UKF,0.5452413256965796,44.62986527679437
33,0.9847209663155629,639974.8863944454,18767.20551701599,2840.7365800931298,23.775471639625486,0.023224946666590588,NN-UKF,1.2965082632996479,31.66250213506369
33,0.9847209663155629,639974.8863944454,18767.20551701599,2840.7365800931298,23.775471639625486,0.023224946666590588,Learned MLP,1.2999999999999632,32.01709362034302
30,1.2548574869022937,1225517.6547310948,14734.67290945866,10093.232783165968,33.1733710103169,0.013950895390809246,Bekker-UKF,0.48389797583969485,61.43801340865951
30,1.2548574869022937,1225517.6547310948,14734.67290945866,10093.232783165968,33.1733710103169,0.013950895390809246,NN-UKF,1.3621375098511286,8.549179812734222
30,1.2548574869022937,1225517.6547310948,14734.67290945866,10093.232783165968,33.1733710103169,0.013950895390809246,Learned MLP,1.2619996561290778,0.5691617814238877
29,1.0758723773280594,1473262.3949218327,17038.081982872376,16776.42576207248,24.276271131857314,0.013670053700205503,Bekker-UKF,0.6352288186004185,40.95686142830286
29,1.0758723773280594,1473262.3949218327,17038.081982872376,16776.42576207248,24.276271131857314,0.013670053700205503,NN-UKF,1.3602279149345637,26.430229421142347
29,1.0758723773280594,1473262.3949218327,17038.081982872376,16776.42576207248,24.276271131857314,0.013670053700205503,Learned MLP,1.089580502809649,1.2741404808285806
32,1.087988176705481,2013743.2256758735,12384.653119855202,14055.700495504745,33.85632280034785,0.023657588249428735,Bekker-UKF,0.7225227556216719,33.59093682345602
32,1.087988176705481,2013743.2256758735,12384.653119855202,14055.700495504745,33.85632280034785,0.023657588249428735,NN-UKF,1.3394832600409803,23.115608121500664
32,1.087988176705481,2013743.2256758735,12384.653119855202,14055.700495504745,33.85632280034785,0.023657588249428735,Learned MLP,1.0126411561065354,6.925352886379958
26,1.149071032593369,2226832.994675161,1717.6617436914464,13726.653585582539,10.80850569666399,0.012794665443590515,Bekker-UKF,0.9322317337234135,18.870835024059843
26,1.149071032593369,2226832.994675161,1717.6617436914464,13726.653585582539,10.80850569666399,0.012794665443590515,NN-UKF,0.9804212723782116,14.67705263046509
26,1.149071032593369,2226832.994675161,1717.6617436914464,13726.653585582539,10.80850569666399,0.012794665443590515,Learned MLP,1.0870935435797269,5.393703892592571
34,0.8806093626329451,3561997.439390775,18442.749459839837,6275.756397694421,16.948280702470168,0.02004779632656696,Bekker-UKF,1.0613153599558922,20.520562804675613
34,0.8806093626329451,3561997.439390775,18442.749459839837,6275.756397694421,16.948280702470168,0.02004779632656696,NN-UKF,0.7761740941391239,11.859431993951201
34,0.8806093626329451,3561997.439390775,18442.749459839837,6275.756397694421,16.948280702470168,0.02004779632656696,Learned MLP,0.6230654666845179,29.246100129845708
35,0.48509507530605234,3869282.1070360253,3956.814120389714,7952.813000941027,35.893692390185564,0.013299313403423907,Bekker-UKF,0.5364333180413781,10.58313006021259
35,0.48509507530605234,3869282.1070360253,3956.814120389714,7952.813000941027,35.893692390185564,0.013299313403423907,NN-UKF,0.5366498846415004,10.627774215790902
35,0.48509507530605234,3869282.1070360253,3956.814120389714,7952.813000941027,35.893692390185564,0.013299313403423907,Learned MLP,0.6502429989268433,34.0444444868044
36,0.8423931714274666,799451.8913191967,19143.681655059267,1912.48991901166,10.139997182385724,0.01683687704362244,Bekker-UKF,0.7003402236524999,16.863022231561146
36,0.8423931714274666,799451.8913191967,19143.681655059267,1912.48991901166,10.139997182385724,0.01683687704362244,NN-UKF,1.0066307108532462,19.49654211316468
36,0.8423931714274666,799451.8913191967,19143.681655059267,1912.48991901166,10.139997182385724,0.01683687704362244,Learned MLP,1.1121776121618436,32.02595294988173
31,1.2747118801759674,1790158.5387723476,13449.731266784056,20388.947016340542,11.556068453594923,0.02414178177170004,Bekker-UKF,0.9690241358564589,23.980928480662616
31,1.2747118801759674,1790158.5387723476,13449.731266784056,20388.947016340542,11.556068453594923,0.02414178177170004,NN-UKF,1.3474826139812919,5.708798587119066
31,1.2747118801759674,1790158.5387723476,13449.731266784056,20388.947016340542,11.556068453594923,0.02414178177170004,Learned MLP,1.2569986479483657,1.389587129693689
39,1.2990125858271648,1173232.1363250327,18223.977322789426,3506.366177231619,36.41430867991752,0.022092907226549816,Bekker-UKF,0.5553420213320871,57.24891141231976
39,1.2990125858271648,1173232.1363250327,18223.977322789426,3506.366177231619,36.41430867991752,0.022092907226549816,NN-UKF,1.3279103584972638,2.224595279937022
39,1.2990125858271648,1173232.1363250327,18223.977322789426,3506.366177231619,36.41430867991752,0.022092907226549816,Learned MLP,1.299999999999944,0.07601267174409285
41,0.6400452120066398,1313354.0083415546,19879.157169358252,17151.14941449965,7.706556415393522,0.01116277967386216,Bekker-UKF,0.6916751860517695,8.066613588634125
41,0.6400452120066398,1313354.0083415546,19879.157169358252,17151.14941449965,7.706556415393522,0.01116277967386216,NN-UKF,0.6792688127481369,6.128254692902884
41,0.6400452120066398,1313354.0083415546,19879.157169358252,17151.14941449965,7.706556415393522,0.01116277967386216,Learned MLP,0.6189257861779238,3.2996771841325585
40,0.44970504443978765,3909672.8720367556,3516.7344578582447,14471.408604676153,11.804857927028545,0.024657428770118416,Bekker-UKF,0.7932014381082904,76.38259741925009
40,0.44970504443978765,3909672.8720367556,3516.7344578582447,14471.408604676153,11.804857927028545,0.024657428770118416,NN-UKF,0.4787030317529635,6.448223712789262
40,0.44970504443978765,3909672.8720367556,3516.7344578582447,14471.408604676153,11.804857927028545,0.024657428770118416,Learned MLP,0.5651409233904789,25.66924262423909
37,0.6615144874561674,3248976.8320480995,749.595112075813,6180.6276076890235,9.673866374053752,0.010277907983807243,Bekker-UKF,1.0159163597602334,53.57431757343774
37,0.6615144874561674,3248976.8320480995,749.595112075813,6180.6276076890235,9.673866374053752,0.010277907983807243,NN-UKF,0.5591109408432255,15.480166882925174
37,0.6615144874561674,3248976.8320480995,749.595112075813,6180.6276076890235,9.673866374053752,0.010277907983807243,Learned MLP,0.580083715022059,12.30974891377629
42,0.89498608996769,992539.0090072606,8291.657104523718,3857.2173377949466,34.022611855246225,0.019781973146840055,Bekker-UKF,0.49730462036353007,44.43437435083675
42,0.89498608996769,992539.0090072606,8291.657104523718,3857.2173377949466,34.022611855246225,0.019781973146840055,NN-UKF,1.3304656445261653,48.65768970489771
42,0.89498608996769,992539.0090072606,8291.657104523718,3857.2173377949466,34.022611855246225,0.019781973146840055,Learned MLP,1.0880994505351953,21.57724714743632
45,0.5769704984346947,738598.6447290411,16459.875750439995,1239.2554657873843,37.53992634548543,0.024267314300562868,Bekker-UKF,0.4070897595651463,29.443574555446116
45,0.5769704984346947,738598.6447290411,16459.875750439995,1239.2554657873843,37.53992634548543,0.024267314300562868,NN-UKF,0.5898511711437564,2.2324664335536384
45,0.5769704984346947,738598.6447290411,16459.875750439995,1239.2554657873843,37.53992634548543,0.024267314300562868,Learned MLP,0.6104370161668874,5.800386297563986
44,1.1165050998915333,2489181.073412393,6940.707985017473,13078.440229258118,29.755392455026698,0.013751173466072825,Bekker-UKF,0.6904415003362061,38.16047052509824
44,1.1165050998915333,2489181.073412393,6940.707985017473,13078.440229258118,29.755392455026698,0.013751173466072825,NN-UKF,1.0092782081773353,9.60379775467349
44,1.1165050998915333,2489181.073412393,6940.707985017473,13078.440229258118,29.755392455026698,0.013751173466072825,Learned MLP,0.9406980676543105,15.746191598614478
43,1.046927777563178,3414282.0145162637,17386.65187559874,16665.793683618147,13.447369605151348,0.019173662024853586,Bekker-UKF,1.0258473019636283,2.013555858515523
43,1.046927777563178,3414282.0145162637,17386.65187559874,16665.793683618147,13.447369605151348,0.019173662024853586,NN-UKF,0.9860500344173507,5.814894250635502
43,1.046927777563178,3414282.0145162637,17386.65187559874,16665.793683618147,13.447369605151348,0.019173662024853586,Learned MLP,0.6101339986201986,41.7214814912694
48,0.5350319112017901,1669825.1520397302,8455.33604479445,9827.109404215435,30.38601333462013,0.015139293289365151,Bekker-UKF,0.49109679151971664,8.2116821001174
48,0.5350319112017901,1669825.1520397302,8455.33604479445,9827.109404215435,30.38601333462013,0.015139293289365151,NN-UKF,0.5335677626554204,0.2736563026831233
48,0.5350319112017901,1669825.1520397302,8455.33604479445,9827.109404215435,30.38601333462013,0.015139293289365151,Learned MLP,0.5927791800776243,10.793238247438772
46,0.49245113391083334,1133746.2592198295,16310.644728176962,15006.76838031956,26.595712362479123,0.013330539596849118,Bekker-UKF,0.42799353676769464,13.089135693778267
46,0.49245113391083334,1133746.2592198295,16310.644728176962,15006.76838031956,26.595712362479123,0.013330539596849118,NN-UKF,0.506676163332778,2.8886174571222187
46,0.49245113391083334,1133746.2592198295,16310.644728176962,15006.76838031956,26.595712362479123,0.013330539596849118,Learned MLP,0.5878256969191153,19.36731513863286
51,0.4161651007439924,2120789.0422475548,13779.796297748519,19469.07086769118,36.829098635585716,0.010931511480750963,Bekker-UKF,0.40766429790848846,2.0426515390903144
51,0.4161651007439924,2120789.0422475548,13779.796297748519,19469.07086769118,36.829098635585716,0.010931511480750963,NN-UKF,0.5806192492376294,39.51656402702601
51,0.4161651007439924,2120789.0422475548,13779.796297748519,19469.07086769118,36.829098635585716,0.010931511480750963,Learned MLP,0.5988403223263604,43.894892016604324
49,0.7458491822708261,2590943.0817921776,13110.336084225279,17694.43877477147,19.0776383907471,0.02168246595899502,Bekker-UKF,0.7823536075873041,4.894344082450553
49,0.7458491822708261,2590943.0817921776,13110.336084225279,17694.43877477147,19.0776383907471,0.02168246595899502,NN-UKF,0.7366476235568269,1.233702326519144
49,0.7458491822708261,2590943.0817921776,13110.336084225279,17694.43877477147,19.0776383907471,0.02168246595899502,Learned MLP,0.638035425292963,14.455168623985264
47,0.8093967866693444,1852198.328560978,16052.796780326082,7047.019966461404,12.326950652030064,0.02381384477015691,Bekker-UKF,1.1843059507299039,46.31957653344597
47,0.8093967866693444,1852198.328560978,16052.796780326082,7047.019966461404,12.326950652030064,0.02381384477015691,NN-UKF,0.9459564086188023,16.871777130645476
47,0.8093967866693444,1852198.328560978,16052.796780326082,7047.019966461404,12.326950652030064,0.02381384477015691,Learned MLP,0.5915445456882967,26.915382488421578
52,0.47002104617684304,1103733.5408728025,10020.558724334356,7644.269007640927,18.864944487542342,0.018643099226522606,Bekker-UKF,0.5739197695701257,22.105121512833552
52,0.47002104617684304,1103733.5408728025,10020.558724334356,7644.269007640927,18.864944487542342,0.018643099226522606,NN-UKF,0.4555143207628483,3.086399115952915
52,0.47002104617684304,1103733.5408728025,10020.558724334356,7644.269007640927,18.864944487542342,0.018643099226522606,Learned MLP,0.6167612092600652,31.21991329469359
55,0.6590863705822192,983376.2260801035,8653.361141918895,13102.673173093794,25.37289311682078,0.02362878898770067,Bekker-UKF,0.5425242590352924,17.685407671828948
55,0.6590863705822192,983376.2260801035,8653.361141918895,13102.673173093794,25.37289311682078,0.02362878898770067,NN-UKF,0.5993059706382396,9.070192104135176
55,0.6590863705822192,983376.2260801035,8653.361141918895,13102.673173093794,25.37289311682078,0.02362878898770067,Learned MLP,0.8631862755189109,30.967095368152638
50,1.1005113551789742,3506637.500004596,8109.118057841104,4776.7931680812035,22.598711392661688,0.016469116827892323,Bekker-UKF,0.9188952493927919,16.502883403383553
50,1.1005113551789742,3506637.500004596,8109.118057841104,4776.7931680812035,22.598711392661688,0.016469116827892323,NN-UKF,0.989551399062997,10.0825816647691
50,1.1005113551789742,3506637.500004596,8109.118057841104,4776.7931680812035,22.598711392661688,0.016469116827892323,Learned MLP,0.5995100605112358,45.5244093856952
54,1.2399896692115178,2635867.5226664366,2947.3128943510164,18881.628585152688,23.12471440903876,0.018379609604256292,Bekker-UKF,0.857079168682761,30.880136345994007
54,1.2399896692115178,2635867.5226664366,2947.3128943510164,18881.628585152688,23.12471440903876,0.018379609604256292,NN-UKF,1.2574159574240904,1.4053575320231202
54,1.2399896692115178,2635867.5226664366,2947.3128943510164,18881.628585152688,23.12471440903876,0.018379609604256292,Learned MLP,1.0776288244732122,13.093725598661422
53,0.6867814512659798,3760409.3668416273,3385.9762031387345,9467.229309602657,8.817808036495867,0.012382212430699499,Bekker-UKF,0.9881327620779645,43.87877835903813
53,0.6867814512659798,3760409.3668416273,3385.9762031387345,9467.229309602657,8.817808036495867,0.012382212430699499,NN-UKF,0.5753893967862939,16.219432582861867
53,0.6867814512659798,3760409.3668416273,3385.9762031387345,9467.229309602657,8.817808036495867,0.012382212430699499,Learned MLP,0.5811004642192453,15.387862740312398
57,0.4749543575607794,3510828.2552145505,12638.625957665541,18066.30276487707,32.71682027187634,0.013491868748908281,Bekker-UKF,0.5234691126453709,10.214614164979649
57,0.4749543575607794,3510828.2552145505,12638.625957665541,18066.30276487707,32.71682027187634,0.013491868748908281,NN-UKF,0.505130761580241,6.353537669269597
57,0.4749543575607794,3510828.2552145505,12638.625957665541,18066.30276487707,32.71682027187634,0.013491868748908281,Learned MLP,0.6492311573212599,36.693378423879075
59,0.561662808841854,2213964.0213857777,8835.713563234493,5715.726005685856,31.171862473248073,0.010365184563784697,Bekker-UKF,0.502401980689943,10.550961754812745
59,0.561662808841854,2213964.0213857777,8835.713563234493,5715.726005685856,31.171862473248073,0.010365184563784697,NN-UKF,0.680250707083742,21.113717407498573
59,0.561662808841854,2213964.0213857777,8835.713563234493,5715.726005685856,31.171862473248073,0.010365184563784697,Learned MLP,0.5701878862745522,1.5178283657906448
56,0.5661427291121105,927785.1801140982,12963.317321119386,11538.19076890139,19.62461622234996,0.02488413932311117,Bekker-UKF,0.6060515347840459,7.049248117082591
56,0.5661427291121105,927785.1801140982,12963.317321119386,11538.19076890139,19.62461622234996,0.02488413932311117,NN-UKF,0.519018654150567,8.323709294200212
56,0.5661427291121105,927785.1801140982,12963.317321119386,11538.19076890139,19.62461622234996,0.02488413932311117,Learned MLP,0.6244321095090561,10.295880773451191
58,0.7238303471847845,3147451.860851267,11079.935676872012,19604.511254361983,20.942338857332675,0.016617301262777714,Bekker-UKF,0.7332574920924657,1.3023970249861097
58,0.7238303471847845,3147451.860851267,11079.935676872012,19604.511254361983,20.942338857332675,0.016617301262777714,NN-UKF,0.7055702168820462,2.522708584098179
58,0.7238303471847845,3147451.860851267,11079.935676872012,19604.511254361983,20.942338857332675,0.016617301262777714,Learned MLP,0.6767476634448828,6.5046573306883
60,1.1974558796797554,2940499.0771228448,12462.735462838999,9574.54032346373,19.81218353270267,0.020886488206524494,Bekker-UKF,0.9730297296606968,18.741913904926385
60,1.1974558796797554,2940499.0771228448,12462.735462838999,9574.54032346373,19.81218353270267,0.020886488206524494,NN-UKF,1.278541557281079,6.771496050694487
60,1.1974558796797554,2940499.0771228448,12462.735462838999,9574.54032346373,19.81218353270267,0.020886488206524494,Learned MLP,1.0235384453281622,14.523911678324655
66,0.6218923506133277,1530046.0852496442,12115.996956239136,16983.730132144527,15.378415653060614,0.020982055210148363,Bekker-UKF,0.6929950333732191,11.43327823372774
66,0.6218923506133277,1530046.0852496442,12115.996956239136,16983.730132144527,15.378415653060614,0.020982055210148363,NN-UKF,0.6073800186256888,2.3335762167401537
