experiment,variant,controller_mode,mpc_model,nn_model,terrain,path,speed_mps,bumpiness,seed,run_dir,status,rc,wall_s,sim_s,rt_factor,diag_csv,collision_csv,shield_csv,n_samples,rms_cte_m,max_abs_cte_m,mean_abs_cte_m,mean_speed_mps,p95_speed_mps,speed_ratio,mean_solve_ms,p99_solve_ms,progress_m,final_x_m,final_y_m,collisions,near_misses,min_clearance_m,intervention_rate_pct,mean_abs_dsteer,mean_abs_dthrottle,notes,extra_sim_diag_csv,extra_mean_vtheta_cmd,extra_mean_vmax_path
mpcc_vs_mpc_speed_tracking,standard_mpc,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,5.0,0,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260523_030032/raw/0000_standard_mpc_clay_sinusoidal_v5_b0_s200,ok,0,10.298825979232788,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260523_030032/raw/0000_standard_mpc_clay_sinusoidal_v5_b0_s200/20260523_030034_216933_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,667,0.0723271260250398,0.164566,0.0609785059999999,2.6218372,3.78529,0.52436744,7.36872563718141,9.020400000000002,17.096145876952914,18.243593,0.799331,0,0,,,,,Baseline reference-tracking MPC with the closed-loop NN surrogate.,,,
mpcc_vs_mpc_speed_tracking,standard_mpc_soft_speed,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,5.0,0,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260523_030032/raw/0001_standard_mpc_soft_speed_clay_sinusoidal_v5_b0_s200,ok,0,53.99734354019165,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260523_030032/raw/0001_standard_mpc_soft_speed_clay_sinusoidal_v5_b0_s200/20260523_030128_623286_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,,,663,0.0653199775368148,0.152823,0.04952257,2.006499,3.021275,0.4012998,6.904087481146305,7.675599999999999,12.650664526574332,13.949869,1.8882,0,0,,,,,Same MPC with weaker speed tracking so turns prioritize path tracking over v_ref recovery.,,,
mpcc_vs_mpc_speed_tracking,mpcc_default,mpcc,nn,closed_loop_v1_mlp_32_16,clay,sinusoidal,5.0,0,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260523_030032/raw/0002_mpcc_default_clay_sinusoidal_v5_b0_s200,ok,0,16.171374082565308,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260523_030032/raw/0002_mpcc_default_clay_sinusoidal_v5_b0_s200/diag_mpcc.csv,,,666,0.2728151922455932,0.644,0.2253528,4.273398,5.662035,0.8546796000000001,0.6867657657657658,0.8171,27.204,26.3181,-2.3691,0,0,,,,,Current MPCC defaults with the static-MLP NN surrogate.,,5.0,3.549175
mpcc_vs_mpc_speed_tracking,mpcc_less_speed_cap,mpcc,nn,closed_loop_v1_mlp_32_16,clay,sinusoidal,5.0,0,200,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260523_030032/raw/0003_mpcc_less_speed_cap_clay_sinusoidal_v5_b0_s200,ok,0,16.163739681243896,8.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/paper_scripts/results/mpcc_vs_mpc_speed_tracking_20260523_030032/raw/0003_mpcc_less_speed_cap_clay_sinusoidal_v5_b0_s200/diag_mpcc.csv,,,666,0.595376328820688,0.9577,0.538548,5.4078236,7.715504999999999,1.08156472,0.8886126126126127,1.0477500000000002,34.6529,33.528,-0.5741,0,0,,,,,Tests whether MPCC is being boxed in by vtheta_max and the soft curvature speed cap.,,8.0,3.5637686000000004
