signature,generation,rms_cte,rms_cte_std,mean_speed,mean_speed_std,speed_ratio,max_cte,max_cte_std,solve_ms,solve_ms_std
rate (32-16),rig,0.09893528252510769,0.05926115976793491,4.284510035756877,0.7155958095901148,0.728686664153519,0.290239375,0.19390725236787146,12.505393208392567,0.9265384752338476
rate (32-16),vehicle,0.0958575083172566,0.040846462592501874,4.259651495400012,0.7363804149600265,0.7242540953496529,0.27255330555555557,0.13348740871862172,12.5311211299451,0.9308525263715094
rate (64-32),rig,0.10302667903563961,0.0636881690372238,4.2903732742799745,0.732050731514707,0.7295821435870685,0.29641551388888887,0.19900791270233617,16.699933275770285,1.2142510649153826
rate (64-32),vehicle,0.1064106816748709,0.07148620378972624,4.286278593120286,0.74060052529107,0.7305631766251021,0.3023879295774648,0.20630786042516472,15.596770597233656,1.3535529907428654
static (32-16),rig,0.09465217912685644,0.05940232940809521,4.304100975455433,0.7200093739659731,0.7318480123230773,0.2858371666666667,0.1872017636851883,10.464392945915593,0.739813801210954
static (32-16),vehicle,0.1183302242271238,0.09905050080642884,4.299315864140637,0.7095586646591525,0.7307766867116832,0.34695369444444446,0.3481776167411789,10.678666297668824,0.7205485404720929
