variant,n_runs,n_ok,collisions_mean,collisions_std,near_misses_mean,near_misses_std,min_clearance_m_mean,min_clearance_m_std,intervention_rate_pct_mean,intervention_rate_pct_std,mean_abs_dsteer_mean,mean_abs_dsteer_std,mean_abs_dthrottle_mean,mean_abs_dthrottle_std,rms_cte_m_mean,rms_cte_m_std,speed_ratio_mean,speed_ratio_std
no_filter,405,405,3.05679012345679,1.2040503294886873,4.071604938271605,1.1804130179919479,-1.8368753086419751,0.3225729666211483,,,,,,,0.24499710266298677,0.33501532260974964,0.5054862489828886,0.21744945579027705
dob_cbf_nn,405,405,0.6493827160493827,0.7806641398229304,1.9209876543209876,1.2737560471569858,0.3219313901234568,1.7621404620898635,55.729876543209876,18.764044805424234,0.2840000460250385,0.13098193370716882,0.36056086726944964,0.2982153568384122,1.184141006560739,1.059491246524016,0.37329785427167267,0.2570627572021817
dob_cbf_no_nn,405,405,1.85679012345679,0.7374256585462773,3.051851851851852,1.092176398265635,-0.6226555555555555,0.37593004108753963,44.400493827160496,21.088440589294517,0.2938979888396569,0.119079041922505,0.26803934225868964,0.28441034162711337,1.2924084966889327,1.0254824163440137,0.48391398020726467,0.23566933725256542
