experiment,variant,controller_mode,mpc_model,nn_model,terrain,path,speed_mps,bumpiness,seed,run_dir,status,rc,wall_s,sim_s,rt_factor,diag_csv,collision_csv,shield_csv,n_samples,rms_cte_m,max_abs_cte_m,mean_abs_cte_m,mean_speed_mps,p95_speed_mps,speed_ratio,mean_solve_ms,p99_solve_ms,progress_m,final_x_m,final_y_m,collisions,near_misses,min_clearance_m,intervention_rate_pct,mean_abs_dsteer,mean_abs_dthrottle,notes,extra_sim_diag_csv,filter,delay_s,mpc_delay_comp,extra_latency_profile
latency_compensation_sweep,none_d0.00_mpc_delay_on,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,5.0,0,910,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0000_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b0_s910,ok,0,62.026726722717285,15.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0000_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b0_s910/20260614_164121_427875_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0000_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b0_s910/collision_log.csv,,1246,0.6510360012885039,1.616556,0.4413860424746075,1.3162795013850417,3.68037,0.2632559002770083,6.150577849117176,7.913999999999996,21.247680280488037,18.774712,-0.205647,1,1,-1.4038,,,,,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0000_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b0_s910/sim_diag.csv,none,0.0,on,5g_nhits_youtube_ul_scm_youtube_ul_smoke.json
latency_compensation_sweep,none_d0.00_mpc_delay_on,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,5.0,0,913,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0003_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b0_s913,ok,0,18.81399297714233,15.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0003_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b0_s913/20260614_164139_503799_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0003_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b0_s913/collision_log.csv,,814,2.019877892453483,4.725888,1.315190661406026,2.210276327116212,4.89922,0.4420552654232424,16.161707616707616,23.32510000000001,32.08364748145358,32.073068,-0.054629,1,2,-1.3758,,,,,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0003_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b0_s913/sim_diag.csv,none,0.0,on,5g_nhits_youtube_ul_scm_youtube_ul_smoke.json
latency_compensation_sweep,none_d0.00_mpc_delay_on,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,5.0,0,912,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0002_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b0_s912,ok,0,19.06059575080872,15.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0002_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b0_s912/20260614_164139_843340_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0002_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b0_s912/collision_log.csv,,852,0.1432004094783761,0.496496,0.105279487704918,2.2525658469945355,4.384205,0.4505131693989071,15.402863849765255,21.402500000000003,34.727785673709946,34.119258,-0.386057,2,2,-1.1068,,,,,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0002_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b0_s912/sim_diag.csv,none,0.0,on,5g_nhits_youtube_ul_scm_youtube_ul_smoke.json
latency_compensation_sweep,none_d0.00_mpc_delay_on,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,5.0,0,911,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0001_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b0_s911,ok,0,19.11089134216309,15.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0001_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b0_s911/20260614_164139_597887_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0001_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b0_s911/collision_log.csv,,814,0.5661422685514078,1.965496,0.2661882048710601,2.5291416905444124,4.286849999999999,0.5058283381088825,16.25261670761671,22.32530000000001,36.40065729423186,34.45714,1.733557,4,4,-1.1072999999999995,,,,,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0001_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b0_s911/sim_diag.csv,none,0.0,on,5g_nhits_youtube_ul_scm_youtube_ul_smoke.json
latency_compensation_sweep,none_d0.00_mpc_delay_on,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,5.0,0,914,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0004_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b0_s914,ok,0,19.21200203895569,15.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0004_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b0_s914/20260614_164139_699443_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0004_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b0_s914/collision_log.csv,,776,0.152587036386428,0.532787,0.1038728817365269,2.4391342814371257,4.353555,0.4878268562874251,17.005528350515466,25.4375,35.79369948821855,35.641687,0.764954,0,4,0.2167000000000001,,,,,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0004_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b0_s914/sim_diag.csv,none,0.0,on,5g_nhits_youtube_ul_scm_youtube_ul_smoke.json
latency_compensation_sweep,none_d0.00_mpc_delay_on,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,5.0,4,913,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0008_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b4_s913,ok,0,19.313868761062626,15.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0008_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b4_s913/20260614_164139_581002_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0008_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b4_s913/collision_log.csv,,799,0.3564870077509178,0.995613,0.2102267124087591,2.6018820437956203,4.014039999999999,0.520376408759124,16.612390488110137,21.79099999999998,36.31742527487906,35.734953,0.481779,2,2,-0.8680999999999999,,,,,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0008_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b4_s913/sim_diag.csv,none,0.0,on,5g_nhits_youtube_ul_scm_youtube_ul_smoke.json
latency_compensation_sweep,none_d0.00_mpc_delay_on,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,5.0,4,910,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0005_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b4_s910,ok,0,19.412270069122314,15.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0005_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b4_s910/20260614_164139_631778_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0005_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b4_s910/collision_log.csv,,774,0.8628397767501599,2.543146,0.4664713828828828,2.61850945945946,5.140475,0.5237018918918919,17.12394056847545,25.517,36.87827797986144,36.017455,-0.817129,2,2,-0.998,,,,,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0005_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b4_s910/sim_diag.csv,none,0.0,on,5g_nhits_youtube_ul_scm_youtube_ul_smoke.json
latency_compensation_sweep,none_d0.00_mpc_delay_on,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,5.0,4,912,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0007_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b4_s912,ok,0,19.512256622314453,15.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0007_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b4_s912/20260614_164139_492231_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0007_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b4_s912/collision_log.csv,,793,0.325438013211919,1.108583,0.1690380335766423,2.4439007299270075,4.36266,0.4887801459854015,16.70108448928121,22.19760000000001,35.642223201058215,34.750531,-1.069507,2,2,-1.8811,,,,,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0007_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b4_s912/sim_diag.csv,none,0.0,on,5g_nhits_youtube_ul_scm_youtube_ul_smoke.json
latency_compensation_sweep,none_d0.00_mpc_delay_on,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,5.0,4,911,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0006_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b4_s911,ok,0,19.512137174606323,15.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0006_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b4_s911/20260614_164139_900352_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0006_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b4_s911/collision_log.csv,,772,0.2453692085703998,1.383407,0.1274799836795252,2.601788278931751,4.178825,0.5203576557863502,17.20252590673575,24.0848,35.65924997067677,34.947944,1.383407,4,4,-0.9777,,,,,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0006_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b4_s911/sim_diag.csv,none,0.0,on,5g_nhits_youtube_ul_scm_youtube_ul_smoke.json
latency_compensation_sweep,none_d0.00_mpc_delay_on,standard,nn,vehicle_rate_64_32_lhs,clay,sinusoidal,5.0,4,914,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0009_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b4_s914,ok,0,19.462791204452515,15.0,1.0,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0009_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b4_s914/20260614_164158_631724_clay_sinusoidal_acados_rate_mlp/diag_clay_sinusoidal_acados_rate_mlp.csv,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0009_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b4_s914/collision_log.csv,,794,1.0628750041487365,4.344746,0.4235635223880596,2.797480149253731,4.357565,0.5594960298507462,16.67595717884131,23.250499999999988,40.44577890778245,36.743324,5.061446,0,4,0.2258000000000002,,,,,/home/ksha/Documents/sbel/chrono_hil/chrono-HIL/project/SCM_Final/benchmarking/results/latency_compensation_sweep_20260614_164034/raw/0009_none_d0.00_mpc_delay_on_clay_sinusoidal_v5_b4_s914/sim_diag.csv,none,0.0,on,5g_nhits_youtube_ul_scm_youtube_ul_smoke.json
