label,n_true,phi_true,throttle,steer_amp,seed,ok,wall_s,csv
lhs0173_n0970_phi224,0.970,22.42,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0173_n0970_phi224_thr60_amp40_seed0.csv
lhs0173_n0970_phi224,0.970,22.42,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0173_n0970_phi224_thr60_amp70_seed0.csv
lhs0174_n0972_phi174,0.972,17.37,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0174_n0972_phi174_thr40_amp40_seed0.csv
lhs0174_n0972_phi174,0.972,17.37,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0174_n0972_phi174_thr40_amp70_seed0.csv
lhs0174_n0972_phi174,0.972,17.37,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0174_n0972_phi174_thr60_amp40_seed0.csv
lhs0174_n0972_phi174,0.972,17.37,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0174_n0972_phi174_thr60_amp70_seed0.csv
lhs0175_n0976_phi231,0.976,23.14,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0175_n0976_phi231_thr40_amp40_seed0.csv
lhs0175_n0976_phi231,0.976,23.14,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0175_n0976_phi231_thr40_amp70_seed0.csv
lhs0175_n0976_phi231,0.976,23.14,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0175_n0976_phi231_thr60_amp40_seed0.csv
lhs0175_n0976_phi231,0.976,23.14,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0175_n0976_phi231_thr60_amp70_seed0.csv
lhs0176_n0980_phi281,0.980,28.08,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0176_n0980_phi281_thr40_amp40_seed0.csv
lhs0176_n0980_phi281,0.980,28.08,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0176_n0980_phi281_thr40_amp70_seed0.csv
lhs0176_n0980_phi281,0.980,28.08,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0176_n0980_phi281_thr60_amp40_seed0.csv
lhs0176_n0980_phi281,0.980,28.08,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0176_n0980_phi281_thr60_amp70_seed0.csv
lhs0177_n0983_phi371,0.983,37.15,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0177_n0983_phi371_thr40_amp40_seed0.csv
lhs0177_n0983_phi371,0.983,37.15,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0177_n0983_phi371_thr40_amp70_seed0.csv
lhs0177_n0983_phi371,0.983,37.15,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0177_n0983_phi371_thr60_amp40_seed0.csv
lhs0177_n0983_phi371,0.983,37.15,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0177_n0983_phi371_thr60_amp70_seed0.csv
lhs0178_n0986_phi358,0.986,35.76,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0178_n0986_phi358_thr40_amp40_seed0.csv
lhs0178_n0986_phi358,0.986,35.76,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0178_n0986_phi358_thr40_amp70_seed0.csv
lhs0178_n0986_phi358,0.986,35.76,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0178_n0986_phi358_thr60_amp40_seed0.csv
lhs0178_n0986_phi358,0.986,35.76,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0178_n0986_phi358_thr60_amp70_seed0.csv
lhs0179_n0987_phi134,0.987,13.37,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0179_n0987_phi134_thr40_amp40_seed0.csv
lhs0179_n0987_phi134,0.987,13.37,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0179_n0987_phi134_thr40_amp70_seed0.csv
lhs0179_n0987_phi134,0.987,13.37,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0179_n0987_phi134_thr60_amp40_seed0.csv
lhs0179_n0987_phi134,0.987,13.37,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0179_n0987_phi134_thr60_amp70_seed0.csv
lhs0180_n0993_phi095,0.993,9.46,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0180_n0993_phi095_thr40_amp40_seed0.csv
lhs0180_n0993_phi095,0.993,9.46,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0180_n0993_phi095_thr40_amp70_seed0.csv
lhs0180_n0993_phi095,0.993,9.46,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0180_n0993_phi095_thr60_amp40_seed0.csv
lhs0180_n0993_phi095,0.993,9.46,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0180_n0993_phi095_thr60_amp70_seed0.csv
lhs0181_n0995_phi148,0.995,14.77,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0181_n0995_phi148_thr40_amp40_seed0.csv
lhs0181_n0995_phi148,0.995,14.77,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0181_n0995_phi148_thr40_amp70_seed0.csv
lhs0181_n0995_phi148,0.995,14.77,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0181_n0995_phi148_thr60_amp40_seed0.csv
lhs0181_n0995_phi148,0.995,14.77,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0181_n0995_phi148_thr60_amp70_seed0.csv
lhs0182_n0999_phi135,0.999,13.52,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0182_n0999_phi135_thr40_amp40_seed0.csv
lhs0182_n0999_phi135,0.999,13.52,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0182_n0999_phi135_thr40_amp70_seed0.csv
lhs0182_n0999_phi135,0.999,13.52,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0182_n0999_phi135_thr60_amp40_seed0.csv
lhs0182_n0999_phi135,0.999,13.52,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0182_n0999_phi135_thr60_amp70_seed0.csv
lhs0183_n1001_phi214,1.001,21.38,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0183_n1001_phi214_thr40_amp40_seed0.csv
lhs0183_n1001_phi214,1.001,21.38,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0183_n1001_phi214_thr40_amp70_seed0.csv
lhs0183_n1001_phi214,1.001,21.38,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0183_n1001_phi214_thr60_amp40_seed0.csv
lhs0183_n1001_phi214,1.001,21.38,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0183_n1001_phi214_thr60_amp70_seed0.csv
lhs0184_n1005_phi175,1.005,17.50,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0184_n1005_phi175_thr40_amp40_seed0.csv
lhs0184_n1005_phi175,1.005,17.50,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0184_n1005_phi175_thr40_amp70_seed0.csv
lhs0184_n1005_phi175,1.005,17.50,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0184_n1005_phi175_thr60_amp40_seed0.csv
lhs0184_n1005_phi175,1.005,17.50,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0184_n1005_phi175_thr60_amp70_seed0.csv
lhs0185_n1005_phi329,1.005,32.89,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0185_n1005_phi329_thr40_amp40_seed0.csv
lhs0185_n1005_phi329,1.005,32.89,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0185_n1005_phi329_thr40_amp70_seed0.csv
lhs0185_n1005_phi329,1.005,32.89,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0185_n1005_phi329_thr60_amp40_seed0.csv
lhs0185_n1005_phi329,1.005,32.89,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0185_n1005_phi329_thr60_amp70_seed0.csv
lhs0186_n1008_phi280,1.008,28.02,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0186_n1008_phi280_thr40_amp40_seed0.csv
lhs0186_n1008_phi280,1.008,28.02,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0186_n1008_phi280_thr40_amp70_seed0.csv
lhs0186_n1008_phi280,1.008,28.02,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0186_n1008_phi280_thr60_amp40_seed0.csv
lhs0186_n1008_phi280,1.008,28.02,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0186_n1008_phi280_thr60_amp70_seed0.csv
lhs0187_n1011_phi184,1.011,18.41,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0187_n1011_phi184_thr40_amp40_seed0.csv
lhs0187_n1011_phi184,1.011,18.41,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0187_n1011_phi184_thr40_amp70_seed0.csv
lhs0187_n1011_phi184,1.011,18.41,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0187_n1011_phi184_thr60_amp40_seed0.csv
lhs0187_n1011_phi184,1.011,18.41,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0187_n1011_phi184_thr60_amp70_seed0.csv
lhs0188_n1015_phi323,1.015,32.34,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0188_n1015_phi323_thr40_amp40_seed0.csv
lhs0188_n1015_phi323,1.015,32.34,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0188_n1015_phi323_thr40_amp70_seed0.csv
lhs0188_n1015_phi323,1.015,32.34,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0188_n1015_phi323_thr60_amp40_seed0.csv
lhs0188_n1015_phi323,1.015,32.34,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0188_n1015_phi323_thr60_amp70_seed0.csv
lhs0189_n1018_phi113,1.018,11.33,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0189_n1018_phi113_thr40_amp40_seed0.csv
lhs0189_n1018_phi113,1.018,11.33,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0189_n1018_phi113_thr40_amp70_seed0.csv
lhs0189_n1018_phi113,1.018,11.33,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0189_n1018_phi113_thr60_amp40_seed0.csv
lhs0189_n1018_phi113,1.018,11.33,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0189_n1018_phi113_thr60_amp70_seed0.csv
lhs0190_n1021_phi156,1.021,15.65,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0190_n1021_phi156_thr40_amp40_seed0.csv
lhs0190_n1021_phi156,1.021,15.65,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0190_n1021_phi156_thr40_amp70_seed0.csv
lhs0190_n1021_phi156,1.021,15.65,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0190_n1021_phi156_thr60_amp40_seed0.csv
lhs0190_n1021_phi156,1.021,15.65,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0190_n1021_phi156_thr60_amp70_seed0.csv
lhs0191_n1025_phi169,1.025,16.86,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0191_n1025_phi169_thr40_amp40_seed0.csv
lhs0191_n1025_phi169,1.025,16.86,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0191_n1025_phi169_thr40_amp70_seed0.csv
lhs0191_n1025_phi169,1.025,16.86,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0191_n1025_phi169_thr60_amp40_seed0.csv
lhs0191_n1025_phi169,1.025,16.86,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0191_n1025_phi169_thr60_amp70_seed0.csv
lhs0192_n1026_phi154,1.026,15.37,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0192_n1026_phi154_thr40_amp40_seed0.csv
lhs0192_n1026_phi154,1.026,15.37,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0192_n1026_phi154_thr40_amp70_seed0.csv
lhs0192_n1026_phi154,1.026,15.37,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0192_n1026_phi154_thr60_amp40_seed0.csv
lhs0192_n1026_phi154,1.026,15.37,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0192_n1026_phi154_thr60_amp70_seed0.csv
lhs0193_n1031_phi236,1.031,23.59,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0193_n1031_phi236_thr40_amp40_seed0.csv
lhs0193_n1031_phi236,1.031,23.59,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0193_n1031_phi236_thr40_amp70_seed0.csv
lhs0193_n1031_phi236,1.031,23.59,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0193_n1031_phi236_thr60_amp40_seed0.csv
lhs0193_n1031_phi236,1.031,23.59,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0193_n1031_phi236_thr60_amp70_seed0.csv
lhs0194_n1032_phi374,1.032,37.41,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0194_n1032_phi374_thr40_amp40_seed0.csv
lhs0194_n1032_phi374,1.032,37.41,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0194_n1032_phi374_thr40_amp70_seed0.csv
lhs0194_n1032_phi374,1.032,37.41,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0194_n1032_phi374_thr60_amp40_seed0.csv
lhs0194_n1032_phi374,1.032,37.41,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0194_n1032_phi374_thr60_amp70_seed0.csv
lhs0195_n1037_phi331,1.037,33.13,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0195_n1037_phi331_thr40_amp40_seed0.csv
lhs0195_n1037_phi331,1.037,33.13,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0195_n1037_phi331_thr40_amp70_seed0.csv
lhs0195_n1037_phi331,1.037,33.13,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0195_n1037_phi331_thr60_amp40_seed0.csv
lhs0195_n1037_phi331,1.037,33.13,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0195_n1037_phi331_thr60_amp70_seed0.csv
lhs0196_n1038_phi098,1.038,9.81,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0196_n1038_phi098_thr40_amp40_seed0.csv
lhs0196_n1038_phi098,1.038,9.81,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0196_n1038_phi098_thr40_amp70_seed0.csv
lhs0196_n1038_phi098,1.038,9.81,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0196_n1038_phi098_thr60_amp40_seed0.csv
lhs0196_n1038_phi098,1.038,9.81,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0196_n1038_phi098_thr60_amp70_seed0.csv
lhs0197_n1042_phi299,1.042,29.91,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0197_n1042_phi299_thr40_amp40_seed0.csv
lhs0197_n1042_phi299,1.042,29.91,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0197_n1042_phi299_thr40_amp70_seed0.csv
lhs0197_n1042_phi299,1.042,29.91,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0197_n1042_phi299_thr60_amp40_seed0.csv
lhs0197_n1042_phi299,1.042,29.91,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0197_n1042_phi299_thr60_amp70_seed0.csv
lhs0198_n1047_phi162,1.047,16.18,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0198_n1047_phi162_thr40_amp40_seed0.csv
lhs0198_n1047_phi162,1.047,16.18,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0198_n1047_phi162_thr40_amp70_seed0.csv
lhs0198_n1047_phi162,1.047,16.18,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0198_n1047_phi162_thr60_amp40_seed0.csv
lhs0198_n1047_phi162,1.047,16.18,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0198_n1047_phi162_thr60_amp70_seed0.csv
lhs0199_n1049_phi147,1.049,14.65,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0199_n1049_phi147_thr40_amp40_seed0.csv
lhs0199_n1049_phi147,1.049,14.65,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0199_n1049_phi147_thr40_amp70_seed0.csv
lhs0199_n1049_phi147,1.049,14.65,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0199_n1049_phi147_thr60_amp40_seed0.csv
lhs0199_n1049_phi147,1.049,14.65,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0199_n1049_phi147_thr60_amp70_seed0.csv
lhs0200_n1052_phi190,1.052,18.96,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0200_n1052_phi190_thr40_amp40_seed0.csv
lhs0200_n1052_phi190,1.052,18.96,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0200_n1052_phi190_thr40_amp70_seed0.csv
lhs0200_n1052_phi190,1.052,18.96,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0200_n1052_phi190_thr60_amp40_seed0.csv
lhs0200_n1052_phi190,1.052,18.96,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0200_n1052_phi190_thr60_amp70_seed0.csv
lhs0201_n1055_phi264,1.055,26.42,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0201_n1055_phi264_thr40_amp40_seed0.csv
lhs0201_n1055_phi264,1.055,26.42,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0201_n1055_phi264_thr40_amp70_seed0.csv
lhs0201_n1055_phi264,1.055,26.42,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0201_n1055_phi264_thr60_amp40_seed0.csv
lhs0201_n1055_phi264,1.055,26.42,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0201_n1055_phi264_thr60_amp70_seed0.csv
lhs0202_n1058_phi087,1.058,8.73,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0202_n1058_phi087_thr40_amp40_seed0.csv
lhs0202_n1058_phi087,1.058,8.73,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0202_n1058_phi087_thr40_amp70_seed0.csv
lhs0202_n1058_phi087,1.058,8.73,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0202_n1058_phi087_thr60_amp40_seed0.csv
lhs0202_n1058_phi087,1.058,8.73,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0202_n1058_phi087_thr60_amp70_seed0.csv
lhs0203_n1060_phi293,1.060,29.29,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0203_n1060_phi293_thr40_amp40_seed0.csv
lhs0203_n1060_phi293,1.060,29.29,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0203_n1060_phi293_thr40_amp70_seed0.csv
lhs0203_n1060_phi293,1.060,29.29,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0203_n1060_phi293_thr60_amp40_seed0.csv
lhs0203_n1060_phi293,1.060,29.29,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0203_n1060_phi293_thr60_amp70_seed0.csv
lhs0204_n1064_phi315,1.064,31.45,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0204_n1064_phi315_thr40_amp40_seed0.csv
lhs0204_n1064_phi315,1.064,31.45,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0204_n1064_phi315_thr40_amp70_seed0.csv
lhs0204_n1064_phi315,1.064,31.45,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0204_n1064_phi315_thr60_amp40_seed0.csv
lhs0204_n1064_phi315,1.064,31.45,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0204_n1064_phi315_thr60_amp70_seed0.csv
lhs0205_n1065_phi379,1.065,37.90,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0205_n1065_phi379_thr40_amp40_seed0.csv
lhs0205_n1065_phi379,1.065,37.90,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0205_n1065_phi379_thr40_amp70_seed0.csv
lhs0205_n1065_phi379,1.065,37.90,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0205_n1065_phi379_thr60_amp40_seed0.csv
lhs0205_n1065_phi379,1.065,37.90,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0205_n1065_phi379_thr60_amp70_seed0.csv
lhs0206_n1070_phi348,1.070,34.83,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0206_n1070_phi348_thr40_amp40_seed0.csv
lhs0206_n1070_phi348,1.070,34.83,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0206_n1070_phi348_thr40_amp70_seed0.csv
lhs0206_n1070_phi348,1.070,34.83,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0206_n1070_phi348_thr60_amp40_seed0.csv
lhs0206_n1070_phi348,1.070,34.83,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0206_n1070_phi348_thr60_amp70_seed0.csv
lhs0207_n1074_phi346,1.074,34.57,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0207_n1074_phi346_thr40_amp40_seed0.csv
lhs0207_n1074_phi346,1.074,34.57,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0207_n1074_phi346_thr40_amp70_seed0.csv
lhs0207_n1074_phi346,1.074,34.57,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0207_n1074_phi346_thr60_amp40_seed0.csv
lhs0207_n1074_phi346,1.074,34.57,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0207_n1074_phi346_thr60_amp70_seed0.csv
lhs0208_n1077_phi212,1.077,21.16,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0208_n1077_phi212_thr40_amp40_seed0.csv
lhs0208_n1077_phi212,1.077,21.16,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0208_n1077_phi212_thr40_amp70_seed0.csv
lhs0208_n1077_phi212,1.077,21.16,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0208_n1077_phi212_thr60_amp40_seed0.csv
lhs0208_n1077_phi212,1.077,21.16,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0208_n1077_phi212_thr60_amp70_seed0.csv
lhs0209_n1077_phi084,1.077,8.39,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0209_n1077_phi084_thr40_amp40_seed0.csv
lhs0209_n1077_phi084,1.077,8.39,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0209_n1077_phi084_thr40_amp70_seed0.csv
lhs0209_n1077_phi084,1.077,8.39,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0209_n1077_phi084_thr60_amp40_seed0.csv
lhs0209_n1077_phi084,1.077,8.39,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0209_n1077_phi084_thr60_amp70_seed0.csv
lhs0210_n1081_phi252,1.081,25.25,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0210_n1081_phi252_thr40_amp40_seed0.csv
lhs0210_n1081_phi252,1.081,25.25,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0210_n1081_phi252_thr40_amp70_seed0.csv
lhs0210_n1081_phi252,1.081,25.25,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0210_n1081_phi252_thr60_amp40_seed0.csv
lhs0210_n1081_phi252,1.081,25.25,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0210_n1081_phi252_thr60_amp70_seed0.csv
lhs0211_n1084_phi206,1.084,20.62,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0211_n1084_phi206_thr40_amp40_seed0.csv
lhs0211_n1084_phi206,1.084,20.62,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0211_n1084_phi206_thr40_amp70_seed0.csv
lhs0211_n1084_phi206,1.084,20.62,0.60,0.40,0,0,17.5,data/terrain_traces_lhs/lhs0211_n1084_phi206_thr60_amp40_seed0.csv
lhs0211_n1084_phi206,1.084,20.62,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0211_n1084_phi206_thr60_amp70_seed0.csv
lhs0212_n1086_phi276,1.086,27.61,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0212_n1086_phi276_thr40_amp40_seed0.csv
lhs0212_n1086_phi276,1.086,27.61,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0212_n1086_phi276_thr40_amp70_seed0.csv
lhs0212_n1086_phi276,1.086,27.61,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0212_n1086_phi276_thr60_amp40_seed0.csv
lhs0212_n1086_phi276,1.086,27.61,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0212_n1086_phi276_thr60_amp70_seed0.csv
lhs0213_n1091_phi218,1.091,21.76,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0213_n1091_phi218_thr40_amp40_seed0.csv
lhs0213_n1091_phi218,1.091,21.76,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0213_n1091_phi218_thr40_amp70_seed0.csv
lhs0213_n1091_phi218,1.091,21.76,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0213_n1091_phi218_thr60_amp40_seed0.csv
lhs0213_n1091_phi218,1.091,21.76,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0213_n1091_phi218_thr60_amp70_seed0.csv
lhs0214_n1094_phi083,1.094,8.27,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0214_n1094_phi083_thr40_amp40_seed0.csv
lhs0214_n1094_phi083,1.094,8.27,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0214_n1094_phi083_thr40_amp70_seed0.csv
lhs0214_n1094_phi083,1.094,8.27,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0214_n1094_phi083_thr60_amp40_seed0.csv
lhs0214_n1094_phi083,1.094,8.27,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0214_n1094_phi083_thr60_amp70_seed0.csv
lhs0215_n1096_phi124,1.096,12.35,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0215_n1096_phi124_thr40_amp40_seed0.csv
lhs0215_n1096_phi124,1.096,12.35,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0215_n1096_phi124_thr40_amp70_seed0.csv
lhs0215_n1096_phi124,1.096,12.35,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0215_n1096_phi124_thr60_amp40_seed0.csv
lhs0215_n1096_phi124,1.096,12.35,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0215_n1096_phi124_thr60_amp70_seed0.csv
lhs0216_n1101_phi137,1.101,13.74,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0216_n1101_phi137_thr40_amp40_seed0.csv
lhs0216_n1101_phi137,1.101,13.74,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0216_n1101_phi137_thr40_amp70_seed0.csv
lhs0216_n1101_phi137,1.101,13.74,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0216_n1101_phi137_thr60_amp40_seed0.csv
lhs0216_n1101_phi137,1.101,13.74,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0216_n1101_phi137_thr60_amp70_seed0.csv
