label,n_true,phi_true,throttle,steer_amp,seed,ok,wall_s,csv
lhs0043_n0582_phi111,0.582,11.13,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0043_n0582_phi111_thr40_amp40_seed0.csv
lhs0043_n0582_phi111,0.582,11.13,0.40,0.70,0,1,24.6,data/terrain_traces_lhs/lhs0043_n0582_phi111_thr40_amp70_seed0.csv
lhs0043_n0582_phi111,0.582,11.13,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0043_n0582_phi111_thr60_amp40_seed0.csv
lhs0043_n0582_phi111,0.582,11.13,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0043_n0582_phi111_thr60_amp70_seed0.csv
lhs0044_n0584_phi129,0.584,12.94,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0044_n0584_phi129_thr40_amp40_seed0.csv
lhs0044_n0584_phi129,0.584,12.94,0.40,0.70,0,1,24.6,data/terrain_traces_lhs/lhs0044_n0584_phi129_thr40_amp70_seed0.csv
lhs0044_n0584_phi129,0.584,12.94,0.60,0.40,0,1,24.6,data/terrain_traces_lhs/lhs0044_n0584_phi129_thr60_amp40_seed0.csv
lhs0044_n0584_phi129,0.584,12.94,0.60,0.70,0,1,24.6,data/terrain_traces_lhs/lhs0044_n0584_phi129_thr60_amp70_seed0.csv
lhs0045_n0587_phi220,0.587,21.97,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0045_n0587_phi220_thr40_amp40_seed0.csv
lhs0045_n0587_phi220,0.587,21.97,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0045_n0587_phi220_thr40_amp70_seed0.csv
lhs0045_n0587_phi220,0.587,21.97,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0045_n0587_phi220_thr60_amp40_seed0.csv
lhs0045_n0587_phi220,0.587,21.97,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0045_n0587_phi220_thr60_amp70_seed0.csv
lhs0046_n0588_phi118,0.588,11.76,0.40,0.40,0,1,24.6,data/terrain_traces_lhs/lhs0046_n0588_phi118_thr40_amp40_seed0.csv
lhs0046_n0588_phi118,0.588,11.76,0.40,0.70,0,1,24.6,data/terrain_traces_lhs/lhs0046_n0588_phi118_thr40_amp70_seed0.csv
lhs0046_n0588_phi118,0.588,11.76,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0046_n0588_phi118_thr60_amp40_seed0.csv
lhs0046_n0588_phi118,0.588,11.76,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0046_n0588_phi118_thr60_amp70_seed0.csv
lhs0047_n0593_phi262,0.593,26.23,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0047_n0593_phi262_thr40_amp40_seed0.csv
lhs0047_n0593_phi262,0.593,26.23,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0047_n0593_phi262_thr40_amp70_seed0.csv
lhs0047_n0593_phi262,0.593,26.23,0.60,0.40,0,1,24.6,data/terrain_traces_lhs/lhs0047_n0593_phi262_thr60_amp40_seed0.csv
lhs0047_n0593_phi262,0.593,26.23,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0047_n0593_phi262_thr60_amp70_seed0.csv
lhs0048_n0596_phi354,0.596,35.41,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0048_n0596_phi354_thr40_amp40_seed0.csv
lhs0048_n0596_phi354,0.596,35.41,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0048_n0596_phi354_thr40_amp70_seed0.csv
lhs0048_n0596_phi354,0.596,35.41,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0048_n0596_phi354_thr60_amp40_seed0.csv
lhs0048_n0596_phi354,0.596,35.41,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0048_n0596_phi354_thr60_amp70_seed0.csv
lhs0049_n0600_phi196,0.600,19.63,0.40,0.40,0,1,24.6,data/terrain_traces_lhs/lhs0049_n0600_phi196_thr40_amp40_seed0.csv
lhs0049_n0600_phi196,0.600,19.63,0.40,0.70,0,1,24.6,data/terrain_traces_lhs/lhs0049_n0600_phi196_thr40_amp70_seed0.csv
lhs0049_n0600_phi196,0.600,19.63,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0049_n0600_phi196_thr60_amp40_seed0.csv
lhs0049_n0600_phi196,0.600,19.63,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0049_n0600_phi196_thr60_amp70_seed0.csv
lhs0050_n0601_phi297,0.601,29.73,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0050_n0601_phi297_thr40_amp40_seed0.csv
lhs0050_n0601_phi297,0.601,29.73,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0050_n0601_phi297_thr40_amp70_seed0.csv
lhs0050_n0601_phi297,0.601,29.73,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0050_n0601_phi297_thr60_amp40_seed0.csv
lhs0050_n0601_phi297,0.601,29.73,0.60,0.70,0,1,24.6,data/terrain_traces_lhs/lhs0050_n0601_phi297_thr60_amp70_seed0.csv
lhs0051_n0605_phi101,0.605,10.07,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0051_n0605_phi101_thr40_amp40_seed0.csv
lhs0051_n0605_phi101,0.605,10.07,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0051_n0605_phi101_thr40_amp70_seed0.csv
lhs0051_n0605_phi101,0.605,10.07,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0051_n0605_phi101_thr60_amp40_seed0.csv
lhs0051_n0605_phi101,0.605,10.07,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0051_n0605_phi101_thr60_amp70_seed0.csv
lhs0052_n0606_phi171,0.606,17.13,0.40,0.40,0,1,24.6,data/terrain_traces_lhs/lhs0052_n0606_phi171_thr40_amp40_seed0.csv
lhs0052_n0606_phi171,0.606,17.13,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0052_n0606_phi171_thr40_amp70_seed0.csv
lhs0052_n0606_phi171,0.606,17.13,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0052_n0606_phi171_thr60_amp40_seed0.csv
lhs0052_n0606_phi171,0.606,17.13,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0052_n0606_phi171_thr60_amp70_seed0.csv
lhs0053_n0610_phi225,0.610,22.53,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0053_n0610_phi225_thr40_amp40_seed0.csv
lhs0053_n0610_phi225,0.610,22.53,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0053_n0610_phi225_thr40_amp70_seed0.csv
lhs0053_n0610_phi225,0.610,22.53,0.60,0.40,0,1,24.6,data/terrain_traces_lhs/lhs0053_n0610_phi225_thr60_amp40_seed0.csv
lhs0053_n0610_phi225,0.610,22.53,0.60,0.70,0,1,24.6,data/terrain_traces_lhs/lhs0053_n0610_phi225_thr60_amp70_seed0.csv
lhs0054_n0613_phi250,0.613,25.02,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0054_n0613_phi250_thr40_amp40_seed0.csv
lhs0054_n0613_phi250,0.613,25.02,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0054_n0613_phi250_thr40_amp70_seed0.csv
lhs0054_n0613_phi250,0.613,25.02,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0054_n0613_phi250_thr60_amp40_seed0.csv
lhs0054_n0613_phi250,0.613,25.02,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0054_n0613_phi250_thr60_amp70_seed0.csv
lhs0055_n0615_phi256,0.615,25.61,0.40,0.40,0,1,24.6,data/terrain_traces_lhs/lhs0055_n0615_phi256_thr40_amp40_seed0.csv
lhs0055_n0615_phi256,0.615,25.61,0.40,0.70,0,1,24.6,data/terrain_traces_lhs/lhs0055_n0615_phi256_thr40_amp70_seed0.csv
lhs0055_n0615_phi256,0.615,25.61,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0055_n0615_phi256_thr60_amp40_seed0.csv
lhs0055_n0615_phi256,0.615,25.61,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0055_n0615_phi256_thr60_amp70_seed0.csv
lhs0056_n0620_phi204,0.620,20.42,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0056_n0620_phi204_thr40_amp40_seed0.csv
lhs0056_n0620_phi204,0.620,20.42,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0056_n0620_phi204_thr40_amp70_seed0.csv
lhs0056_n0620_phi204,0.620,20.42,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0056_n0620_phi204_thr60_amp40_seed0.csv
lhs0056_n0620_phi204,0.620,20.42,0.60,0.70,0,1,24.6,data/terrain_traces_lhs/lhs0056_n0620_phi204_thr60_amp70_seed0.csv
lhs0057_n0622_phi085,0.622,8.52,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0057_n0622_phi085_thr40_amp40_seed0.csv
lhs0057_n0622_phi085,0.622,8.52,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0057_n0622_phi085_thr40_amp70_seed0.csv
lhs0057_n0622_phi085,0.622,8.52,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0057_n0622_phi085_thr60_amp40_seed0.csv
lhs0057_n0622_phi085,0.622,8.52,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0057_n0622_phi085_thr60_amp70_seed0.csv
lhs0058_n0627_phi368,0.627,36.79,0.40,0.40,0,1,24.6,data/terrain_traces_lhs/lhs0058_n0627_phi368_thr40_amp40_seed0.csv
lhs0058_n0627_phi368,0.627,36.79,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0058_n0627_phi368_thr40_amp70_seed0.csv
lhs0058_n0627_phi368,0.627,36.79,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0058_n0627_phi368_thr60_amp40_seed0.csv
lhs0058_n0627_phi368,0.627,36.79,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0058_n0627_phi368_thr60_amp70_seed0.csv
lhs0059_n0629_phi313,0.629,31.30,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0059_n0629_phi313_thr40_amp40_seed0.csv
lhs0059_n0629_phi313,0.629,31.30,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0059_n0629_phi313_thr40_amp70_seed0.csv
lhs0059_n0629_phi313,0.629,31.30,0.60,0.40,0,1,24.6,data/terrain_traces_lhs/lhs0059_n0629_phi313_thr60_amp40_seed0.csv
lhs0059_n0629_phi313,0.629,31.30,0.60,0.70,0,1,24.6,data/terrain_traces_lhs/lhs0059_n0629_phi313_thr60_amp70_seed0.csv
lhs0060_n0632_phi174,0.632,17.36,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0060_n0632_phi174_thr40_amp40_seed0.csv
lhs0060_n0632_phi174,0.632,17.36,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0060_n0632_phi174_thr40_amp70_seed0.csv
lhs0060_n0632_phi174,0.632,17.36,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0060_n0632_phi174_thr60_amp40_seed0.csv
lhs0060_n0632_phi174,0.632,17.36,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0060_n0632_phi174_thr60_amp70_seed0.csv
lhs0061_n0635_phi300,0.635,30.03,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0061_n0635_phi300_thr40_amp40_seed0.csv
lhs0061_n0635_phi300,0.635,30.03,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0061_n0635_phi300_thr40_amp70_seed0.csv
lhs0061_n0635_phi300,0.635,30.03,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0061_n0635_phi300_thr60_amp40_seed0.csv
lhs0061_n0635_phi300,0.635,30.03,0.60,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0061_n0635_phi300_thr60_amp70_seed0.csv
lhs0062_n0638_phi087,0.638,8.65,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0062_n0638_phi087_thr40_amp40_seed0.csv
lhs0062_n0638_phi087,0.638,8.65,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0062_n0638_phi087_thr40_amp70_seed0.csv
lhs0062_n0638_phi087,0.638,8.65,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0062_n0638_phi087_thr60_amp40_seed0.csv
lhs0062_n0638_phi087,0.638,8.65,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0062_n0638_phi087_thr60_amp70_seed0.csv
lhs0063_n0639_phi294,0.639,29.45,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0063_n0639_phi294_thr40_amp40_seed0.csv
lhs0063_n0639_phi294,0.639,29.45,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0063_n0639_phi294_thr40_amp70_seed0.csv
lhs0063_n0639_phi294,0.639,29.45,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0063_n0639_phi294_thr60_amp40_seed0.csv
lhs0063_n0639_phi294,0.639,29.45,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0063_n0639_phi294_thr60_amp70_seed0.csv
lhs0064_n0643_phi165,0.643,16.54,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0064_n0643_phi165_thr40_amp40_seed0.csv
lhs0064_n0643_phi165,0.643,16.54,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0064_n0643_phi165_thr40_amp70_seed0.csv
lhs0064_n0643_phi165,0.643,16.54,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0064_n0643_phi165_thr60_amp40_seed0.csv
lhs0064_n0643_phi165,0.643,16.54,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0064_n0643_phi165_thr60_amp70_seed0.csv
lhs0065_n0646_phi115,0.646,11.45,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0065_n0646_phi115_thr40_amp40_seed0.csv
lhs0065_n0646_phi115,0.646,11.45,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0065_n0646_phi115_thr40_amp70_seed0.csv
lhs0065_n0646_phi115,0.646,11.45,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0065_n0646_phi115_thr60_amp40_seed0.csv
lhs0065_n0646_phi115,0.646,11.45,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0065_n0646_phi115_thr60_amp70_seed0.csv
lhs0066_n0649_phi302,0.649,30.20,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0066_n0649_phi302_thr40_amp40_seed0.csv
lhs0066_n0649_phi302,0.649,30.20,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0066_n0649_phi302_thr40_amp70_seed0.csv
lhs0066_n0649_phi302,0.649,30.20,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0066_n0649_phi302_thr60_amp40_seed0.csv
lhs0066_n0649_phi302,0.649,30.20,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0066_n0649_phi302_thr60_amp70_seed0.csv
lhs0067_n0651_phi289,0.651,28.88,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0067_n0651_phi289_thr40_amp40_seed0.csv
lhs0067_n0651_phi289,0.651,28.88,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0067_n0651_phi289_thr40_amp70_seed0.csv
lhs0067_n0651_phi289,0.651,28.88,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0067_n0651_phi289_thr60_amp40_seed0.csv
lhs0067_n0651_phi289,0.651,28.88,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0067_n0651_phi289_thr60_amp70_seed0.csv
lhs0068_n0657_phi243,0.657,24.26,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0068_n0657_phi243_thr40_amp40_seed0.csv
lhs0068_n0657_phi243,0.657,24.26,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0068_n0657_phi243_thr40_amp70_seed0.csv
lhs0068_n0657_phi243,0.657,24.26,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0068_n0657_phi243_thr60_amp40_seed0.csv
lhs0068_n0657_phi243,0.657,24.26,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0068_n0657_phi243_thr60_amp70_seed0.csv
lhs0069_n0658_phi351,0.658,35.08,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0069_n0658_phi351_thr40_amp40_seed0.csv
lhs0069_n0658_phi351,0.658,35.08,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0069_n0658_phi351_thr40_amp70_seed0.csv
lhs0069_n0658_phi351,0.658,35.08,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0069_n0658_phi351_thr60_amp40_seed0.csv
lhs0069_n0658_phi351,0.658,35.08,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0069_n0658_phi351_thr60_amp70_seed0.csv
lhs0070_n0662_phi241,0.662,24.11,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0070_n0662_phi241_thr40_amp40_seed0.csv
lhs0070_n0662_phi241,0.662,24.11,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0070_n0662_phi241_thr40_amp70_seed0.csv
lhs0070_n0662_phi241,0.662,24.11,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0070_n0662_phi241_thr60_amp40_seed0.csv
lhs0070_n0662_phi241,0.662,24.11,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0070_n0662_phi241_thr60_amp70_seed0.csv
lhs0071_n0664_phi324,0.664,32.44,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0071_n0664_phi324_thr40_amp40_seed0.csv
lhs0071_n0664_phi324,0.664,32.44,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0071_n0664_phi324_thr40_amp70_seed0.csv
lhs0071_n0664_phi324,0.664,32.44,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0071_n0664_phi324_thr60_amp40_seed0.csv
lhs0071_n0664_phi324,0.664,32.44,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0071_n0664_phi324_thr60_amp70_seed0.csv
lhs0072_n0669_phi118,0.669,11.85,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0072_n0669_phi118_thr40_amp40_seed0.csv
lhs0072_n0669_phi118,0.669,11.85,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0072_n0669_phi118_thr40_amp70_seed0.csv
lhs0072_n0669_phi118,0.669,11.85,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0072_n0669_phi118_thr60_amp40_seed0.csv
lhs0072_n0669_phi118,0.669,11.85,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0072_n0669_phi118_thr60_amp70_seed0.csv
lhs0073_n0671_phi215,0.671,21.47,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0073_n0671_phi215_thr40_amp40_seed0.csv
lhs0073_n0671_phi215,0.671,21.47,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0073_n0671_phi215_thr40_amp70_seed0.csv
lhs0073_n0671_phi215,0.671,21.47,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0073_n0671_phi215_thr60_amp40_seed0.csv
lhs0073_n0671_phi215,0.671,21.47,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0073_n0671_phi215_thr60_amp70_seed0.csv
lhs0074_n0672_phi212,0.672,21.23,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0074_n0672_phi212_thr40_amp40_seed0.csv
lhs0074_n0672_phi212,0.672,21.23,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0074_n0672_phi212_thr40_amp70_seed0.csv
lhs0074_n0672_phi212,0.672,21.23,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0074_n0672_phi212_thr60_amp40_seed0.csv
lhs0074_n0672_phi212,0.672,21.23,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0074_n0672_phi212_thr60_amp70_seed0.csv
lhs0075_n0678_phi251,0.678,25.12,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0075_n0678_phi251_thr40_amp40_seed0.csv
lhs0075_n0678_phi251,0.678,25.12,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0075_n0678_phi251_thr40_amp70_seed0.csv
lhs0075_n0678_phi251,0.678,25.12,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0075_n0678_phi251_thr60_amp40_seed0.csv
lhs0075_n0678_phi251,0.678,25.12,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0075_n0678_phi251_thr60_amp70_seed0.csv
lhs0076_n0681_phi186,0.681,18.62,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0076_n0681_phi186_thr40_amp40_seed0.csv
lhs0076_n0681_phi186,0.681,18.62,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0076_n0681_phi186_thr40_amp70_seed0.csv
lhs0076_n0681_phi186,0.681,18.62,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0076_n0681_phi186_thr60_amp40_seed0.csv
lhs0076_n0681_phi186,0.681,18.62,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0076_n0681_phi186_thr60_amp70_seed0.csv
lhs0077_n0684_phi161,0.684,16.09,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0077_n0684_phi161_thr40_amp40_seed0.csv
lhs0077_n0684_phi161,0.684,16.09,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0077_n0684_phi161_thr40_amp70_seed0.csv
lhs0077_n0684_phi161,0.684,16.09,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0077_n0684_phi161_thr60_amp40_seed0.csv
lhs0077_n0684_phi161,0.684,16.09,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0077_n0684_phi161_thr60_amp70_seed0.csv
lhs0078_n0686_phi199,0.686,19.93,0.40,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0078_n0686_phi199_thr40_amp40_seed0.csv
lhs0078_n0686_phi199,0.686,19.93,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0078_n0686_phi199_thr40_amp70_seed0.csv
lhs0078_n0686_phi199,0.686,19.93,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0078_n0686_phi199_thr60_amp40_seed0.csv
lhs0078_n0686_phi199,0.686,19.93,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0078_n0686_phi199_thr60_amp70_seed0.csv
lhs0079_n0687_phi229,0.687,22.87,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0079_n0687_phi229_thr40_amp40_seed0.csv
lhs0079_n0687_phi229,0.687,22.87,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0079_n0687_phi229_thr40_amp70_seed0.csv
lhs0079_n0687_phi229,0.687,22.87,0.60,0.40,0,1,24.3,data/terrain_traces_lhs/lhs0079_n0687_phi229_thr60_amp40_seed0.csv
lhs0079_n0687_phi229,0.687,22.87,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0079_n0687_phi229_thr60_amp70_seed0.csv
lhs0080_n0691_phi376,0.691,37.62,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0080_n0691_phi376_thr40_amp40_seed0.csv
lhs0080_n0691_phi376,0.691,37.62,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0080_n0691_phi376_thr40_amp70_seed0.csv
lhs0080_n0691_phi376,0.691,37.62,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0080_n0691_phi376_thr60_amp40_seed0.csv
lhs0080_n0691_phi376,0.691,37.62,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0080_n0691_phi376_thr60_amp70_seed0.csv
lhs0081_n0696_phi188,0.696,18.84,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0081_n0696_phi188_thr40_amp40_seed0.csv
lhs0081_n0696_phi188,0.696,18.84,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0081_n0696_phi188_thr40_amp70_seed0.csv
lhs0081_n0696_phi188,0.696,18.84,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0081_n0696_phi188_thr60_amp40_seed0.csv
lhs0081_n0696_phi188,0.696,18.84,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0081_n0696_phi188_thr60_amp70_seed0.csv
lhs0082_n0698_phi208,0.698,20.82,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0082_n0698_phi208_thr40_amp40_seed0.csv
lhs0082_n0698_phi208,0.698,20.82,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0082_n0698_phi208_thr40_amp70_seed0.csv
lhs0082_n0698_phi208,0.698,20.82,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0082_n0698_phi208_thr60_amp40_seed0.csv
lhs0082_n0698_phi208,0.698,20.82,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0082_n0698_phi208_thr60_amp70_seed0.csv
lhs0083_n0700_phi286,0.700,28.65,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0083_n0700_phi286_thr40_amp40_seed0.csv
lhs0083_n0700_phi286,0.700,28.65,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0083_n0700_phi286_thr40_amp70_seed0.csv
lhs0083_n0700_phi286,0.700,28.65,0.60,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0083_n0700_phi286_thr60_amp40_seed0.csv
lhs0083_n0700_phi286,0.700,28.65,0.60,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0083_n0700_phi286_thr60_amp70_seed0.csv
lhs0084_n0705_phi239,0.705,23.91,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0084_n0705_phi239_thr40_amp40_seed0.csv
lhs0084_n0705_phi239,0.705,23.91,0.40,0.70,0,1,24.3,data/terrain_traces_lhs/lhs0084_n0705_phi239_thr40_amp70_seed0.csv
lhs0084_n0705_phi239,0.705,23.91,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0084_n0705_phi239_thr60_amp40_seed0.csv
lhs0084_n0705_phi239,0.705,23.91,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0084_n0705_phi239_thr60_amp70_seed0.csv
lhs0085_n0707_phi139,0.707,13.85,0.40,0.40,0,1,24.5,data/terrain_traces_lhs/lhs0085_n0707_phi139_thr40_amp40_seed0.csv
lhs0085_n0707_phi139,0.707,13.85,0.40,0.70,0,1,24.5,data/terrain_traces_lhs/lhs0085_n0707_phi139_thr40_amp70_seed0.csv
lhs0085_n0707_phi139,0.707,13.85,0.60,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0085_n0707_phi139_thr60_amp40_seed0.csv
lhs0085_n0707_phi139,0.707,13.85,0.60,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0085_n0707_phi139_thr60_amp70_seed0.csv
lhs0086_n0710_phi317,0.710,31.72,0.40,0.40,0,1,24.4,data/terrain_traces_lhs/lhs0086_n0710_phi317_thr40_amp40_seed0.csv
lhs0086_n0710_phi317,0.710,31.72,0.40,0.70,0,1,24.4,data/terrain_traces_lhs/lhs0086_n0710_phi317_thr40_amp70_seed0.csv
