t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,sand,0.960,0.400,0.0000,-0.0631,-0.0017,0.0004,-0.6861,0.0176,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,sand,0.960,0.400,0.0101,0.0073,-0.0048,-0.0012,-0.6405,-0.0045,-0.0292,-0.0292,-0.0292,-0.0292,0.0000
0.0240,sand,0.960,0.400,0.0201,-0.0361,-0.0368,-0.0019,-0.2099,-0.0231,-0.0078,-0.0078,-0.0078,-0.0078,0.0047
0.0360,sand,0.960,0.400,0.0301,-0.0504,0.0454,-0.0033,-0.4684,0.0563,0.0153,0.0153,0.0153,0.0153,0.0122
0.0480,sand,0.960,0.400,0.0401,0.0438,0.0597,-0.0019,0.1456,-0.0116,0.0227,0.0227,0.0227,0.0227,0.0177
0.0600,sand,0.960,0.400,0.0501,-0.0046,0.0233,-0.0023,0.4341,-0.0108,-0.0148,-0.0148,-0.0148,-0.0148,0.0222
0.0720,sand,0.960,0.400,0.0601,-0.0456,-0.0694,-0.0030,-0.2290,-0.0044,-0.0193,-0.0193,-0.0193,-0.0193,0.0265
0.0840,sand,0.960,0.400,0.0700,-0.0714,-0.0721,-0.0011,-0.2675,-0.0853,-0.0068,-0.0068,-0.0068,-0.0068,0.0313
0.0960,sand,0.960,0.400,0.0799,-0.0006,0.0734,-0.0019,0.0256,0.2620,-0.0039,-0.0039,-0.0039,-0.0039,0.0364
0.1080,sand,0.960,0.400,0.0897,-0.0060,0.0031,-0.0019,-0.0319,0.0294,-0.0043,-0.0043,-0.0043,-0.0043,0.0407
0.1200,sand,0.960,0.400,0.0995,0.0045,0.0061,-0.0040,0.0644,-0.1348,-0.0083,-0.0083,-0.0083,-0.0083,0.0466
0.1320,sand,0.960,0.400,0.1092,-0.0630,0.0467,-0.0011,0.0311,-0.0189,-0.0269,-0.0269,-0.0269,-0.0269,0.0524
0.1440,sand,0.960,0.400,0.1188,0.0365,0.0293,-0.0041,0.1751,-0.3152,-0.0184,-0.0184,-0.0184,-0.0184,0.0582
0.1560,sand,0.960,0.400,0.1284,-0.0419,0.1065,-0.0001,-0.1913,0.2107,-0.0245,-0.0245,-0.0245,-0.0245,0.0613
0.1680,sand,0.960,0.400,0.1379,0.0217,-0.0287,-0.0018,0.1343,-0.0244,-0.0318,-0.0318,-0.0318,-0.0318,0.0647
0.1800,sand,0.960,0.400,0.1472,0.0176,-0.0409,-0.0045,0.1533,-0.4215,-0.0406,-0.0406,-0.0406,-0.0406,0.0729
