step,x,y,psi_deg,u,delta_deg,n_obs,horizon,phi_lb_deg,v_max_terrain,steer_in,throttle_in,brake_in,steer_out,throttle_out,brake_out,was_modified,min_clearance,solve_ms,cost_min
20,1.859,0.062,0.86,3.001,0.00,3,18,27.00,7.56,+0.000,0.999,0.000,+0.000,0.999,0.000,0,5.655,10.52,0.000
23,2.839,0.093,1.26,3.546,0.00,3,18,27.00,7.51,+0.000,1.000,0.000,+0.004,1.000,0.000,1,4.055,70.51,0.000
24,3.200,0.103,1.34,3.740,0.00,3,18,27.00,7.49,+0.000,1.000,0.000,-0.003,1.000,0.000,1,3.397,46.67,0.000
26,3.935,0.122,1.49,3.693,-0.97,3,18,27.00,7.50,-0.035,0.996,0.000,-0.036,1.000,0.000,1,2.887,34.88,0.000
27,4.313,0.132,1.61,3.870,-0.40,3,18,27.00,7.48,-0.014,0.990,0.000,-0.050,1.000,0.000,1,2.603,43.32,0.001
28,4.703,0.140,1.62,4.003,-1.04,3,18,27.00,7.47,-0.037,0.978,0.000,-0.051,1.000,0.000,1,2.189,43.17,0.001
29,5.101,0.149,1.49,4.056,-3.18,3,18,27.00,7.47,-0.113,0.964,0.000,-0.105,1.000,0.000,1,1.954,43.14,0.002
30,5.505,0.158,1.29,4.108,-4.30,3,18,27.00,7.46,-0.153,0.949,0.000,-0.136,1.000,0.000,1,1.731,44.08,0.005
31,5.915,0.163,1.04,4.161,-3.91,3,18,27.00,7.46,-0.139,0.934,0.000,-0.126,1.000,0.000,1,1.468,43.63,0.008
32,6.329,0.161,0.79,4.201,-3.10,3,18,27.00,7.46,-0.110,0.920,0.000,-0.099,0.920,0.000,1,1.225,63.76,0.000
33,6.747,0.153,0.57,4.215,0.34,3,18,27.00,7.45,+0.012,0.912,0.000,-0.029,0.917,0.000,1,0.887,66.32,0.001
34,7.167,0.142,0.35,4.265,-2.32,3,18,27.00,7.45,-0.083,0.907,0.000,-0.084,0.907,0.000,1,0.870,66.48,0.000
35,7.590,0.134,0.18,4.294,-1.09,3,18,27.00,7.45,-0.039,0.908,0.000,-0.060,0.908,0.000,1,0.724,66.58,0.000
36,8.014,0.128,-0.08,4.281,1.82,3,18,27.00,7.45,+0.065,0.914,0.000,+0.029,1.000,0.000,1,0.501,46.77,0.014
37,8.439,0.124,-0.22,4.297,0.29,3,18,27.00,7.45,+0.010,0.926,0.000,-0.015,1.000,0.000,1,0.530,43.17,0.010
38,8.867,0.124,-0.20,4.324,0.05,3,18,27.00,7.45,+0.002,0.940,0.000,-0.021,1.000,0.000,1,0.493,43.67,0.007
39,9.294,0.124,-0.23,4.329,0.30,3,18,27.00,7.45,+0.011,0.956,0.000,-0.013,1.000,0.000,1,0.434,43.46,0.004
40,9.722,0.124,-0.26,4.323,0.20,3,18,27.00,7.45,+0.007,0.972,0.000,-0.013,1.000,0.000,1,0.419,44.33,0.002
41,10.150,0.122,-0.26,4.330,-2.29,3,18,27.00,7.45,-0.082,0.981,0.000,-0.070,1.000,0.000,1,0.495,43.19,0.001
42,10.580,0.117,-0.28,4.347,-0.71,3,18,27.00,7.44,-0.025,0.988,0.000,-0.027,1.000,0.000,1,0.434,44.07,0.000
43,11.011,0.110,-0.42,4.358,0.22,3,18,27.00,7.44,+0.008,0.992,0.000,-0.001,1.000,0.000,1,0.411,43.27,0.000
44,11.443,0.102,-0.52,4.372,1.43,3,18,27.00,7.44,+0.051,0.995,0.000,+0.032,1.000,0.000,1,0.359,42.88,0.000
45,11.876,0.097,-0.53,4.376,1.48,3,18,27.00,7.44,+0.053,0.997,0.000,+0.033,1.000,0.000,1,0.352,42.95,0.000
46,12.310,0.096,-0.50,4.374,2.90,3,18,27.00,7.44,+0.103,0.998,0.000,+0.064,1.000,0.000,1,0.295,43.58,0.001
47,12.743,0.099,-0.41,4.374,3.05,4,18,27.00,7.44,+0.109,0.998,0.000,+0.069,1.000,0.000,1,0.257,43.58,0.001
48,13.176,0.105,-0.22,4.378,3.49,4,18,27.00,7.44,+0.124,0.999,0.000,+0.080,1.000,0.000,1,0.227,43.51,0.001
49,13.609,0.114,0.02,4.380,5.73,4,18,27.00,7.38,+0.204,0.999,0.000,+0.195,1.000,0.000,1,0.125,65.52,0.000
50,14.043,0.124,0.36,4.381,6.90,4,18,27.00,7.28,+0.246,1.000,0.000,+0.242,1.000,0.000,1,0.071,70.89,0.000
51,14.477,0.141,0.99,4.388,5.69,4,18,27.00,7.39,+0.203,1.000,0.000,+0.200,1.000,0.000,1,0.073,70.37,0.000
54,15.777,0.236,3.23,4.357,8.67,4,18,27.00,7.09,+0.309,1.000,0.000,+0.311,1.000,0.000,1,-0.091,82.71,0.000
55,16.206,0.281,4.06,4.342,7.40,4,18,27.00,7.23,+0.264,1.000,0.000,+0.267,1.000,0.000,1,-0.124,73.78,0.000
56,16.632,0.338,4.96,4.335,6.23,4,18,27.00,7.34,+0.222,1.000,0.000,+0.218,1.000,0.000,1,-0.180,70.90,0.001
57,17.056,0.401,5.87,4.328,6.04,5,18,27.00,7.36,+0.215,1.000,0.000,+0.210,1.000,0.000,1,-0.228,69.31,0.002
58,17.480,0.468,6.62,4.330,5.13,5,18,27.00,7.44,+0.183,1.000,0.000,+0.177,1.000,0.000,1,-0.255,69.81,0.003
59,17.903,0.537,7.37,4.322,6.98,5,18,27.00,7.27,+0.249,1.000,0.000,+0.241,1.000,0.000,1,-0.273,70.17,0.005
60,18.325,0.610,8.06,4.321,6.08,5,18,27.00,7.36,+0.217,1.000,0.000,+0.216,1.000,0.000,0,-0.288,122.84,0.006
61,18.745,0.688,8.83,4.316,5.63,5,18,27.00,7.40,+0.200,1.000,0.000,+0.171,1.000,0.000,1,-0.432,167.82,0.009
64,19.997,0.954,10.85,4.295,7.23,5,18,27.00,7.25,+0.258,1.000,0.000,+0.362,1.000,0.000,1,-0.187,239.98,0.003
65,20.411,1.057,11.73,4.293,8.17,5,18,27.00,7.15,+0.291,1.000,0.000,-0.275,0.740,0.000,1,-0.469,245.62,0.226
66,20.822,1.167,12.71,4.281,5.70,5,18,27.00,7.39,+0.203,1.000,0.000,-0.216,1.000,0.000,1,-0.373,109.94,0.059
67,21.233,1.267,12.64,4.266,5.17,5,18,27.00,7.44,+0.184,1.000,0.000,-0.021,1.000,0.000,1,-0.469,147.92,0.041
68,21.644,1.358,12.41,4.263,6.25,5,18,27.00,7.35,+0.222,1.000,0.000,-0.499,0.744,0.000,1,-0.501,245.97,0.335
69,22.057,1.446,12.37,4.259,6.89,5,18,27.00,7.29,+0.245,1.000,0.000,-0.733,0.865,0.000,1,-0.500,124.66,0.515
70,22.471,1.520,11.69,4.220,10.07,5,18,27.00,6.94,+0.359,1.000,0.000,-0.833,0.554,0.000,1,-0.500,233.06,1.257
71,22.884,1.576,10.39,4.179,12.90,5,18,27.00,6.60,+0.459,1.000,0.000,-0.919,0.589,0.000,1,-0.500,276.69,1.352
72,23.295,1.611,8.75,4.137,18.00,5,18,27.00,6.00,+0.641,1.000,0.000,-0.917,0.529,0.000,1,-0.502,130.11,1.822
73,23.705,1.625,6.93,4.112,18.00,5,18,27.00,6.00,+0.641,1.000,0.000,-0.998,0.555,0.000,1,-0.496,188.63,1.513
74,24.114,1.618,5.00,4.095,24.53,5,18,27.00,5.33,+0.874,1.000,0.000,-0.822,0.367,0.000,1,-0.501,235.77,2.376
75,24.521,1.591,2.85,4.060,28.07,5,18,27.00,5.02,+1.000,1.000,0.000,-0.871,0.339,0.000,1,-0.507,199.55,2.400
76,24.924,1.548,0.69,4.029,27.44,5,18,27.00,5.07,+0.977,1.000,0.000,-0.542,0.632,0.000,1,-0.505,253.13,1.297
77,25.322,1.492,-1.62,4.041,28.07,5,18,27.00,5.02,+1.000,1.000,0.000,-0.570,0.700,0.000,1,-0.501,226.22,1.173
78,25.721,1.429,-3.53,4.061,28.07,5,18,27.00,5.02,+1.000,1.000,0.000,-0.528,1.000,0.000,1,-0.494,233.86,1.053
79,26.119,1.355,-5.35,4.072,28.07,5,18,27.00,5.01,+1.000,1.000,0.000,-0.921,1.000,0.000,1,-0.485,200.20,1.299
80,26.517,1.273,-7.05,4.073,25.69,5,18,27.00,5.23,+0.915,1.000,0.000,-0.589,1.000,0.000,1,-0.502,175.27,0.994
81,26.909,1.176,-9.24,4.055,25.60,5,18,27.00,5.23,+0.912,1.000,0.000,-0.314,0.810,0.000,1,-0.504,136.63,0.738
82,27.298,1.068,-11.20,4.088,24.33,5,18,27.00,5.35,+0.867,1.000,0.000,-0.751,1.000,0.000,1,-0.502,117.51,0.853
83,27.689,0.954,-12.52,4.083,21.14,5,18,27.00,5.67,+0.753,1.000,0.000,-0.332,1.000,0.000,1,-0.502,117.62,0.415
84,28.075,0.829,-14.20,4.108,22.52,5,18,27.00,5.53,+0.802,1.000,0.000,-0.271,1.000,0.000,1,-0.502,121.22,0.404
85,28.464,0.703,-15.19,4.138,17.19,5,18,27.00,6.09,+0.612,1.000,0.000,+0.610,1.000,0.000,1,-0.490,109.39,0.041
86,28.854,0.573,-16.23,4.155,18.46,5,18,27.00,5.95,+0.658,1.000,0.000,+0.654,1.000,0.000,1,-0.465,64.07,0.027
87,29.247,0.455,-16.22,4.131,21.65,5,18,27.00,5.61,+0.771,1.000,0.000,+0.769,1.000,0.000,1,-0.444,60.04,0.016
88,29.643,0.355,-15.46,4.106,17.82,5,18,27.00,6.02,+0.635,1.000,0.000,+0.634,1.000,0.000,1,-0.371,59.68,0.006
