t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.1800,clay,0.500,0.072,0.3030,0.0542,-0.0331,-0.0083,0.0422,0.2358,0.0047,0.0048,0.0047,0.0047,0.0184
0.1920,clay,0.500,0.078,0.3258,0.0292,0.0461,-0.0204,0.0166,0.1639,0.0036,0.0038,0.0037,0.0037,0.0562
0.2040,clay,0.500,0.089,0.3712,0.0295,0.0378,-0.0534,1.4681,-4.9211,0.0046,0.0040,0.0043,0.0043,0.1575
0.2160,clay,0.500,0.089,0.3712,0.0511,-0.0122,-0.0566,-0.4307,-0.0542,0.0225,0.0218,0.0219,0.0219,0.2227
0.2280,clay,0.500,0.095,0.3939,-0.1152,0.0037,-0.0124,0.0711,0.2130,0.0092,0.0083,0.0085,0.0085,0.2228
0.2400,clay,0.500,0.102,0.4167,-0.0468,0.0057,-0.0094,-0.0276,0.0549,0.0077,0.0069,0.0070,0.0070,0.2191
0.2520,clay,0.500,0.109,0.4394,-0.0311,-0.0319,-0.0236,0.7166,-1.1768,0.0067,0.0058,0.0060,0.0060,0.2367
0.2640,clay,0.500,0.116,0.4621,0.0499,-0.0466,-0.0177,-0.4969,0.3581,0.0073,0.0064,0.0065,0.0065,0.2503
0.2760,clay,0.500,0.123,0.4848,0.0251,-0.0476,-0.0138,-0.2580,-0.2333,0.0062,0.0053,0.0055,0.0055,0.2535
0.2880,clay,0.500,0.131,0.5076,0.0214,-0.0741,-0.0154,-0.4528,0.3102,0.0062,0.0054,0.0055,0.0055,0.2608
0.3000,clay,0.500,0.139,0.5303,-0.0413,-0.0175,-0.0218,-0.2445,-1.4306,0.0059,0.0051,0.0052,0.0052,0.2798
0.3120,clay,0.500,0.147,0.5530,-0.0112,0.0221,-0.0192,-0.0396,-0.4601,0.0064,0.0055,0.0056,0.0056,0.3006
0.3240,clay,0.500,0.155,0.5758,0.0035,0.0030,-0.0198,0.3254,-0.2691,0.0053,0.0044,0.0045,0.0045,0.3128
0.3360,clay,0.500,0.164,0.5985,0.0156,-0.0369,-0.0146,-0.2535,0.2781,0.0049,0.0041,0.0042,0.0042,0.3153
0.3480,clay,0.500,0.172,0.6212,0.0118,-0.0295,-0.0146,0.0048,1.1206,0.0012,0.0004,0.0005,0.0005,0.3189
0.3600,clay,0.500,0.181,0.6439,0.0481,0.0578,-0.0176,0.1104,0.0397,0.0011,0.0004,0.0005,0.0005,0.3360
0.3720,clay,0.500,0.190,0.6667,0.0807,-0.0420,-0.0210,0.2288,-0.4364,-0.0018,-0.0027,-0.0026,-0.0026,0.3542
0.3840,clay,0.500,0.200,0.6894,0.0885,0.0125,-0.0140,0.8894,0.6200,0.0022,0.0013,0.0014,0.0014,0.3604
0.3960,clay,0.500,0.209,0.7121,0.0137,-0.0172,-0.0168,0.1624,0.0493,0.0016,0.0008,0.0009,0.0009,0.3670
0.4080,clay,0.500,0.228,0.7576,0.0513,0.0928,-0.0167,-0.0900,-0.2970,0.0019,0.0011,0.0011,0.0011,0.3858
0.4200,clay,0.500,0.228,0.7576,0.0691,-0.0399,-0.0172,-0.2409,-0.4116,0.0004,-0.0004,-0.0004,-0.0004,0.3981
0.4320,clay,0.500,0.238,0.7803,-0.0216,-0.0312,-0.0100,0.3588,-1.2888,-0.0000,0.0136,-0.0497,0.1172,0.4056
0.4440,clay,0.500,0.248,0.8030,0.0064,0.0161,-0.0142,0.1527,1.4201,-0.5881,0.9293,-0.1337,-0.0175,0.4088
0.4560,clay,0.500,0.258,0.8258,0.0280,0.0287,-0.0163,0.3934,1.1476,-0.8327,1.1231,-0.1410,0.0101,0.4083
0.4680,clay,0.500,0.269,0.8485,-0.0408,-0.1367,-0.0073,0.5184,-0.3566,-0.3631,0.2131,-0.0466,0.0303,0.4053
0.4800,clay,0.500,0.279,0.8712,-0.0027,0.0071,-0.0159,0.9374,0.3975,-0.0530,-0.0556,-0.2244,-0.1239,0.4133
0.4920,clay,0.500,0.289,0.8939,0.1201,0.0219,-0.0177,1.6904,-0.3812,0.0839,0.1652,-0.1904,-0.1935,0.4246
0.5040,clay,0.500,0.300,0.9167,-0.0302,-0.0513,-0.0190,1.0322,-0.0988,-0.0062,0.2339,0.1105,-0.5089,0.4326
0.5160,clay,0.500,0.311,0.9394,0.1738,-0.0284,-0.0198,2.4837,-2.2344,-0.5787,0.6891,0.7739,-0.6951,0.4366
0.5280,clay,0.500,0.321,0.9621,0.0379,-0.0757,-0.0087,-0.1527,-2.5312,-0.6717,0.6315,0.8654,-0.3695,0.4416
0.5400,clay,0.500,0.332,0.9848,-0.0184,0.0572,-0.0042,-5.3888,-0.6786,-1.2049,0.7203,0.4566,-0.0816,0.4472
0.5520,clay,0.500,0.343,1.0000,0.0170,-0.0482,-0.0088,-2.8069,1.6448,-0.5658,0.6399,-0.1540,0.2581,0.4457
0.5640,clay,0.500,0.354,1.0000,0.0277,0.0875,-0.0082,-2.5630,-0.7632,0.0266,0.1044,-0.2590,0.5124,0.4473
0.5760,clay,0.500,0.365,1.0000,0.0268,0.0590,-0.0104,-3.0338,-0.2756,-0.1161,0.3406,0.2649,0.3353,0.4507
