t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0960,dirt,0.700,0.042,0.1894,0.0480,0.0247,-0.0736,-0.1330,-1.5401,0.0196,0.0195,0.0194,0.0194,0.1954
0.1080,dirt,0.700,0.087,0.3485,-0.0492,-0.0304,-0.0142,3.8147,3.3251,0.0174,0.0142,0.0153,0.0154,0.2471
0.1200,dirt,0.700,0.093,0.3712,-0.0144,-0.0141,-0.0186,2.5987,-3.8744,0.0130,0.0097,0.0108,0.0109,0.2500
0.1320,dirt,0.700,0.099,0.3939,0.0001,-0.0284,-0.0167,0.5155,0.5813,0.0105,0.0072,0.0083,0.0084,0.2463
0.1440,dirt,0.700,0.106,0.4167,0.0836,-0.0073,-0.0164,-0.1471,0.2884,0.0035,0.0000,0.0013,0.0014,0.2437
0.1560,dirt,0.700,0.112,0.4394,0.0280,0.0859,-0.0172,0.3512,-0.1317,0.0077,0.0042,0.0054,0.0056,0.2414
0.1680,dirt,0.700,0.119,0.4621,0.0573,0.0121,-0.0158,-0.0695,0.1322,0.0080,0.0045,0.0057,0.0059,0.2381
0.1800,dirt,0.700,0.126,0.4848,-0.0201,-0.0221,-0.0183,0.0961,1.2993,0.0079,0.0041,0.0055,0.0056,0.2390
0.1920,dirt,0.700,0.134,0.5076,-0.0233,0.0150,-0.0250,1.0761,-0.7211,0.0127,0.0090,0.0103,0.0105,0.2556
0.2040,dirt,0.700,0.150,0.5530,-0.0576,0.0412,-0.0282,0.0687,0.0110,0.0096,0.0060,0.0073,0.0074,0.2838
0.2160,dirt,0.700,0.150,0.5530,-0.0740,-0.0183,-0.0296,0.0019,0.0308,0.0094,0.0058,0.0071,0.0072,0.3070
0.2280,dirt,0.700,0.158,0.5758,-0.0167,0.0175,-0.0101,-0.0202,-0.0236,0.0077,0.0044,0.0056,0.0058,0.2753
0.2400,dirt,0.700,0.166,0.5985,0.0243,-0.0442,-0.0104,0.0395,-0.1150,-0.0152,-0.0099,-0.0112,-0.0108,0.2649
0.2520,dirt,0.700,0.175,0.6212,0.0267,0.0417,-0.0251,-1.8937,-0.5497,-0.0001,0.0017,0.0020,0.0014,0.2962
0.2640,dirt,0.700,0.184,0.6439,0.0254,0.0351,-0.0284,0.1009,-0.1128,-0.0001,0.0016,0.0020,0.0013,0.3313
