t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0960,clay,0.500,0.082,0.3258,0.0832,-0.0113,-0.0475,3.3100,-9.9563,0.0128,0.0123,0.0114,0.0120,0.1106
0.1080,clay,0.500,0.087,0.3485,-0.0756,-0.0404,-0.0562,0.3847,-0.7426,0.0166,0.0161,0.0153,0.0159,0.2099
0.1200,clay,0.500,0.093,0.3712,0.0426,-0.0234,-0.0349,0.2211,0.3583,0.0134,0.0108,0.0108,0.0119,0.2679
0.1320,clay,0.500,0.099,0.3939,-0.0643,-0.0159,-0.0133,-3.6262,-0.3595,0.0122,0.0104,0.0096,0.0115,0.2727
0.1440,clay,0.500,0.106,0.4167,-0.0212,-0.0279,-0.0049,-0.0196,1.7662,0.0054,0.0035,0.0030,0.0049,0.2589
0.1560,clay,0.500,0.112,0.4394,0.0427,-0.1076,-0.0090,0.6578,0.0839,0.0046,0.0027,0.0022,0.0041,0.2451
0.1680,clay,0.500,0.119,0.4621,0.0157,0.0134,-0.0126,-0.0077,-1.2598,0.0035,0.0015,0.0010,0.0029,0.2409
0.1800,clay,0.500,0.126,0.4848,0.0119,-0.0456,-0.0150,0.0745,0.4851,0.0053,0.0033,0.0029,0.0047,0.2427
0.1920,clay,0.500,0.134,0.5076,-0.0298,0.0085,-0.0293,0.7687,-1.5819,0.0083,0.0063,0.0058,0.0077,0.2855
0.2040,clay,0.500,0.150,0.5530,-0.0036,0.0379,-0.0248,0.3133,-0.2275,0.0107,0.0084,0.0080,0.0099,0.2971
0.2160,clay,0.500,0.150,0.5530,0.0029,0.0227,-0.0097,-1.6691,0.0266,0.0067,0.0044,0.0039,0.0058,0.2723
0.2280,clay,0.500,0.158,0.5758,-0.0894,-0.0337,-0.0185,-0.6247,0.7944,0.0023,0.0007,0.0001,0.0020,0.2764
0.2400,clay,0.500,0.166,0.5985,-0.0424,0.0128,-0.0199,-0.4613,1.9035,0.0038,0.0022,0.0016,0.0035,0.2985
0.2520,clay,0.500,0.175,0.6212,0.0057,-0.0343,-0.0270,0.1060,-0.8506,0.0063,0.0048,0.0042,0.0061,0.3265
0.2640,clay,0.500,0.184,0.6439,-0.0237,0.0227,-0.0236,0.1381,-0.0075,0.0074,0.0059,0.0052,0.0071,0.3547
0.2760,clay,0.500,0.192,0.6667,-0.0236,0.0560,-0.0216,-1.4736,0.3862,0.0069,0.0052,0.0045,0.0064,0.3636
0.2880,clay,0.500,0.202,0.6894,-0.0839,0.0034,-0.0183,0.4926,0.1759,0.0052,0.0035,0.0028,0.0046,0.3570
0.3000,clay,0.500,0.211,0.7121,0.0554,0.0858,-0.0191,-0.0427,0.4433,0.0021,0.0004,-0.0003,0.0015,0.3546
0.3120,clay,0.500,0.220,0.7348,0.0386,0.0782,-0.0232,1.7657,0.9703,0.0011,-0.0012,-0.0018,0.0001,0.3659
0.3240,clay,0.500,0.230,0.7576,0.0143,-0.1038,-0.0236,0.0328,0.2347,-0.0004,-0.0027,-0.0032,-0.0014,0.3938
0.3360,clay,0.500,0.240,0.7803,-0.0553,0.0018,-0.0204,0.1315,-0.2986,0.0007,-0.0015,-0.0021,-0.0003,0.4070
0.3480,clay,0.500,0.250,0.8030,0.1020,-0.1159,-0.0198,0.1388,-0.1741,0.0001,-0.0022,-0.0027,-0.0009,0.4172
0.3600,clay,0.500,0.260,0.8258,0.0632,0.0410,-0.0203,-0.1186,-0.2861,-0.0031,-0.0054,-0.0059,-0.0041,0.4264
0.3720,clay,0.500,0.270,0.8485,-0.0207,0.1388,-0.0200,-0.0304,0.0440,-0.0050,-0.0073,-0.0078,-0.0060,0.4331
0.3840,clay,0.500,0.280,0.8712,-0.0404,0.0168,-0.0201,0.0061,-0.0332,-0.0078,-0.0101,-0.0106,-0.0088,0.4403
0.3960,clay,0.500,0.291,0.8939,0.0864,0.0628,-0.0184,-0.1020,0.2130,-0.0110,-0.0133,-0.0139,-0.0121,0.4519
0.4080,clay,0.500,0.312,0.9394,0.0092,-0.0038,-0.0216,-0.4016,-0.5245,-0.0132,-0.0155,-0.0161,-0.0143,0.4700
0.4200,clay,0.500,0.312,0.9394,0.0530,0.0077,-0.0199,-0.0055,-0.9003,-0.0290,-0.0162,-0.0198,-0.0180,0.4852
0.4320,clay,0.500,0.322,0.9621,-0.0439,-0.0678,-0.0150,0.0625,-1.9433,-0.0993,0.0543,-0.1837,0.1277,0.4910
0.4440,clay,0.500,0.333,0.9844,-0.0815,-0.0192,-0.0165,-0.5965,0.9161,-1.1717,1.2619,-0.1757,0.0692,0.4896
0.4560,clay,0.500,0.344,0.9966,-0.0136,0.0872,-0.0223,0.2813,2.1163,-1.4714,1.3948,-0.1095,-0.0356,0.4719
0.4680,clay,0.500,0.355,0.9999,-0.0341,0.0916,-0.0097,0.6626,0.4077,-0.5594,0.4463,-0.2045,-0.0426,0.4572
0.4800,clay,0.500,0.366,0.9995,0.0145,0.0130,-0.0171,-0.0634,-0.5864,-0.0993,-0.1038,-0.3451,-0.1369,0.4560
0.4920,clay,0.500,0.377,1.0000,0.0705,0.0115,-0.0181,1.8779,-0.2168,-0.2660,0.1105,-0.1205,-0.1059,0.4606
0.5040,clay,0.500,0.388,1.0000,0.0811,0.0023,-0.0167,1.0664,0.2382,-0.2944,0.4325,0.3485,-0.6968,0.4574
0.5160,clay,0.500,0.400,1.0000,0.1077,-0.0239,-0.0138,1.5231,-1.8782,-0.4020,0.3698,0.7443,-0.9912,0.4530
0.5280,clay,0.500,0.411,1.0000,0.1356,-0.1346,-0.0238,-0.4465,-1.3655,-0.9569,0.9353,0.7065,-1.0116,0.4518
