t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.1800,sand,1.100,0.014,0.3030,0.0053,-0.0229,-0.0489,2.9785,0.8624,0.0040,0.0058,0.0049,0.0049,0.0860
0.1920,sand,1.100,0.016,0.3258,0.0029,0.0035,-0.0547,0.0084,0.2263,0.0144,0.0161,0.0153,0.0153,0.1835
0.2040,sand,1.100,0.023,0.3712,-0.0276,-0.1397,-0.0543,-0.1480,-0.2505,0.0178,0.0196,0.0185,0.0187,0.2494
0.2160,sand,1.100,0.023,0.3712,-0.0590,-0.0148,-0.0221,-2.9461,0.4167,0.0111,0.0127,0.0118,0.0119,0.2516
0.2280,sand,1.100,0.027,0.3939,0.0543,0.0221,-0.0133,0.0933,-0.3966,0.0068,0.0083,0.0074,0.0075,0.2451
0.2400,sand,1.100,0.031,0.4167,-0.0109,-0.0205,-0.0093,0.0146,0.1105,0.0038,0.0053,0.0044,0.0045,0.2395
0.2520,sand,1.100,0.036,0.4394,0.0841,0.0609,-0.0109,0.1281,0.2295,0.0030,0.0046,0.0036,0.0038,0.2354
0.2640,sand,1.100,0.041,0.4621,0.0146,0.0379,-0.0166,0.2314,-0.0260,0.0014,0.0030,0.0021,0.0022,0.2398
0.2760,sand,1.100,0.047,0.4848,0.0827,0.0520,-0.0175,0.3290,0.4424,0.0031,0.0046,0.0037,0.0038,0.2526
0.2880,sand,1.100,0.053,0.5076,0.0044,0.0683,-0.0203,0.7870,0.1345,0.0059,0.0074,0.0065,0.0066,0.2730
0.3000,sand,1.100,0.059,0.5303,-0.0519,0.0234,-0.0184,-0.2785,-0.2483,0.0074,0.0090,0.0081,0.0082,0.2878
0.3120,sand,1.100,0.065,0.5530,0.0048,0.0511,-0.0189,-0.2646,1.1727,0.0054,0.0069,0.0060,0.0062,0.2997
0.3240,sand,1.100,0.072,0.5758,-0.0349,0.0352,-0.0202,0.2201,-0.2234,0.0062,0.0077,0.0068,0.0069,0.3063
0.3360,sand,1.100,0.079,0.5985,0.0398,0.0676,-0.0137,-0.1638,-0.1938,0.0028,0.0043,0.0035,0.0036,0.3087
0.3480,sand,1.100,0.086,0.6212,-0.0307,-0.0755,-0.0220,-0.7680,-0.6099,0.0031,0.0046,0.0038,0.0039,0.3285
0.3600,sand,1.100,0.094,0.6439,0.0202,0.0473,-0.0198,-0.2543,-0.4661,0.0047,0.0063,0.0054,0.0056,0.3440
0.3720,sand,1.100,0.102,0.6667,0.0038,-0.0350,-0.0163,0.3020,0.1642,0.0040,0.0056,0.0047,0.0048,0.3484
0.3840,sand,1.100,0.110,0.6894,0.0378,-0.0387,-0.0153,-0.0422,0.0899,0.0029,0.0044,0.0036,0.0037,0.3543
0.3960,sand,1.100,0.118,0.7121,-0.0632,0.0877,-0.0173,-0.0003,0.0332,0.0028,0.0044,0.0035,0.0036,0.3669
0.4080,sand,1.100,0.135,0.7576,-0.0433,-0.0401,-0.0203,0.1324,0.2295,0.0026,0.0042,0.0033,0.0034,0.3868
0.4200,sand,1.100,0.135,0.7576,0.0479,0.0565,-0.0186,0.2631,-0.2340,0.0048,0.0064,0.0055,0.0057,0.3980
0.4320,sand,1.100,0.144,0.7803,0.0029,0.0193,-0.0150,0.2812,-0.4007,0.0686,-0.0374,-0.0384,0.1197,0.4066
0.4440,sand,1.100,0.153,0.8030,0.0679,-0.0100,-0.0156,0.4299,0.6694,-0.2755,0.4352,-0.1394,0.1591,0.4113
0.4560,sand,1.100,0.162,0.8258,0.1384,0.0544,-0.0179,2.4895,2.0178,-0.7559,1.2121,-0.1948,-0.2772,0.4132
0.4680,sand,1.100,0.172,0.8485,0.0334,0.0331,-0.0052,0.6927,-0.3201,-0.8286,1.2774,-0.1351,-0.1285,0.4143
0.4800,sand,1.100,0.181,0.8712,0.0107,0.0519,-0.0123,0.5158,-0.4618,-0.4875,0.8654,-0.0415,0.0453,0.4183
0.4920,sand,1.100,0.191,0.8939,-0.0098,0.0344,-0.0257,1.2077,0.3217,0.0605,0.4269,0.0002,0.0476,0.4258
0.5040,sand,1.100,0.201,0.9167,0.0458,-0.1534,-0.0342,0.7316,0.2917,-0.1151,0.3515,-0.0442,-0.1742,0.4361
0.5160,sand,1.100,0.211,0.9394,0.0590,0.0448,-0.0315,3.7483,1.3858,-1.2689,1.4658,1.0686,-1.5133,0.4415
0.5280,sand,1.100,0.221,0.9621,0.0452,-0.1062,0.0030,-2.5111,-0.7614,-1.5200,1.7141,0.9892,-1.2908,0.4455
0.5400,sand,1.100,0.231,0.9848,-0.0506,0.0623,-0.0000,-1.0605,2.7390,-1.9376,2.2241,1.6029,-1.7909,0.4533
0.5520,sand,1.100,0.241,1.0000,0.1077,-0.0322,0.0086,1.4350,0.4286,-1.5268,1.9162,2.2013,-1.8051,0.4543
0.5640,sand,1.100,0.252,1.0000,0.0622,0.0903,0.0057,-12.5194,-1.7733,-1.4526,1.9691,0.4384,-0.4761,0.4560
0.5760,sand,1.100,0.262,1.0000,-0.0153,-0.0091,-0.0004,0.0012,-0.3903,-0.0417,1.1541,0.1068,-0.3393,0.4530
0.5880,sand,1.100,0.273,1.0000,0.0181,-0.0415,0.0174,-1.5548,-2.4699,-0.4310,1.1339,0.3443,-0.0155,0.4506
0.6000,sand,1.100,0.283,1.0000,-0.0132,-0.0898,0.0184,-1.5313,-1.0084,0.3307,-0.1228,0.2145,-0.0371,0.4526
0.6120,sand,1.100,0.294,1.0000,0.0064,-0.0496,0.0249,-1.1736,-0.2917,-0.0668,0.2157,0.2829,0.0057,0.4552
0.6240,sand,1.100,0.305,1.0000,-0.1140,-0.0978,0.0272,-0.4235,-0.8798,-0.2355,0.2061,0.3261,0.1599,0.4525
0.6360,sand,1.100,0.316,1.0000,-0.0983,-0.0404,0.0204,0.0080,-0.1929,0.0640,0.4205,0.2481,0.2129,0.4532
0.6480,sand,1.100,0.327,1.0000,-0.0318,-0.0631,0.0026,-2.5192,-0.4973,-0.2540,0.7728,0.1883,0.3759,0.4629
0.6600,sand,1.100,0.338,1.0000,0.0015,-0.1047,0.0025,-0.9791,-0.0823,-0.4984,1.0461,-0.0322,0.4184,0.4695
