t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0240,dirt,0.700,0.042,0.1894,-0.0552,-0.0130,-0.0170,6.1051,0.0274,-0.0048,-0.0044,-0.0045,-0.0045,0.0461
0.0360,dirt,0.700,0.046,0.2121,0.0352,0.0062,-0.0388,-0.2047,0.0196,0.0174,0.0178,0.0178,0.0178,0.1193
0.0480,dirt,0.700,0.050,0.2348,0.0163,-0.0473,-0.0088,-0.0500,-0.1380,0.0276,0.0276,0.0278,0.0278,0.1524
0.0600,dirt,0.700,0.054,0.2576,-0.0333,0.0331,-0.0014,0.3234,0.2435,-0.0168,-0.0168,-0.0166,-0.0166,0.1543
0.0720,dirt,0.700,0.059,0.2803,0.0876,-0.0186,0.0015,0.2174,0.0448,-0.0192,-0.0192,-0.0190,-0.0190,0.1560
0.0840,dirt,0.700,0.064,0.3030,-0.0292,-0.0349,-0.0041,0.3402,-0.2141,-0.0061,-0.0061,-0.0059,-0.0059,0.1617
0.0960,dirt,0.700,0.070,0.3258,-0.0237,0.0005,-0.0035,-0.0834,-0.0381,0.0014,0.0014,0.0017,0.0017,0.1709
0.1080,dirt,0.700,0.076,0.3485,-0.0549,-0.0122,-0.0076,0.0348,-0.1241,0.0018,0.0017,0.0020,0.0020,0.1857
0.1200,dirt,0.700,0.082,0.3712,0.0189,0.0484,-0.0067,0.0430,0.0542,0.0023,0.0022,0.0025,0.0025,0.1990
0.1320,dirt,0.700,0.089,0.3939,0.0527,-0.0265,-0.0082,0.6551,-0.6018,0.0022,0.0022,0.0024,0.0024,0.2112
0.1440,dirt,0.700,0.096,0.4167,-0.0140,0.0248,-0.0057,-0.0084,-0.2309,0.0022,0.0022,0.0025,0.0025,0.2205
0.1560,dirt,0.700,0.103,0.4394,0.0437,-0.0492,-0.0062,0.0481,-0.1491,0.0020,0.0019,0.0022,0.0022,0.2312
0.1680,dirt,0.700,0.110,0.4621,0.0529,-0.0136,-0.0086,0.1882,-0.6279,0.0021,0.0021,0.0023,0.0023,0.2445
0.1800,dirt,0.700,0.118,0.4848,0.0641,0.0124,-0.0058,0.2489,-0.4133,0.0007,0.0006,0.0009,0.0009,0.2510
0.1920,dirt,0.700,0.126,0.5076,-0.0364,0.0340,-0.0118,0.8522,1.7329,0.0007,0.0010,0.0010,0.0010,0.2705
0.2040,dirt,0.700,0.142,0.5530,-0.0065,-0.0774,-0.0111,0.4060,0.0139,0.0012,0.0015,0.0015,0.0015,0.2952
0.2160,dirt,0.700,0.142,0.5530,0.0619,0.0683,-0.0024,-0.8810,-3.5177,-0.0000,0.0015,0.0013,0.0013,0.2840
0.2280,dirt,0.700,0.151,0.5758,0.0355,-0.1252,-0.0098,-0.1638,0.0493,-0.0013,0.0001,-0.0001,-0.0001,0.2985
0.2400,dirt,0.700,0.159,0.5985,-0.0170,-0.0275,-0.0103,-0.0030,-0.2143,0.0003,0.0016,0.0014,0.0014,0.3197
0.2520,dirt,0.700,0.168,0.6212,0.0394,-0.0681,-0.0025,-0.5571,0.4650,-0.0015,-0.0002,-0.0004,-0.0003,0.3210
0.2640,dirt,0.700,0.177,0.6439,-0.0099,0.0033,-0.0044,0.0165,-0.0020,-0.0019,-0.0004,-0.0007,-0.0007,0.3311
0.2760,dirt,0.700,0.187,0.6667,-0.0767,0.1156,-0.0086,-0.1157,-0.1390,-0.0013,0.0001,-0.0001,-0.0001,0.3524
0.2880,dirt,0.700,0.196,0.6894,-0.0342,-0.0002,-0.0067,0.1460,-0.1833,-0.0017,-0.0003,-0.0005,-0.0005,0.3644
0.3000,dirt,0.700,0.206,0.7121,-0.0327,0.0202,-0.0048,1.4927,-0.3978,-0.0030,-0.0016,-0.0018,-0.0018,0.3713
0.3120,dirt,0.700,0.215,0.7348,0.1158,0.0682,-0.0069,0.1433,-0.3574,-0.0044,-0.0030,-0.0033,-0.0032,0.3816
0.3240,dirt,0.700,0.225,0.7576,0.0032,0.0087,-0.0051,-0.2007,0.0641,-0.0047,-0.0032,-0.0035,-0.0035,0.3941
0.3360,dirt,0.700,0.235,0.7803,-0.0031,0.0662,-0.0051,-0.1211,0.0800,-0.0067,-0.0052,-0.0055,-0.0054,0.4069
0.3480,dirt,0.700,0.245,0.8030,-0.1097,-0.0093,-0.0053,-0.0167,-0.0004,-0.0083,-0.0068,-0.0071,-0.0071,0.4198
0.3600,dirt,0.700,0.256,0.8258,-0.0078,0.0065,-0.0048,0.4290,-0.7183,-0.0105,-0.0089,-0.0093,-0.0093,0.4301
0.3720,dirt,0.700,0.266,0.8485,-0.0428,0.0438,-0.0068,0.2710,-0.2349,-0.0157,-0.0142,-0.0145,-0.0145,0.4381
0.3840,dirt,0.700,0.277,0.8712,0.0187,0.0578,-0.0046,0.0182,0.0284,-0.0154,-0.0138,-0.0142,-0.0142,0.4480
0.3960,dirt,0.700,0.287,0.8939,0.0100,0.0710,-0.0063,0.2590,-0.0795,-0.0161,-0.0146,-0.0149,-0.0149,0.4609
0.4080,dirt,0.700,0.309,0.9394,0.0245,-0.0301,-0.0063,0.0514,0.0941,-0.0216,-0.0201,-0.0204,-0.0204,0.4743
