t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.1800,sand,1.100,0.000,0.1894,0.0145,0.0702,-0.0572,2.6694,-1.8988,0.0068,0.0073,0.0073,0.0072,0.0869
0.1920,sand,1.100,0.016,0.3258,-0.0637,-0.0352,-0.0535,-0.7659,-0.3004,0.0137,0.0141,0.0141,0.0141,0.1872
0.2040,sand,1.100,0.023,0.3712,-0.1138,-0.0735,-0.0469,0.9149,0.5140,0.0116,0.0109,0.0115,0.0115,0.2238
0.2160,sand,1.100,0.023,0.3712,-0.0238,-0.0617,-0.0108,-0.8468,0.3479,0.0040,0.0033,0.0039,0.0039,0.2125
0.2280,sand,1.100,0.027,0.3939,0.0905,-0.0364,-0.0114,0.0367,0.0397,0.0039,0.0032,0.0038,0.0038,0.2048
0.2400,sand,1.100,0.031,0.4167,0.0008,-0.0724,-0.0121,-0.0300,-0.0592,0.0035,0.0027,0.0034,0.0034,0.2073
0.2520,sand,1.100,0.036,0.4394,-0.0449,0.0307,-0.0219,0.2741,-0.2339,0.0042,0.0034,0.0040,0.0041,0.2324
0.2640,sand,1.100,0.041,0.4621,-0.0098,-0.0493,-0.0229,0.1726,0.1072,0.0078,0.0070,0.0076,0.0076,0.2481
0.2760,sand,1.100,0.047,0.4848,-0.0445,-0.0708,-0.0139,-0.0836,0.6083,0.0073,0.0065,0.0072,0.0072,0.2502
0.2880,sand,1.100,0.053,0.5076,0.0182,0.0610,-0.0213,0.0461,-0.5243,0.0064,0.0057,0.0063,0.0063,0.2627
0.3000,sand,1.100,0.059,0.5303,-0.0445,-0.0256,-0.0241,0.1143,-0.4612,0.0083,0.0075,0.0081,0.0081,0.2853
0.3120,sand,1.100,0.065,0.5530,-0.0201,0.0805,-0.0160,0.0613,0.0642,0.0061,0.0054,0.0059,0.0060,0.2920
0.3240,sand,1.100,0.072,0.5758,-0.0290,0.0886,-0.0156,0.0038,0.1296,0.0057,0.0049,0.0055,0.0055,0.2943
0.3360,sand,1.100,0.079,0.5985,-0.0063,-0.0460,-0.0169,-0.2898,-0.1401,0.0051,0.0046,0.0051,0.0051,0.3084
0.3480,sand,1.100,0.086,0.6212,-0.0495,-0.0080,-0.0218,0.3557,-0.3734,0.0063,0.0057,0.0062,0.0063,0.3354
0.3600,sand,1.100,0.094,0.6439,-0.0605,-0.0106,-0.0184,0.9290,-0.3793,0.0065,0.0060,0.0065,0.0065,0.3383
0.3720,sand,1.100,0.102,0.6667,0.0584,0.0945,-0.0151,-0.8918,0.2353,0.0051,0.0045,0.0050,0.0051,0.3439
0.3840,sand,1.100,0.110,0.6894,0.0315,-0.0467,-0.0158,-0.3982,0.4029,0.0128,0.0121,0.0127,0.0127,0.3611
0.3960,sand,1.100,0.118,0.7121,0.0022,0.0323,-0.0235,2.1659,0.2072,0.0029,0.0021,0.0027,0.0027,0.3799
0.4080,sand,1.100,0.135,0.7576,-0.0199,-0.0347,-0.0157,-0.0016,0.0256,0.0053,0.0045,0.0050,0.0050,0.3814
0.4200,sand,1.100,0.135,0.7576,-0.0463,0.0091,-0.0149,0.1227,-0.0425,-0.0001,-0.0009,-0.0004,-0.0004,0.3856
0.4320,sand,1.100,0.144,0.7803,0.0065,-0.0874,-0.0182,1.6081,1.1830,0.1821,-0.0848,-0.0540,0.1085,0.4070
0.4440,sand,1.100,0.153,0.8030,0.0309,0.0548,-0.0141,0.6729,0.8142,-0.1440,0.4237,-0.1650,0.1270,0.4192
