t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.1920,sand,1.100,0.018,0.3258,-0.0069,0.0432,-0.0404,2.9380,2.8452,0.0049,0.0047,0.0045,0.0045,0.0618
0.2040,sand,1.100,0.024,0.3712,-0.0033,0.0540,-0.0531,-1.6108,1.3207,-0.0010,-0.0014,-0.0012,-0.0013,0.1641
0.2160,sand,1.100,0.024,0.3712,0.0418,0.0494,-0.0613,0.0518,-0.2532,0.0201,0.0204,0.0195,0.0194,0.2539
0.2280,sand,1.100,0.028,0.3939,-0.0169,0.0318,-0.0035,0.1655,1.1309,0.0143,0.0138,0.0129,0.0128,0.2459
0.2400,sand,1.100,0.032,0.4167,-0.0380,0.0091,-0.0094,1.3219,-0.4816,0.0019,0.0014,0.0005,0.0004,0.2211
0.2520,sand,1.100,0.036,0.4394,-0.0697,-0.0607,-0.0150,-1.8686,0.9310,0.0009,0.0000,-0.0006,-0.0007,0.2188
0.2640,sand,1.100,0.041,0.4621,0.0049,-0.0127,-0.0220,0.0791,-0.7339,0.0033,0.0028,0.0019,0.0018,0.2435
0.2760,sand,1.100,0.046,0.4848,0.0143,-0.0604,-0.0245,0.7105,-0.4398,0.0065,0.0059,0.0050,0.0050,0.2695
0.2880,sand,1.100,0.052,0.5076,0.0273,0.0526,-0.0258,-0.0145,-0.0275,0.0089,0.0084,0.0075,0.0074,0.2881
0.3000,sand,1.100,0.058,0.5303,0.0653,0.0059,-0.0178,-2.1325,-1.8860,0.0082,0.0077,0.0068,0.0067,0.2893
0.3120,sand,1.100,0.064,0.5530,0.0968,0.0791,-0.0145,0.3004,0.1641,0.0048,0.0042,0.0034,0.0033,0.2831
0.3240,sand,1.100,0.071,0.5758,0.0623,-0.0887,-0.0199,0.5659,0.4922,0.0059,0.0052,0.0044,0.0043,0.2909
0.3360,sand,1.100,0.077,0.5985,-0.0068,-0.0162,-0.0237,-0.1170,-0.4653,0.0054,0.0048,0.0040,0.0039,0.3133
0.3480,sand,1.100,0.084,0.6212,-0.0308,0.0499,-0.0246,-0.1580,-0.1723,0.0079,0.0073,0.0065,0.0064,0.3340
0.3600,sand,1.100,0.092,0.6439,0.0085,-0.0089,-0.0194,1.8987,-0.1695,0.0081,0.0079,0.0069,0.0069,0.3393
0.3720,sand,1.100,0.099,0.6667,-0.0380,0.0400,-0.0170,0.1182,1.0604,0.0041,0.0038,0.0029,0.0028,0.3411
0.3840,sand,1.100,0.107,0.6894,0.0185,-0.0817,-0.0196,-0.0858,0.6649,0.0040,0.0036,0.0028,0.0027,0.3574
0.3960,sand,1.100,0.115,0.7121,0.0381,-0.0513,-0.0229,0.1415,0.1531,0.0061,0.0057,0.0049,0.0048,0.3766
0.4080,sand,1.100,0.132,0.7576,0.0184,0.0675,-0.0205,0.0089,0.0325,0.0071,0.0068,0.0059,0.0058,0.3928
0.4200,sand,1.100,0.132,0.7576,-0.0060,-0.0020,-0.0202,-0.4044,-0.1310,0.0065,0.0061,0.0053,0.0052,0.4010
0.4320,sand,1.100,0.141,0.7803,-0.0391,0.0851,-0.0153,0.0364,-0.7352,0.0221,0.0174,-0.0733,0.1280,0.4053
0.4440,sand,1.100,0.150,0.8030,0.0150,-0.0401,-0.0163,-0.3346,0.8374,-0.4013,0.5609,-0.1341,0.1267,0.4085
0.4560,sand,1.100,0.159,0.8258,-0.0457,-0.0043,-0.0210,1.6807,0.9349,-0.7356,1.1672,-0.1807,-0.2478,0.4103
0.4680,sand,1.100,0.168,0.8485,0.0190,0.0285,-0.0055,0.5208,-0.0675,-0.7031,1.2038,-0.1405,-0.1214,0.4145
0.4800,sand,1.100,0.178,0.8712,-0.0101,-0.0200,-0.0112,0.2696,-0.5320,-0.4877,0.8849,-0.0343,0.0337,0.4190
0.4920,sand,1.100,0.187,0.8939,-0.0439,0.0452,-0.0223,0.1973,0.1823,-0.0245,0.5010,-0.0820,-0.0221,0.4269
0.5040,sand,1.100,0.197,0.9167,0.0688,0.0812,-0.0322,0.3134,0.3915,0.1200,0.3425,-0.0829,-0.1516,0.4360
0.5160,sand,1.100,0.207,0.9394,0.1270,0.1146,-0.0353,0.8911,-0.5952,-1.1267,1.5889,1.1157,-1.5616,0.4429
0.5280,sand,1.100,0.217,0.9621,0.0191,-0.0995,-0.0007,-1.3446,-0.6796,-1.2731,1.6372,1.2490,-1.6319,0.4470
0.5400,sand,1.100,0.227,0.9848,0.0586,0.0070,0.0092,-0.1741,0.9106,-1.4297,1.7679,1.7219,-1.7959,0.4521
0.5520,sand,1.100,0.237,1.0000,0.0510,0.0473,0.0048,0.1515,0.7604,-1.4544,1.6450,2.3125,-1.6357,0.4544
0.5640,sand,1.100,0.247,1.0000,0.0220,-0.0817,0.0059,-9.2411,0.0743,-1.4447,1.7222,1.1644,-1.3050,0.4529
