t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.1800,sand,1.100,0.000,0.1894,0.0163,-0.0528,-0.0690,6.1705,-2.4258,0.0100,0.0100,0.0100,0.0100,0.0975
0.1920,sand,1.100,0.016,0.3258,-0.0106,-0.0370,-0.0628,-0.5116,-1.5021,0.0173,0.0160,0.0165,0.0165,0.2048
0.2040,sand,1.100,0.023,0.3712,-0.0714,-0.0342,-0.0330,-0.3567,1.0875,0.0165,0.0153,0.0156,0.0157,0.2233
0.2160,sand,1.100,0.023,0.3712,-0.0424,-0.0352,-0.0090,-1.1308,1.8631,0.0115,0.0101,0.0104,0.0105,0.2014
0.2280,sand,1.100,0.027,0.3939,-0.0551,-0.0382,-0.0184,-0.2090,0.1816,-0.0001,-0.0015,-0.0012,-0.0012,0.1973
0.2400,sand,1.100,0.031,0.4167,0.0984,0.0382,-0.0235,-0.3398,2.3254,0.0025,0.0014,0.0014,0.0015,0.2184
0.2520,sand,1.100,0.036,0.4394,0.0138,-0.0833,-0.0268,-0.1305,-0.7482,0.0073,0.0063,0.0063,0.0063,0.2409
0.2640,sand,1.100,0.041,0.4621,-0.0610,-0.0126,-0.0236,0.2098,0.2580,0.0092,0.0081,0.0081,0.0081,0.2474
0.2760,sand,1.100,0.047,0.4848,-0.0637,0.0287,-0.0187,0.3624,-0.0841,-0.0019,-0.0030,-0.0030,-0.0029,0.2493
0.2880,sand,1.100,0.053,0.5076,0.0712,0.0562,-0.0274,0.1778,-0.7617,0.0061,0.0050,0.0050,0.0051,0.2650
0.3000,sand,1.100,0.059,0.5303,0.0862,0.0720,-0.0275,-0.0238,-0.2126,0.0084,0.0073,0.0073,0.0074,0.2849
0.3120,sand,1.100,0.065,0.5530,-0.0063,0.0808,-0.0222,0.1218,-0.2706,0.0087,0.0076,0.0076,0.0077,0.3001
0.3240,sand,1.100,0.072,0.5758,0.0172,0.0834,-0.0226,0.0117,0.0087,0.0083,0.0073,0.0073,0.0073,0.3096
0.3360,sand,1.100,0.079,0.5985,-0.0488,-0.0179,-0.0233,-0.0462,0.0002,0.0076,0.0065,0.0066,0.0066,0.3167
0.3480,sand,1.100,0.086,0.6212,0.0030,0.0303,-0.0236,0.6715,-0.1579,0.0077,0.0066,0.0066,0.0067,0.3270
0.3600,sand,1.100,0.094,0.6439,-0.0041,-0.0312,-0.0227,0.0419,-0.1981,0.0079,0.0068,0.0068,0.0069,0.3407
0.3720,sand,1.100,0.102,0.6667,0.0750,0.0053,-0.0245,0.0179,0.0698,0.0082,0.0072,0.0072,0.0072,0.3528
0.3840,sand,1.100,0.110,0.6894,-0.0105,0.0234,-0.0221,-0.3437,0.8093,0.0075,0.0065,0.0065,0.0065,0.3622
