time,x,y,psi,u,v,omega,theta,pos_err,e_lat,v_max_path,delta_cmd,ax_cmd,vtheta_cmd,steering,throttle,braking,solve_time_ms,mpc_cost
0.0120,0.0604,-0.1177,-0.0038,-0.0683,0.0669,-0.0004,0.0000,0.1323,-0.1177,5.0000,0.0626,0.3000,5.0000,0.1185,0.1200,0.0000,1.010,168641.4674
0.0240,0.0486,0.0453,-0.0012,-0.0676,-0.0015,-0.0068,0.0000,0.0664,0.0453,5.0000,0.0618,0.3360,5.0000,0.1170,0.1344,0.0000,0.726,181404.4234
0.0360,0.1037,-0.0439,-0.0008,0.0581,0.0105,-0.0255,0.0000,0.1126,-0.0439,5.0000,0.0738,0.3720,5.0000,0.1397,0.1488,0.0000,0.809,169734.1508
0.0480,0.0406,0.1449,0.0023,-0.0406,-0.0630,-0.0103,0.0000,0.1505,0.1449,5.0000,0.0618,0.4080,5.0000,0.1170,0.1632,0.0000,0.797,176726.8890
0.0600,-0.0233,0.0057,-0.0085,-0.0562,0.0651,0.0021,0.0000,0.0240,0.0057,5.0000,0.0738,0.4440,5.0000,0.1397,0.1776,0.0000,0.827,182547.9956
0.0720,0.0713,-0.0481,0.0045,0.0128,-0.0101,0.0056,0.0000,0.0860,-0.0481,5.0000,0.0618,0.4800,5.0000,0.1170,0.1920,0.0000,0.791,169118.9697
0.0840,0.0281,0.0284,-0.0005,0.0435,0.0110,0.0131,0.0000,0.0400,0.0284,5.0000,0.0738,0.5160,5.0000,0.1397,0.2064,0.0000,0.791,164763.1359
0.0960,0.1528,-0.0037,-0.0022,0.0207,0.0597,0.0037,0.2500,0.0973,-0.0037,5.0000,0.0751,0.5520,5.0000,0.1422,0.2208,0.0000,0.921,159840.1017
0.1080,0.0740,-0.0832,0.0084,-0.0244,0.0323,-0.0061,0.0000,0.1113,-0.0832,5.0000,0.0643,0.5880,5.0000,0.1218,0.2352,0.0000,0.827,180309.5215
0.1200,0.1111,-0.0094,-0.0045,-0.0295,-0.0296,-0.0058,0.0000,0.1114,-0.0094,5.0000,0.0763,0.6240,5.0000,0.1445,0.2496,0.0000,0.784,165420.7007
0.1320,0.0166,-0.0180,-0.0000,-0.0179,-0.0164,0.0083,0.0000,0.0245,-0.0180,5.0000,0.0643,0.6600,5.0000,0.1218,0.2640,0.0000,0.797,165797.4860
0.1440,0.0003,-0.0366,0.0028,-0.0576,0.0527,0.0142,0.0000,0.0366,-0.0366,5.0000,0.0763,0.6960,5.0000,0.1445,0.2784,0.0000,0.819,162853.6593
0.1560,0.0829,-0.0213,-0.0031,-0.0840,-0.0154,0.0008,0.0000,0.0857,-0.0213,5.0000,0.0643,0.7320,5.0000,0.1218,0.2928,0.0000,0.743,156473.7405
0.1680,0.0016,-0.0815,0.0045,-0.0097,-0.0496,0.0021,0.0000,0.0815,-0.0815,5.0000,0.0763,0.7680,5.0000,0.1445,0.3072,0.0000,0.826,160449.1571
