time,x,y,psi,u,v,omega,theta,pos_err,e_lat,v_max_path,delta_cmd,ax_cmd,vtheta_cmd,steering,throttle,braking,solve_time_ms,mpc_cost
0.0120,0.0342,0.0024,-0.0057,0.0412,-0.0321,0.0021,0.0000,0.0342,0.0024,5.0000,0.0131,0.3000,5.0000,0.0249,0.1200,0.0000,2.477,332579.8617
0.0240,0.0870,0.0211,-0.0055,-0.0553,-0.0054,-0.0136,0.0000,0.0895,0.0211,5.0000,0.0164,0.3360,5.0000,0.0310,0.1344,0.0000,1.179,359936.4354
0.0360,0.0134,0.1226,0.0067,0.0080,0.0933,-0.0064,0.0000,0.1233,0.1226,5.0000,0.0081,0.3720,5.0000,0.0153,0.1488,0.0000,0.972,363490.7861
0.0480,0.0630,-0.0934,-0.0001,-0.0551,0.0056,0.0138,0.0000,0.1126,-0.0934,5.0000,0.0201,0.4080,5.0000,0.0381,0.1632,0.0000,1.035,353609.6593
0.0600,-0.0308,-0.0356,0.0059,0.0306,-0.0920,-0.0019,0.0000,0.0471,-0.0356,5.0000,0.0081,0.4440,5.0000,0.0153,0.1776,0.0000,1.348,356057.6719
0.0720,0.0996,0.0548,0.0105,0.0301,-0.1267,-0.0003,0.0000,0.1137,0.0548,5.0000,0.0185,0.4800,5.0000,0.0351,0.1920,0.0000,1.257,337494.8507
0.0840,0.0022,0.0601,0.0080,-0.0438,0.0443,-0.0001,0.0000,0.0601,0.0601,5.0000,0.0108,0.5160,5.0000,0.0204,0.2064,0.0000,1.209,351607.6349
0.0960,-0.0641,0.0500,0.0021,-0.0941,0.0075,-0.0066,0.0000,0.0813,0.0500,5.0000,-0.0012,0.5520,5.0000,-0.0023,0.2208,0.0000,0.910,355299.5475
0.1080,0.0239,0.0151,-0.0002,0.0064,-0.0189,0.0109,0.0000,0.0283,0.0151,5.0000,0.0108,0.5880,5.0000,0.0204,0.2352,0.0000,0.807,338893.7540
0.1200,0.0514,0.0112,0.0032,-0.0858,0.0384,0.0135,0.0000,0.0526,0.0112,5.0000,-0.0012,0.6240,5.0000,-0.0023,0.2496,0.0000,1.069,334660.9443
