variant,n_runs,n_ok,collisions_mean,collisions_std,near_misses_mean,near_misses_std,min_clearance_m_mean,min_clearance_m_std,rms_cte_m_mean,rms_cte_m_std,speed_ratio_mean,speed_ratio_std,mean_solve_ms_mean,mean_solve_ms_std,progress_m_mean,progress_m_std
pacejka,1,1,0.0,,0.0,,28.369187,,0.0874386521738293,,0.4099332530120482,,2.1112399999999996,,2.778016254614759,
tmeasy,1,1,0.0,,0.0,,28.39115,,0.08039010073236029,,0.4097498795180723,,2.7186800000000004,,2.7542961577517397,
closed_loop_mlp,1,1,0.0,,0.0,,29.018215,,0.06243275567958688,,0.3585713253012048,,4.687314049586776,,2.1618175373076527,
