slip_ratio,slip_angle,velocity,vertical_load,steering_rate,bekker_Kphi,bekker_Kc,bekker_n,mohr_cohesion,mohr_friction,janosi_shear,Fx,Fy
0.475467,0.042561,9.014426,3082.888114,0.036696,2277294.39388,1729.081174,1.069995,4731.68817,0.229624,0.018074,627.232542,-85.881501
0.8953926328285086,1.0050377757080682,9.026968083923958,2001.8868816180168,0.3953156229872244,1515000.0,5300.0,0.7,1700.0,0.5061454830783556,0.025,5596.965208603522,883.2366337993274
-0.839132,-0.261697,4.792931,6247.955477,-0.231676,1064203.829876,4340.996551,0.410821,19940.314321,0.349829,0.020942,-2502.446658,125.816095
0.3710830585417163,0.738066722536573,4.651273795737723,3183.160037367113,-0.4508684968054748,1515000.0,5300.0,0.7,1700.0,0.5061454830783556,0.025,5637.80243910152,418.4237407803006
0.357674,0.52873,5.479158,7141.208109,0.370559,2726243.422934,11112.255774,0.390065,14654.042012,0.357165,0.023696,490.575055,-2147.494389
-0.722426,-0.421349,4.307882,2754.324077,-0.525943,2273883.179365,18544.177634,0.484674,18768.283478,0.422351,0.021159,-1094.969814,193.56882
0.0213523136443597,0.02214823793587,3.996667308232184,2711.8648846157093,0.0,1523400.0,900.0,1.1,1000.0,0.5235987755982988,0.025,7890.097940442818,-655.154765765264
4.839524969304571,1.303918556303507,8.38264816746785,8.065281805316378,0.0,1515000.0,5300.0,0.7,1700.0,0.5061454830783556,0.025,-4745.900529941498,-1492.9178274672147
0.191893,-0.599482,9.1971,6340.224579,-0.377519,1882714.027306,5106.345766,0.412579,9291.544184,0.260977,0.011649,-34.35315,1745.400142
-0.089376,-0.098223,6.942013,4675.195501,-0.088589,2450387.579093,3007.625612,0.369131,11157.815748,0.424837,0.014468,-488.647194,486.474629
0.6364415426863058,0.9033084154512012,4.497010987777176,6606.431740107839,-1.234562994520146,1523400.0,900.0,1.1,1000.0,0.5235987755982988,0.025,2586.713153371122,1160.2446677396206
4.7330906999559845,1.3875558155815717,4.3986447161723685,4436.504511868859,-0.4768815386665948,1523400.0,900.0,1.1,1000.0,0.5235987755982988,0.025,2722.9382319822485,-544.3650459871122
2.191172597679693,1.2476850966643738,8.926705339539405,4032.968960903374,2.1782182223482405,1515000.0,5300.0,0.7,1700.0,0.5061454830783556,0.025,8291.06947967707,-1840.539388074041
-0.497188,-0.105789,2.785367,3567.355333,-0.088024,1918589.622726,1575.626333,0.469635,10623.124144,0.406576,0.016006,-1288.644085,137.985265
0.5316815168374264,0.8465848373964097,8.59073630124541,5726.76771925455,1.2433953814326966,1515000.0,5300.0,0.7,1700.0,0.5061454830783556,0.025,-3998.5097312317216,-1478.5441646470215
20.258655491047115,1.5171391104377934,8.778937344253402,880.735994701631,0.0,1515000.0,5300.0,0.7,1700.0,0.5061454830783556,0.025,5020.665949645485,826.9171076838996
0.3956768538167135,0.1477176329535268,2.6343174486622645,1880.8121044921872,0.5158493623912905,1515000.0,5300.0,0.7,1700.0,0.5061454830783556,0.025,4838.645685974468,345.5537839995088
-0.84158,0.314317,6.046052,7338.88834,0.488668,2970159.403007,17913.808282,0.855123,7569.999968,0.176425,0.020422,-1654.514209,-64.505208
0.0053300379452749,0.0481814614093593,4.779920164528341,2849.82361250992,0.5745980887164798,1515000.0,5300.0,0.7,1700.0,0.5061454830783556,0.025,6268.728769061794,241.2365838621805
0.524856,-0.534126,7.782517,5714.837907,-0.295501,2204453.814669,3201.388961,0.992251,12200.15384,0.380233,0.018868,892.922312,2336.186678
0.825547,0.164875,6.161746,3352.419324,0.135457,2942884.589402,19842.50658,0.901355,14874.505048,0.608921,0.02092,2023.620474,-767.612207
1.0203107277991152,1.0354795706086286,4.487213027333856,3954.818048151507,-1.2390938574580193,1523400.0,900.0,1.1,1000.0,0.5235987755982988,0.025,5219.401007732384,-1053.741017423397
3.4362182590985424,1.3405836960682365,4.420253044475151,2063.5873491434795,-1.9179582606078256,1523400.0,900.0,1.1,1000.0,0.5235987755982988,0.025,-8934.569005405034,1314.489975551283
0.384368,-0.494232,6.666049,3752.737648,-0.291622,1976483.171232,19911.381492,0.844699,9838.6851,0.376832,0.014322,492.388136,1524.074643
0.212014,-0.453765,7.170002,6116.964796,-0.56,870702.127098,8795.351417,1.104711,20108.394815,0.503458,0.021127,487.30172,3458.453547
0.0186863801876714,-0.0025206462924902,4.450283886729193,266.5288920233799,-0.6132224410707111,1523400.0,900.0,1.1,1000.0,0.5235987755982988,0.025,7593.830622195815,790.1642081682269
0.3020343144359915,0.6593794948238382,4.723988271831471,2660.166674847671,-0.6282330644290872,1515000.0,5300.0,0.7,1700.0,0.5061454830783556,0.025,6018.3101808463525,-67.93584296444321
2.839964735325321,1.308707013259215,3.587058196566881,435.3526293311065,0.0,692200.0,13200.0,0.5,4140.0,0.2268928027592628,0.01,-7825.373330332181,-1329.91833634208
2.341196459198917,1.265593082487778,8.911476562537114,2180.0465759990248,-2.045185120666153,1515000.0,5300.0,0.7,1700.0,0.5061454830783556,0.025,4626.347826203872,1073.7178052383713
1.099515953139968,1.0471037144841382,4.690119593760231,4210.031727996716,0.2593091520560583,692200.0,13200.0,0.5,4140.0,0.2268928027592628,0.01,-800.5112744827466,-519.9320169687559
0.458137,0.401148,8.459718,3070.356583,0.323681,1962992.231791,8582.445135,0.788874,20238.09852,0.321631,0.01386,583.654416,-1033.469252
2.711014613209142,1.2893779082045107,4.453718790190073,5020.128079862488,-0.5695964613994801,1523400.0,900.0,1.1,1000.0,0.5235987755982988,0.025,2085.978001589829,1299.5724661937857
0.238263,0.177025,3.716602,4825.00648,0.209987,2169185.643795,13269.768244,1.243088,13605.665141,0.324864,0.022366,891.472812,-1077.118391
2.099816332003507,1.264423399528354,7.532387038869054,4993.119302722902,0.0,1515000.0,5300.0,0.7,1700.0,0.5061454830783556,0.025,-4377.600133236083,2257.507595468748
0.441402,0.039765,6.349533,7480.158709,0.028134,1268795.008706,9929.247701,0.446155,13586.843152,0.413134,0.017171,2564.118669,-341.031055
-0.305322,-0.457318,5.673308,7407.354853,-0.56,1908073.030573,13761.166498,0.666526,795.297104,0.235552,0.024467,-958.065556,823.448094
-0.736194,-0.481395,8.074513,6180.007671,-0.317396,922889.605839,19394.672014,0.991129,12904.808791,0.380684,0.024597,-3040.576427,464.800854
0.955295,-0.428182,4.654612,7260.690209,-0.296028,1151967.081566,10163.082289,0.927251,17389.904107,0.445354,0.014094,2803.572793,3015.844373
-0.463487,-0.501443,9.808712,5236.172454,-0.26095,3473665.580353,8983.876953,0.513507,16074.856402,0.32049,0.012342,-1358.686167,670.93747
3.781115628050472,1.3576654333613971,4.414029757702338,6603.886327145229,-1.6770624391140156,1523400.0,900.0,1.1,1000.0,0.5235987755982988,0.025,-1720.1525226880683,711.6872023569015
0.520624,0.118814,4.468603,5768.743194,0.075577,1694009.934205,11577.058106,1.138613,19141.329572,0.389792,0.022622,2015.317234,-776.801288
0.731561,0.191574,6.28109,2627.848846,0.162431,2977613.822401,16891.731072,0.763165,9655.753307,0.322547,0.013903,849.07551,-404.719081
20.57796985775991,1.5190695666818106,4.584581625086383,3039.9698900570625,0.0,692200.0,13200.0,0.5,4140.0,0.2268928027592628,0.01,-5198.8583890855525,-635.5547590059456
0.984034,0.211751,2.149937,3974.433669,0.154761,979582.141987,8303.078652,0.753897,20604.110207,0.447774,0.018631,2422.837266,-1098.281542
1.9137416595838272,1.217269390152388,4.765938546868248,6325.751774750352,-3.022033093050994,692200.0,13200.0,0.5,4140.0,0.2268928027592628,0.01,1717.7454566004071,902.5500841773425
-0.164323,0.571356,6.658496,4682.559621,0.372413,502337.942657,8110.783994,0.423761,7634.025454,0.35211,0.024013,-742.884634,-994.796525
