slip_ratio,slip_angle,velocity,vertical_load,steering_rate,bekker_Kphi,bekker_Kc,bekker_n,mohr_cohesion,mohr_friction,janosi_shear,Fx,Fy
0.28182055313054705,0.01735078757761874,1.0460596321352145,4120.420497566591,0.6116800756286356,1523400,900,1.1,1000,0.5235987755982988,0.025,-3168.251129012205,-182.01271244291337
0.9910328343047935,0.05777111228512676,1.0460596321352145,2866.3319005000367,0.6116800756286356,1523400,900,1.1,1000,0.5235987755982988,0.025,-3953.825026668417,-7.077720529672484
0.06762873699700402,0.017455092889066708,1.0460596321352145,6285.551403077915,0.6116800756286356,1523400,900,1.1,1000,0.5235987755982988,0.025,-6923.970529997837,586.9237855727736
0.15936184878189386,0.010722070750825843,1.0460596321352145,4841.040440941732,0.6116800756286356,1523400,900,1.1,1000,0.5235987755982988,0.025,-5704.00579060007,-285.91687023216764
0.38106667568771757,0.035356885837173474,1.0965046385848016,4227.804948782395,0.6085378130251307,1523400,900,1.1,1000,0.5235987755982988,0.025,-3474.9406338637764,-161.53537845076806
0.9409149807601791,0.05024940468603549,1.0965046385848016,2598.0584134741475,0.6085378130251307,1523400,900,1.1,1000,0.5235987755982988,0.025,-4457.105174704389,11.39458886289837
0.08381609893214101,0.009068275483706062,1.0965046385848016,5669.285202589883,0.6085378130251307,1523400,900,1.1,1000,0.5235987755982988,0.025,-6833.718571069004,1086.44641003507
0.16552881871766154,0.014713291215112967,1.0965046385848016,3790.443223930101,0.6085378130251307,1523400,900,1.1,1000,0.5235987755982988,0.025,-5028.302849614493,-281.32994017420873
0.4524832992596255,0.048801364321906605,1.1494184931505045,4474.122002519354,0.6051286256244715,1523400,900,1.1,1000,0.5235987755982988,0.025,-4149.485688909226,-213.39818200312394
0.895734789837364,0.05964118858228593,1.1494184931505045,2697.512554835506,0.6051286256244715,1523400,900,1.1,1000,0.5235987755982988,0.025,-5337.9497816799785,33.06902881779419
0.047810296031229355,0.026657081984370345,1.1494184931505045,5343.365752940356,0.6051286256244715,1523400,900,1.1,1000,0.5235987755982988,0.025,-7495.864945576219,-225.4861841260358
0.20523489770978628,0.012788259439548515,1.1494184931505045,4249.5977232939495,0.6051286256244715,1523400,900,1.1,1000,0.5235987755982988,0.025,-5865.250648835849,-119.53280122961266
0.4025956386557882,0.05973894872365734,1.204497587617523,4136.882326541091,0.601454008808976,1523400,900,1.1,1000,0.5235987755982988,0.025,-3995.1645908509527,-241.42244334504687
0.910093882854675,0.0763714002255132,1.204497587617523,1348.4921667600888,0.601454008808976,1523400,900,1.1,1000,0.5235987755982988,0.025,-3374.4588030493433,9.236307347050484
0.09664948951750117,0.0012614199212636393,1.204497587617523,4768.078798861189,0.601454008808976,1523400,900,1.1,1000,0.5235987755982988,0.025,-6951.80379987995,972.5465199925576
0.22662417085256617,0.021059827786813957,1.204497587617523,3341.7686631998586,0.601454008808976,1523400,900,1.1,1000,0.5235987755982988,0.025,-5612.24502496596,-205.67344522390087
0.3997022627070419,0.05163716990087904,1.2574615748839117,3800.369943087791,0.5975155743869979,1523400,900,1.1,1000,0.5235987755982988,0.025,-4389.724602630932,-162.72367953819614
0.9635493950810908,0.08600581758700336,1.2574615748839117,898.6004947748241,0.5975155743869979,1523400,900,1.1,1000,0.5235987755982988,0.025,-3726.5910581900243,1.7170618854874338
0.0957522565679054,-0.0005595916265064472,1.2574615748839117,3484.708396270004,0.5975155743869979,1523400,900,1.1,1000,0.5235987755982988,0.025,-6095.586091187818,632.1240179004168
0.26098796136425084,0.034213717511579804,1.2574615748839117,3149.734568167975,0.5975155743869979,1523400,900,1.1,1000,0.5235987755982988,0.025,-5684.843876277128,-252.06830644960124
0.39669212443490537,0.06521426048763365,1.314395438779146,3527.167069865635,0.5933150498859358,1523400,900,1.1,1000,0.5235987755982988,0.025,-4305.514848495789,-151.8251588348044
0.9406892058041367,0.07857549033391896,1.314395438779146,916.9186631727241,0.5933150498859358,1523400,900,1.1,1000,0.5235987755982988,0.025,-5874.496174712842,49.53136326411617
0.06337783519710093,0.025494978172721394,1.314395438779146,4821.241310212687,0.5933150498859358,1523400,900,1.1,1000,0.5235987755982988,0.025,-9003.010754189952,-299.1475822165504
0.2646012730780019,0.02388704637167481,1.314395438779146,2718.0970840720365,0.5933150498859358,1523400,900,1.1,1000,0.5235987755982988,0.025,-6013.780947804413,-168.3392475003848
0.451377467509205,0.07333441896809896,1.3713510014958321,2818.707880390406,0.5888542777947846,1523400,900,1.1,1000,0.5235987755982988,0.025,-4374.9640868538645,-176.48709400082402
0.9461142311687887,0.09198719377462707,1.3713510014958321,241.17144576261225,0.5888542777947846,1523400,900,1.1,1000,0.5235987755982988,0.025,-5255.214783331611,32.94139554571152
0.08051112364780834,0.019662941350807508,1.3713510014958321,2962.419116121757,0.5888542777947846,1523400,900,1.1,1000,0.5235987755982988,0.025,-6635.530155645282,167.62649908067547
0.23532556462735105,0.018159986927094064,1.3713510014958321,1829.5982522058787,0.5888542777947846,1523400,900,1.1,1000,0.5235987755982988,0.025,-5216.469435413534,-98.87951763394337
0.458098079518145,0.06759829824012581,1.4205102209358815,2021.0732337322775,0.5841352147556148,1523400,900,1.1,1000,0.5235987755982988,0.025,-3598.35785816813,-83.27244168392461
