time,x,y,psi,u,v,omega,theta,pos_err,e_lat,v_max_path,delta_cmd,ax_cmd,vtheta_cmd,steering,throttle,braking,solve_time_ms,mpc_cost
0.0120,-0.0858,-0.0098,-0.0038,0.0414,-0.0672,-0.0002,0.0000,0.0864,-0.0098,7.0000,0.0243,0.3000,8.0000,0.0461,0.1200,0.0000,0.997,413337.1265
0.0240,0.1818,-0.1115,0.0056,0.0033,-0.0463,-0.0152,0.2500,0.1307,-0.1115,7.0000,0.0346,0.3360,8.0000,0.0655,0.1344,0.0000,0.749,601172.3829
0.0360,0.0266,0.0109,-0.0055,-0.0588,-0.0569,-0.0080,0.0000,0.0287,0.0109,7.0000,0.0226,0.3720,8.0000,0.0428,0.1488,0.0000,0.844,641375.5364
0.0480,0.0597,0.0452,0.0080,-0.0712,-0.0873,0.0186,0.0000,0.0749,0.0452,7.0000,0.0106,0.4080,8.0000,0.0200,0.1632,0.0000,0.854,600627.2578
0.0600,0.0001,0.0090,-0.0029,0.0660,-0.0282,0.0149,0.0000,0.0090,0.0090,7.0000,0.0226,0.4440,8.0000,0.0428,0.1776,0.0000,0.871,590913.3432
0.0720,0.1812,-0.0235,-0.0011,-0.0161,0.0582,0.0013,0.2500,0.0727,-0.0235,7.0000,0.0106,0.4800,8.0000,0.0200,0.1920,0.0000,0.862,582706.6196
0.0840,0.0813,0.0277,-0.0048,0.0606,0.0323,-0.0024,0.0000,0.0859,0.0277,7.0000,0.0226,0.5160,8.0000,0.0428,0.2064,0.0000,0.871,612945.9652
0.0960,0.0362,0.0043,-0.0028,-0.0599,0.0055,-0.0040,0.0000,0.0364,0.0043,7.0000,0.0106,0.5520,8.0000,0.0200,0.2208,0.0000,0.844,595376.5882
0.1080,0.1248,-0.0301,-0.0077,0.0067,-0.0979,-0.0057,0.0000,0.1284,-0.0301,7.0000,0.0226,0.5880,8.0000,0.0428,0.2352,0.0000,0.841,575661.2848
0.1200,0.0778,0.0409,0.0040,0.0261,0.0304,-0.0068,0.0000,0.0879,0.0409,7.0000,0.0346,0.6240,8.0000,0.0655,0.2496,0.0000,0.843,561576.1352
0.1320,0.0654,-0.0092,0.0048,-0.0779,-0.0239,0.0009,0.0000,0.0660,-0.0092,7.0000,0.0226,0.6600,8.0000,0.0428,0.2640,0.0000,0.858,561004.8595
0.1440,0.0276,-0.0408,-0.0078,0.0549,-0.0561,0.0026,0.0000,0.0492,-0.0408,7.0000,0.0346,0.6960,8.0000,0.0655,0.2784,0.0000,0.849,580003.4314
0.1560,0.0601,0.0292,-0.0039,-0.0758,0.0342,0.0092,0.0000,0.0668,0.0292,7.0000,0.0226,0.7320,8.0000,0.0428,0.2928,0.0000,0.770,570706.4016
0.1680,0.0851,-0.0231,0.0045,0.0536,0.0055,0.0096,0.0000,0.0882,-0.0231,7.0000,0.0216,0.7680,8.0000,0.0409,0.3072,0.0000,0.825,539416.3632
0.1800,0.0859,0.0104,0.0114,0.0232,0.0072,-0.0050,0.0000,0.0865,0.0104,7.0000,0.0336,0.8040,8.0000,0.0636,0.3216,0.0000,0.936,534575.5423
0.1920,0.0960,-0.0152,-0.0068,0.0946,0.0083,-0.0158,0.0000,0.0972,-0.0152,7.0000,0.0216,0.8400,8.0000,0.0409,0.3360,0.0000,0.856,537979.1565
0.2040,0.0736,-0.0731,0.0019,0.0553,0.0754,-0.0148,0.0000,0.1038,-0.0731,7.0000,0.0336,0.8760,8.0000,0.0636,0.3504,0.0000,0.827,557989.3901
0.2160,0.0914,-0.1362,-0.0006,0.0241,-0.0931,-0.0030,0.0000,0.1640,-0.1362,7.0000,0.0216,0.9120,8.0000,0.0409,0.3648,0.0000,0.796,552353.1210
0.2280,0.0285,-0.0130,0.0051,-0.0219,-0.0812,0.0099,0.0000,0.0313,-0.0130,7.0000,0.0298,0.9480,8.0000,0.0564,0.3792,0.0000,0.734,540938.8224
0.2400,0.0272,0.0080,-0.0044,-0.0037,0.0093,0.0054,0.0000,0.0283,0.0080,7.0000,0.0418,0.9840,8.0000,0.0791,0.3936,0.0000,0.998,528070.2416
0.2520,0.0539,0.0491,0.0062,-0.0578,0.0156,-0.0091,0.0000,0.0729,0.0491,7.0000,0.0298,1.0200,8.0000,0.0564,0.4080,0.0000,0.814,544522.4821
0.2640,-0.0111,-0.0739,0.0016,-0.0634,0.0079,-0.0094,0.0000,0.0747,-0.0739,7.0000,0.0418,1.0560,8.0000,0.0791,0.4224,0.0000,0.869,563318.6564
0.2760,0.0595,0.0165,0.0045,0.0188,-0.0433,-0.0085,0.0000,0.0618,0.0165,7.0000,0.0298,1.0920,8.0000,0.0564,0.4368,0.0000,0.908,544435.0610
0.2880,0.0729,0.0183,-0.0014,-0.0659,0.0838,-0.0053,0.0000,0.0751,0.0183,7.0000,0.0418,1.1280,8.0000,0.0791,0.4512,0.0000,0.787,528587.9478
0.3000,0.0983,0.0722,-0.0046,0.0227,0.0092,-0.0026,0.0000,0.1220,0.0722,7.0000,0.0538,1.1640,8.0000,0.1019,0.4656,0.0000,0.982,513168.5493
0.3120,0.0920,0.0087,-0.0006,-0.0773,0.0267,-0.0027,0.0000,0.0924,0.0087,7.0000,0.0418,1.2000,8.0000,0.0791,0.4800,0.0000,0.829,530494.9236
0.3240,0.0066,0.0412,-0.0009,0.0017,0.0689,-0.0061,0.0000,0.0417,0.0412,7.0000,0.0538,1.2360,8.0000,0.1019,0.4944,0.0000,0.814,548391.9779
0.3360,0.0155,0.0359,-0.0109,-0.0019,-0.0656,0.0126,0.0000,0.0391,0.0359,7.0000,0.0418,1.2720,8.0000,0.0791,0.5088,0.0000,0.869,541161.4555
0.3480,0.0410,-0.0499,-0.0002,-0.0180,0.0602,-0.0065,0.0000,0.0646,-0.0499,7.0000,0.0538,1.3080,8.0000,0.1019,0.5232,0.0000,0.757,523179.5337
0.3600,0.0239,-0.0276,0.0035,-0.0365,-0.0595,0.0050,0.0000,0.0365,-0.0276,7.0000,0.0658,1.3440,8.0000,0.1246,0.5376,0.0000,0.942,514314.2730
0.3720,0.0293,-0.0280,0.0019,0.0010,0.0536,0.0036,0.0000,0.0405,-0.0280,7.0000,0.0538,1.3800,8.0000,0.1019,0.5520,0.0000,0.815,518344.8770
0.3840,0.0392,0.0281,-0.0004,-0.0103,0.0036,-0.0076,0.0000,0.0482,0.0281,7.0000,0.0658,1.4160,8.0000,0.1246,0.5664,0.0000,0.929,535473.8498
0.3960,0.0176,-0.0057,-0.0060,-0.0397,0.0075,-0.0099,0.0000,0.0185,-0.0057,7.0000,0.0538,1.4520,8.0000,0.1019,0.5808,0.0000,0.913,529769.5982
0.4080,0.0912,0.0247,-0.0006,-0.0438,-0.0356,0.0007,0.0000,0.0945,0.0247,7.0000,0.0658,1.4880,8.0000,0.1246,0.5952,0.0000,0.763,502885.2604
0.4200,0.0702,-0.0250,0.0002,0.0222,0.0682,0.0014,0.0000,0.0745,-0.0250,7.0000,0.0778,1.5240,8.0000,0.1473,0.6096,0.0000,0.923,493585.6161
0.4320,0.0092,0.0678,-0.0002,0.0539,0.0481,-0.0217,0.0000,0.0685,0.0678,7.0000,0.0658,1.5600,8.0000,0.1246,0.6240,0.0000,0.860,508999.0450
0.4440,0.0571,-0.0295,-0.0051,0.0181,-0.0914,-0.0231,0.0000,0.0642,-0.0295,7.0000,0.0778,1.5960,8.0000,0.1473,0.6384,0.0000,0.839,518997.3462
0.4560,0.0512,0.1014,0.0116,-0.0259,0.0731,-0.0115,0.0000,0.1136,0.1014,7.0000,0.0658,1.6320,8.0000,0.1246,0.6528,0.0000,0.866,520957.0802
0.4680,0.0563,0.0199,-0.0002,0.0926,-0.0290,0.0071,0.0000,0.0597,0.0199,7.0000,0.0778,1.6680,8.0000,0.1473,0.6672,0.0000,0.801,498652.2303
0.4800,0.0056,0.0739,-0.0010,0.0156,-0.0486,-0.0057,0.0000,0.0741,0.0739,7.0000,0.0658,1.7040,8.0000,0.1246,0.6816,0.0000,0.959,504288.0603
0.4920,0.0512,0.0308,-0.0044,0.0663,-0.1191,-0.0036,0.0000,0.0598,0.0308,7.0000,0.0538,1.7400,8.0000,0.1019,0.6960,0.0000,0.914,480697.6968
0.5040,0.0430,0.0283,-0.0029,0.0813,-0.0475,0.0026,0.0000,0.0515,0.0283,7.0000,0.0658,1.7760,8.0000,0.1246,0.7104,0.0000,0.862,490099.4673
0.5160,0.0167,-0.0402,0.0032,0.0945,0.0044,0.0005,0.0000,0.0435,-0.0402,7.0000,0.0538,1.8120,8.0000,0.1019,0.7248,0.0000,0.814,497295.7085
0.5280,0.0722,-0.0174,-0.0054,0.2479,-0.0420,-0.0007,0.0000,0.0742,-0.0174,7.0000,0.0658,1.8480,8.0000,0.1246,0.7392,0.0000,0.819,472347.4212
0.5400,0.1169,0.0075,-0.0015,0.1533,-0.0489,-0.0125,0.0000,0.1171,0.0075,7.0000,0.0538,1.8840,8.0000,0.1019,0.7536,0.0000,0.878,478952.0871
0.5520,0.0846,0.0496,-0.0000,0.1238,-0.1223,0.0030,0.0000,0.0981,0.0496,7.0000,0.0658,1.9200,8.0000,0.1246,0.7680,0.0000,0.788,477351.0878
0.5640,0.0061,-0.0413,-0.0024,0.0453,0.0092,0.0022,0.0000,0.0417,-0.0413,7.0000,0.0747,1.9560,8.0000,0.1414,0.7824,0.0000,0.879,488724.6530
0.5760,0.0191,-0.0946,0.0049,0.0851,0.0413,0.0012,0.0000,0.0965,-0.0946,7.0000,0.0627,1.9920,8.0000,0.1187,0.7968,0.0000,0.884,475029.2250
0.5880,0.0623,0.0688,0.0014,-0.0124,-0.0358,0.0062,0.0000,0.0928,0.0688,7.0000,0.0747,2.0280,8.0000,0.1414,0.8112,0.0000,0.882,505403.6509
0.6000,0.0525,-0.0028,0.0121,0.0477,-0.0847,-0.0048,0.0000,0.0526,-0.0028,7.0000,0.0627,2.0640,8.0000,0.1187,0.8256,0.0000,0.882,498146.7153
0.6120,0.1160,-0.0543,-0.0051,0.0392,-0.0079,0.0033,0.0000,0.1281,-0.0543,7.0000,0.0747,2.1000,8.0000,0.1414,0.8400,0.0000,0.797,485157.0875
0.6240,0.0003,0.0088,-0.0087,-0.0128,-0.0180,0.0006,0.0000,0.0088,0.0088,7.0000,0.0627,2.1360,8.0000,0.1187,0.8544,0.0000,0.902,494781.6157
0.6360,0.0461,-0.0227,0.0014,0.0141,-0.0408,-0.0032,0.0000,0.0514,-0.0227,7.0000,0.0507,2.1720,8.0000,0.0960,0.8688,0.0000,0.925,481709.5268
0.6480,0.0541,-0.0058,-0.0069,0.0366,0.0133,0.0047,0.0000,0.0544,-0.0058,7.0000,0.0627,2.2080,8.0000,0.1187,0.8832,0.0000,0.845,494092.6613
0.6600,-0.0107,0.0194,-0.0001,0.0446,0.0376,-0.0047,0.0000,0.0222,0.0194,7.0000,0.0507,2.2430,8.0000,0.0960,0.8972,0.0000,0.821,501270.2881
0.6720,0.2239,0.0094,-0.0113,0.0544,-0.0678,0.0016,0.2500,0.0277,0.0094,7.0000,0.0627,2.2739,8.0000,0.1187,0.9096,0.0000,0.864,477293.5924
0.6840,0.0971,-0.1148,-0.0038,0.0212,0.0582,-0.0042,0.0000,0.1504,-0.1148,7.0000,0.0507,2.3010,8.0000,0.0960,0.9204,0.0000,0.933,512632.2000
0.6960,0.0495,-0.0227,-0.0054,-0.0039,0.0459,-0.0051,0.0000,0.0545,-0.0227,7.0000,0.0627,2.3249,8.0000,0.1187,0.9300,0.0000,0.834,480098.6615
0.7080,0.0952,0.0157,-0.0013,0.0541,-0.0329,0.0036,0.0000,0.0965,0.0157,7.0000,0.0747,2.3459,8.0000,0.1414,0.9384,0.0000,0.916,464163.3768
0.7200,-0.0738,0.1607,-0.0104,-0.0004,-0.0665,-0.0106,0.0000,0.1768,0.1607,7.0000,0.0627,2.3644,8.0000,0.1187,0.9458,0.0000,0.842,502964.2949
0.7320,0.0367,0.0638,-0.0053,0.0175,-0.0625,-0.0125,0.0000,0.0736,0.0638,7.0000,0.0747,2.3807,8.0000,0.1414,0.9523,0.0000,0.848,499517.6060
0.7440,0.0316,-0.1134,0.0061,0.0097,-0.0619,-0.0131,0.0000,0.1177,-0.1134,7.0000,0.0627,2.3950,8.0000,0.1187,0.9580,0.0000,0.841,500685.6903
0.7560,0.1327,0.0775,-0.0026,0.0066,-0.0302,-0.0085,0.2500,0.1406,0.0775,7.0000,0.0747,2.4076,8.0000,0.1414,0.9630,0.0000,0.814,485729.0892
0.7680,0.1604,-0.0585,0.0012,0.1603,-0.0426,-0.0093,0.2500,0.1070,-0.0585,7.0000,0.0627,2.4187,8.0000,0.1187,0.9675,0.0000,0.926,473854.2025
0.7800,0.0787,-0.0969,0.0010,0.0344,-0.0170,-0.0054,0.0000,0.1249,-0.0969,7.0000,0.0507,2.4284,8.0000,0.0960,0.9714,0.0000,0.905,493269.2127
0.7920,0.0415,-0.0855,-0.0007,0.1589,0.0502,0.0029,0.0000,0.0950,-0.0855,7.0000,0.0627,2.4370,8.0000,0.1187,0.9748,0.0000,0.885,469541.2384
0.8040,0.0780,-0.0882,-0.0020,0.1141,-0.0152,0.0020,0.0000,0.1177,-0.0882,7.0000,0.0507,2.4446,8.0000,0.0960,0.9778,0.0000,0.880,478670.4528
0.8160,0.0269,0.0253,-0.0005,0.0383,-0.0254,0.0026,0.0000,0.0369,0.0253,7.0000,0.0627,2.4512,8.0000,0.1187,0.9805,0.0000,0.882,497130.4765
0.8280,0.0115,0.0528,-0.0054,0.1136,-0.0848,0.0117,0.0000,0.0540,0.0528,7.0000,0.0507,2.4571,8.0000,0.0960,0.9828,0.0000,1.060,486486.0978
0.8400,0.0723,0.0051,-0.0032,0.0644,0.0121,0.0257,0.0000,0.0724,0.0051,7.0000,0.0627,2.4622,8.0000,0.1187,0.9849,0.0000,1.006,484439.8971
0.8520,0.0513,0.0294,0.0052,0.1152,0.0297,0.0242,0.0000,0.0591,0.0294,7.0000,0.0507,2.4668,8.0000,0.0960,0.9867,0.0000,1.047,470836.2935
0.8640,0.0810,-0.0192,-0.0023,0.1139,-0.0161,0.0195,0.0000,0.0832,-0.0192,7.0000,0.0387,2.4708,8.0000,0.0733,0.9883,0.0000,1.087,459576.5490
0.8760,0.0327,0.0168,-0.0078,0.1461,-0.0120,0.0247,0.0000,0.0368,0.0168,7.0000,0.0507,2.4743,8.0000,0.0960,0.9897,0.0000,0.872,462526.7396
0.8880,0.1172,-0.0136,0.0056,0.1842,-0.0311,0.0257,0.0000,0.1180,-0.0136,7.0000,0.0387,2.4774,8.0000,0.0733,0.9909,0.0000,0.815,459916.1814
0.9000,-0.0001,0.0182,0.0073,0.1661,-0.0064,0.0331,0.0000,0.0182,0.0182,7.0000,0.0507,2.4801,8.0000,0.0960,0.9920,0.0000,0.876,479219.8461
0.9120,0.0301,-0.0119,-0.0000,0.1949,-0.0633,0.0479,0.0000,0.0324,-0.0119,7.0000,0.0387,2.4825,8.0000,0.0733,0.9930,0.0000,0.855,471228.5210
0.9240,0.0967,-0.0251,0.0029,0.2955,0.0293,0.0646,0.0000,0.0999,-0.0251,7.0000,0.0507,2.4846,8.0000,0.0960,0.9938,0.0000,0.778,436519.1498
0.9360,0.1242,0.0362,-0.0045,0.2852,-0.0199,0.0690,0.0000,0.1294,0.0362,7.0000,0.0482,2.4864,8.0000,0.0913,0.9946,0.0000,0.897,430338.8230
0.9480,0.1398,0.0476,0.0046,0.2305,-0.0915,0.0269,0.2500,0.1200,0.0476,7.0000,0.0362,2.4880,8.0000,0.0686,0.9952,0.0000,0.878,436329.6368
0.9600,0.0667,0.0301,0.0032,0.3104,-0.0388,0.0284,0.0000,0.0732,0.0301,7.0000,0.0482,2.4895,8.0000,0.0913,0.9958,0.0000,0.831,473606.2102
0.9720,0.1233,-0.0936,-0.0059,0.3864,-0.0232,0.0235,0.0000,0.1548,-0.0936,7.0000,0.0362,2.4907,8.0000,0.0686,0.9963,0.0000,0.763,433292.8430
0.9840,0.0051,-0.0111,0.0029,0.3617,0.1133,0.0175,0.0000,0.0122,-0.0111,7.0000,0.0482,2.4919,8.0000,0.0913,0.9967,0.0000,0.834,448227.1520
0.9960,0.1415,-0.0019,0.0026,0.3088,0.1013,0.0150,0.2500,0.1086,-0.0019,7.0000,0.0362,2.4928,8.0000,0.0686,0.9971,0.0000,0.836,440819.2015
1.0080,0.0304,0.0340,0.0127,0.4131,0.0876,0.0166,0.0000,0.0457,0.0340,7.0000,0.0482,2.4937,8.0000,0.0913,0.9975,0.0000,0.789,447914.3480
1.0200,0.1280,-0.0240,0.0073,0.4392,-0.0335,0.0070,0.2500,0.1243,-0.0240,7.0000,0.0530,2.4944,8.0000,0.1004,0.9978,0.0000,0.989,404850.3226
1.0320,0.1560,0.0161,0.0010,0.4881,-0.0566,0.0139,0.2500,0.0954,0.0161,7.0000,0.0410,2.4951,8.0000,0.0776,0.9980,0.0000,0.864,420146.1984
1.0440,0.0920,-0.1110,-0.0046,0.6300,-0.0002,0.0191,0.0000,0.1442,-0.1110,7.0000,0.0530,2.4957,8.0000,0.1004,0.9983,0.0000,0.843,422813.5966
1.0560,0.2315,0.0931,0.0069,0.5257,0.0516,0.0153,0.2500,0.0949,0.0931,7.0000,0.0410,2.4962,8.0000,0.0776,0.9985,0.0000,0.835,403569.8738
1.0680,0.1873,0.0419,0.0115,0.5672,0.0172,0.0170,0.2500,0.0754,0.0419,7.0000,0.0530,2.4967,8.0000,0.1004,0.9987,0.0000,0.762,424118.7940
1.0800,0.1363,0.0375,0.0095,0.6476,0.0736,0.0113,0.2500,0.1197,0.0375,7.0000,0.0410,2.4971,8.0000,0.0776,0.9988,0.0000,0.782,416768.5536
1.0920,0.1089,-0.0283,0.0079,0.5572,0.0565,0.0208,0.0000,0.1126,-0.0283,7.0000,0.0530,2.4974,8.0000,0.1004,0.9990,0.0000,0.804,431187.8367
1.1040,0.1476,-0.0312,0.0005,0.7350,0.0696,0.0173,0.2500,0.1071,-0.0312,7.0000,0.0410,2.4977,8.0000,0.0776,0.9991,0.0000,0.844,375627.0274
1.1160,0.1577,0.0665,0.0060,0.6608,-0.0352,0.0135,0.2500,0.1137,0.0665,7.0000,0.0530,2.4980,8.0000,0.1004,0.9992,0.0000,0.862,401765.9797
1.1280,0.1600,-0.0241,0.0004,0.6864,0.1268,0.0183,0.2500,0.0932,-0.0241,7.0000,0.0650,2.4982,8.0000,0.1231,0.9993,0.0000,0.833,394933.6708
1.1400,0.2699,0.0150,0.0070,0.7246,0.0363,0.0154,0.2500,0.0249,0.0150,7.0000,0.0530,2.4985,8.0000,0.1004,0.9994,0.0000,0.823,381395.4669
1.1520,0.2062,0.0108,0.0060,0.7415,0.0476,0.0202,0.2500,0.0451,0.0108,7.0000,0.0650,2.4986,8.0000,0.1231,0.9995,0.0000,0.865,395210.0739
1.1640,0.2174,-0.0266,0.0079,0.7357,0.0729,0.0157,0.2500,0.0421,-0.0266,7.0000,0.0530,2.4988,8.0000,0.1004,0.9995,0.0000,0.763,396758.3991
1.1760,0.2156,0.0250,0.0060,0.7864,0.0897,0.0245,0.2500,0.0426,0.0250,7.0000,0.0650,2.4989,8.0000,0.1231,0.9996,0.0000,0.812,390468.3489
1.1880,0.3016,-0.0339,0.0082,0.7623,-0.0297,0.0147,0.2500,0.0617,-0.0339,7.0000,0.0530,2.4991,8.0000,0.1004,0.9996,0.0000,0.837,385716.2196
1.2000,0.2229,-0.0178,0.0087,0.8600,0.0817,0.0201,0.2500,0.0324,-0.0178,7.0000,0.0650,2.4992,8.0000,0.1231,0.9997,0.0000,0.770,376327.4000
1.2120,0.3355,0.1429,0.0023,0.7771,0.1235,0.0253,0.2500,0.1665,0.1429,7.0000,0.0530,2.4993,8.0000,0.1004,0.9997,0.0000,0.961,375979.7140
1.2240,0.2780,0.0608,0.0086,0.7635,-0.0069,0.0264,0.2500,0.0669,0.0608,7.0000,0.0650,2.4994,8.0000,0.1231,0.9997,0.0000,0.868,381725.0353
1.2360,0.3180,-0.0091,0.0102,0.8426,0.0898,0.0251,0.2500,0.0686,-0.0091,7.0000,0.0530,2.4994,8.0000,0.1004,0.9998,0.0000,0.827,364544.5066
1.2480,0.3533,-0.0793,0.0181,0.9548,0.0949,0.0336,0.2500,0.1302,-0.0793,7.0000,0.0410,2.4995,8.0000,0.0776,0.9998,0.0000,0.795,344882.6054
1.2600,0.3101,-0.0476,0.0206,0.8319,0.1293,0.0338,0.2500,0.0767,-0.0476,7.0000,0.0530,2.4996,8.0000,0.1004,0.9998,0.0000,0.814,370088.2071
