time,x,y,psi,u,v,omega,theta,pos_err,e_lat,v_max_path,delta_cmd,ax_cmd,vtheta_cmd,steering,throttle,braking,solve_time_ms,mpc_cost
0.0120,0.0057,0.1095,0.0025,-0.0634,0.0468,-0.0014,0.0000,0.1097,0.1095,7.0000,-0.0758,0.3000,5.0000,-0.1435,0.1200,0.0000,3.106,822327.5283
0.0240,0.1218,0.0188,-0.0013,0.0272,0.0410,-0.0006,0.0000,0.1232,0.0188,7.0000,-0.0638,0.3360,5.0000,-0.1208,0.1344,0.0000,1.543,362360.4268
0.0360,0.1773,-0.0282,-0.0047,0.0076,-0.0499,0.0319,0.2500,0.0780,-0.0282,7.0000,-0.0758,0.3720,5.0000,-0.1435,0.1488,0.0000,1.154,351948.9258
0.0480,0.1536,-0.0352,0.0076,0.0123,0.1260,0.0149,0.2500,0.1026,-0.0352,7.0000,-0.0638,0.4080,5.0000,-0.1208,0.1632,0.0000,1.231,378003.4181
0.0600,0.0712,0.0382,0.0036,-0.0055,0.0517,-0.0128,0.0000,0.0808,0.0382,7.0000,-0.0758,0.4440,5.0000,-0.1435,0.1776,0.0000,1.197,388199.2985
0.0720,0.1021,-0.0343,-0.0027,-0.0465,0.0026,-0.0097,0.0000,0.1077,-0.0343,7.0000,-0.0638,0.4800,5.0000,-0.1208,0.1920,0.0000,1.219,349832.6377
0.0840,0.1262,0.0840,0.0048,0.0515,0.0029,-0.0155,0.2500,0.1496,0.0840,7.0000,-0.0518,0.5160,5.0000,-0.0981,0.2064,0.0000,1.282,334501.9473
0.0960,0.0563,0.0609,-0.0017,0.0538,0.0087,-0.0201,0.0000,0.0829,0.0609,7.0000,-0.0638,0.5520,5.0000,-0.1208,0.2208,0.0000,1.167,370040.9419
0.1080,0.0855,0.0744,0.0047,-0.0214,-0.0337,0.0123,0.0000,0.1134,0.0744,7.0000,-0.0518,0.5880,5.0000,-0.0981,0.2352,0.0000,1.435,344766.8654
0.1200,0.0916,0.0811,0.0010,-0.0212,-0.0033,-0.0232,0.0000,0.1223,0.0811,7.0000,-0.0638,0.6240,5.0000,-0.1208,0.2496,0.0000,1.296,341996.5516
0.1320,0.1083,-0.0142,0.0026,0.0173,-0.0491,0.0122,0.0000,0.1092,-0.0142,7.0000,-0.0518,0.6600,5.0000,-0.0981,0.2640,0.0000,1.348,329584.7352
0.1440,0.0682,-0.0838,-0.0075,0.0580,-0.0405,-0.0410,0.0000,0.1081,-0.0838,7.0000,-0.0638,0.6960,5.0000,-0.1208,0.2784,0.0000,1.214,313454.7780
0.1560,0.1087,-0.0164,-0.0091,-0.0553,-0.0371,-0.0153,0.0000,0.1099,-0.0164,7.0000,-0.0518,0.7320,5.0000,-0.0981,0.2928,0.0000,1.485,310715.1116
