time,x,y,psi,u,v,omega,theta,pos_err,e_lat,v_max_path,delta_cmd,ax_cmd,vtheta_cmd,steering,throttle,braking,solve_time_ms,mpc_cost
0.0120,0.0378,0.0004,0.0020,0.0613,-0.0059,0.0005,0.0000,0.0378,0.0004,5.0000,0.1000,-0.2999,3.8002,0.1894,0.0000,0.1000,1.853,283331.6529
0.0240,0.0976,0.0077,0.0055,0.0456,-0.0030,0.0009,0.0000,0.0979,0.0077,5.0000,0.0880,-0.2639,8.0000,0.1666,0.0000,0.0880,1.210,101093.8923
0.0360,0.1187,0.1117,-0.0003,-0.0010,-0.0497,-0.0290,0.0000,0.1630,0.1117,5.0000,0.0760,-0.2279,8.0000,0.1439,0.0000,0.0760,1.317,657430.6661
0.0480,0.0634,-0.0357,-0.0035,0.0529,-0.0727,0.0013,0.0000,0.0728,-0.0357,5.0000,0.0640,-0.1919,8.0000,0.1212,0.0000,0.0640,1.246,638115.1295
0.0600,0.0437,0.0702,-0.0034,0.0574,0.0382,0.0061,0.0000,0.0827,0.0702,5.0000,0.0717,-0.1559,8.0000,0.1357,0.0000,0.0520,1.403,625383.3741
0.0720,0.0512,0.0517,-0.0034,0.0305,0.0779,0.0041,0.0000,0.0728,0.0517,5.0000,0.0597,-0.1199,8.0000,0.1130,0.0000,0.0400,1.352,617961.1711
0.0840,0.0353,-0.0518,-0.0011,-0.0171,-0.0266,0.0062,0.0000,0.0627,-0.0518,5.0000,0.0717,-0.0839,8.0000,0.1357,0.0000,0.0280,1.319,582474.3505
0.0960,0.0045,-0.0966,0.0012,0.0379,0.0118,0.0031,0.0000,0.0967,-0.0966,5.0000,0.0597,-0.0479,8.0000,0.1130,0.0000,0.0160,1.355,584299.7689
0.1080,0.1232,-0.0823,0.0052,0.0047,-0.0074,-0.0020,0.0000,0.1481,-0.0823,5.0000,0.0717,-0.0119,8.0000,0.1357,0.0000,0.0040,1.453,535386.3531
0.1200,0.1591,0.0779,0.0105,0.0313,0.0886,-0.0020,0.2500,0.1197,0.0779,5.0000,0.0597,0.0241,8.0000,0.1130,0.0096,0.0000,1.549,461074.8330
0.1320,0.0613,-0.1268,-0.0016,-0.0071,0.0153,0.0002,0.0000,0.1408,-0.1268,5.0000,0.0717,0.0601,8.0000,0.1357,0.0240,0.0000,1.511,466537.1993
0.1440,0.0252,-0.0185,-0.0008,0.0258,-0.0417,-0.0014,0.0000,0.0313,-0.0185,5.0000,0.0597,0.0961,8.0000,0.1130,0.0384,0.0000,1.532,577972.7935
0.1560,0.0708,0.1066,-0.0005,-0.0113,0.0181,-0.0006,0.0000,0.1280,0.1066,5.0000,0.0717,0.1321,8.0000,0.1357,0.0528,0.0000,1.502,326217.0425
0.1680,0.2285,0.0091,-0.0085,0.0564,0.0211,-0.0038,0.2500,0.0233,0.0091,5.0000,0.0597,0.1681,8.0000,0.1130,0.0672,0.0000,1.502,994939.9444
0.1800,0.1465,-0.0563,0.0054,-0.0007,-0.0763,-0.0056,0.2500,0.1178,-0.0563,5.0000,0.0717,0.2041,5.7854,0.1357,0.0816,0.0000,1.630,378890.8183
0.1920,0.0370,0.0191,-0.0117,-0.0667,0.0198,-0.0027,0.0000,0.0416,0.0191,5.0000,0.0597,0.2401,8.0000,0.1130,0.0960,0.0000,1.292,126300.3546
