time_s,control_delay_ms,manual_delay_ms,camera_delay_ms
0.0,13.922729997826782,13.922729997826782,28.187958496848832
0.05,11.03200485178965,11.03200485178965,23.99640703509499
0.1,11.51256157834944,11.51256157834944,24.693214288606686
0.15000000000000002,19.0548573625018,19.0548573625018,35.62954317562761
0.2,12.490653285734178,12.490653285734178,26.11144726431456
0.25,58.129809149973305,58.129809149973305,92.28822326746128
0.30000000000000004,6.906075708012457,6.906075708012457,18.01380977661806
0.35000000000000003,19.267784987938185,19.267784987938185,35.938288232510374
0.4,10.64515800468922,10.64515800468922,23.43547910679937
0.45,16.708791123727266,16.708791123727266,32.22774712940453
0.5,13.59779182181787,13.59779182181787,27.716798141635913
0.55,19.302860938854387,19.302860938854387,35.98914836133886
0.6000000000000001,12.078700995252202,12.078700995252202,25.51411644311569
0.65,17.184764309490298,17.184764309490298,32.917908248760924
0.7000000000000001,15.296738039445106,15.296738039445106,30.180270157195405
0.75,14.143724103046496,14.143724103046496,28.50839994941742
0.8,8.866549669253484,8.866549669253484,20.85649702041755
0.8500000000000001,10.672618073673496,10.672618073673496,23.47529620682657
0.9,11.243612226722616,11.243612226722616,24.303237728747792
0.9500000000000001,16.485566723509613,16.485566723509613,31.904071749088935
1.0,27.29371205876498,27.29371205876498,47.57588248520922
1.05,14.398955265199923,14.398955265199923,28.87848513453989
1.1,22.143770498854618,22.143770498854618,40.1084672233392
1.1500000000000001,13.699307045460502,13.699307045460502,27.863995215917726
1.2000000000000002,11.110218789437218,11.110218789437218,24.109817244683963
1.25,9.680250852309625,9.680250852309625,22.036363735848955
1.3,16.64866080721912,16.64866080721912,32.14055817046772
1.35,11.796976715542412,11.796976715542412,25.1056162375365
1.4000000000000001,11.160465014427167,11.160465014427167,24.182674270919392
1.4500000000000002,17.12475176603585,17.12475176603585,32.83089006075198
1.5,24.704784178628245,24.704784178628245,43.821937059010956
1.55,16.055888408503787,16.055888408503787,31.281038192330495
1.6,15.824975670628023,15.824975670628023,30.946214722410634
1.6500000000000001,15.887661881573715,15.887661881573715,31.037109728281887
1.7000000000000002,11.603172232981759,11.603172232981759,24.82459973782355
1.75,11.493759928530881,11.493759928530881,24.66595189636978
1.8,11.283627759742089,11.283627759742089,24.361260251626028
1.85,16.213921081982903,16.213921081982903,31.510185568875208
1.9000000000000001,10.58045252249899,10.58045252249899,23.341656157623536
