t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,dirt,0.856,0.350,0.0672,-0.0196,-0.0414,-0.0018,-0.6823,0.0067,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,dirt,0.856,0.350,0.0733,0.0801,-0.0677,-0.0144,-0.3692,-0.2846,-0.0288,-0.0288,-0.0288,-0.0288,0.0210
0.0240,dirt,0.856,0.350,0.0792,-0.0692,0.0026,-0.0128,-0.2346,-0.0484,-0.0068,-0.0068,-0.0068,-0.0068,0.0448
0.0360,dirt,0.856,0.350,0.0852,-0.0705,-0.0278,-0.0051,-0.1742,-0.0175,0.0149,0.0148,0.0148,0.0148,0.0434
0.0480,dirt,0.856,0.350,0.0911,-0.0851,0.0187,0.0015,0.2808,0.0541,0.0215,0.0215,0.0215,0.0215,0.0380
0.0600,dirt,0.856,0.350,0.0969,-0.0648,-0.0421,-0.0036,0.7261,0.0931,-0.0161,-0.0161,-0.0162,-0.0161,0.0448
0.0720,dirt,0.856,0.350,0.1026,0.1525,0.0164,-0.0046,-0.0095,-0.0497,-0.0171,-0.0171,-0.0171,-0.0171,0.0519
0.0840,dirt,0.856,0.350,0.1083,-0.0704,-0.0567,-0.0010,-0.0605,-0.0464,-0.0065,-0.0065,-0.0065,-0.0065,0.0528
0.0960,dirt,0.856,0.350,0.1140,-0.0455,-0.0548,-0.0003,-0.0770,0.1492,-0.0025,-0.0026,-0.0026,-0.0026,0.0550
0.1080,dirt,0.856,0.350,0.1195,-0.0302,-0.0646,0.0015,-0.0040,-0.0527,-0.0029,-0.0029,-0.0029,-0.0029,0.0586
0.1200,dirt,0.856,0.350,0.1250,-0.0615,-0.0861,-0.0007,0.0152,-0.0209,-0.0046,-0.0046,-0.0046,-0.0046,0.0615
0.1320,dirt,0.856,0.350,0.1304,-0.0328,0.0167,-0.0010,0.0407,-0.0128,-0.0081,-0.0081,-0.0081,-0.0081,0.0642
0.1440,dirt,0.856,0.350,0.1357,0.0477,0.0224,-0.0023,0.0062,-0.0482,-0.0118,-0.0119,-0.0119,-0.0118,0.0667
0.1560,dirt,0.856,0.350,0.1410,-0.0329,0.0006,-0.0015,-0.0153,0.0273,-0.0162,-0.0163,-0.0163,-0.0163,0.0694
