t,terrain,n_true,throttle_cmd,steer_cmd,u,v,omega,ax,ay,wheel_omega_fl,wheel_omega_fr,wheel_omega_rl,wheel_omega_rr,steering_angle
0.0000,dirt,0.842,0.350,0.0000,-0.0690,-0.0640,0.0007,-0.6665,0.0136,-0.0170,-0.0170,-0.0170,-0.0170,0.0000
0.0120,dirt,0.842,0.350,0.0063,0.0554,0.0691,-0.0008,-0.6150,-0.0112,-0.0292,-0.0292,-0.0292,-0.0292,0.0000
0.0240,dirt,0.842,0.350,0.0126,-0.0876,0.0777,-0.0032,-0.2843,-0.0219,-0.0056,-0.0056,-0.0056,-0.0056,0.0032
0.0360,dirt,0.842,0.350,0.0188,0.0802,0.0271,-0.0030,-0.1461,0.0360,0.0153,0.0153,0.0153,0.0153,0.0079
0.0480,dirt,0.842,0.350,0.0251,-0.0219,0.0693,-0.0028,0.1049,-0.0231,0.0226,0.0226,0.0226,0.0226,0.0113
0.0600,dirt,0.842,0.350,0.0313,0.0400,0.0856,-0.0011,1.0046,0.0005,-0.0170,-0.0170,-0.0170,-0.0170,0.0134
0.0720,dirt,0.842,0.350,0.0376,0.0035,-0.0580,-0.0041,0.0537,-0.0268,-0.0174,-0.0174,-0.0174,-0.0174,0.0164
0.0840,dirt,0.842,0.350,0.0438,0.0335,-0.0308,-0.0017,-0.1812,-0.0019,-0.0075,-0.0075,-0.0075,-0.0075,0.0200
0.0960,dirt,0.842,0.350,0.0499,0.0685,-0.0615,0.0003,-0.0833,0.1073,-0.0018,-0.0018,-0.0019,-0.0019,0.0230
0.1080,dirt,0.842,0.350,0.0561,0.0232,-0.0816,0.0004,0.0487,-0.0487,-0.0001,-0.0001,-0.0001,-0.0001,0.0260
0.1200,dirt,0.842,0.350,0.0622,0.0132,0.0645,-0.0001,0.0751,-0.0258,-0.0053,-0.0053,-0.0053,-0.0053,0.0289
0.1320,dirt,0.842,0.350,0.0682,-0.0451,0.0373,-0.0001,-0.0908,0.2506,-0.0065,-0.0065,-0.0065,-0.0065,0.0322
0.1440,dirt,0.842,0.350,0.0743,-0.0077,-0.0709,-0.0031,0.2702,-0.1448,-0.0110,-0.0110,-0.0110,-0.0110,0.0366
0.1560,dirt,0.842,0.350,0.0802,-0.0278,-0.0610,-0.0001,-0.0637,0.1133,-0.0157,-0.0157,-0.0157,-0.0157,0.0387
0.1680,dirt,0.842,0.350,0.0862,-0.0844,0.0044,-0.0015,0.0212,0.0976,-0.0223,-0.0223,-0.0223,-0.0223,0.0416
0.1800,dirt,0.842,0.350,0.0920,-0.0034,0.0279,-0.0029,-0.0196,0.0062,-0.0302,-0.0302,-0.0302,-0.0302,0.0447
0.1920,dirt,0.842,0.350,0.0978,0.0230,-0.0103,-0.0004,0.0334,-0.0366,-0.0360,-0.0360,-0.0360,-0.0360,0.0478
0.2040,dirt,0.842,0.350,0.1036,-0.0678,-0.0380,-0.0029,-0.0466,0.0044,-0.0440,-0.0440,-0.0440,-0.0440,0.0508
0.2160,dirt,0.842,0.350,0.1093,-0.0520,0.0422,-0.0012,0.0498,0.3859,-0.0523,-0.0522,-0.0523,-0.0523,0.0548
0.2280,dirt,0.842,0.350,0.1149,0.0185,0.0829,-0.0015,0.0167,-0.0276,-0.0652,-0.0652,-0.0652,-0.0652,0.0581
0.2400,dirt,0.842,0.350,0.1204,-0.0057,-0.0732,-0.0015,0.0408,-0.0372,-0.0781,-0.0781,-0.0781,-0.0781,0.0594
0.2520,dirt,0.842,0.350,0.1259,-0.0459,-0.0293,0.0017,-0.0047,0.2583,-0.0907,-0.0907,-0.0907,-0.0907,0.0608
0.2640,dirt,0.842,0.350,0.1313,-0.0205,0.0427,-0.0008,0.0226,0.0214,-0.1066,-0.1066,-0.1066,-0.1066,0.0648
0.2760,dirt,0.842,0.350,0.1366,-0.0382,0.0010,-0.0029,0.0231,0.0542,-0.1229,-0.1229,-0.1229,-0.1229,0.0684
0.2880,dirt,0.842,0.350,0.1418,-0.0616,-0.0578,-0.0007,-0.0000,0.0267,-0.1427,-0.1427,-0.1427,-0.1427,0.0697
0.3000,dirt,0.842,0.350,0.1469,-0.0082,-0.0004,-0.0016,-0.0040,-0.0089,-0.1654,-0.1654,-0.1654,-0.1654,0.0722
0.3120,dirt,0.842,0.350,0.1520,0.0188,-0.0692,-0.0020,-0.0868,-0.0673,-0.1803,-0.1803,-0.1803,-0.1803,0.0759
0.3240,dirt,0.842,0.350,0.1569,-0.1373,-0.0497,-0.0035,0.0674,-0.0589,-0.2023,-0.2023,-0.2023,-0.2023,0.0805
0.3360,dirt,0.842,0.350,0.1618,0.0075,-0.0273,-0.0040,-0.0067,0.0855,-0.2280,-0.2280,-0.2280,-0.2280,0.0829
