time,x,y,psi,u,v,omega,theta,pos_err,e_lat,v_max_path,delta_cmd,ax_cmd,vtheta_cmd,steering,throttle,braking,solve_time_ms,mpc_cost
0.0120,0.0494,0.0143,-0.0058,-0.0242,0.0096,-0.0001,0.0000,0.0514,0.0143,3.0533,0.1000,-0.0723,4.0032,0.1893,0.0000,0.0241,3.076,272443.4271
0.0240,0.0001,-0.0183,0.0060,-0.0584,0.0220,-0.0022,0.0000,0.0183,-0.0183,3.0533,0.0880,-0.0363,8.0000,0.1666,0.0000,0.0121,1.502,100572.9861
0.0360,0.0083,-0.0192,-0.0064,0.0229,0.0010,-0.0307,0.0000,0.0209,-0.0192,3.0533,0.1000,-0.0003,8.0000,0.1893,0.0000,0.0001,1.197,614181.1768
0.0480,0.0587,-0.0283,-0.0023,0.0416,-0.0889,-0.0034,0.0000,0.0652,-0.0283,3.0533,0.1120,0.0357,8.0000,0.2121,0.0143,0.0000,1.306,599301.7293
0.0600,0.0220,-0.0188,-0.0013,0.0340,-0.0392,-0.0063,0.0000,0.0289,-0.0188,3.0533,0.1000,0.0717,8.0000,0.1893,0.0287,0.0000,1.172,617634.7914
0.0720,0.0878,-0.0706,-0.0141,0.0585,-0.0684,-0.0010,0.0000,0.1126,-0.0706,3.0533,0.1120,0.1077,8.0000,0.2121,0.0431,0.0000,1.140,601133.8912
0.0840,0.0020,-0.0004,-0.0071,-0.0175,-0.0104,-0.0010,0.0000,0.0021,-0.0004,3.0533,0.1014,0.1437,8.0000,0.1921,0.0575,0.0000,1.439,617616.9070
0.0960,-0.0281,-0.0756,-0.0007,0.0226,0.0402,-0.0038,0.0000,0.0807,-0.0756,3.0533,0.0973,0.1797,8.0000,0.1843,0.0719,0.0000,1.215,614439.8593
0.1080,0.0848,0.0468,-0.0017,0.0042,0.0953,0.0056,0.0000,0.0968,0.0468,3.0533,0.1093,0.2157,8.0000,0.2071,0.0863,0.0000,1.011,599132.7633
0.1200,0.0050,-0.1361,-0.0046,0.0572,0.0566,-0.0099,0.0000,0.1362,-0.1361,3.0533,0.1213,0.2517,8.0000,0.2298,0.1007,0.0000,1.243,596697.0823
0.1320,0.0918,0.0911,0.0001,-0.0223,0.0867,-0.0214,0.0000,0.1293,0.0911,3.0533,0.1093,0.2877,8.0000,0.2071,0.1151,0.0000,1.338,591197.5324
0.1440,0.0387,-0.0618,-0.0057,0.0519,-0.0302,-0.0092,0.0000,0.0729,-0.0618,3.0533,0.1213,0.3237,8.0000,0.2298,0.1295,0.0000,1.188,585547.2872
0.1560,0.0136,-0.0412,-0.0054,-0.0276,0.0093,-0.0022,0.0000,0.0434,-0.0412,3.0533,0.1093,0.3597,8.0000,0.2071,0.1439,0.0000,1.281,592801.6510
