label,true_n,proxy,coh_scale,phi_delta_deg,lrn_lines,n_sm_mean,n_sm_std,n_bias,n_abs_err,n_applied_mean,n_applied_std,applied_pct,rms_crosstrack_m,rms_heading_err_deg,rms_speed_err_mps,diag_csv,ok
terrain1,0.8837,dirt,0.525,-2.25,132,0.8935151515151515,0.014434011206954846,0.009815151515151443,0.009815151515151443,0.8949165968712395,0.015569979750608495,7.9422382671480145,0.03495870539568418,7.990611746819611,0.571244038621542,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Shared/plots/cl_random/terrain1/20260420_144159_967270_dirt_sinusoidal_acados_static_mlp/diag_dirt_sinusoidal_acados_static_mlp.csv,1
terrain2,0.6339,dirt,1.236,1.77,132,0.6937121212121212,0.027317307839933108,0.059812121212121205,0.059812121212121205,0.6924815600961539,0.024643533010540123,7.9374624173181,0.09051240813069658,7.845232494265197,0.8374356941873438,/home/kyle/Documents/chrono-HIL/chrono-HIL/project/SCM_Shared/plots/cl_random/terrain2/20260420_144223_059991_dirt_sinusoidal_acados_static_mlp/diag_dirt_sinusoidal_acados_static_mlp.csv,1
