step,x,y,psi_deg,u,delta_deg,n_obs,horizon,phi_lb_deg,v_max_terrain,steer_in,throttle_in,brake_in,steer_out,throttle_out,brake_out,was_modified,min_clearance,solve_ms,cost_min
15,0.406,0.019,0.91,1.083,0.00,1,18,10.00,5.63,+0.000,0.991,0.000,-0.001,0.993,0.000,1,16.652,46.63,0.000
16,0.522,0.026,1.07,1.265,0.00,1,18,10.00,5.63,+0.000,0.994,0.000,-0.000,0.999,0.000,1,15.774,46.45,0.000
17,0.656,0.032,1.22,1.434,0.00,1,18,10.00,5.63,+0.000,0.996,0.000,-0.000,1.000,0.000,1,15.922,46.24,0.000
18,0.806,0.037,1.35,1.581,0.00,1,18,10.00,5.63,+0.000,0.998,0.000,-0.001,0.999,0.000,1,15.395,47.55,0.000
19,0.970,0.043,1.45,1.730,0.00,1,18,10.00,5.63,+0.000,0.998,0.000,+0.001,1.000,0.000,1,15.006,46.45,0.000
20,1.148,0.049,1.51,1.876,0.00,1,18,10.00,5.63,+0.000,0.999,0.000,+0.003,0.997,0.000,1,14.266,46.34,0.000
21,1.342,0.055,1.57,2.020,0.00,1,18,10.00,5.63,+0.000,0.999,0.000,-0.006,0.998,0.000,1,13.887,46.42,0.000
22,1.549,0.063,1.66,2.171,0.00,1,18,10.00,5.63,+0.000,1.000,0.000,-0.004,0.997,0.000,1,13.717,46.67,0.000
23,1.771,0.071,1.73,2.302,0.00,1,18,10.00,5.62,+0.000,1.000,0.000,+0.011,0.985,0.000,1,13.177,46.44,0.000
24,2.006,0.080,1.80,2.436,0.00,1,18,10.00,5.62,+0.000,1.000,0.000,+0.001,0.995,0.000,1,12.980,46.26,0.000
25,2.254,0.090,1.89,2.574,0.00,1,18,10.00,5.62,+0.000,1.000,0.000,-0.005,0.974,0.000,1,12.659,46.32,0.001
26,2.515,0.099,2.03,2.711,0.00,1,18,10.00,5.62,+0.000,1.000,0.000,+0.039,0.937,0.000,1,12.375,46.97,0.009
27,2.790,0.110,2.18,2.853,0.00,1,18,10.00,5.62,+0.000,1.000,0.000,-0.013,0.949,0.000,1,11.743,46.25,0.009
28,3.080,0.122,2.34,3.026,0.00,1,18,10.00,5.61,+0.000,1.000,0.000,+0.058,0.914,0.000,1,11.562,46.67,0.028
29,3.385,0.136,2.44,3.168,0.00,1,18,10.00,5.61,+0.000,1.000,0.000,+0.165,0.863,0.000,1,11.152,46.39,0.009
