slip_front_mean,slip_front_std,slip_front_max,slip_rear_mean,slip_rear_std,slip_rear_max,ax_std,ay_std,yaw_accel_std,az_std,sideslip_ratio_mean,yaw_rate_mean,speed_mean,speed_std,steer_mean,steer_std,terrain_label
4.400989377510437,1.2832826594226763,11.376389968241515,0.3740940539068963,0.6523312274687535,4.427121653618865,6.739095094350793,6.184326927222209,0.6336996038333434,0.6166488408440242,0.053618739466824286,0.029098394313572234,1.013455680545538,0.4203306042833565,0.0,0.0,clay
3.5512676116021233,1.1255434708731833,5.480017162805087,0.18339863236318985,0.08786811131524008,0.3827813164181839,6.2364818122134515,6.256468144166476,0.6741651897308344,0.3554626653016858,0.037120106873634665,0.023674143071136536,1.3768996733329022,0.4506305215963972,0.0,0.0,clay
2.7363221597972878,1.1205635895161221,4.7476375697265665,0.13802935320403578,0.07528255712882824,0.34433906317139235,6.502584221736872,5.8063941603954845,0.6560953357135,0.32787178220564955,0.024251095422429463,0.018918882021030637,1.7626171565697262,0.4505105419585687,0.0,0.0,clay
1.9341351743198234,0.817843816090034,4.212026034132909,0.0991029735074567,0.03629073782020594,0.19660140578998203,5.349847642014242,5.4948520955438935,0.6347976929092162,0.24366634933983947,0.019968700444976964,0.01727636564816168,2.1430347222578923,0.43366801231843644,0.0,0.0,clay
1.3224160833907266,0.515986899305827,2.5198694952486935,0.11547275191626835,0.04626891774050428,0.22420199721377304,4.951391703143102,5.385076671226879,0.6710959300885291,1.4847824343808,0.01682068514659823,0.023885706448940475,2.503954204988339,0.411168737670699,0.0,0.0,clay
0.9646994896418695,0.38960061639737376,1.7274949131207402,0.10037135454190935,0.050922627950604885,0.22420199721377304,5.256523997497798,5.109683988001798,0.5763411660922186,2.433030999044737,0.015280479557639124,0.03060942475374896,2.8155737752031493,0.3411235525498321,0.0,0.0,clay
0.6782948123285734,0.28344860374547487,1.2732541134550361,0.09555744837387897,0.059321552041370386,0.22420199721377304,5.349364811700744,4.57437749141157,0.6005214047703443,2.5574670049958836,0.013068297669380169,0.03619612048748914,3.1164472834918535,0.3233098915524883,0.0,0.0,clay
0.4549782743522213,0.21251591371079628,0.8838302820344929,0.08148021092746051,0.06577673113419472,0.22420199721377304,5.469045911511215,5.3617173744205715,0.6657309290727346,2.559315327588123,0.011987346860830287,0.03493154389650734,3.4210900343750654,0.35533384313185684,0.0,0.0,clay
0.30987489663900597,0.1955363049097095,0.7618711648273299,0.05292162511595429,0.0482021517946685,0.1914932609577633,5.876419997126819,5.7986170769782275,0.6914897175407816,1.7427057375963095,0.011773238018086512,0.029669301707672093,3.7197555706258307,0.3938201428363075,0.0,0.0,clay
0.17875380692509998,0.12137701102565644,0.4110558234884468,0.03737261376173481,0.03244614104191283,0.18758641659566036,5.955300719800813,6.1318620642028945,0.6960772188505845,0.7752899087468254,0.011415543305372039,0.025098097180210277,4.013649816687499,0.32996773546364994,0.0,0.0,clay
0.09862181414097898,0.06178484804575727,0.26009573639345407,0.026272946398129122,0.007313735734330301,0.046013199455635895,5.960425192750996,6.333265289420735,0.7378490164851499,0.5293250204487222,0.011341974172895512,0.01975197261044867,4.24077638667864,0.2180464791157658,0.0,0.0,clay
0.10555621377356929,0.11570362892397786,0.4247577680892641,0.05856281993751672,0.09285892651222531,0.38165472089667307,5.623056003713741,6.826518958381983,0.6319690300106745,0.5595003623314322,0.010037958128218704,0.019716029363147376,4.409974783180549,0.15635987385564587,0.0,0.0,clay
0.20062231164221958,0.2010888743184785,0.5183725480139623,0.09044763586437352,0.09881905324682827,0.38165472089667307,5.30190452861933,6.838465793147441,0.5898102131307257,0.5768180481081768,0.009795857925763873,0.01821914886420381,4.610251391997998,0.2651436830387675,0.0,0.0,clay
0.2950897455666272,0.19947391439901704,0.5183725480139623,0.11820965493519665,0.09208365330648892,0.38165472089667307,5.248865762682753,6.7309250173093895,0.591133559966583,0.41478939049397817,0.009691989174220204,0.01947117958723415,4.876118509015947,0.4032265003385301,0.0,0.0,clay
0.3687252021965299,0.1387366744752419,0.5183725480139623,0.1291768261572678,0.08349964862195451,0.38165472089667307,5.0821005450808014,6.2881633003243,0.557839740684396,0.46936921305925905,0.008819664116965937,0.018974074659577976,5.238679603243647,0.5042997402533587,0.0,0.0,clay
0.3960221986743148,0.07060301334624931,0.5183725480139623,0.09998728886875605,0.0508955919217486,0.19330801881242696,5.090140758971875,5.760978144236723,0.9814342787167937,0.6306100765030548,0.008209199351694679,0.018371595488519,5.675317597278579,0.510401916283889,0.0,0.0,clay
0.32485713843211533,0.08934417020039881,0.49817884334158036,0.07059529287930978,0.04320277888822965,0.14723076751499864,5.341835158943047,6.481669939739041,1.0972538887515613,0.9489199051460473,0.007707738051010821,0.0180335349468195,6.111243786072855,0.504577658555556,0.0,0.0,clay
0.25535232148375303,0.0858165116695497,0.37003516509737444,0.04709517227148757,0.02073875604586826,0.14060711444512958,5.26906042796162,6.136828804047916,1.3395949450319067,1.0468069933290913,0.006500611400483802,0.015494868047469893,6.53530556219762,0.4751063363329654,0.0,0.0,clay
0.1897691445174198,0.09742344583235255,0.36034318184328246,0.03717847896551559,0.010487833467764668,0.06824657026809612,5.499116109969297,6.101193506848686,1.3632672891547875,1.1193173310142994,0.006447759884093152,0.015770146810839762,6.903689065384826,0.4064294878119212,0.0,0.0,clay
0.12264702198981042,0.06630429314723993,0.2932710078013292,0.034376496446364264,0.009044622320290909,0.06482429554255761,5.783982821932543,6.381270838555027,1.175072779927609,0.9694904540961596,0.005990654371309942,0.016606603804516857,7.196839416708875,0.29918224018253514,0.0,0.0,clay
0.10935549258993142,0.05167557584098036,0.24258132114192008,0.03490222379332569,0.009543480458251525,0.0733515530596027,5.635694223819403,5.3635048916882875,1.5085763966200365,0.9890868476863716,0.005415582275349802,0.016227432263667116,7.4332512841212335,0.22528238024246297,0.0,0.0,clay
0.09480867850164436,0.04675901411210693,0.24258132114192008,0.033534666641833556,0.00762200298211189,0.0733515530596027,5.467038423751011,5.28948355753148,1.5054365931414055,1.2579623658828705,0.0051946849898540605,0.01880687578994637,7.623726396330703,0.21121771361678204,0.0,0.0,clay
0.1030779561137534,0.051835391365864146,0.24258132114192008,0.03764963244575486,0.01547597125378429,0.09581513806818515,5.606816375142387,5.463253776670773,1.5125272339282596,2.0299417782576024,0.004980148299259688,0.017310675788316677,7.7564919703197415,0.18335335048246537,0.0,0.0,clay
0.1731774205323761,0.10773421821534304,0.3739335278128938,0.07162618047986835,0.059285922739579805,0.206954248454493,6.2749255932389945,5.188085260985127,1.4582792788326597,2.2329787797276612,0.0054809924835135075,0.017331628105759757,7.714517360802809,0.26600303877482395,0.0,0.0,clay
0.19141761959088588,0.11427817474179382,0.3739335278128938,0.07423525520660247,0.061803470979746596,0.206954248454493,6.519121292467201,5.879778763331192,1.1358582227936445,2.578968103178221,0.005937283280586859,0.018604719842487103,7.501052510457517,0.4590639594713966,0.0,0.0,clay
0.17434486887330725,0.13045596406432633,0.3739335278128938,0.06991001627348281,0.06487993297344426,0.206954248454493,6.897107962569628,5.959259730049714,1.127650990237834,2.5490621361341295,0.006383409119759485,0.018768744845248337,7.199095319025476,0.4933614501343798,0.0,0.0,clay
0.18334771286571375,0.12501801161028434,0.3739335278128938,0.0736379316154373,0.06236199032945735,0.206954248454493,6.520085488643191,6.084746276354684,1.2265901299466415,2.3916243228114515,0.0064596464045023295,0.02907216030450905,6.94019362814857,0.27815055233922287,0.0,0.0,clay
0.12987730827302513,0.08633846093022536,0.33979986979051946,0.04097091605464059,0.027232416984239335,0.13413148583019574,5.840813681628525,6.528321614002765,1.3214991197590875,2.549534754681412,0.006366616544980432,0.028342230810681386,6.919172830330145,0.2269951903339761,0.0,0.0,clay
0.10660768149343662,0.05765592617036027,0.19290763732374427,0.04252458555668143,0.018526377166518275,0.08168278097159931,5.533828747237915,5.898544218947737,1.2213706887851117,2.341530060866255,0.006545227179225475,0.026106982353250947,7.075147798211434,0.32131876598796455,0.0,0.0,clay
0.1375096291170533,0.0365775567058299,0.19290763732374427,0.04617457335391667,0.014857360381972537,0.08168278097159931,5.047407587518167,6.491919614953252,1.1007491206173534,2.3237703186713565,0.007440558100043455,0.024608072768095107,7.32386562228147,0.315192925887552,0.0,0.0,clay
0.1316359661455948,0.03237791158635777,0.18927382804151563,0.04449712753212088,0.0130145086361478,0.08168278097159931,5.0847867911658025,6.309710388100315,1.0637815519685156,2.2104799246775895,0.009413348266954879,0.015551186976287545,7.574066861944942,0.2443538402782142,0.0,0.0,clay
0.13365339807841994,0.05151872450522912,0.3159627959434796,0.05535604022119438,0.04239672404212559,0.25276242751811256,5.142176592803696,5.354415470947578,1.0129093573866002,1.8641371086438168,0.009169896008815778,0.013959123530948872,7.739976499822838,0.19645469280784492,0.0,0.0,clay
0.27728037779731973,0.26564065259473596,0.8765929464098733,0.1931109881088651,0.2550099672461592,0.7372010418346175,5.853264039349947,5.391004601911154,1.0398195576307887,1.615201910996833,0.009240117061240552,0.013564600295335577,7.7034706810332425,0.2591311151481614,0.0,0.0,clay
0.4414049071816704,0.3314391808244462,0.8765929464098733,0.3411632908107977,0.29095066824395194,0.7372010418346175,5.801249547449944,4.929597830898228,1.2010805228578558,1.21714656653837,0.009562443518224101,0.011936257608613951,7.462005450279044,0.5088743333564602,0.0,0.0,clay
0.5915709945496569,0.28701644702975315,0.8765929464098733,0.4281194841169441,0.24178380262145158,0.7372010418346175,6.02863334603248,5.093988808219993,1.1020366035632236,0.9835678870096701,0.00888169843983737,0.01155704959211177,7.010283537241899,0.7095290999978936,0.0,0.0,clay
0.6407785151208947,0.220705453260402,0.8765929464098733,0.41877147961593586,0.25431035734656554,0.7372010418346175,6.069268117300547,5.661409196087982,1.0365232201570982,0.9761181332207036,0.009537464831477268,0.011686876472703054,6.41128018103278,0.6997583982275047,0.0,0.0,clay
0.5301758348967702,0.25859177771605407,0.8719972302783778,0.3089161003024975,0.2368458769941288,0.7284287777753656,6.063818674814206,6.120264326797867,1.0001562784060847,1.0359594420781892,0.010300719157987553,0.012665133196675811,5.9244495221840365,0.5521448247188935,0.0,0.0,clay
0.4178810839476628,0.20698932506397186,0.7803848947455503,0.16953867545169743,0.15879129360227365,0.5075266593452608,6.381296886435142,6.301144794724015,0.9930389624529153,1.133018234361709,0.010322246991418569,0.012946983180252105,5.732283544675033,0.32161013796135357,0.0,0.0,clay
0.29884114311325977,0.10931631925659563,0.5771691889548473,0.08015991134537714,0.08120453691129194,0.3166766505021199,6.158114917395012,6.695591115356247,1.0679950746069613,1.076624584444597,0.009908126749912765,0.015854680421499793,5.795373861732548,0.3942861993151637,0.0,0.0,clay
0.28607686436221585,0.07586435648219057,0.440098263591851,0.08060144530819155,0.0755351166893583,0.3166766505021199,6.227435079778631,6.536825500697842,1.067127047160174,1.473651482993068,0.009215237313364877,0.01669548596234627,6.09003303177068,0.5050566030531669,0.0,0.0,clay
0.26857604872460594,0.06709714153662341,0.440098263591851,0.04782551108053997,0.02209407083282455,0.13448938703541935,5.9536818833186445,6.461123866589623,1.1465185028801288,1.5932905484082651,0.008056374420601572,0.01644216332653728,6.500607651509765,0.42092830767050027,0.0,0.0,clay
