time,x,y,psi,u,v,omega,theta,pos_err,e_lat,v_max_path,delta_cmd,ax_cmd,vtheta_cmd,steering,throttle,braking,solve_time_ms,mpc_cost
0.0120,-0.0594,-0.0721,-0.0047,-0.0254,0.0593,-0.0003,0.0000,0.0934,-0.0721,5.0000,-0.1000,0.3000,2.4989,-0.1894,0.1200,0.0000,1.332,759702.8918
0.0240,0.0484,-0.0056,0.0020,-0.0120,0.0231,0.0018,0.0000,0.0487,-0.0056,5.0000,-0.1120,0.3360,5.0000,-0.2121,0.1344,0.0000,0.898,55209.5333
0.0360,0.0023,0.1336,-0.0068,-0.0738,0.0111,0.0384,0.0000,0.1336,0.1336,5.0000,-0.1240,0.3720,5.0000,-0.2348,0.1488,0.0000,0.976,532784.4845
0.0480,0.1056,0.0015,0.0015,-0.0148,-0.0905,0.0048,0.0000,0.1056,0.0015,5.0000,-0.1360,0.4080,5.0000,-0.2576,0.1632,0.0000,0.924,513774.1043
0.0600,0.1045,-0.1468,-0.0119,0.0621,-0.0500,-0.0003,0.0000,0.1802,-0.1468,5.0000,-0.1480,0.4440,5.0000,-0.2803,0.1776,0.0000,0.816,491431.2715
0.0720,0.0758,0.0126,0.0013,-0.0923,0.0433,-0.0066,0.0000,0.0768,0.0126,5.0000,-0.1600,0.4800,5.0000,-0.3030,0.1920,0.0000,0.867,513058.2300
0.0840,0.0548,0.0646,0.0070,-0.0759,-0.0213,-0.0008,0.0000,0.0847,0.0646,5.0000,-0.1720,0.5160,5.0000,-0.3257,0.2064,0.0000,0.830,485593.8653
0.0960,0.0544,0.0501,0.0011,-0.0038,-0.0410,-0.0014,0.0000,0.0740,0.0501,5.0000,-0.1840,0.5520,5.0000,-0.3485,0.2208,0.0000,1.144,543582.1687
0.1080,0.0473,0.0733,0.0091,-0.0257,0.0139,0.0024,0.0000,0.0872,0.0733,5.0000,-0.1720,0.5880,5.0000,-0.3257,0.2352,0.0000,1.031,440447.3006
0.1200,-0.0250,0.0350,0.0065,0.0660,0.0029,-0.0122,0.0000,0.0430,0.0350,5.0000,-0.1840,0.6240,5.0000,-0.3485,0.2496,0.0000,0.846,491794.1324
0.1320,0.0107,0.0010,-0.0058,-0.0404,0.0447,-0.0217,0.0000,0.0108,0.0010,5.0000,-0.1960,0.6600,5.0000,-0.3712,0.2640,0.0000,0.801,496105.1109
0.1440,-0.0443,-0.0381,0.0077,0.0063,0.0071,-0.0101,0.0000,0.0584,-0.0381,5.0000,-0.2080,0.6960,5.0000,-0.3939,0.2784,0.0000,0.840,499296.4497
0.1560,0.0452,-0.0158,-0.0080,0.0270,0.0151,0.0214,0.0000,0.0479,-0.0158,5.0000,-0.2200,0.7320,5.0000,-0.4166,0.2928,0.0000,0.786,472473.2021
0.1680,0.0886,-0.0178,-0.0002,-0.0734,-0.0221,0.0061,0.0000,0.0903,-0.0178,5.0000,-0.2320,0.7680,5.0000,-0.4394,0.3072,0.0000,0.874,468166.9797
0.1800,-0.0143,0.0648,0.0057,0.1377,-0.0391,0.0027,0.0000,0.0663,0.0648,5.0000,-0.2440,0.8040,5.0000,-0.4621,0.3216,0.0000,0.805,446996.1781
0.1920,0.0260,0.0171,-0.0043,0.0720,-0.0594,-0.0027,0.0000,0.0311,0.0171,5.0000,-0.2560,0.8400,5.0000,-0.4848,0.3360,0.0000,0.837,451496.5748
0.2040,0.0257,0.0290,-0.0001,-0.0826,0.0328,-0.0098,0.0000,0.0387,0.0290,5.0000,-0.2680,0.8760,5.0000,-0.5076,0.3504,0.0000,0.866,466158.8309
0.2160,0.0001,0.0572,-0.0045,0.0180,-0.0110,-0.0063,0.0000,0.0572,0.0572,5.0000,-0.2800,0.9120,5.0000,-0.5303,0.3648,0.0000,0.812,461716.9378
0.2280,0.0659,0.0905,-0.0095,-0.0064,-0.0128,0.0078,0.0000,0.1120,0.0905,5.0000,-0.2920,0.9480,5.0000,-0.5530,0.3792,0.0000,0.813,450986.7118
0.2400,0.0958,-0.0468,0.0043,0.0558,-0.0092,0.0070,0.0000,0.1066,-0.0468,5.0000,-0.3040,0.9840,5.0000,-0.5757,0.3936,0.0000,0.855,426726.8331
0.2520,0.0271,-0.1278,0.0063,0.0121,-0.0330,-0.0088,0.0000,0.1306,-0.1278,5.0000,-0.3160,1.0200,5.0000,-0.5985,0.4080,0.0000,0.765,444630.9440
0.2640,0.0410,0.0479,-0.0039,-0.0430,-0.0115,-0.0083,0.0000,0.0631,0.0479,5.0000,-0.3280,1.0560,5.0000,-0.6212,0.4224,0.0000,0.874,442086.7975
0.2760,0.0336,-0.0375,0.0104,0.0237,0.0538,0.0064,0.0000,0.0503,-0.0375,5.0000,-0.3400,1.0920,5.0000,-0.6439,0.4368,0.0000,0.909,433444.8328
0.2880,0.0650,0.0521,0.0087,0.0050,0.0522,0.0017,0.0000,0.0833,0.0521,5.0000,-0.3520,1.1280,5.0000,-0.6666,0.4512,0.0000,0.839,430206.7248
0.3000,0.0552,-0.0078,0.0025,-0.0273,0.0229,-0.0023,0.0000,0.0557,-0.0078,5.0000,-0.3623,1.1640,5.0000,-0.6862,0.4656,0.0000,0.897,428512.4257
0.3120,0.0760,-0.0601,0.0031,-0.0222,-0.0562,-0.0118,0.0000,0.0969,-0.0601,5.0000,-0.3711,1.2000,5.0000,-0.7029,0.4800,0.0000,0.804,421386.1334
0.3240,-0.0068,-0.0161,-0.0043,-0.0271,-0.0020,-0.0252,0.0000,0.0175,-0.0161,5.0000,-0.3781,1.2360,5.0000,-0.7162,0.4944,0.0000,0.818,431313.7752
0.3360,-0.0414,0.0855,0.0021,0.0538,-0.0109,-0.0032,0.0000,0.0950,0.0855,5.0000,-0.3837,1.2720,5.0000,-0.7266,0.5088,0.0000,0.834,421433.6399
0.3480,0.0432,-0.0174,0.0055,0.0113,0.0723,-0.0013,0.0000,0.0466,-0.0174,5.0000,-0.3860,1.3080,5.0000,-0.7310,0.5232,0.0000,0.836,413635.4375
0.3600,0.1047,0.0018,0.0034,0.0133,0.0370,-0.0075,0.0000,0.1048,0.0018,5.0000,-0.3905,1.3440,5.0000,-0.7395,0.5376,0.0000,0.898,400062.8829
0.3720,0.0691,-0.0184,0.0023,0.0109,0.0614,-0.0223,0.0000,0.0716,-0.0184,5.0000,-0.3913,1.3800,5.0000,-0.7410,0.5520,0.0000,0.857,403267.8003
