time,x,y,psi,u,v,omega,theta,pos_err,e_lat,v_max_path,delta_cmd,ax_cmd,vtheta_cmd,steering,throttle,braking,solve_time_ms,mpc_cost
0.0120,0.0440,0.0451,-0.0008,0.0065,-0.0352,-0.0001,0.0000,0.0630,0.0451,2.9251,0.1000,0.3000,5.0000,0.1894,0.1200,0.0000,0.992,164475.2573
0.0240,0.0104,-0.0664,0.0002,0.0619,0.0403,-0.0042,0.0000,0.0672,-0.0664,2.9251,0.1028,0.3360,5.0000,0.1947,0.1344,0.0000,0.727,173478.9316
0.0360,0.0023,-0.1401,-0.0003,0.0286,-0.0097,-0.0216,0.0000,0.1401,-0.1401,2.9251,0.1148,0.3720,5.0000,0.2174,0.1488,0.0000,0.749,175082.7927
0.0480,0.0099,-0.0159,0.0034,-0.0698,-0.0932,-0.0261,0.0000,0.0188,-0.0159,2.9251,0.1176,0.4080,5.0000,0.2227,0.1632,0.0000,0.800,174599.0820
0.0600,0.0269,0.0046,0.0045,-0.0711,-0.0039,-0.0036,0.0000,0.0273,0.0046,2.9251,0.1291,0.4440,5.0000,0.2445,0.1776,0.0000,0.844,171184.6510
0.0720,0.1950,0.0202,0.0030,0.0789,0.0559,0.0020,0.2500,0.0585,0.0202,2.7489,0.1411,0.4800,5.0000,0.2673,0.1920,0.0000,0.850,154016.3603
0.0840,0.0348,0.0474,-0.0023,0.0648,-0.0427,-0.0060,0.0000,0.0588,0.0474,2.9251,0.1326,0.5160,5.0000,0.2512,0.2064,0.0000,0.803,176111.3871
0.0960,0.0509,-0.0130,-0.0052,0.0838,-0.0586,0.0007,0.0000,0.0525,-0.0130,2.9251,0.1446,0.5520,5.0000,0.2739,0.2208,0.0000,0.857,157323.9637
0.1080,0.0550,0.0274,-0.0059,-0.0015,0.0561,0.0014,0.0000,0.0615,0.0274,2.9251,0.1562,0.5880,5.0000,0.2959,0.2352,0.0000,0.847,163228.1868
0.1200,0.0123,0.0796,0.0047,0.0434,0.0742,-0.0121,0.0000,0.0806,0.0796,2.9251,0.1548,0.6240,5.0000,0.2932,0.2496,0.0000,0.735,159670.7699
0.1320,0.1261,-0.0104,-0.0023,0.0141,-0.0672,-0.0092,0.2500,0.1243,-0.0104,2.7489,0.1668,0.6600,5.0000,0.3159,0.2640,0.0000,0.776,154306.8253
0.1440,0.1452,0.0279,-0.0044,0.0063,0.0282,0.0015,0.2500,0.1084,0.0279,2.7489,0.1692,0.6960,5.0000,0.3204,0.2784,0.0000,0.710,167055.8473
0.1560,0.0954,0.0632,-0.0037,-0.0038,-0.0026,0.0021,0.0000,0.1144,0.0632,2.9251,0.1741,0.7320,5.0000,0.3296,0.2928,0.0000,0.738,168758.5126
0.1680,0.0813,-0.0675,0.0004,-0.0216,0.0620,-0.0070,0.0000,0.1057,-0.0675,2.9251,0.1861,0.7680,5.0000,0.3524,0.3072,0.0000,0.785,153828.5179
0.1800,0.1004,-0.0677,-0.0003,0.0007,0.0052,-0.0076,0.0000,0.1211,-0.0677,2.9251,0.1923,0.8040,5.0000,0.3641,0.3216,0.0000,0.777,151432.0674
0.1920,-0.0099,0.0495,0.0023,-0.0188,0.1116,-0.0067,0.0000,0.0505,0.0495,2.9251,0.1964,0.8400,5.0000,0.3720,0.3360,0.0000,0.734,154961.0166
0.2040,0.0679,-0.0136,-0.0053,-0.0054,-0.0429,-0.0029,0.0000,0.0692,-0.0136,2.9251,0.2084,0.8760,5.0000,0.3947,0.3504,0.0000,0.817,149101.3760
0.2160,0.0074,-0.0066,0.0038,-0.0331,0.0541,-0.0016,0.0000,0.0099,-0.0066,2.9251,0.2138,0.9120,5.0000,0.4048,0.3648,0.0000,0.704,151314.5833
0.2280,0.1163,0.0382,-0.0073,-0.0042,-0.0652,-0.0089,0.0000,0.1224,0.0382,2.9251,0.2189,0.9480,5.0000,0.4146,0.3792,0.0000,0.791,143243.9054
0.2400,-0.0107,-0.0399,0.0011,-0.0811,0.0178,-0.0082,0.0000,0.0413,-0.0399,2.9251,0.2285,0.9840,5.0000,0.4327,0.3936,0.0000,0.780,149704.0238
0.2520,-0.0210,-0.0357,-0.0110,-0.0456,0.0333,-0.0095,0.0000,0.0414,-0.0357,2.9251,0.2405,1.0200,5.0000,0.4554,0.4080,0.0000,0.818,150186.2685
0.2640,0.0571,-0.0087,-0.0007,-0.0021,-0.0034,-0.0072,0.0000,0.0577,-0.0087,2.9251,0.2317,1.0560,5.0000,0.4389,0.4224,0.0000,0.818,143924.1915
0.2760,0.0742,-0.0976,-0.0061,0.0139,0.0393,-0.0033,0.0000,0.1226,-0.0976,2.9251,0.2437,1.0920,5.0000,0.4616,0.4368,0.0000,0.824,140815.5941
0.2880,0.0077,0.0758,-0.0072,0.0076,-0.0074,0.0000,0.0000,0.0762,0.0758,2.9251,0.2426,1.1280,5.0000,0.4594,0.4512,0.0000,0.792,143762.0412
0.3000,0.0057,0.0881,-0.0125,0.0532,0.0218,-0.0002,0.0000,0.0883,0.0881,2.9251,0.2414,1.1640,5.0000,0.4572,0.4656,0.0000,0.744,138491.7522
0.3120,0.0807,0.0194,0.0036,-0.0533,-0.0933,-0.0062,0.0000,0.0830,0.0194,2.9251,0.2534,1.2000,5.0000,0.4799,0.4800,0.0000,0.778,137785.1565
0.3240,0.0846,0.0822,-0.0051,0.0863,0.0593,-0.0070,0.0000,0.1180,0.0822,2.9251,0.2445,1.2360,5.0000,0.4631,0.4944,0.0000,0.802,129503.7632
